"S0004-28032002000100009-scl","Imunonutrição em colite experimental: efeitos benéficos dos ácidos graxos ômega-3","CAMPOS, Fábio Guilherme, WAITZBERG, Dan L., LOGULO, Angela Flávia, TORRINHAS, Raquel Susana, TEIXEIRA, William Gemio Jacobsen, HABR-GAMA, Angelita","Arquivos de Gastroenterologia; 39(1); 48-54","Arquivos de Gastroenterologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032002000100009&lang=pt" 
"S0100-39842002000200006-scl","Classificação ultra-sonográfica do derrame pleural e do empiema parapneumônico","Cirino, Luís Marcelo Inaco, Francisco Neto, Miguel José, Tolosa, Erasmo Magalhães Castro de","Radiologia Brasileira; 35(2); 81-83","Radiologia Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842002000200006&lang=pt" 
"S0100-39842002000200012-scl","Histiocitose x (síndrome de hand-schuller-christian): relato de caso","Carneiro Filho, José Olimar, Leite, Marta Santos, Andrade Neto, José Moacyr","Radiologia Brasileira; 35(2); 109-112","Radiologia Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842002000200012&lang=pt" 
"S0100-39842002000200010-scl","Metástases pulmonares atípicas: apresentações tomográficas","Bodanese, Larissa, Gutierrez, Ana Luiza Telles de Miranda, Capone, Domenico, Marchiori, Edson","Radiologia Brasileira; 35(2); 99-103","Radiologia Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842002000200010&lang=pt" 
"S0100-39842002000200014-scl","Papilomatose respiratória recorrente com disseminação pulmonar: relato de dois casos","Araújo Neto, César Augusto de, Campos, Rúbia Mara Correia, Bastos, Maria de Lourdes Santos","Radiologia Brasileira; 35(2); 117-120","Radiologia Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842002000200014&lang=pt" 
"S0100-39842002000200019-scl","","","Radiologia Brasileira; 35(2); 104-104","Radiologia Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842002000200019&lang=pt" 
"S0100-39842002000200020-scl","","","Radiologia Brasileira; 35(2); 116-116","Radiologia Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842002000200020&lang=pt" 
"S0100-39842002000200017-scl","Tomografia computadorizada de alta resolução do tórax na asbestose precoce","Silva, Helena Cristina da","Radiologia Brasileira; 35(2); 76-76","Radiologia Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842002000200017&lang=pt" 
"S0100-39842002000200008-scl","Cirurgia conservadora, radioterapia externa e reforço de dose com braquiterapia de alta taxa de dose: uma nova perspectiva no tratamento de sarcomas de partes moles do adulto","Pellizzon, Antonio Cássio Assis, Salvajoli, João Victor, Novaes, Paulo Eduardo Ribeiro dos Santos, Fogaroli, Ricardo Cesar, Maia, Maria Aparecida Conte, Ferrigno, Robson","Radiologia Brasileira; 35(2); 89-92","Radiologia Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842002000200008&lang=pt" 
"S0100-39842002000200009-scl","Recuperação de imagem baseada em conteúdo: uso de atributos de textura para caracterização de microcalcificações mamográficas","Azevedo-Marques, Paulo Mazzoncini de, Honda, Marcelo Hossamu, Rodrigues, José Antônio H., Santos, Rildo Ribeiro dos, Traina, Agma Juci Machado, Traina Júnior, Caetano, Bueno, Josiane Maria","Radiologia Brasileira; 35(2); 93-98","Radiologia Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842002000200009&lang=pt" 
"S0100-39842002000200005-scl","Estudo da drenagem linfática e eficácia da tomografia computadorizada na detecção de metástases linfonodais em pacientes clinicamente N0 com carcinoma espinocelular de boca e orofaringe","Freire, Addah Regina da Silva, Lima, Eduardo da Nóbrega Pereira, Almeida, Oslei Paes de, Kowalski, Luiz Paulo","Radiologia Brasileira; 35(2); 77-80","Radiologia Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842002000200005&lang=pt" 
"S0100-39842002000200011-scl","Ultra-sonografia intra-operatória (usio) do pâncreas e das vias biliares","Machado, Márcio Martins, Rosa, Ana Cláudia Ferreira, Barros, Nestor de, Machado, Marcel Cerqueira Cesar, Cerri, Giovanni Guido","Radiologia Brasileira; 35(2); 105-108","Radiologia Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842002000200011&lang=pt" 
"S0100-39842002000200007-scl","Valor da ultra-sonografia abdominal com transdutor multifreqüencial de 5 a 10 mhz no diagnóstico de apendicite","Costa, Jesus Irajacy Fernandes da, Coelho Filho, João Macedo, Lima, José Milton de Castro, Mota, Rosa Maria Salani, Sousa Filho, Valdecy José de","Radiologia Brasileira; 35(2); 85-88","Radiologia Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842002000200007&lang=pt" 
"S0100-84042002000100001-scl","EDITORIAL","","Brazilian Journal of Botany; 25(1); -","Brazilian Journal of Botany","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000100001&lang=pt" 
"S0100-84042002000100010-scl","Hyphomycetes decompositores do folhedo de Tibouchina pulchra Cogn.","GRANDI, ROSELY A.P., GUSMÃO, LUÍS F.P.","Brazilian Journal of Botany; 25(1); 79-87","Brazilian Journal of Botany","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000100010&lang=pt" 
"S0100-84042002000100011-scl","Litter accumulation and its effect on seedling recruitment in a Southeast Brazilian Tropical Forest","SANTOS, SANDY LIA DOS, VÁLIO, IVANY F.M.","Brazilian Journal of Botany; 25(1); 89-92","Brazilian Journal of Botany","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000100011&lang=pt" 
"S0100-84042002000100012-scl","Effects of using different host plants on the detected biodiversity of arbuscular mycorrhizal fungi from an agroecosystem","CARRENHO, ROSILAINE, TRUFEM, SANDRA F.B., BONONI, VERA L.R.","Brazilian Journal of Botany; 25(1); 93-101","Brazilian Journal of Botany","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000100012&lang=pt" 
"S0100-84042002000100004-scl","Melastomataceae do Parque Nacional da Serra da Canastra, Minas Gerais, Brasil","ROMERO, ROSANA, MARTINS, ANGELA B.","Brazilian Journal of Botany; 25(1); 19-24","Brazilian Journal of Botany","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000100004&lang=pt" 
"S0100-84042002000100002-scl","Aplicações taxonômicas da anatomia foliar das espécies brasileiras de Hypolytrum Rich. (Cyperaceae)","ALVES, MARCCUS V., ESTELITA, MARIA E.M., WANDERLEY, MARIA G.L., THOMAS, WILLIAM W.","Brazilian Journal of Botany; 25(1); 1-9","Brazilian Journal of Botany","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000100002&lang=pt" 
"S0100-84042002000100003-scl","Aves como potenciais dispersoras de sementes de Ocotea pulchella Mart. (Lauraceae) numa área de vegetação de cerrado do sudeste brasileiro","FRANCISCO, MERCIVAL R., GALETTI, MAURO","Brazilian Journal of Botany; 25(1); 11-17","Brazilian Journal of Botany","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000100003&lang=pt" 
"S0100-84042002000100005-scl","Anatomia da raiz de espécies de Dyckia Schult. f. e Encholirium Mart. ex Schult. &amp; Schult. f. (Bromeliaceae, Pitcairnioideae) da Serra do Cipó (Minas Gerais, Brasil), com especial referência ao velame","PITA, PATRÍCIA B., MENEZES, NANUZA L.","Brazilian Journal of Botany; 25(1); 25-34","Brazilian Journal of Botany","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000100005&lang=pt" 
"S0100-84042002000100006-scl","Ruellia brevifolia (Pohl) Ezcurra (Acanthaceae): fenologia da floração, biologia da polinização e reprodução","SIGRIST, MARIA R., SAZIMA, MARLIES","Brazilian Journal of Botany; 25(1); 35-42","Brazilian Journal of Botany","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000100006&lang=pt" 
"S0100-84042002000100007-scl","Parâmetros da habilidade competitiva no estabelecimento de populações caracterizam o potencial de produção individual em trigo e aveia","SANTOS, HENRIQUE P., MUNDSTOCK, CLAUDIO M.","Brazilian Journal of Botany; 25(1); 43-53","Brazilian Journal of Botany","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000100007&lang=pt" 
"S0100-84042002000100008-scl","A invasão de um fragmento florestal em São Paulo (SP) pela palmeira australiana Archontophoenix cunninghamiana H. Wendl. &amp; Drude","DISLICH, RICARDO, KISSER, NABOR, PIVELLO, VÂNIA R.","Brazilian Journal of Botany; 25(1); 55-64","Brazilian Journal of Botany","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000100008&lang=pt" 
"S0100-84042002000100009-scl","O gênero Cheilosporum (Decaisne) Zanardini (Corallinales, Rhodophyta) no litoral do Brasil","MOURA, CARLOS W.N., GUIMARÃES, SÍLVIA M.P.B.","Brazilian Journal of Botany; 25(1); 65-77","Brazilian Journal of Botany","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000100009&lang=pt" 
"S0100-84042002000100013-scl","Ovule ontogeny of Tabebuia pulcherrima Sandwith (Bignoniaceae): megasporogenesis and integument development","BITTENCOURT JÚNIOR, NELSON S., MARIATH, JORGE E.A.","Brazilian Journal of Botany; 25(1); 103-115","Brazilian Journal of Botany","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042002000100013&lang=pt" 
"S0100-204X2002000300002-scl","Seletividade fisiológica de inseticidas a Vespidae predadores de Ascia monuste orseis","Crespo, André Luiz Barreto, Picanço, Marcelo Coutinho, Bacci, Leandro, Pereira, Eliseu José Guedes, Gonring, Alfredo Henrique Rocha","Pesquisa Agropecuária Brasileira; 37(3); 237-242","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000300002&lang=pt" 
"S0100-204X2002000300005-scl","Acúmulo de matéria seca em híbridos de milho sob diferentes relações entre fonte e dreno","Sangoi, Luís, Lech, Vanderlei Adilson, Rampazzo, Clair, Gracietti, Luís Carlos","Pesquisa Agropecuária Brasileira; 37(3); 259-267","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000300005&lang=pt" 
"S0100-204X2002000300011-scl","Influência de fungos micorrízicos arbusculares sobre o desenvolvimento vegetativo de porta-enxertos de abacateiro","Silveira, Samar Velho da, Souza, Paulo Vítor Dutra de, Koller, Otto Carlos","Pesquisa Agropecuária Brasileira; 37(3); 303-309","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000300011&lang=pt" 
"S0100-204X2002000300012-scl","Correlações e análise de trilha em linhagens de soja semeadas em diferentes épocas","Carvalho, Claudio Guilherme Portela de, Arias, Carlos Alberto Arrabal, Toledo, José Francisco Ferraz de, Oliveira, Marcelo Fernades de, Vello, Natal Antônio","Pesquisa Agropecuária Brasileira; 37(3); 311-320","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000300012&lang=pt" 
"S0100-204X2002000300016-scl","Tolerância de rizóbios de diferentes procedências ao zinco, cobre e cádmio","Matsuda, Alexandre, Moreira, Fátima Maria de Souza, Siqueira, José Oswaldo","Pesquisa Agropecuária Brasileira; 37(3); 343-355","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000300016&lang=pt" 
"S0100-204X2002000300019-scl","Formas de fósforo em solos de várzea e biodisponibilidade para o feijoeiro","Fernandes, Luiz Arnaldo, Faquin, Valdemar, Furtini Neto, Antonio Eduardo, Curi, Nilton","Pesquisa Agropecuária Brasileira; 37(3); 373-383","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000300019&lang=pt" 
"S0100-204X2002000300022-scl","Qualidade da forragem de pastagem nativa sob distintas alternativas de manejo","Heringer, Ingrid, Jacques, Aino Victor Ávila","Pesquisa Agropecuária Brasileira; 37(3); 399-406","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000300022&lang=pt" 
"S0100-204X2002000300023-scl","Aspectos biológicos y poblacionales de Nasonovia ribisnigri y Aulacorthum solani sobre lechuga","Vasicek, Araceli, La Rossa, Rubén, Paglioni, Andrea","Pesquisa Agropecuária Brasileira; 37(3); 407-414","Pesquisa Agropecuária Brasileira","Espanhol","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000300023&lang=pt" 
"S0100-204X2002000300013-scl","Estimação da taxa de cruzamento da aceroleira com base em dados isoenzimáticos","Lopes, Ricardo, Bruckner, Cláudio Horst, Lopes, Maria Teresa Gomes","Pesquisa Agropecuária Brasileira; 37(3); 321-327","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000300013&lang=pt" 
"S0100-204X2002000300014-scl","Herança da resistência à mancha-foliar de feosféria em milho","Pegoraro, Diego Girardi, Barbosa Neto, José Fernandes, Dal Soglio, Fábio Kessler, Vacaro, Elton, Nuss, Claudio Natalino, Conceição, Léo Duc Haa","Pesquisa Agropecuária Brasileira; 37(3); 329-336","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000300014&lang=pt" 
"S0100-204X2002000300017-scl","Parâmetros morfológicos para estabelecer tolerância diferencial à toxicidade de alumínio em cultivares de arroz","Vasconcelos, Steel Silva, Pereyra Rossiello, Roberto Oscar, Jacob-Neto, Jorge","Pesquisa Agropecuária Brasileira; 37(3); 357-363","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000300017&lang=pt" 
"S0366-16442002000100003-chl","FUNCIONALIZACION DEL ANION BIS-(o-MERCAPTOBENZOATO)- CIS- DIOXOMOLIBDATO(VI), [MoO2(o-SC6H4COO)2]2-, CON ARILHIDRACINAS p-SUSTITUIDAS, R-p-C6H4NHNH2, R=H, Me, MeO, Cl, NO2: ESTRUCTURA DE RAYOS-X DE [Et3NH] 2[Mo(NNC6H4-p-Cl)2(o-SC6H4COO)2]","LI KAO, JULIA, CARRILLO, DAVID, VEGA, ANDRES, GARLAND, MARIA TERESA","Boletín de la Sociedad Chilena de Química; 47(1); 05-12","Boletín de la Sociedad Chilena de Química","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442002000100003&lang=pt" 
"S0366-16442002000100004-chl","ACTIVIDAD CATALÍTICA DE SULFUROS DE NI Y W SOPORTADOS SOBRE ZEOLITA ULTRAESTABLE","CID, RUBY, BENDEZÚ, SALVADOR, LÓPEZ AGUDO, ANTONIO","Boletín de la Sociedad Chilena de Química; 47(1); 13-18","Boletín de la Sociedad Chilena de Química","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442002000100004&lang=pt" 
"S0366-16442002000100005-chl","ACTIVIDAD ANTIBACTERIANA DE FLAVONOIDES AISLADOS DEL EXUDADO RESINOSO DE HELIOTROPIUM SINUATUM: EFECTO DEL TIPO DE ESTRUCTURA","MODAK, BRENDA, ARRIETA, ABEL, TORRES, RENE, URZUA, ALEJANDRO","Boletín de la Sociedad Chilena de Química; 47(1); 19-23","Boletín de la Sociedad Chilena de Química","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442002000100005&lang=pt" 
"S0366-16442002000100006-chl","CYCLIZATION PROCEDURES TOWARD THE SYNTHESIS OF SOME CONFORMATIONALLY RESTRICTED NITROGEN HETEROCYCLES","MOGLIONI, ALBERTINA G., MOLTRASIO IGLESIAS, GRACIELA Y.","Boletín de la Sociedad Chilena de Química; 47(1); 25-31","Boletín de la Sociedad Chilena de Química","Inglês","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442002000100006&lang=pt" 
"S0366-16442002000100007-chl","CARACTERIZACION DEL CURADO DE RESINAS UREA FORMALDEHIDO POR CALORIMETRÍA DIFERENCIAL DE BARRIDO (DSC)","LISPERGUER, JUSTO, DROGUETT, CYNTHIA","Boletín de la Sociedad Chilena de Química; 47(1); 33-38","Boletín de la Sociedad Chilena de Química","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442002000100007&lang=pt" 
"S0366-16442002000100008-chl","ESTUDIO DE LA COPOLIMERIZACIÓN POR INJERTO DE ACRILONITRILO EN FIBRA CELULOSICA SECUNDARIA","Catalán, R., Neira, A., Rivas, B. L.","Boletín de la Sociedad Chilena de Química; 47(1); 39-47","Boletín de la Sociedad Chilena de Química","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442002000100008&lang=pt" 
"S0366-16442002000100010-chl","OPTIMIZACIÓN DEL EXPONENTE IMPLÍCITO EL EL ALGORITMO CORRESPONDIENTE AL INDICE DE CONECTIVIDAD DE VALENCIA TRIDIMENSIONAL COREGIDO lambda (q).APLICACIÓN A HIDROCARBUROS SATURADOS","Cornwell, E.","Boletín de la Sociedad Chilena de Química; 47(1); 53-60","Boletín de la Sociedad Chilena de Química","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442002000100010&lang=pt" 
"S0366-16442002000100011-chl","ANÁLISIS DE LA FRACCCIÓN LIPÍDICA DE LA YEMA DE HUEVOS POR AMD-HPTLC","Figueroa, Carolina E., Vega, Mario H., Saelzer, Roberto F., Ríos, Gisela G., Rodríguez, Hernán","Boletín de la Sociedad Chilena de Química; 47(1); 61-66","Boletín de la Sociedad Chilena de Química","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442002000100011&lang=pt" 
"S0366-16442002000100012-chl","EFFECTS OF SOLAR UV-B RADIATION IN THE ACCUMULATION OF RHIZOCARPIC ACID IN A LICHEN SPECIES FROM ALPINE ZONES OF CHILE","Rubio, Cecilia, Fernández, Ernesto, Hidalgo, María Eliana, Quilhot, Wanda","Boletín de la Sociedad Chilena de Química; 47(1); 67-72","Boletín de la Sociedad Chilena de Química","Inglês","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442002000100012&lang=pt" 
"S0366-16442002000100001-chl","INTERACCIONES SUTILES: UN HORIZONTE DE LA QUIMICA CADA VEZ MAS CERCANO","González M., Guillermo","Boletín de la Sociedad Chilena de Química; 47(1); 01-02","Boletín de la Sociedad Chilena de Química","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442002000100001&lang=pt" 
