"S0080-62342003000100005-scl","Análise crítica dos rituais no contexto da enfermagem médico-cirúrgica","Zago, Márcia Maria Fontão, Rossi, Lídia Aparecida","Revista da Escola de Enfermagem da USP; 37(1); 36-43","Revista da Escola de Enfermagem da USP","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342003000100005&lang=pt" 
"S0080-62342003000100007-scl","Ocorrência e significado do toque entre profissionais de enfermagem e pacientes de uma UTI e Unidade Semi-intensiva cirúrgica","Gala, Marília Fogaça, Telles, Sandra Cristina Ribeiro, Silva, Maria Júlia Paes da","Revista da Escola de Enfermagem da USP; 37(1); 52-61","Revista da Escola de Enfermagem da USP","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342003000100007&lang=pt" 
"S0080-62342003000100012-scl","Os trabalhadores de enfermagem como acompanhantes terapêuticos de um centro de atenção psicossocial","Kirschbaum, Débora Isane Ratner, Rosa, Tatiane Morelati","Revista da Escola de Enfermagem da USP; 37(1); 97-106","Revista da Escola de Enfermagem da USP","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342003000100012&lang=pt" 
"S0080-62342003000100002-scl","Percepções da família sobre a forma como a adolescente cuida do filho","Machado, Flávia Nunes, Meira, Débora Carla Soares de, Madeira, Anézia Moreira Faria","Revista da Escola de Enfermagem da USP; 37(1); 11-18","Revista da Escola de Enfermagem da USP","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342003000100002&lang=pt" 
"S0080-62342003000100011-scl","Atividade antimicrobiana das pastilhas de Paraformaldeído reproduzindo as condições de uso nas instituições de saúde do Brasil","Graziano, Kazuko Uchikawa, Figueiredo, Luciene","Revista da Escola de Enfermagem da USP; 37(1); 90-96","Revista da Escola de Enfermagem da USP","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342003000100011&lang=pt" 
"S0080-62342003000100006-scl","Curativo do paciente queimado: uma revisão de literatura","Ferreira, Enéas, Lucas, Rosemeire, Rossi, Lídia Aparecida, Andrade, Denise","Revista da Escola de Enfermagem da USP; 37(1); 44-51","Revista da Escola de Enfermagem da USP","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342003000100006&lang=pt" 
"S0080-62342003000100008-scl","Caracterização dos perfis glicêmicos domiciliares como estratégia para os ajustes insulinoterápicos em pacientes com diabetes mellitus do tipo 1","Grossi, Sonia Aurora Alves, Cianciarullo, Tamara Iwanow, Della Manna, Thaís","Revista da Escola de Enfermagem da USP; 37(1); 62-71","Revista da Escola de Enfermagem da USP","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342003000100008&lang=pt" 
"S0080-62342003000100010-scl","Análise dos fatores de risco relacionados à incidência de infecção do sítio cirúrgico em gastrocirurgias","Poveda, Vanessa de Brito, Galvão, Cristina Maria, Hayashida, Miyeko","Revista da Escola de Enfermagem da USP; 37(1); 81-89","Revista da Escola de Enfermagem da USP","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342003000100010&lang=pt" 
"S0080-62342003000100009-scl","Avaliando a confiabilidade interavaliadores de um instrumento para classificação de pacientes: coeficiente Kappa","Perroca, Márcia Galan, Gaidzinski, Raquel Rapone","Revista da Escola de Enfermagem da USP; 37(1); 72-80","Revista da Escola de Enfermagem da USP","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342003000100009&lang=pt" 
"S0104-66322003000100002-scl","An age-structured population balance model for microbial dynamics","Duarte, M.V.E., Medeiros, J.L., Araújo, O.Q.F., Coelho, M.A.Z.","Brazilian Journal of Chemical Engineering; 20(1); 1-6","Brazilian Journal of Chemical Engineering","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322003000100002&lang=pt" 
"S0104-66322003000100015-scl","Generalization of drying curves in conductive/convective drying of cellulose","Stenzel, M., Motta Lima, O.C., Pereira, N.C., Mendes, E.S.","Brazilian Journal of Chemical Engineering; 20(1); 81-86","Brazilian Journal of Chemical Engineering","Inglês","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-66322003000100015&lang=pt" 
