"S1516-31802000000500007-scl","Evolution of nutritional status of infants infected with the human immunodeficiency virus","Leandro-Merhi, Vânia Aparecida, Vilela, Maria Marluce dos Santos, Silva, Marcos Nolasco da, Lopez, Fábio Ancona, Barros Filho, Antônio de Azevedo","Sao Paulo Medical Journal; 118(5); 148-153","Sao Paulo Medical Journal","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802000000500007&lang=pt" 
"S0034-74502000000300003-col","DEL ALMA AL SUJETO: EPISTEME ANTIGUA Y CIENCIA MODERNA EN PSIQUIATRÍA","SAMPSON, ANTHONY","Revista Colombiana de Psiquiatría; 29(3); 231-242","Revista Colombiana de Psiquiatría","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502000000300003&lang=pt" 
"S0034-74502000000300002-col","P300 EN PSIQUIATRÍA TRASTORNOS ATENCIONALES EN ESQUIZOFRÉNICOS","IBÁÑE.Z, S, BOBES LEÓN, M, VALDÉS, M, MAROT, M","Revista Colombiana de Psiquiatría; 29(3); 215-230","Revista Colombiana de Psiquiatría","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502000000300002&lang=pt" 
"S0034-74502000000300001-col","EL OFICIO DE SER PSIQUIATRA HOY","CÓRDOBA ROJAS, RODRIGO NEl","Revista Colombiana de Psiquiatría; 29(3); 212-214","Revista Colombiana de Psiquiatría","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502000000300001&lang=pt" 
"S0034-74502000000300005-col","PREVALENCIA DE DEPRESIÓN EN ESTUDIANTES DE MEDICINA DE LA U. DEL VALLE","MIRANDA BASTIDAS, CARLOS AIBERTO, GUTIERREZ SEGURA, JULIO CESAR, BERNAL. BUITRAGO, FERNEY, ESCOBAR, CARLOS ANDRES","Revista Colombiana de Psiquiatría; 29(3); 251-260","Revista Colombiana de Psiquiatría","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502000000300005&lang=pt" 
"S0034-74502000000300004-col","SIGNOS CATATONICOS PREVALENCIA EN TRASTORNO MENTAL","ESCOBAR, RODRIGO, MEDINA, MARCELA, GUSHIKEN, ALFONSO, LÓPEZ, SARA","Revista Colombiana de Psiquiatría; 29(3); 243-250","Revista Colombiana de Psiquiatría","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502000000300004&lang=pt" 
"S0034-74502000000300006-col","PSICOLOGÍA Y PSICOPATOLOGIA CIENCIA BÁSICA DE LA CLÍNICA MENTAL","RIVERA LEÓN, LUIS EDUARDO","Revista Colombiana de Psiquiatría; 29(3); 261-274","Revista Colombiana de Psiquiatría","Espanhol","2000","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74502000000300006&lang=pt" 
"S1025-028X2000000300001-cub","Genes HLA en una muestra de la población cubaGenes cubana","Paradoa, Martha L, Middleton, Derek, Acosta, Armando, Sarmiento, María E, Leyva, Jorge","Vaccimonitor; 9(3); 1-5","Vaccimonitor","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-028X2000000300001&lang=pt" 
"S1025-028X2000000300003-cub","Guía para la estandarización de técnicaGuía técnicas inmunoenzimáticas en ensayos de vacunas","Ochoa, Rolando, Martínez, Juan C, Ferriol, Xenia, Estrada, Eric, García, Ana M, Blanco, Rosa, Sotolongo, Franklin","Vaccimonitor; 9(3); 13-18","Vaccimonitor","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-028X2000000300003&lang=pt" 
"S1025-028X2000000300004-cub","Restauración en el Inmunoblotting de proteínas de Neisseria meningitidis dañadas por calor y agentes reductores","Estrada, Eric, Ochoa, Rolando, Ferriol, Xenia, García, Ana, Martínez, Juan Carlos, Sotolongo, Franklin","Vaccimonitor; 9(3); 19-23","Vaccimonitor","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-028X2000000300004&lang=pt" 
"S1025-028X2000000300005-cub","Desarrollo de biomodelos para la evaluación de la inmunidad secretora contra M. tuberculosis en ratones Balb/c","León, Annette, Acosta, Armando, Sarmiento, María Elena, Estévez, Pedro, Martínez, Máximo, Pérez, María Elena, Falero, Gustavo, Fariñas, Mildrey, Infante, Juan Francisco, Ivanyi, Juraj, Sierra, Gustavo","Vaccimonitor; 9(3); 24-30","Vaccimonitor","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-028X2000000300005&lang=pt" 
"S1025-028X2000000300002-cub","Conservación por congelación de Bordetella pertussis y Corynebacterium diphtheriae, empleados en la producción de vacunas para uso humano","Iglesias, Elsie, Plasencia, Yilian, Morales, Teresita, Izquierdo, Luis","Vaccimonitor; 9(3); 6-12","Vaccimonitor","Espanhol","2000","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-028X2000000300002&lang=pt" 
"S0034-71402000000300001-scl","História do pensamento econômico e a contribuição de Ricardo Tolipan","Lisboa, Marcos de Barros","Revista Brasileira de Economia; 54(3); 253-259","Revista Brasileira de Economia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402000000300001&lang=pt" 
"S0034-71402000000300004-scl","As origens e as vertentes formadoras do pensamento cepalino","Fonseca, Pedro Cezar Dutra","Revista Brasileira de Economia; 54(3); 333-358","Revista Brasileira de Economia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402000000300004&lang=pt" 
"S0034-71402000000300002-scl","Capital controversy in the birth of macrotheory: the Keynes-Hayek exchange in retrospect","Lima, Gilberto Tadeu","Revista Brasileira de Economia; 54(3); 261-301","Revista Brasileira de Economia","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402000000300002&lang=pt" 
"S0034-71402000000300003-scl","In search of a canonical history of macroeconomics in the interwar period: Haberler&#039;s Prosperity and Depression revisited","Boianovsky, Mauro","Revista Brasileira de Economia; 54(3); 303-331","Revista Brasileira de Economia","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402000000300003&lang=pt" 
"S0034-71402000000300005-scl","Comportamento racional e formação de crenças em Keynes","Henriques, Ricardo","Revista Brasileira de Economia; 54(3); 359-379","Revista Brasileira de Economia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402000000300005&lang=pt" 
"S0718-22362000000200006-chl","Tribus urbanas: entre ritos y consumos. El caso de la discoteque Blondie","Matus Madrid, Christian","Ultima década; 8(13); 97-120","Ultima década","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362000000200006&lang=pt" 
"S0718-22362000000200007-chl","Juventud y tribus urbanas","Molina, Juan Carlos","Ultima década; 8(13); 121-140","Ultima década","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362000000200007&lang=pt" 
"S0718-22362000000200008-chl","Consumo, identidad social y violencia","Rozas, Cristián Fernando","Ultima década; 8(13); 141-150","Ultima década","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362000000200008&lang=pt" 
"S0718-22362000000200001-chl","Presentación","","Ultima década; 8(13); 7-7","Ultima década","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362000000200001&lang=pt" 
"S0718-22362000000200002-chl","De los jóvenes, la juventud y las políticas de juventud","Balardini, Sergio","Ultima década; 8(13); 11-24","Ultima década","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362000000200002&lang=pt" 
"S0718-22362000000200003-chl","Juventud y políticas públicas en América Latina: Experiencias y desafíos desde la gestión institucional","Rodríguez, Ernesto","Ultima década; 8(13); 35-58","Ultima década","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362000000200003&lang=pt" 
"S0718-22362000000200004-chl","¿Juventud o Juventudes?: Acerca de cómo mirar y remirar a las juventudes de nuestro continente","Duarte Quapper, Klaudio","Ultima década; 8(13); 59-77","Ultima década","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362000000200004&lang=pt" 
"S0718-22362000000200005-chl","Notas para una aproximación teórica a nuevas culturas juveniles: las tribus urbanas","Zarzuri Cortés, Raúl","Ultima década; 8(13); 81-96","Ultima década","Espanhol","2000","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362000000200005&lang=pt" 
"S0001-60022000000300006-cri","Caracterización de algunos hábitos y enfermedades de los médicos costarricenses","Jiménez-Navarrete, Manuel Fco, González-Blandón, Ronaldo, Sell-Salazar, Virginia","Acta Médica Costarricense; 42(3); 121-130","Acta Médica Costarricense","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022000000300006&lang=pt" 
"S0001-60022000000300001-cri","Genoma humano: perspectivas y realidades","Céspedes Montealegre, Carlos de","Acta Médica Costarricense; 42(3); 01-01","Acta Médica Costarricense","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022000000300001&lang=pt" 
"S0001-60022000000300002-cri","La enfermedad coronaria, la epidemia del Siglo XXI: ¿Podemos enfrentarla?","Tortós Guzmán, Jaime E","Acta Médica Costarricense; 42(3); 100-100","Acta Médica Costarricense","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022000000300002&lang=pt" 
"S0001-60022000000300003-cri","Síndromes coronarios agudos: evaluación y manejo","Póveda-Fernández, Jonathan, Sáenz-Madrigal, Manuel Eduardo","Acta Médica Costarricense; 42(3); 101-108","Acta Médica Costarricense","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022000000300003&lang=pt" 
"S0001-60022000000300004-cri","Expansores tisulares: Conceptos generales","Centeno-Rodríguez, Madelein, Centeno-Ramírez, Carlos Alberto","Acta Médica Costarricense; 42(3); 109-114","Acta Médica Costarricense","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022000000300004&lang=pt" 
"S0001-60022000000300005-cri","Análisis de la condición funcional de los adultos mayores para el manejo dómestico de los medicamentos","Rojas-Mora, Laura, Sáenz-Campos, Desirée","Acta Médica Costarricense; 42(3); 115-120","Acta Médica Costarricense","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022000000300005&lang=pt" 
"S0001-60022000000300007-cri","Melioidosis en Costa Rica: Reporte del primer caso","Messino Julio, Alfredo, Villegas Villareal, lrene","Acta Médica Costarricense; 42(3); 131-133","Acta Médica Costarricense","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022000000300007&lang=pt" 
"S0001-60022000000300008-cri","Linfangioleiomiomatosis pulmonar","Salazar-Vargas, Carlos, Monterroso-Azofeifa, Victoria, Arauz-Pacheco, Gloria, Robelo-Pentzke, Bayardo","Acta Médica Costarricense; 42(3); 134-138","Acta Médica Costarricense","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022000000300008&lang=pt" 
"S0001-60022000000300009-cri","","","Acta Médica Costarricense; 42(3); 139-139","Acta Médica Costarricense","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022000000300009&lang=pt" 
"S0001-60022000000300010-cri","","","Acta Médica Costarricense; 42(3); 141-142","Acta Médica Costarricense","Espanhol","2000","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022000000300010&lang=pt" 
"S0101-81752000000300017-scl","Eficiência de armadilhas de queda (pitfall traps) em amostragens de anfíbios e répteis no Brasil","Cechin, Sônia Zanini, Martins, Marcio","Revista Brasileira de Zoologia; 17(3); 729-740","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300017&lang=pt" 
"S0101-81752000000300003-scl","Estudo histológico e histoquímico da glândula de Duvernoy de Clelia plumbea (Wied) (Serpentes, Colubridae, Xenodontinae)","Renner, Márcia Ferret, Sabóia-Morais, Simone Maria Teixeira de","Revista Brasileira de Zoologia; 17(3); 583-588","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300003&lang=pt" 
"S0101-81752000000300005-scl","Albinapis gracilis gen.n. e sp.n. e Hexantheda enneomera sp.n. do Sul do Brasil (Hymenoptera, Colletidae, Paracolletini)","Urban, Danúncia, Graf, Vinalto","Revista Brasileira de Zoologia; 17(3); 595-601","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300005&lang=pt" 
"S0101-81752000000300006-scl","Psigida walkeri (Grote) e seus estágios imaturos (Lepidoptera, Saturniidae, Ceratocampinae)","Furtado, Eurides","Revista Brasileira de Zoologia; 17(3); 603-607","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300006&lang=pt" 
"S0101-81752000000300007-scl","Betrequia ocellata Oldroyd (Diptera, Tabanidae, Rhinomyzini) blood feeding on Caiman crocodilus (Linnaeus) (Crocodylia, Alligatoridae) in Manaus, Brazil","Henriques, Augusto Loureiro, Ferreira, Ruth Leila Menezes, Vidal, João Ferreira, Rafael, José Albertino","Revista Brasileira de Zoologia; 17(3); 609-613","Revista Brasileira de Zoologia","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300007&lang=pt" 
"S0101-81752000000300008-scl","Aves de três remanescentes florestais do norte do Estado do Paraná, sul do Brasil, com sugestões para a conservação e manejo","Bornschein, Marcos Ricardo, Reinert, Bianca Luiza","Revista Brasileira de Zoologia; 17(3); 615-636","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300008&lang=pt" 
"S0101-81752000000300009-scl","Desenvolvimento larval inicial de Helostoma temminckii Cuvier &amp; Valenciennes (Helostomatidae, Perciformes)","Sousa, Wilson Treger Zydowicz de, Severi, William","Revista Brasileira de Zoologia; 17(3); 637-644","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300009&lang=pt" 
"S0101-81752000000300010-scl","Hexapanopeus manningi, a new xanthid crab (Crustacea, Decapoda, Xanthidae) from Brazil","Sankarankutty, Cheruparambil, Ferreira, Alexander Cesar","Revista Brasileira de Zoologia; 17(3); 645-649","Revista Brasileira de Zoologia","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300010&lang=pt" 
"S0101-81752000000300011-scl","Bee-plant community in a xeric ecosystem in Argentina","Michelette, Elen R.F, Camargo, João M.F","Revista Brasileira de Zoologia; 17(3); 651-665","Revista Brasileira de Zoologia","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300011&lang=pt" 
"S0101-81752000000300012-scl","Ablação ocular no camarão Macrobrachium rosenbergii (De Man) (Crustacea, Decapoda, Palaemonidae): efeitos sobre a reprodução, pigmentação epidérmica e atividade alimentar","Santos, Marcel José Martins dos, Pinheiro, Marcelo Antônio Amaro","Revista Brasileira de Zoologia; 17(3); 667-680","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300012&lang=pt" 
"S0101-81752000000300013-scl","Digenea (Trematoda) of Micropogonias furnieri (Desmarest) (Perciformes, Sciaenidae) from Rio Grande do Sul, Brazil","Pereira Jr, Joaber, Fernandes, Berenice M.M, Robaldo, Ricardo Berteaux","Revista Brasileira de Zoologia; 17(3); 681-686","Revista Brasileira de Zoologia","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300013&lang=pt" 
"S0101-81752000000300014-scl","Aspectos da reprodução do peixe-porco, Balistes capriscus (Gmelin) (Actinopterygii, Tetraodontiformes, Balistidae) coletado na costa sul do Estado de São Paulo, Brasil","Bernardes, Roberto Ávila, Dias, June Ferraz","Revista Brasileira de Zoologia; 17(3); 687-696","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300014&lang=pt" 
"S0101-81752000000300015-scl","Diversidade de morcegos (Chiroptera, Mammalia) em fragmentos florestais no estado do Paraná, Brasil","Reis, Nelio Roberto dos, Peracchi, Adriano Lúcio, Sekiama, Margareth Lumy, Lima, Isaac Passos de","Revista Brasileira de Zoologia; 17(3); 697-704","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300015&lang=pt" 
"S0101-81752000000300018-scl","Estrutura fina do espermatozóide de Mellita quinquiesperforata Leske (Echinodermata) do litoral norte do Brasil","Matos, Edilson, Matos, Patricia, Corral, Laura, Azevedo, Carlos","Revista Brasileira de Zoologia; 17(3); 741-745","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300018&lang=pt" 
"S0101-81752000000300019-scl","Estrutura fina do espermatozóide de Acestrorhynchus falcatus Bloch (Teleostei, Characidae) da região norte do Brasil","Matos, Edilson, Matos, Patricia, Corral, Laura, Azevedo, Carlos","Revista Brasileira de Zoologia; 17(3); 747-751","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300019&lang=pt" 
"S0101-81752000000300020-scl","Ultraestrutura do espermatozóide de Ucides cordatus Linnaeus (Crustacea, Ocypodidae) do litoral norte do Brasil","Matos, Edilson, Matos, Patrícia, Corral, Laura, Azevedo, Carlos","Revista Brasileira de Zoologia; 17(3); 753-756","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300020&lang=pt" 
"S0101-81752000000300022-scl","Descrição de um novo gênero de Ochlerini Rolston (Heteroptera, Pentatomidae, Discocephalinae)","Campos, Luiz Alexandre, Grazia, Jocélia","Revista Brasileira de Zoologia; 17(3); 789-793","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300022&lang=pt" 
"S0101-81752000000300024-scl","Uma nova espécie de Chelymorpha Chevrolat (Coleoptera, Chrysomelidae, Cassidinae) de Rosário Oeste, Mato Grosso, Brasil","Buzzi, Zundir José","Revista Brasileira de Zoologia; 17(3); 877-879","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300024&lang=pt" 
"S0101-81752000000300028-scl","Errata","","Revista Brasileira de Zoologia; 17(3); I-I","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300028&lang=pt" 
"S0101-81752000000300001-scl","Revisão do gênero Tynelia Stål e descrição de um novo gênero correlato (Hemiptera, Membracidae, Smiliinae)","Creão-Duarte, Antônio José, Sakakibara, Albino M.","Revista Brasileira de Zoologia; 17(3); 561-572","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300001&lang=pt" 
"S0101-81752000000300002-scl","Descrição histológica de gônadas de traíra Hoplias malabaricus (Bloch) (Osteichthyes, Erythrinidae) da barragem do rio Gramame, Alhandra, Paraíba, Brasil","Marques, Débora K.S., Rosa, Ierecê de Lucena, Gurgel, Hélio de Castro B.","Revista Brasileira de Zoologia; 17(3); 573-582","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300002&lang=pt" 
