"S0036-46652014000500458-scl","ANALOGIES IN MEDICINE: SLAPPED CHEEK APPEARANCE","ANDRADE-FILHO, José de Souza","Revista do Instituto de Medicina Tropical de São Paulo; 56(5); 458-458","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652014000500458&lang=pt" 
"S0036-46652014000500455-scl","PREVALENCE OF Calodium hepaticum (SYN. Capillaria hepatica) IN Rattus norvegicus IN THE URBAN AREA OF RIO DE JANEIRO, BRAZIL","Simões, Raquel O., Luque, José L., Faro, Marta Júlia, Motta, Ester, Maldonado JR., Arnaldo","Revista do Instituto de Medicina Tropical de São Paulo; 56(5); 455-457","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652014000500455&lang=pt" 
"S2175-78602014000300010-scl","Nota sobre Matayba livescens stat. nov. (Sapindaceae, Cupanieae) do litoral brasileiro","Coelho, Rubens Luiz Gayoso, Souza, Vinicius Castro, Ferrucci, María Silvia","Rodriguésia; 65(3); 711-715","Rodriguésia","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-78602014000300010&lang=pt" 
"S1517-97022014000300010-scl","As mortificações da carne e o desejo exposto: controle sobre meninas em instituições católicas","Pires, Carlos Manoel Pimenta","Educação e Pesquisa; 40(3); 735-750","Educação e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300010&lang=pt" 
"S1517-97022014000300013-scl","A educação progressiva na atualidade: o legado de John Dewey","Branco, Maria Luísa Frazão Rodrigues","Educação e Pesquisa; 40(3); 783-798","Educação e Pesquisa","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300013&lang=pt" 
"S1517-97022014000300012-scl","Autonomia, cooperativismo e autogestão em Freinet: fundamentos de uma pedagogia solidária internacional","Kanamaru, Antonio Takao","Educação e Pesquisa; 40(3); 767-781","Educação e Pesquisa","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300012&lang=pt" 
"S1517-97022014000300015-scl","Experiência e linguagem em Walter Benjamin","Pires, Eloiza Gurgel","Educação e Pesquisa; 40(3); 813-828","Educação e Pesquisa","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300015&lang=pt" 
"S1517-97022014000300014-scl","Condição humana e formação virtuosa da vontade: profundezas do reconhecimento em Honneth e Rousseau","Dalbosco, Claudio Almir","Educação e Pesquisa; 40(3); 799-812","Educação e Pesquisa","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300014&lang=pt" 
"S1517-97022014000300016-scl","Racionalidade ecológica e formação de cidadania: entrevista com Gerd Gigerenzer","Streck, Danilo R.","Educação e Pesquisa; 40(3); 829-843","Educação e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300016&lang=pt" 
"S1517-97022014000300008-scl","La investigación sobre educación de personas jóvenes y adultas: las tesis de un concurso latinoamericano","López-Velarde, Jaime Rogelio Calderón","Educação e Pesquisa; 40(3); 699-716","Educação e Pesquisa","Inglês, Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300008&lang=pt" 
"S1517-97022014000300009-scl","O sucesso escolar de meninas de camadas populares: qual o papel da socialização familiar?","Carvalho, Marília Pinto de, Senkevics, Adriano Souza, Loges, Tatiana Avila","Educação e Pesquisa; 40(3); 717-734","Educação e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300009&lang=pt" 
"S1517-97022014000300002-scl","La enseñanza y su relación con el saber en los estudiantes universitarios colombianos","Gómez Mendoza, Miguel Ángel, Alzate Piedrahita, María Victoria","Educação e Pesquisa; 40(3); 599-615","Educação e Pesquisa","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300002&lang=pt" 
"S1517-97022014000300003-scl","Relação com o saber de estudantes universitários: aprendizagens e processos","Bicalho, Maria Gabriela Parenti, Souza, Maria Celeste Reis Fernandes","Educação e Pesquisa; 40(3); 617-635","Educação e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300003&lang=pt" 
"S1517-97022014000300006-scl","Contribuições da perspectiva crítica de base histórico-cultural para a produção científica em psicologia educacional","Nunes, Laísy de Lima, Alves, Simone Salvino, Ramalho, Jaqueline Vilar, Aquino, Fabíola de Sousa Braz","Educação e Pesquisa; 40(3); 667-682","Educação e Pesquisa","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300006&lang=pt" 
"S1517-97022014000300007-scl","Desempenho e adaptação da criança pobre à escola: o padrão de pesquisa do CRPE-SP","Freitas, Marcos Cezar de","Educação e Pesquisa; 40(3); 683-698","Educação e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300007&lang=pt" 
"S1517-97022014000300005-scl","O desempenho das universidades brasileiras na perspectiva do Índice Geral de Cursos (IGC)","Hoffmann, Celina, Zanini, Roselaine Ruviaro, Corrêa, Ângela Cristina, Siluk, Julio Cezar Mairesse, Schuch Júnior, Vitor Francisco, Ávila, Lucas Veiga","Educação e Pesquisa; 40(3); 651-665","Educação e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300005&lang=pt" 
"S0036-46652014000500439-scl","FIRST REPORT ON OTOTOXICITY OF MEGLUMINE ANTIMONIATE","Valete-Rosalino, Cláudia Maria, Araujo-Melo, Maria Helena, Bezerra, Débora Cristina de Oliveira, Barcelos, Renata Oliveira de, Melo-Ferreira, Vanessa de, Torraca, Tânia Salgado de Sousa, Martins, Ana Cristina da Costa, Moreira, João Soares, Vargas, Mirian Catherine Melgares, Braga, Frederico Pereira Bom, Salgueiro, Mariza de Matos, Saheki, Maurício Naoto, Schubach, Armando Oliveira","Revista do Instituto de Medicina Tropical de São Paulo; 56(5); 439-442","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652014000500439&lang=pt" 
"S0036-46652014000500411-scl","HIGH SENSITIVE PCR METHOD FOR DETECTION OF PATHOGENIC Leptospira spp. IN PARAFFIN-EMBEDDED TISSUES","Noda, Angel Alberto, Rodríguez, Islay, Rodríguez, Yaindrys, Govín, Anamays, Fernández, Carmen, Obregón, Ana Margarita","Revista do Instituto de Medicina Tropical de São Paulo; 56(5); 411-415","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652014000500411&lang=pt" 
"S1517-97022014000300011-scl","Educação do corpo - bailes no Rio de Janeiro do século XIX: o olhar de Paranhos","Melo, Victor Andrade de","Educação e Pesquisa; 40(3); 751-766","Educação e Pesquisa","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022014000300011&lang=pt" 
"S0036-46652014000500397-scl","DIFFERENTIATION BETWEEN Nocardia spp. AND Mycobacterium spp.: CRITICAL ASPECTS FOR BACTERIOLOGICAL DIAGNOSIS","Muricy, Edna Cleide Mendes, Lemes, Romilda Aparecida, Bombarda, Sidney, Ferrazoli, Lucilaine, Chimara, Erica","Revista do Instituto de Medicina Tropical de São Paulo; 56(5); 397-401","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652014000500397&lang=pt" 
"S0036-46652014000500451-scl","PREVALENCE OF Entamoeba histolytica/Entamoeba dispar IN THE CITY OF CAMPINA GRANDE, IN NORTHEASTERN BRAZIL","Silva, Maria Teresa Nascimento, Santana, José Valfrido, Bragagnoli, Gérson, Marinho, Alexandre Magno da Nóbrega, Malagueño, Elizabeth","Revista do Instituto de Medicina Tropical de São Paulo; 56(5); 451-454","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652014000500451&lang=pt" 
"S1414-32832014000300447-spa","Usos e abusos da pesquisa qualitativa em saúde em análise","Cyrino, Antonio Pithon","Interface - Comunicação, Saúde, Educação; 18(50); 447-447","Interface - Comunicação, Saúde, Educação","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832014000300447&lang=pt" 
"S1414-32832014000300625-spa","Inovação da assistência pré-natal a partir de uma tecnologia centrada no usuário","Collares, Patrícia Moreira","Interface - Comunicação, Saúde, Educação; 18(50); 625-626","Interface - Comunicação, Saúde, Educação","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832014000300625&lang=pt" 
"S0103-84782014010600005-scl","Extrato de semente de nêspera não apresenta efeito protetor sobre a oxidação lipídica e proteica em patês à base de pescado","Piccolo, Jaqueline","Ciência Rural; 44(9); 5-9","Ciência Rural","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014010600005&lang=pt" 
"S0103-84782014010600001-scl","Pesquisa caracteriza alterações de proteínas séricas em vacas Holandesas com retenção de placenta","Saut, João Paulo Elsen","Ciência Rural; 44(9); 1-4","Ciência Rural","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014010600001&lang=pt" 
"S1726-46342014000300033-spa","Percepción de la formación durante el residentado médico en hospitales del Ministerio de Salud de Lima, Perú","Herrera-Añazco, Percy, Hernández, Adrian V, Sánchez-Rivas, Flor, Arana Maestre, Christian","Revista Peruana de Medicina Experimental y Salud Pública; 31(3); 606-607","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342014000300033&lang=pt" 
"S1726-46342014000300031-spa","Entamoeba histolytica: Fagocitosis y captura de eritrocitos a distancia","Zerpa-Larrauri, Rito, Soto, Alonso, Espinoza-Blanco, Yrma","Revista Peruana de Medicina Experimental y Salud Pública; 31(3); 604-604","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342014000300031&lang=pt" 
"S1726-46342014000300029-spa","Uso del team based learning para el aprendizaje de biología en estudiantes de medicina","Champin, Denisse, Huamán-Mesías, Luis, Gavino-Gutierrez, Arquímedes","Revista Peruana de Medicina Experimental y Salud Pública; 31(3); 601-602","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342014000300029&lang=pt" 
"S1726-46342014000300024-spa","Diseño e implementación de un currículo por competencias para la formación de médicos","Risco de Domínguez, Graciela","Revista Peruana de Medicina Experimental y Salud Pública; 31(3); 572-581","Revista Peruana de Medicina Experimental y Salud Pública","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1726-46342014000300024&lang=pt" 
"S2014-98322014000300005-esp","Evaluación de un curso itinerante sobre aprendizaje basado en problemas a través de dos encuestas","García-Martín, Laura, Serés, Elisabet, Torrens, Rosa M., Branda, Luis A., Bosch, Fèlix","FEM: Revista de la Fundación Educación Médica; 17(3); 151-160","FEM: Revista de la Fundación Educación Médica","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322014000300005&lang=pt" 
"S1415-790X2014000300775-scl","Satisfaction with physical and social surroundings and the habit of smoking cigarettes in the metropolitan area of Belo Horizonte, Brazil","Souza, Ricardo Alexandre de, Oliveira, Cláudia Di Lorenzo, Lima-Costa, Maria Fernanda, Proietti, Fernando Augusto","Revista Brasileira de Epidemiologia; 17(3); 775-786","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300775&lang=pt" 
"S1415-790X2014000300747-scl","Agreement and association between different indicators of body image and body mass index in adolescents","Santos, Carla Fernandez dos, Castro, Inês Rugani Ribeiro de, Cardoso, Letícia de Oliveira, Tavares, Letícia Ferreira","Revista Brasileira de Epidemiologia; 17(3); 747-760","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300747&lang=pt" 
"S1415-790X2014000300692-scl","Factors associated to medical consultations by elderly adults in southern Brazil: a population based study","Destro, Juliana Regina, Boing, Antonio Fernando, d&#039;Orsi, Eleonora","Revista Brasileira de Epidemiologia; 17(3); 692-704","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300692&lang=pt" 
"S1415-790X2014000300787-scl","Oral health status of the ethnic group Xukuru from Ororubá: multilevel analysis","Mauricio, Herika de Arruda, Moreira, Rafael da Silveira","Revista Brasileira de Epidemiologia; 17(3); 787-800","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300787&lang=pt" 
"S1415-790X2014000300654-scl","Intermunicipal inequities in access and use of secondary health services in the metropolitan area of Curitiba","Aguilera, Sandra Lúcia Vieira Ulinski, França, Beatriz Helena Sottile, Moysés, Simone Tetu, Moysés, Samuel Jorge","Revista Brasileira de Epidemiologia; 17(3); 654-667","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300654&lang=pt" 
"S1415-790X2014000300642-scl","Female homicide in Rio Grande do Sul, Brazil","Leites, Gabriela Tomedi, Meneghel, Stela Nazareth, Hirakata, Vania Noemi","Revista Brasileira de Epidemiologia; 17(3); 642-653","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300642&lang=pt" 
"S1415-790X2014000300588-scl","Epidemiological, serological and molecular aspects of hepatitis B and C in children and teenagers of municipal daycare facilities schools and schools in the city of Santos","Ciaccia, Maria Célia Cunha, Moreira, Regina Célia, Lemos, Marcílio Figueiredo, Oba, Isabel Takano, Porta, Gilda","Revista Brasileira de Epidemiologia; 17(3); 588-599","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300588&lang=pt" 
"S1415-790X2014000300668-scl","Mahalanobis&#039; distance and propensity score to construct a controlled matched group in a Brazilian study of health promotion and social determinants","Baltar, Valéria Troncoso, Sousa, Clóvis Arlindo de, Westphal, Marcia Faria","Revista Brasileira de Epidemiologia; 17(3); 668-679","Revista Brasileira de Epidemiologia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300668&lang=pt" 
"S1415-790X2014000300615-scl","Spatial dependence of malaria epidemics in municipalities of the Brazilian Amazon","Braz, Rui Moreira, Guimarães, Renato Fontes, Carvalho Júnior, Osmar Abílio de, Tauil, Pedro Luiz","Revista Brasileira de Epidemiologia; 17(3); 615-628","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300615&lang=pt" 
"S1415-790X2014000300600-scl","Why do tuberculosis patients look for urgency and emergency unities for diagnosis: a study on social representation","Paula, Regiane de, Lefevre, Fernando, Lefevre, Ana Maria Cavalcanti, Galesi, Vera Maria Neder, Schoeps, Daniela","Revista Brasileira de Epidemiologia; 17(3); 600-614","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300600&lang=pt" 
"S1415-790X2014000300735-scl","Validation and calibration of self-reported weight and height from individuals in the city of São Paulo","Carvalho, Aline Martins de, Piovezan, Lívia Gonçalves, Selem, Soraya SantÂ´Ana de Castro, Fisberg, Regina Mara, Marchioni, Dirce Maria Lobo","Revista Brasileira de Epidemiologia; 17(3); 735-746","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300735&lang=pt" 
"S1415-790X2014000300705-scl","Falls among the elderly: risk factors in a population-based study","Rodrigues, Iara Guimarães, Fraga, Gustavo Pereira, Barros, Marilisa Berti de Azevedo","Revista Brasileira de Epidemiologia; 17(3); 705-718","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300705&lang=pt" 
"S1415-790X2014000300629-scl","Inequities in intraurban areas in the distribution of risk factors for non communicable diseases, Belo Horizonte, 2010","Malta, Deborah Carvalho, Bernal, Regina Ivata Tomie, Almeida, Maria Cristina de Mattos, Ishitani, Lenice Harumi, Girodo, Anne Marielle, Paixão, Lucia Maria Miana Mattos, Oliveira, Maria Tereza da Costa, Pimenta Junior, Fabiano Geraldo, Silva Júnior, Jarbas Barbosa da","Revista Brasileira de Epidemiologia; 17(3); 629-641","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300629&lang=pt" 
"S1415-790X2014000300719-scl","Expenditures on the treatment of osteoporosis in the elderly in Brazil (2008 - 2010): analysis of associated factors","Moraes, Luci Fabiane Scheffer, Silva, Everton Nunes da, Silva, Diego Augusto Santos, Paula, Ana Patrícia de","Revista Brasileira de Epidemiologia; 17(3); 719-734","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300719&lang=pt" 
"S1415-790X2014000300577-scl","Prevalence of fatigue reported by physiotherapists operating diathermy equipment for microwave","Anguera, Maria das Graças, Gianini, Reinaldo José","Revista Brasileira de Epidemiologia; 17(3); 577-581","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300577&lang=pt" 
"S1415-790X2014000300761-scl","The performance of various anthropometric assessment methods for predicting low birth weight in adolescent pregnant women","Barros, Denise Cavalcante de, Saunders, Cláudia, Santos, Marta Maria Antonieta de Souza, Líbera, Beatriz Della, Gama, Silvana Granado Nogueira da, Leal, Maria do Carmo","Revista Brasileira de Epidemiologia; 17(3); 761-774","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2014000300761&lang=pt" 
"S0034-77442014000300021-cri","Seasonal dynamics of the shoreline vegetation in the Zapatosa floodplain lake complex, Colombia","Schmidt-Mumm, Udo, Janauer, Georg","Revista de Biología Tropical; 62(3); 1073-1097","Revista de Biología Tropical","Inglês","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442014000300021&lang=pt" 
