"S0103-84782010011300002-scl","Líquido de perfuração utilizado na exploração de óleo no delta do rio Niger causa dano em peixes","Vincent-Akpu, Ijeoma Favour","Ciência Rural; 40(3); -","Ciência Rural","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782010011300002&lang=pt" 
"S0103-84782010011300001-scl","Pesquisadores avaliam a susceptibilidade magnética de solos do estado do Paraná","Souza Junior, Ivan Granemann de, Costa, Antonio Carlos Saraiva da","Ciência Rural; 40(3); -","Ciência Rural","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782010011300001&lang=pt" 
"S0031-10492010000500001-scl","Gênero Drycothaea (Coleoptera, Cerambycidae, Lamiinae): Chave para espécies, nova combinação, espécies novas","Galileo, Maria Helena M., Martins, Ubirajara R.","Papéis Avulsos de Zoologia (São Paulo); 50(5); 69-75","Papéis Avulsos de Zoologia (São Paulo)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0031-10492010000500001&lang=pt" 
"S0031-10492010000600001-scl","Novas espécies de Callia Audinet-Serville da América do Sul (Cerambycidae, Lamiinae, Calliini)","Martins, Ubirajara R., Galileo, Maria Helena M., Joly, Luís José","Papéis Avulsos de Zoologia (São Paulo); 50(6); 77-82","Papéis Avulsos de Zoologia (São Paulo)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0031-10492010000600001&lang=pt" 
"S0031-10492010000800001-scl","Rediscovery of the syntypes of Corydoras meridionalis R. von Ihering, 1911 (Teleostei, Siluriformes, Callichthyidae) and designation of lectotype","Britski, Heraldo A., Mendonça, André L.C.","Papéis Avulsos de Zoologia (São Paulo); 50(8); 91-95","Papéis Avulsos de Zoologia (São Paulo)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0031-10492010000800001&lang=pt" 
"S0031-10492010000400001-scl","A redescription of Anomaloglossus praderioi (La Marca, 1998) (Anura: Aromobatidae: Anomaloglossinae), with description of its tadpole and call","Kok, Philippe J.R.","Papéis Avulsos de Zoologia (São Paulo); 50(4); 51-68","Papéis Avulsos de Zoologia (São Paulo)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0031-10492010000400001&lang=pt" 
"S0102-36162010000100015-scl","Avaliação biomecânica da fixação da fratura supracondiliana do fêmur comparando placa-lâmina 95º com DCS","Andrade, Marco Antônio Percope, Rodrigues, André Soares, Mendonça, Celso Junio, Portela, Luiz Gustavo Santos","Revista Brasileira de Ortopedia; 45(1); 84-88","Revista Brasileira de Ortopedia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162010000100015&lang=pt" 
"S0102-36162010000100011-scl","Complicações em artroscopia de quadril","Contreras, Marcos Emílio Kuschnaroff, Hoffmann, Rafael Barreiros, Araújo, Lúcio Cappelli Toledo de, Dani, William Sotau, Berral, Francisco José","Revista Brasileira de Ortopedia; 45(1); 61-66","Revista Brasileira de Ortopedia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162010000100011&lang=pt" 
"S0102-36162010000100014-scl","Espondilólise e espondilolistese em ginastas jovens","Mohriak, Rafael, Silva, Pedro Debieux Vargas, Trandafilov Junior, Miguel, Martins, Délio Eulálio, Wajchenberg, Marcelo, Cohen, Moisés, Puertas, Eduardo Barros","Revista Brasileira de Ortopedia; 45(1); 79-83","Revista Brasileira de Ortopedia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162010000100014&lang=pt" 
"S0031-10492010000100001-scl","Patterns of geographic distribution and conservation of the open-habitat avifauna of southeastern Brazilian mountaintops (campos rupestres and campos de altitude)","Vasconcelos, Marcelo Ferreira de, Rodrigues, Marcos","Papéis Avulsos de Zoologia (São Paulo); 50(1); 1-29","Papéis Avulsos de Zoologia (São Paulo)","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0031-10492010000100001&lang=pt" 
"S1516-80342010000100029-scl","A escrita de narrativas autobiográficas no processo de envelhecimento","Lourenço, Regina Célia Celebrone","Revista da Sociedade Brasileira de Fonoaudiologia; 15(1); 159-159","Revista da Sociedade Brasileira de Fonoaudiologia","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-80342010000100029&lang=pt" 
