"S0864-34662006000300018-cub","La universidad como líder en la solución de los problemas de salud: El proyecto Pelileo","Suárez Rosas, Luis, Barrios Osuna, Irene","Revista Cubana de Salud Pública; 32(3); -","Revista Cubana de Salud Pública","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-34662006000300018&lang=pt" 
"S0101-98802006000300016-scl","Pesquisa em biologia molecular: como fazer?","Pinho, Mauro de Souza Leite","Revista Brasileira de Coloproctologia; 26(3); 331-336","Revista Brasileira de Coloproctologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802006000300016&lang=pt" 
"S0101-98802006000300001-scl","Prevalência de papilomavirus humano (HPV) anal, genital e oral, em ambulatório geral de coloproctologia","Magi, João Carlos, Brito, Elisa Maria da Silva, Grecco, Elisabete Taeko Onaga, Pereira, Sonia Maria Miranda, Formiga, Galdino José Sitonio","Revista Brasileira de Coloproctologia; 26(3); 233-238","Revista Brasileira de Coloproctologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802006000300001&lang=pt" 
"S0101-98802006000300004-scl","Aderência ao controle colonoscópico nos pacientes submetidos à ressecção endocóspica de adenomas","Brambilla, Eduardo, Dal Ponte, Marcos Antonio, Buffon, Viviane Raquel, Fellini, Roberto Taboada, Dal Bosco, Alexandre, May, Rafael Schalins","Revista Brasileira de Coloproctologia; 26(3); 249-252","Revista Brasileira de Coloproctologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802006000300004&lang=pt" 
"S0101-98802006000300002-scl","Efeito da desnutrição na cicatrização de anastomoses colônicas: estudo experimental em ratos","Ferreira, Manuela Molina, Scialom, Jean Marc, Campos, Antônio Dorival, Ramalho, Leandra L. Z., Marchini, Júlio Sérgio, Féres, Omar, Rocha, José Joaquim Ribeiro da","Revista Brasileira de Coloproctologia; 26(3); 239-243","Revista Brasileira de Coloproctologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802006000300002&lang=pt" 
"S0101-98802006000300011-scl","Estudo da expressão da proteína caderina-E correlacionada com o grau de diferenciação celular e o estadiamento TNM do adenocarcinoma colorretal","Denadai, Marcos Vinicius Araujo, Melani, Armando Geraldo Franchini, Véo, Carlos Augusto, Silva, Sandra Regina Morini da","Revista Brasileira de Coloproctologia; 26(3); 310-315","Revista Brasileira de Coloproctologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802006000300011&lang=pt" 
"S0101-98802006000300013-scl","Ressecção de cordoma sacral com abaixamento de cólon: relato de caso","Sena, Kanthya Arreguy de, Queiroz, Fábio Lopes de, Ferreira, Leonardo Silluzio, Silveira, Ramon Teodoro, Elias, Isabela Pessoa, Câmara, Frederico Gusmão, Lacerda Filho, Antônio","Revista Brasileira de Coloproctologia; 26(3); 321-324","Revista Brasileira de Coloproctologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802006000300013&lang=pt" 
"S0101-98802006000300012-scl","Endometriose colônica simulando câncer colorretal: relato de dois casos","Garcia, Ademar, Spadoni Neto, Bruno, Garcia, Victor Cezar Sano, Arruda, Priscila, Garcia, Daniela Laila","Revista Brasileira de Coloproctologia; 26(3); 316-320","Revista Brasileira de Coloproctologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802006000300012&lang=pt" 
"S0101-98802006000300008-scl","Importância prognóstica da invasão neural no câncer colorretal: estudo imunoistoquímico com a proteína S-100","Cruz, José Vinícius, Cutait, Raul, Martinez, Carlos Augusto Real, Bevilacqua, Ruy Geraldo, Leite, Kátia Ramos Moreira, Margarido, Nelson Fontana","Revista Brasileira de Coloproctologia; 26(3); 280-292","Revista Brasileira de Coloproctologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802006000300008&lang=pt" 
"S0101-98802006000300009-scl","Estudo de parâmetros do reflexo inibitório retoanal em multíparas, na zona de alta pressão com catéter radial","Leal, Vilmar Moura, Coy, Cláudio Saddy Rodrigues, Fagundes, João José, Ayrizono, Maria de Lourdes Setsuko, Góes, Juvenal Ricardo Navarro","Revista Brasileira de Coloproctologia; 26(3); 293-299","Revista Brasileira de Coloproctologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802006000300009&lang=pt" 
"S0101-98802006000300010-scl","Um marcador anatômico e a proposta de tratamento cirúrgico na síndrome do cólon irritável","Santos Jr, Júlio César M., Cavalca, Ana Carolina, Quiroz, Carlos Enrique","Revista Brasileira de Coloproctologia; 26(3); 300-309","Revista Brasileira de Coloproctologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802006000300010&lang=pt" 
"S0101-98802006000300014-scl","Perfuração intestinal por enema aquoso: uma complicação pouco conhecida","Leal, Vilmar Moura, Tavares, Cléciton Braga, Almeida, Kelson James Silva de, Rego, Laryssa Portela Ramos Magalhães, Soares, Morgana Eulálio Barreto","Revista Brasileira de Coloproctologia; 26(3); 325-327","Revista Brasileira de Coloproctologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802006000300014&lang=pt" 
"S0101-98802006000300015-scl","Tumor carcinóide retal polipóide: relato de caso","Sobral, Hernán Augusto Centurión, Taglietti, Enzo Martins, Monteiro, Elisângela Plazas, Gama, Marília Resende Von Sonnleithner, Balsamo, Flávia, Formiga, Galdino José Sitônio","Revista Brasileira de Coloproctologia; 26(3); 328-330","Revista Brasileira de Coloproctologia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802006000300015&lang=pt" 
