"S1983-21172016000100065-scl","MODELIZAR LA EXPRESIÓN DE LOS GENES PARA EL APRENDIZAJE DE ENFERMEDADES GENÉTICAS EN SECUNDARIA","Prego, Noa Ageitos, Puig, Blanca","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 18(1); 65-84","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172016000100065&lang=pt" 
"S1983-21172016000100085-scl","O PROCESSO DE APROPRIAÇÃO DOS CONCEITOS DE FOTOSSÍNTESE E RESPIRAÇÃO CELULAR POR ALUNOS EM AULAS DE BIOLOGIA","Trazzi, Patricia Silveira da Silva, Oliveira, Ivone Martins de","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 18(1); 85-106","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172016000100085&lang=pt" 
"S1983-21172016000100023-scl","FORMAÇÃO DE MEDIADORES EM MUSEUS DE CIÊNCIA: SABERES E PRÁTICAS","Gomes, Isabel, Cazelli, Sibele","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 18(1); 23-46","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172016000100023&lang=pt" 
"S1983-21172016000100001-scl","COMPETÊNCIAS E FORMAÇÃO DE DOCENTES DOS ANOS INICIAIS PARA A EDUCAÇÃO CIENTÍFICA","Briccia, Viviane, Carvalho, Anna Maria Pessoa de","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 18(1); 1-22","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172016000100001&lang=pt" 
"S1983-21172016000100047-scl","TEORIA ATOR-REDE, LITERATURA E EDUCAÇÃO EM CIÊNCIAS: UMA PROPOSTA DE MATERIALIZAÇÃO DA REDE SOCIOTÉCNICA EM SALA DE AULA","Silva, Fábio Augusto Rodrigues e, Lisboa, Débora do Prado, Oliveira, Denise do Prado Lisboa, Coutinho, Francisco Ângelo","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 18(1); 47-64","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172016000100047&lang=pt" 
"S0103-21002016000200146-scl","Diagnósticos de enfermagem e seus componentes em pacientes com a síndrome da imunodeficiência adquirida","Costa, Romanniny Hévillyn Silva, Nelson, Ana Raquel Cortês, Prado, Nanete Caroline da Costa, Rodrigues, Eduardo Henrique Fagundes, Silva, Richardson Augusto Rosendo da","Acta Paulista de Enfermagem; 29(2); 146-153","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000200146&lang=pt" 
"S0103-21002016000200178-scl","Morbidade hospitalar de motociclistas acidentados: fatores associados ao tempo de internação","Araujo, Giane Leandro de, Whitaker, Iveth Yamaguchi","Acta Paulista de Enfermagem; 29(2); 178-184","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000200178&lang=pt" 
"S0103-21002016000200205-scl","Validação de conteúdo de um instrumento para identificação de violência contra criança","Revorêdo, Luciana da Silva, Dantas, Maihana Maíra Cruz, Maia, Rodrigo Silva, Torres, Gilson de Vasconcelos, Maia, Eulália Maria Chaves","Acta Paulista de Enfermagem; 29(2); 205-217","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000200205&lang=pt" 
"S0103-21002016000200169-scl","Obesidade e hipertensão em adolescentes e adultos com deficiência intelectual","Sarı, Hatice Yıldırım, Yılmaz, Medine, Serin, Elif, Kısa, Sezer Secgin, Yesiltepe, Özlem, Tokem, Yasemin, Rowley, Helen","Acta Paulista de Enfermagem; 29(2); 169-177","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000200169&lang=pt" 
"S0103-21002016000200128-scl","Caracterização sociodemográfica e clínica de candidatos a transplante de fígado","Mendes, Karina Dal Sasso, Lopes, Nara Laine Caetano, Fabbris, Marylin Aparecida, Castro-e-Silva Júnior, Orlando de, Galvão, Cristina Maria","Acta Paulista de Enfermagem; 29(2); 128-135","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000200128&lang=pt" 
"S0103-21002016000200232-scl","Qualidade de vida de cardiopatas durante a gestação e após o parto","Meneguin, Silmara, Xavier, Caroline de Lima, Santana, Debora Guerra de","Acta Paulista de Enfermagem; 29(2); 232-238","Acta Paulista de Enfermagem","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002016000200232&lang=pt" 
