"S1413-86702012000300014-scl","A case of myopericarditis associated to Campylobacter jejuni infection in the southern hemisphere","Fica, Alberto, Seelmann, Daniela, Porte, Lorena, Eugenin, Daniela, Gallardo, Ricardo","Brazilian Journal of Infectious Diseases; 16(3); 294-296","Brazilian Journal of Infectious Diseases","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702012000300014&lang=pt" 
"S1413-86702012000300015-scl","Induction with ribavirin in a relapsing patient with chronic HCV hepatitis","Ucciferri, Claudio, Mancino, Paola, Vignale, Francesca, Vecchiet, Jacopo, Falasca, Katia","Brazilian Journal of Infectious Diseases; 16(3); 297-299","Brazilian Journal of Infectious Diseases","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702012000300015&lang=pt" 
"S1413-86702012000300020-scl","Widespread dissemination of multidrug-resistant Acinetobacter baumannii producing OXA-23 carbapenemase and ArmA 16S ribosomal RNA methylase in a Bulgarian university hospital","Strateva, Tanya, Markova, Boyka, Marteva-Proevska, Yulia, Ivanova, Dobrinka, Mitov, Ivan","Brazilian Journal of Infectious Diseases; 16(3); 307-310","Brazilian Journal of Infectious Diseases","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702012000300020&lang=pt" 
"S1516-14392012000300004-scl","Influence of the substitutional solute on the mechanical properties of Ti-Nb binary alloys for biomedical use","Silva, Luciano Monteiro da, Claro, Ana Paula Rosifini Alves, Buzalaf, Marília Afonso Rabelo, Grandini, Carlos Roberto","Materials Research; 15(3); 355-358","Materials Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392012000300004&lang=pt" 
"S1516-14392012000300005-scl","Study of an anisotropic polymeric cellular material under compression loading","Caliri Júnior, Mauricio Francisco, Soares, Gustavo Pazzianotto, Angélico, Ricardo Afonso, Canto, Rodrigo Bresciani, Tita, Volnei","Materials Research; 15(3); 359-364","Materials Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392012000300005&lang=pt" 
"S1516-14392012000300020-scl","Influence of chromium concentration on the electron magnetic resonance linewidth of Cr3+ in SrTiO3","de Biasi, Ronaldo Sergio, Grillo, Maria Lúcia Netto","Materials Research; 15(3); 473-476","Materials Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392012000300020&lang=pt" 
"S1516-14392012000300012-scl","Preparation and characterization of ramie-glass fiber reinforced polymer matrix hybrid composites","Romanzini, Daiane, Ornaghi Junior, Heitor Luiz, Amico, Sandro Campos, Zattera, Ademir José","Materials Research; 15(3); 415-420","Materials Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392012000300012&lang=pt" 
"S1516-14392012000300013-scl","Materials produced from plant biomass: part II: evaluation of crystallinity and degradation kinetics of cellulose","Poletto, Matheus, Pistor, Vinícios, Santana, Ruth Marlene Campomanes, Zattera, Ademir José","Materials Research; 15(3); 421-427","Materials Research","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392012000300013&lang=pt" 
"S0100-83582012000200003-scl","Alterações anatômicas foliares em plantas de Brachiaria subquadripara submetidas à aplicação de herbicidas","Costa, N.V., Martins, D., Rodella, R.A., Rodrigues-Costa, A.C.P","Planta Daninha; 30(2); 253-261","Planta Daninha","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582012000200003&lang=pt" 
"S0100-83582012000200004-scl","Influência da chuva na eficácia do herbicida 2,4-D no controle de Myriophyllum aquaticum","Souza, G.S.F., Pereira, M.R.R., Vitorino, H.S., Campos, C.F., Martins, D","Planta Daninha; 30(2); 263-267","Planta Daninha","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582012000200004&lang=pt" 
"S0100-83582012000200012-scl","Controle em pós-emergência e características germinativas de agriãozinho","Giancotti, P.R.F., Alves, P.L.C.A., Yamauti, M.S., Barroso, A.A.M","Planta Daninha; 30(2); 335-340","Planta Daninha","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582012000200012&lang=pt" 
"S0100-83582012000200015-scl","Uso do novo sistema Clearfield® na cultura do girassol para o controle de plantas daninhas dicotiledóneas","Santos, G., Francischini, A.C., Constantin, J., Oliveira Jr., R.S., Ghiglione, H., Velho, G.F., Oliveira Neto, A.M","Planta Daninha; 30(2); 359-365","Planta Daninha","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582012000200015&lang=pt" 
"S0100-83582012000200020-scl","Control of glyphosate resistant hairy fleabane (Conyza bonariensis) with dicamba and 2,4-D","Soares, D.J., Oliveira, W.S., López-Ovejero, R.F., Christoffoleti, P.J","Planta Daninha; 30(2); 401-406","Planta Daninha","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582012000200020&lang=pt" 
"S0100-83582012000200019-scl","Atividade relativa da catalase de losna-branca (Parthenium hysterophorus) comparada à de outras espécies daninhas","Carvalho, S.J.P., Machado, E.C.R., Marques, B.S., Silva, A.P.P., Lima, R.S.O., Costa, R","Planta Daninha; 30(2); 395-400","Planta Daninha","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582012000200019&lang=pt" 
"S0100-83582012000200021-scl","Anatomia foliar de Lolium multiflorum sensível e resistente ao glyphosate","Galvani, J., Rizzardi, M.A., Carneiro, C.M., Bianchi, M.A","Planta Daninha; 30(2); 407-413","Planta Daninha","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582012000200021&lang=pt" 
"S1516-44462012000200020-scl","Affective disorders in childhood and adolescence: diagnosis and treatment","Souza, Camila Morelatto de","Revista Brasileira de Psiquiatria; 34(2); 230-231","Revista Brasileira de Psiquiatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000200020&lang=pt" 
"S1516-44462012000200019-scl","A non-affective psychotic syndrome after starting antiretroviral therapy","Navinés, R, Blanch, J, Rousaud, A, Moreno-España, J, Martín-Santos, R","Revista Brasileira de Psiquiatria; 34(2); 226-227","Revista Brasileira de Psiquiatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000200019&lang=pt" 
"S1516-44462012000200018-scl","The first university day hospital in Brazil: 50th anniversary","Contel, José Onildo Betioli","Revista Brasileira de Psiquiatria; 34(2); 223-223","Revista Brasileira de Psiquiatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000200018&lang=pt" 
"S1516-44462012000200017-scl","Psychiatric syndromes secondary to central nervous system infection","Teixeira, Antonio Lucio, Barichello, Tatiana","Revista Brasileira de Psiquiatria; 34(2); 221-221","Revista Brasileira de Psiquiatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000200017&lang=pt" 
"S1516-44462012000200016-scl","Morbidity and mortality due to mental disorders in Brazil","Ribeiro, Rafael Bernardon, Melzer-Ribeiro, Débora Luciana, Cordeiro, Quirino","Revista Brasileira de Psiquiatria; 34(2); 217-218","Revista Brasileira de Psiquiatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000200016&lang=pt" 
"S1516-44462012000500002-scl","New trends in anxiety disorders","Nardi, Antonio E., Fontenelle, Leonardo F., Crippa, José Alexandre S.","Revista Brasileira de Psiquiatria; 34(); 5-6","Revista Brasileira de Psiquiatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000500002&lang=pt" 
"S1516-44462012000500001-scl","Panic Developments","Klein, Donald F.","Revista Brasileira de Psiquiatria; 34(); 1-2","Revista Brasileira de Psiquiatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000500001&lang=pt" 
"S1516-44462012000500006-scl","Social anxiety and negative early life events in university students","Binelli, Cynthia, Ortiz, Ana, Muñiz, Armando, Gelabert, Estel, Ferraz, Liliana, S. Filho, Alaor, Crippa, José Alexandre S, Nardi, Antonio E., Subirà, Susana, Martín-Santos, Rocío","Revista Brasileira de Psiquiatria; 34(); 69-74","Revista Brasileira de Psiquiatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000500006&lang=pt" 
"S1516-44462012000500005-scl","Anxiety and joint hypermobility association: a systematic review","Sanches, Simone H. Bianchi, Osório, Flávia de Lima, Udina, Marc, Martín-Santos, Rocío, Crippa, José Alexandre S.","Revista Brasileira de Psiquiatria; 34(); 53-60","Revista Brasileira de Psiquiatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000500005&lang=pt" 
"S1516-44462012000500008-scl","Cannabidiol, a Cannabis sativa constituent, as an anxiolytic drug","Schier, Alexandre Rafael de Mello, Ribeiro, Natalia Pinho de Oliveira, Silva, Adriana Cardoso de Oliveira e, Hallak, Jaime Eduardo Cecílio, Crippa, José Alexandre S., Nardi, Antonio E., Zuardi, Antonio Waldo","Revista Brasileira de Psiquiatria; 34(); 104-110","Revista Brasileira de Psiquiatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000500008&lang=pt" 
"S1516-44462012000200003-scl","How can connectomics advance our knowledge of psychiatric disorders?","Cocchi, Luca, Zalesky, Andrew, Fontenelle, Leonardo F","Revista Brasileira de Psiquiatria; 34(2); 131-132","Revista Brasileira de Psiquiatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000200003&lang=pt" 
