"S0123-46412015000100002-col","Teachers&#039; attitudes, perceptions and experiences in CLIL: A look at content and language","McDougald, Jermaine","Colombian Applied Linguistics Journal; 17(1); 25-41","Colombian Applied Linguistics Journal","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-46412015000100002&lang=pt" 
"S0123-46412015000100009-col","The design process of a reading comprehension manual","Lopera Medina, Sergio","Colombian Applied Linguistics Journal; 17(1); 130-141","Colombian Applied Linguistics Journal","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-46412015000100009&lang=pt" 
"S0123-46412015000100008-col","Language configurations of degree-related denotations in the spoken production of a group of Colombian EFL university students: A corpus-based study","Escobar, Wilder","Colombian Applied Linguistics Journal; 17(1); 114-129","Colombian Applied Linguistics Journal","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-46412015000100008&lang=pt" 
"S0123-46412015000100010-col","World Englishes and English Language Teaching: A pragmatic and humanistic approach","Kumar Bhowmik, Subrata","Colombian Applied Linguistics Journal; 17(1); 142-157","Colombian Applied Linguistics Journal","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-46412015000100010&lang=pt" 
"S0123-46412015000100004-col","Why does critical literacy hit a snag in the Iranian EFL setting?","Rahimi, Ali, Askari Bigdeli, Rouhollah","Colombian Applied Linguistics Journal; 17(1); 53-63","Colombian Applied Linguistics Journal","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-46412015000100004&lang=pt" 
"S0123-46412015000100007-col","Application of the PEE Model to essay composition in an IELTS preparation class","Velasco Tovar, Ender Orlando","Colombian Applied Linguistics Journal; 17(1); 98-113","Colombian Applied Linguistics Journal","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-46412015000100007&lang=pt" 
"S0123-46412015000100006-col","Differential effects of focused and unfocused recasts on EFL learners&#039; oral accuracy","Ansarin, Ali Akbar, Chehrazad, Mohammad Hassan","Colombian Applied Linguistics Journal; 17(1); 86-97","Colombian Applied Linguistics Journal","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-46412015000100006&lang=pt" 
"S0123-46412015000100001-col","Typology in the classroom: Fostering Motion-Event awareness in Spanish-speaking ELLs","Evans, Reid","Colombian Applied Linguistics Journal; 17(1); 11-24","Colombian Applied Linguistics Journal","Inglês","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-46412015000100001&lang=pt" 
"S1646-88722015000200008-prt","Dinâmica de uso da terra e alterações na linha de costa lagunar: estudo em uma Colônia de Pescadores de Pelotas, RS, Brasil","Delamare, Tatiane Oliveira, Simon, Adriano Luís Heck, Sato, Simone Emiko","Revista de Gestão Costeira Integrada; 15(2); 237-248","Revista de Gestão Costeira Integrada","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-88722015000200008&lang=pt" 
"S1646-88722015000200003-prt","Situação ecológica, socioeconómica e de governança após a implementação do primeiro plano de ordenamento no Parque Marinho Professor Luiz Saldanha (Arrábida, Portugal): II - percepções de utentes","Stratoudakis, Yorgos, Fernández, Flavio, Henriques, Miguel, Martins, João, Martins, Rogelia","Revista de Gestão Costeira Integrada; 15(2); 167-178","Revista de Gestão Costeira Integrada","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-88722015000200003&lang=pt" 
"S1646-88722015000200007-prt","Gestão Ambiental Portuária: fragilidades, desafios e potencialidades no porto do Rio Grande, RS, Brasil","Lourenço, Andréia Vigolo, Asmus, Milton Lafourcade","Revista de Gestão Costeira Integrada; 15(2); 223-235","Revista de Gestão Costeira Integrada","Português","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-88722015000200007&lang=pt" 
"S0104-40362015000200437-scl","Formação docente para educar na diversidade: concepções subjacentes nos documentos oficiais e na prática explicitada","Lima, Niédja Maria Ferreira, Dorziat, Ana","Ensaio: Avaliação e Políticas Públicas em Educação; 23(87); 437-460","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362015000200437&lang=pt" 
"S0104-40362015000200293-scl","La Educación en las constituciones de los países del Cono Sur americano","Llorent-Bedmar, Vicente, Llorent-Vaquero, Mercedes","Ensaio: Avaliação e Políticas Públicas em Educação; 23(87); 293-310","Ensaio: Avaliação e Políticas Públicas em Educação","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362015000200293&lang=pt" 
