"S0038-23532011000100011-sza","Fusarium spp. and levels of fumonisins in maize produced by subsistence farmers in South Africa","Ncube, E, Flett, BC, Waalwijk, C, Viljoen, A","South African Journal of Science; 107(1-2); 1-7","South African Journal of Science","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532011000100011&lang=pt" 
"S0038-23532011000100012-sza","Performance analysis of adaptive M-QAM over a flat-fading Nakagami-m channel","Quazi, T, Xu, H","South African Journal of Science; 107(1-2); 1-7","South African Journal of Science","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532011000100012&lang=pt" 
"S0038-23532011000100015-sza","The endothelin system in breast tumour-endothelial cell interactions","Badat, T, Botha, J, Naidoo, S","South African Journal of Science; 107(1-2); 1-5","South African Journal of Science","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532011000100015&lang=pt" 
"S0038-23532011000100016-sza","Cosmic ray propagation in a fractal galactic medium","Kermani, HA, Fatemi, J","South African Journal of Science; 107(1-2); 1-4","South African Journal of Science","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532011000100016&lang=pt" 
"S0038-23532011000100017-sza","Pathologies in the Early Pliocene phocid seals from Langebaanweg, South Africa","Govender, R, Avery, G, Chinsamy, A","South African Journal of Science; 107(1-2); 1-6","South African Journal of Science","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532011000100017&lang=pt" 
"S0038-23532011000100013-sza","Analysis of the modern distribution of South African Gerbilliscus (Rodentia: Gerbillinae) with implications for Plio-Pleistocene palaeoenvironmental reconstruction","Campbell, TL, Lewis, PJ, Williams, JK","South African Journal of Science; 107(1-2); 1-7","South African Journal of Science","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532011000100013&lang=pt" 
"S0038-23532011000100014-sza","Spatial and temporal assessment of gaseous pollutants in the Highveld of South Africa","Lourens, AS, Beukes, JP, van Zyl, PG, Fourie, GD, Burger, JW, Pienaar, JJ, Read, CE, Jordaan, JH","South African Journal of Science; 107(1-2); 1-8","South African Journal of Science","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532011000100014&lang=pt" 
"S0100-67622011000100010-scl","Isoenzimas no monitoramento da deterioração de sementes de Euterpe espiritosantensis Fernandes","Martins, Cibele Chalita, Nakagawa, João, Ramos, Paulo Roberto Rodrigues","Revista Árvore; 35(1); 85-90","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000100010&lang=pt" 
"S0100-67622011000100023-scl","Errata - edição n. 6, v. 34, 2011","","Revista Árvore; 35(1); 177-178","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000100023&lang=pt" 
"S0100-67622011000100022-scl","Errata - edição n. 6, v. 34, 2011","","Revista Árvore; 35(1); 175-176","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000100022&lang=pt" 
"S0100-67622011000100007-scl","Initial development and gas exchange of Talisia subalbens (Mart.) Radlk. under different shading conditions","Nery, Fernanda Carlota, Oliveira, Hilton Morbeck de, Alvarenga, Amauri Alves de, Dousseau, Sara, Castro, Evaristo Mauro de, Campos, Ana Carolina Atala Lombelo","Revista Árvore; 35(1); 61-67","Revista Árvore","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000100007&lang=pt" 
"S0100-67622011000100019-scl","Hipsometric relationship modeling using data sampled in tree scaling and inventory plots","Andrade, Valdir Carlos Lima de, Leite, Helio Garcia","Revista Árvore; 35(1); 157-164","Revista Árvore","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000100019&lang=pt" 
"S0100-67622011000100017-scl","Correlações entre os elementos meteorológicos e as ocorrências de incêndios florestais na área urbana de Juiz de Fora, MG","Torres, Fillipe Tamiozzo Pereira, Ribeiro, Guido Assunção, Martins, Sebastião Venâncio, Lima, Gumercindo Souza","Revista Árvore; 35(1); 143-150","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000100017&lang=pt" 
"S0100-67622011000100018-scl","Proposta metodológica para o ajuste ótimo da distribuição diamétrica SB de Johnson","Barra, Oscar Santiago Vallejos, Sanquetta, Carlos Roberto, Arce, Julio Eduardo, Machado, Sebastião do Amaral, Corte, Ana Paula Dalla","Revista Árvore; 35(1); 151-156","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000100018&lang=pt" 
"S1135-57272011000100014-spa","Aumento de consultas en atención primaria por infección respiratoria de vías altas y fiebre coincidiendo con la epidemia de gripe (H1N1) 2009","Aldaz, Pablo, Loayssa, José Ramón, Apezteguía, Javier, Oscariz, Miren, Dronda, María José, Sagredo, Mirian, Castilla, Jesús","Revista Española de Salud Pública; 85(1); 113-120","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100014&lang=pt" 
"S1135-57272011000100013-spa","Impacto de la vacunación frente a la gripe (H1N1) 2009 en Navarra: comparación de diferentes escenarios","Castilla, Jesús, Guevara, Marcela, García Cenoz, Manuel, Irisarri, Fátima, Arriazu, Maite, Barricarte, Aurelio","Revista Española de Salud Pública; 85(1); 105-111","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100013&lang=pt" 
"S1135-57272011000100012-spa","Brotes escolares de gripe (H1N1) 2009 en Cataluña","Torner, Nuria, Morteruel, Maite, Martínez, Ana, Godoy, Pere","Revista Española de Salud Pública; 85(1); 97-103","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100012&lang=pt" 
"S1135-57272011000100011-spa","Comparación entre Andalucía y Cataluña de la frecuencia de incapacidad laboral durante la gripe (H1N1) 2009","Torá, Isabel, Delclós, Jordi, Martínez, José Miguel, Tobías, Aurelio, Jardí, Josefina, Alberti, Constança, Manzanera, Rafael, Dios Villar, Juan de, Delgado, Miguel, Benavides, Fernando G.","Revista Española de Salud Pública; 85(1); 89-95","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100011&lang=pt" 
"S1135-57272011000100010-spa","Características de los casos graves hospitalizados por gripe pandémica a (H1N1) 2009 en Cataluña","Godoy, Pere, Rodés, Anna, Àlvarez, Josep, Camps, Neus, Barrabeig, Irene, Sala, María Rosa, Minguell, Sofía, Lafuente, Sarah, Pumarola, Tomás, Domínguez, Ángela, Plasència, Antoni","Revista Española de Salud Pública; 85(1); 81-87","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100010&lang=pt" 
"S1135-57272011000100009-spa","Actitudes y comportamientos preventivos durante la pandemia de gripe (H1N1) 2009 en España","Agüero Santagelo, Fernando, Nebot Adell, Manel, Pérez Giménez A., Anna, López Medina, María José, García Continente, Xavier","Revista Española de Salud Pública; 85(1); 73-80","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100009&lang=pt" 
"S1135-57272011000100008-spa","Infección asintomática por el virus influenza H1N1 (2009) en personal sanitario: Estudio Marbegrip. Resultados preliminares","Olalla Sierra, Julián, Ory Manchón, Fernando de, Casas Flecha, Inmaculada, Montiel Quezel-Guerraz, Natalia, Salas Bravo, Daniel","Revista Española de Salud Pública; 85(1); 63-71","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100008&lang=pt" 
"S1135-57272011000100006-spa","Diferencias entre las ondas gripales de verano y de otoño durante la pandemia de gripe (H1N1) 2009 en Navarra","Castilla, Jesús, Guevara, Marcela, García Cenoz, Manuel, Reina, Gabriel, Martínez Artola, Víctor, Zamora, Mª Jesús, Irisarri, Fátima, Fernández Alonso, Mirian, Salcedo, Esther","Revista Española de Salud Pública; 85(1); 47-56","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100006&lang=pt" 
"S1135-57272011000100005-spa","Vigilancia de la de gripe pandémica (H1N1) 2009 en Cataluña: Resultados e implicaciones","Godoy, Pere, Pumarola, Tomàs, Martínez, Anna, Torner, Núria, Rodés, Anna, Carmona, Glòria, Ciruela, Pilar, Caylà, Joan, Tortajada, Cecilia, Domínguez, Ángela, Plasència, Antoni","Revista Española de Salud Pública; 85(1); 37-45","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100005&lang=pt" 
"S1135-57272011000100003-spa","Utilización de servicios y costes de los pacientes con gripe (H1N1) 2009 en España: antecedentes y protocolo de investigación","Garin, Olatz, Galante, Mariana, García-Altés, Anna, Sicuri, Elisa, Cots, Francesc, Nebot, Manel, Ferrer, Montse, Domínguez, Ángela, Alonso, Jordi","Revista Española de Salud Pública; 85(1); 19-31","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100003&lang=pt" 
"S1135-57272011000100002-spa","Factores de riesgo de hospitalización por gripe (H1N1) 2009 y efectividad de intervenciones farmacológicas y no farmacológicas en su prevención: estudio de casos y controles","Domínguez, Ángela, Alonso, Jordi, Astray, Jenaro, Baricot, Maretva, Cantón, Rafael, Castilla, Jesús, Castro, Ady, Delgado, Miguel, Godoy, Pere, González-Candelas, Fernando, Martín, Vicente, Mayoral, José María, Quintana, José María, Perea, Emilio, Pumarola, Tomás, Soldevila, Nuria, Tamames, Sonia","Revista Española de Salud Pública; 85(1); 3-17","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100002&lang=pt" 
"S1135-57272011000100007-spa","Factores asociados a la transmisión a los convivientes de gripe (H1N1) 2009","Vargas-Leguas, Hernán, Caylà, Joan A., Ballester, Isabel, Burgui, Rosana, Morteruel, Maite, Horna, Olivia, Bellido, Juan, Castilla, Jesús, Martínez, Anna, Godoy, Pere","Revista Española de Salud Pública; 85(1); 57-62","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100007&lang=pt" 
"S1135-57272011000100004-spa","Factores genéticos en casos graves de gripe (H1N1) 2009","Calafell i Majó, Francesc, González Candelas, Fernando","Revista Española de Salud Pública; 85(1); 33-36","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100004&lang=pt" 
"S1135-57272011000100015-spa","Conclusiones del taller &quot;Resultados y lecciones aprendidas en la pandemia de gripe A (H1N1) 2009 a partir de los proyectos de investigación y la vigilancia de la salud pública&quot;","Godoy, Pere","Revista Española de Salud Pública; 85(1); 121-122","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100015&lang=pt" 
"S1135-57272011000100001-spa","La investigación y la vigilancia durante la pandemia de gripe (H1N1) 2009","Godoy, Pere","Revista Española de Salud Pública; 85(1); 1-2","Revista Española de Salud Pública","Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272011000100001&lang=pt" 
"S0100-72032011000200001-scl","Para ampliar a divulgação da produção científica nacional em ginecologia e obstetrícia","Andrade, Jurandyr Moreira de","Revista Brasileira de Ginecologia e Obstetrícia; 33(2); 63-67","Revista Brasileira de Ginecologia e Obstetrícia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032011000200001&lang=pt" 
"S0100-72032011000200008-scl","Lipodistrofia parcial familiar do tipo Dunnigan: atenção ao diagnóstico precoce","Leão, Lenora Maria Camarate Silveira Martins, Alencar, Renata Carvalho de, Rodrigues, Gisele da Cunha, Bouzas, Izabel, Gallo, Paulo, Rossini, Ana","Revista Brasileira de Ginecologia e Obstetrícia; 33(2); 99-103","Revista Brasileira de Ginecologia e Obstetrícia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032011000200008&lang=pt" 
"S0100-72032011000200002-scl","Análise do polimorfismo Fok1 do gene VDR em mulheres inférteis com endometriose","Vilarino, Fábia Lima, Bianco, Bianca, Christofolini, Denise Maria, Lerner, Tatiana Goberstein, Barbosa, Caio Parente","Revista Brasileira de Ginecologia e Obstetrícia; 33(2); 65-69","Revista Brasileira de Ginecologia e Obstetrícia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032011000200002&lang=pt" 
