"S1607-40412014000100002-mex","Tendencias internacionales sobre equidad educativa desde la perspectiva del cambio educativo","Sánchez Santamaría, José, Manzanares Moya, Asunción","Revista electrónica de investigación educativa; 16(1); 12-28","Revista electrónica de investigación educativa","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1607-40412014000100002&lang=pt" 
"S1870-34532014000100012-mex","Diversidad de musgos epifitos de la zona metropolitana del valle de Toluca, México","Zepeda-Gómez, Carmen, Ávila-Pérez, Pedro, Díaz-García, Ury S., Alanís-Martínez, Yasmín, Zarazúa-Ortega, Graciela, Amaya-Chávez, Araceli","Revista mexicana de biodiversidad; 85(1); 108-124","Revista mexicana de biodiversidad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532014000100012&lang=pt" 
"S1870-34532014000100013-mex","Flora vascular de la selva mediana subcaducifolia del centro de Veracruz, México","Palacios-Wassenaar, Olivia, Castillo-Campos, Gonzalo, Vázquez-Torres, Santiago Mario, Amo-Rodríguez, Silvia Del","Revista mexicana de biodiversidad; 85(1); 125-142","Revista mexicana de biodiversidad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532014000100013&lang=pt" 
"S1870-34532014000100010-mex","Diversity and distribution of mosses in the state of Hidalgo, Mexico","Delgadillo, Claudio, Villaseñor, José Luis, Cárdenas, Ángeles, Ortiz, Enrique","Revista mexicana de biodiversidad; 85(1); 84-97","Revista mexicana de biodiversidad","Inglês","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532014000100010&lang=pt" 
"S1870-34532014000100011-mex","Análisis panbiogeográfico de Enckea (Piperaceae), un pequeño clado de bosques secos en la filogenia de un gran género de bosques húmedos","Quijano-Abril, Mario Alberto, Mejía-Franco, Fabián Gregorio, Callejas-Posada, Ricardo","Revista mexicana de biodiversidad; 85(1); 98-107","Revista mexicana de biodiversidad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532014000100011&lang=pt" 
"S1870-34532014000100016-mex","Estructura y composición en dos comunidades arbóreas de la selva baja caducifolia y mediana subcaducifolia en Campeche, México","Dzib-Castillo, Benito, Chanatásig-Vaca, Cristina, González-Valdivia, Noel A.","Revista mexicana de biodiversidad; 85(1); 167-178","Revista mexicana de biodiversidad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532014000100016&lang=pt" 
"S1870-34532014000100017-mex","Efecto del cambio climático en la distribución potencial de cinco especies arbóreas de bosque templado en México","Guitérrez, Erick, Trejo, Irma","Revista mexicana de biodiversidad; 85(1); 179-188","Revista mexicana de biodiversidad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532014000100017&lang=pt" 
"S1870-34532014000100014-mex","¿Pachira aquatica, un indicador del límite del manglar?","Infante-Mata, Dulce, Moreno-Casasola, Patricia, Madero-Vega, Carolina","Revista mexicana de biodiversidad; 85(1); 143-160","Revista mexicana de biodiversidad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532014000100014&lang=pt" 
"S1870-34532014000100015-mex","Variación temporal de visitantes florales en dos especies simpátricas de Salvia con floración simultánea y síndrome de polinización contrastante","Espino-Espino, Judith, Rosas, Fernando, Cuevas-García, Eduardo","Revista mexicana de biodiversidad; 85(1); 161-166","Revista mexicana de biodiversidad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532014000100015&lang=pt" 
"S1870-34532014000100018-mex","Potential species distribution modeling and the use of principal component analysis as predictor variables","Cruz-Cárdenas, Gustavo, López-Mata, Lauro, Villaseñor, José Luis, Ortiz, Enrique","Revista mexicana de biodiversidad; 85(1); 188-199","Revista mexicana de biodiversidad","Inglês","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532014000100018&lang=pt" 
"S1870-34532014000100019-mex","Mariposas en un bosque de niebla andino periurbano en el valle de Aburrá, Colombia","Marín, Mario A., Álvarez, Carlos Federico, Giraldo, Carlos E., Pyrcz, Tomasz W., Uribe, Sandra I., Vila, Roger","Revista mexicana de biodiversidad; 85(1); 200-208","Revista mexicana de biodiversidad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-34532014000100019&lang=pt" 
