"S0102-69092009000300015-scl","As muitas famílias do pensamento político brasileiro","Gentile, Fabio","Revista Brasileira de Ciências Sociais; 24(71); 179-181","Revista Brasileira de Ciências Sociais","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092009000300015&lang=pt" 
"S0102-69092009000300014-scl","Um debate em aberto: centralizadores e federalistas na construção do Estado-nação no Brasil","Ferreira, Gabriela Nunes","Revista Brasileira de Ciências Sociais; 24(71); 176-179","Revista Brasileira de Ciências Sociais","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092009000300014&lang=pt" 
"S0102-69092009000300007-scl","Imagem e técnica como itinerários das ciências sociais: considerações sobre o cinema de Leni Riefenstahl","Rovai, Mauro L.","Revista Brasileira de Ciências Sociais; 24(71); 95-103","Revista Brasileira de Ciências Sociais","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092009000300007&lang=pt" 
"S0102-69092009000300012-scl","Nomear e compreender a pobreza no Brasil contemporâneo","Rizek, Cibele Saliba","Revista Brasileira de Ciências Sociais; 24(71); 169-171","Revista Brasileira de Ciências Sociais","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092009000300012&lang=pt" 
"S0034-76122009000500001-scl","Palavras da diretora","Zouain, Deborah Moraes","Revista de Administração Pública; 43(5); 1001-1001","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000500001&lang=pt" 
"S0034-76122009000500002-scl","Redes sociais: apresentação","Junqueira, Luciano A. Prates, Misoczky, Maria Ceci","Revista de Administração Pública; 43(5); 1003-1005","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000500002&lang=pt" 
"S0034-76122009000500006-scl","Relações de poder em uma rede do terceiro setor: um estudo de caso","Pinto, Áureo Magno Gaspar, Junqueira, Luciano Antonio Prates","Revista de Administração Pública; 43(5); 1091-1116","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000500006&lang=pt" 
"S0034-76122009000500005-scl","Governança e gestão social em redes empresariais: análise de três arranjos produtivos locais (APLs) de confecções no estado do Rio de Janeiro","Villela, Lamounier Erthal, Pinto, Mario Couto Soares","Revista de Administração Pública; 43(5); 1067-1089","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000500005&lang=pt" 
"S0034-76122009000500009-scl","Competências críticas ao desenvolvimento de mapas cognitivos de redes interorganizacionais","Sordi, José Osvaldo de, Picchiai, Djair, Costa, Manuel Antonio Meireles da, Sanches, Maria Aparecida","Revista de Administração Pública; 43(5); 1181-1206","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000500009&lang=pt" 
"S0102-69092009000300010-scl","Marxismo e elitismo: dois modelos antagônicos de análise social?","Codato, Adriano, Perissinotto, Renato M.","Revista Brasileira de Ciências Sociais; 24(71); 143-153","Revista Brasileira de Ciências Sociais","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092009000300010&lang=pt" 
"S0034-76122009000500003-scl","Redes como perspectiva de análise e como estrutura de governança: uma análise das diferentes contribuições","Lopes, Fernando dias, Baldi, Mariana","Revista de Administração Pública; 43(5); 1007-1035","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000500003&lang=pt" 
