"S1889-18612014000200002-esp","Behavioral problems and depressive symptomatology as predictors of child-to-parent violence","Ibabe, Izaskun, Arnoso, Ainara, Elgorriaga, Edurne","The European Journal of Psychology Applied to Legal Context; 6(2); 53-61","The European Journal of Psychology Applied to Legal Context","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-18612014000200002&lang=pt" 
"S1889-18612014000200001-esp","Stop Harassment!: men&#039;s reactions to victims&#039; confrontation","Carmen Herrera, M., Herrera, Antonio, Expósito, Francisca","The European Journal of Psychology Applied to Legal Context; 6(2); 45-52","The European Journal of Psychology Applied to Legal Context","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-18612014000200001&lang=pt" 
"S1889-18612014000200005-esp","Opinions of legal professionals: comparing child and adult witnesses&#039; memory report capabilities","Knutsson, Jens, Martin Allwood, Carl","The European Journal of Psychology Applied to Legal Context; 6(2); 79-89","The European Journal of Psychology Applied to Legal Context","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-18612014000200005&lang=pt" 
"S1889-18612014000200004-esp","Differential profile in partner aggressors: prison vs. mandatory community intervention programs","García-Jiménez, Jesús J., Godoy-Fernández, Carmen, Llor-Esteban, Bartolomé, Ruiz-Hernández, José Antonio","The European Journal of Psychology Applied to Legal Context; 6(2); 69-77","The European Journal of Psychology Applied to Legal Context","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-18612014000200004&lang=pt" 
"S1889-18612014000200006-esp","Pathological publishing: a new psychological disorder with legal consequences?","Buela-Casal, Gualberto","The European Journal of Psychology Applied to Legal Context; 6(2); 91-97","The European Journal of Psychology Applied to Legal Context","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-18612014000200006&lang=pt" 
"S0103-21002014000300260-scl","Ocorrência da síndrome de Burnout em enfermeiros residentes","Tavares, Kelly Fernanda Assis, Souza, Norma Valéria Dantas de Oliveira, Silva, Lolita Dopico da, Kestenberg, Celia Caldeira Fonseca","Acta Paulista de Enfermagem; 27(3); 260-265","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000300260&lang=pt" 
"S0103-21002014000300266-scl","Adesão ao tratamento clínico ambulatorial da hipertensão arterial sistêmica","Gomes e Martins, Aurelina, Chavaglia, Suzel Regina Ribeiro, Ohl, Rosali Isabel Barduchi, Martins, Igor Monteiro Lima, Gamba, Mônica Antar","Acta Paulista de Enfermagem; 27(3); 266-272","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000300266&lang=pt" 
"S0103-21002014000300255-scl","Dificuldades enfrentadas pelos pais de crianças com doença do refluxo gastroesofágico","Cordeiro, Jacqueline Andréia Bernardes Leão, Gualberto, Sacha Martins, Brasil, Virginia Visconde, Oliveira, Grazielle Borges de, Silva, Antonio Márcio Teodoro Cordeiro","Acta Paulista de Enfermagem; 27(3); 255-259","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000300255&lang=pt" 
"S0103-21002014000300243-scl","Práticas assistenciais para segurança do paciente em unidade de terapia intensiva","Barbosa, Taís Pagliuco, Oliveira, Graziella Artuzi Arantes de, Lopes, Mariana Neves de Araujo, Poletti, Nádia Antonia Aparecida, Beccaria, Lúcia Marinilza","Acta Paulista de Enfermagem; 27(3); 243-248","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000300243&lang=pt" 
"S0103-21002014000300237-scl","Fatores sociais e clínicos que causam limitação da mobilidade de idosos","Clares, Jorge Wilker Bezerra, Freitas, Maria Célia de, Borges, Cíntia Lira","Acta Paulista de Enfermagem; 27(3); 237-242","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000300237&lang=pt" 
"S0103-21002014000300230-scl","Qualidade de vida relacionada à saúde de pacientes renais crônicos em diálise","Lopes, Jéssica Maria, Fukushima, Raiana Lídice Mor, Inouye, Keika, Pavarini, Sofia Cristina Iost, Orlandi, Fabiana de Souza","Acta Paulista de Enfermagem; 27(3); 230-236","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000300230&lang=pt" 
"S0103-21002014000300221-scl","Tradução, adaptação e validação de uma escala para o autocuidado de portadores de diabetes mellitus tipo 2 em uso de insulina","Stacciarini, Thaís Santos Guerra, Pace, Ana Emilia","Acta Paulista de Enfermagem; 27(3); 221-229","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000300221&lang=pt" 
"S0103-21002014000300194-scl","Opinião de docentes de enfermagem sobre a efetividade da comunicação não verbal durante a aula","Amorim, Rosely Kalil de Freitas Castro Carrari de, Silva, Maria Júlia Paes da","Acta Paulista de Enfermagem; 27(3); 194-199","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000300194&lang=pt" 
"S0103-21002014000300287-scl","Mudanças na qualidade de vida após transplante renal e fatores relacionados","Mendonça, Ana Elza Oliveira de, Torres, Gilson de Vasconcelos, Salvetti, Marina de Góes, Alchieri, Joao Carlos, Costa, Isabelle Katherinne Fernandes","Acta Paulista de Enfermagem; 27(3); 287-292","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000300287&lang=pt" 
"S0103-21002014000300280-scl","Ocorrência de acidentes de trabalho com material biológico potencialmente contaminado em enfermeiros","Valim, Marília Duarte, Marziale, Maria Helena Palucci, Hayashida, Miyeko, Richart-Martínez, Miguel","Acta Paulista de Enfermagem; 27(3); 280-286","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000300280&lang=pt" 
"S0103-21002014000300273-scl","Colonização nasal por Staphylococcus sp. em pacientes internados","Almeida, Gilmara Celli Maia de, Lima, Nara Grazieli Martins, Santos, Marquiony Marques dos, Melo, Maria Celeste Nunes de, Lima, Kenio Costa de","Acta Paulista de Enfermagem; 27(3); 273-279","Acta Paulista de Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002014000300273&lang=pt" 
"S1889-18612014000200003-esp","Perpetrator characteristics and blame attributions in a stranger rape situation","Strömwall, Leif A., Landström, Sara, Alfredsson, Helen","The European Journal of Psychology Applied to Legal Context; 6(2); 63-67","The European Journal of Psychology Applied to Legal Context","Inglês","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1889-18612014000200003&lang=pt" 
"S0100-204X2014000700531-scl","Persistência dos efeitos da escarificação sobre a compactação de Nitossolo sob plantio direto em região subtropical úmida","Nunes, Márcio Renato, Pauletto, Eloy Antonio, Denardin, José Eloir, Faganello, Antonio, Spinelli Pinto, Luiz Fernando, Scheunemann, Tiago","Pesquisa Agropecuária Brasileira; 49(7); 531-539","Pesquisa Agropecuária Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2014000700531&lang=pt" 
"S0100-204X2014000700506-scl","Desenvolvimento vegetativo de pinhão-manso em diferentes arranjos de plantio em sistemas agrossilvipastoris","Müller, Marcelo Dias, Paciullo, Domingos Sávio Campos, Martins, Carlos Eugênio, Rocha, Wadson Sebastião Duarte da, Castro, Carlos Renato Tavares de","Pesquisa Agropecuária Brasileira; 49(7); 506-514","Pesquisa Agropecuária Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2014000700506&lang=pt" 
"S0100-204X2014000700569-scl","Parâmetros biológicos da lagarta falsa-medideira em cultivares de algodoeiro com as proteínas Cry1Ac e Cry1F","Viana, Daniela de Lima, Netto, Jacob Crosariol, Aguirre-Gil, Oniel Jeremías, Busoli, Antonio Carlos","Pesquisa Agropecuária Brasileira; 49(7); 569-572","Pesquisa Agropecuária Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2014000700569&lang=pt" 
