"S0716-27902007000200012-chl","Pueblo en fiesta. Músicas tradicionales de Chile. CD","Dannemann, Manuel","Revista musical chilena; 61(208); 101-102","Revista musical chilena","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902007000200012&lang=pt" 
"S0716-27902007000200015-chl","Ramón Carnicer y Batlle (1789-1855), II dissoluto punito, ossiaDon Giovanni Tenorio. CD","Guerra Rojas, Cristian","Revista musical chilena; 61(208); 105-106","Revista musical chilena","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902007000200015&lang=pt" 
"S0716-27902007000200002-chl","Victoria Ocampo y la música: una experiencia social y estética de la modernidad","Corrado, Omar","Revista musical chilena; 61(208); 37-65","Revista musical chilena","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902007000200002&lang=pt" 
"S0716-27902007000200009-chl","Piano-Piano. CD. María Paz Santibañez y Remi Masunaga, pianistas","","Revista musical chilena; 61(208); 99-99","Revista musical chilena","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902007000200009&lang=pt" 
"S0716-27902007000200013-chl","Música de Concierto Chilena y Argentina. CD","","Revista musical chilena; 61(208); 103-104","Revista musical chilena","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902007000200013&lang=pt" 
"S0716-27902007000200014-chl","Ensamble Serenata. CD","Banderas G., Daniela","Revista musical chilena; 61(208); 104-105","Revista musical chilena","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902007000200014&lang=pt" 
"S0716-27902007000200016-chl","Fulgor y Muerte de Joaquín Murieta. DVD","Gallegos M, Alvaro","Revista musical chilena; 61(208); 106-107","Revista musical chilena","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902007000200016&lang=pt" 
"S0716-27902007000200017-chl","Diego Tapia Carmagnani. El newén, fuerza que mueve a la música lafhenche en el lago Budi","Tapia C, Diego","Revista musical chilena; 61(208); 108-109","Revista musical chilena","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902007000200017&lang=pt" 
"S0716-27902007000200018-chl","Carlos Riesco Grez (1925-2007)","Vera Rivera, Santiago","Revista musical chilena; 61(208); 110-110","Revista musical chilena","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902007000200018&lang=pt" 
"S0716-27902007000200019-chl","Carlos Riesco: una amistad en la proximidad y distancia","Orrego-Salas, Juan","Revista musical chilena; 61(208); 111-111","Revista musical chilena","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902007000200019&lang=pt" 
"S0716-27902007000200020-chl","Fernando Rosas (1931-2007)","Donoso Arellano, Jaime","Revista musical chilena; 61(208); 111-113","Revista musical chilena","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902007000200020&lang=pt" 
