"S0213-91112008000500012-esp","Las políticas para disminuir las desigualdades en salud","Borrell, Carme, Artazcoz, Lucía","Gaceta Sanitaria; 22(5); 465-473","Gaceta Sanitaria","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112008000500012&lang=pt" 
"S1130-05582008000500012-esp","","","Revista Española de Cirugía Oral y Maxilofacial; 30(5); 384-384","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582008000500012&lang=pt" 
"S1130-05582008000500004-esp","Aplicación de la toxina botulínica a para el tratamiento del síndrome de Frey","Sánchez Cuellar, Luis Antonio","Revista Española de Cirugía Oral y Maxilofacial; 30(5); 341-343","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582008000500004&lang=pt" 
"S1130-05582008000500001-esp","Estudio experimental sobre la regeneración ósea mandibular de la rata con diferentes biomateriales","Peral Cagigal, B., Redondo González, L.M., Verrier Hernández, A., Serrat Soto, A., Torres Nieto, M.Á., Vaquero Puerta, C.","Revista Española de Cirugía Oral y Maxilofacial; 30(5); 313-323","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582008000500001&lang=pt" 
"S1130-05582008000500011-esp","Sarcoma osteogénico naso-maxilo-orbitario: Abordaje transcraneal","Pingarrón Martín, L., Castillo Pardo de Vera, J.L. del, González Obeso, E., Palacios Weiss, E., Cebrián Carretero, J.L., Lopez-Barea, F., Burgueño García, M.","Revista Española de Cirugía Oral y Maxilofacial; 30(5); 379-383","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582008000500011&lang=pt" 
"S1130-05582008000500006-esp","Síndrome de Melkersson Rosenthal: reporte de un caso y revisión de la literatura","Cosmelli Maturana, R., Bravo Ahumada, R., Cordova Jara, L.","Revista Española de Cirugía Oral y Maxilofacial; 30(5); 348-352","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582008000500006&lang=pt" 
"S1130-05582008000500010-esp","Tratamiento de fractura del tercio medio facial mediante la técnica de ‘midfacial deglobing’: Reporte de un caso","Méndez Tenorio, A.R., Sahagun Pille, I.","Revista Española de Cirugía Oral y Maxilofacial; 30(5); 371-377","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582008000500010&lang=pt" 
"S1130-05582008000500005-esp","Fusión de un tercer molar mandibular con un cuarto molar supernumerario","López Carriches, C., Leco Berrocal, I., Baca Pérez-Bryan, R.","Revista Española de Cirugía Oral y Maxilofacial; 30(5); 344-347","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582008000500005&lang=pt" 
"S1130-05582008000500007-esp","Herida por asta de toro en el área maxilofacial: revisión de la literatura y presentación de un caso","Crespo Escudero, J.L., Arenaz Búa, J., Luaces Rey, R., García-Rozado, Á., Rey Biel, J., López-Cedrún, J.L., Montalvo Moreno, J.J.","Revista Española de Cirugía Oral y Maxilofacial; 30(5); 353-362","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582008000500007&lang=pt" 
"S0100-67622008000500015-scl","Identificação de conflito de uso da terra em áreas de preservação permanente no entorno do parque nacional do Caparaó, Estado de Minas Gerais","Oliveira, Fernando Soares de, Soares, Vicente Paulo, Pezzopane, José Eduardo Macedo, Gleriani, José Marinaldo, Lima, Gumercindo Souza, Silva, Elias, Ribeiro, Carlos Antonio Alvares Soares, Oliveira, Ângelo Marcos Santos","Revista Árvore; 32(5); 899-908","Revista Árvore","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622008000500015&lang=pt" 
"S1130-05582008000500009-esp","Una complicación inusual del colgajo de Björk en la traqueotomía electiva","Villalaín Álvarez, L., Vicente Rodríguez, J.C. de, Peña González, I., Llorente Pendás, S.","Revista Española de Cirugía Oral y Maxilofacial; 30(5); 365-370","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582008000500009&lang=pt" 
