"S1405-66662015000200011-mex","La Escuela Nacional de Ingenieros y las Ciencias Físicas en los albores del siglo XX","Tanamachi Castro, Gerardo, Ramos Lara, María de la Paz","Revista mexicana de investigación educativa; 20(65); 557-580","Revista mexicana de investigación educativa","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662015000200011&lang=pt" 
"S2179-10742015000100110-scl","Inversion Method for Obtaining Electrical Parameters for Soil in the Rural Region in Brazil","Oliveira, Rômulo A. N., Magno, Fátima N. B., Souza, João F., Cozzolino, Klaus, Cavalcante, Gervásio P. S.","Journal of Microwaves, Optoelectronics and Electromagnetic Applications; 14(1); 110-120","Journal of Microwaves, Optoelectronics and Electromagnetic Applications","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-10742015000100110&lang=pt" 
"S0120-46452015000100007-col","Determinantes de riesgo en la valoración de acciones en el mercado colombiano: modelo multifactorial comparativo","Carmona Muñoz, Diana M., Criollo Obando, Cielo P.","Cuadernos de Administración (Universidad del Valle); 31(53); 68-84","Cuadernos de Administración (Universidad del Valle)","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-46452015000100007&lang=pt" 
"S0120-46452015000100004-col","Modelación de la relación rentabilidad-riesgo en el mercado accionario para países desarrollados y países emergentes en un mundo parcialmente integrado","Botero Guzmán, Daniel, Vecino Arenas, Carlos E.","Cuadernos de Administración (Universidad del Valle); 31(53); 38-47","Cuadernos de Administración (Universidad del Valle)","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-46452015000100004&lang=pt" 
"S0120-46452015000100005-col","Las prácticas de desarrollo sustentable: un acercamiento descriptivo a las pequeñas empresas de Guadalajara, México","Navarrete Baez, Francisco E.","Cuadernos de Administración (Universidad del Valle); 31(53); 48-58","Cuadernos de Administración (Universidad del Valle)","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-46452015000100005&lang=pt" 
"S0120-46452015000100009-col","El concepto de responsabilidad social universitaria desde la perspectiva de la alta dirección","Gaete Quezada, Ricardo A.","Cuadernos de Administración (Universidad del Valle); 31(53); 97-107","Cuadernos de Administración (Universidad del Valle)","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-46452015000100009&lang=pt" 
"S0120-46452015000100010-col","Dimensiones que conforman el riesgo de exclusión en el sistema de transporte en la ciudad de Cali, Colombia","Mosquera Abadía, Henry A.","Cuadernos de Administración (Universidad del Valle); 31(53); 108-116","Cuadernos de Administración (Universidad del Valle)","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-46452015000100010&lang=pt" 
"S0120-46452015000100012-col","La participación ciudadana en la implementación de las políticas educativas en Colombia","Arias Calderón, Jorge E., Ceballos Molano, Raquel, Otálvaro Marín, Bairon, Córdoba Hoyos, Lyda T., Martínez Sander, Ángela M.","Cuadernos de Administración (Universidad del Valle); 31(53); 10-138","Cuadernos de Administración (Universidad del Valle)","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-46452015000100012&lang=pt" 
"S0120-46452015000100001-col","","Varela Barrios, Edgar","Cuadernos de Administración (Universidad del Valle); 31(53); 06-06","Cuadernos de Administración (Universidad del Valle)","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-46452015000100001&lang=pt" 
"S0120-46452015000100006-col","Grandes organizaciones empresariales en México y Chile: un análisis de perfiles con respecto a sus comunicaciones sobre responsabilidad social","Wendlandt Amezaga, Teodoro R., Valdés Cuervo, Angel A., Carlos Martínez, Ernesto A., Ochoa Silva, Beatriz","Cuadernos de Administración (Universidad del Valle); 31(53); 59-67","Cuadernos de Administración (Universidad del Valle)","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-46452015000100006&lang=pt" 
"S0120-46452015000100011-col","Estímulos auditivos en prácticas de neuromarketing. Caso: Centro Comercial Unicentro, Cúcuta, Colombia","Avendaño Castro, William R., Paz Montes, Luisa S., Rueda Vera, Gerson","Cuadernos de Administración (Universidad del Valle); 31(53); 117-129","Cuadernos de Administración (Universidad del Valle)","Espanhol","2015","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-46452015000100011&lang=pt" 
