"S0066-782X2013000200013-scl","Há evidências favorecendo o uso de betabloqueadores e dobutamina na insuficiência cardíaca aguda?","Passos, Luiz Carlos Santana, Barbosa, Andréa Cristina Costa, Oliveira, Márcio Galvão, Santos Jr, Edval Gomes","Arquivos Brasileiros de Cardiologia; 100(2); 190-197","Arquivos Brasileiros de Cardiologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2013000200013&lang=pt" 
"S1808-86942013000100003-scl","A evolução da cirurgia endoscópica no tratamento do papiloma invertido","Caparroz, Fábio de Azevedo, Gregório, Luciano Lobato, Kosugi, Eduardo Macoto","Brazilian Journal of Otorhinolaryngology; 79(1); 13-17","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942013000100003&lang=pt" 
"S1808-86942013000100004-scl","Risco de queda em idosos da comunidade: avaliação com o teste Timed up and go","Bretan, Onivaldo, Silva Júnior, José Elias, Ribeiro, Odilon R., Corrente, José Eduardo","Brazilian Journal of Otorhinolaryngology; 79(1); 18-21","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942013000100004&lang=pt" 
"S1808-86942013000100005-scl","Função vestibular no acidente vascular cerebral do território carotídeo","Pires, Anna Paula Batista de Ávila, Fukujima, Marcia Maiumi, Ganança, Fernando Freitas, Aquino, Letícia de Moraes, Ganança, Maurício Malavasi, Caovilla, Heloisa Helena","Brazilian Journal of Otorhinolaryngology; 79(1); 22-27","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942013000100005&lang=pt" 
"S1808-86942013000100008-scl","Equilíbrio corporal em idosos 12 meses após tratamento para VPPB","Lança, Solange Martiliano, Gazzola, Juliana Maria, Kasse, Cristiane Akemi, Branco-Barreiro, Fatima Cristina Alves, Vaz, Daniela Patricia, Scharlach, Renata Coelho","Brazilian Journal of Otorhinolaryngology; 79(1); 39-46","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942013000100008&lang=pt" 
"S1808-86942013000100009-scl","Tradução para o português brasileiro e adaptação cultural do Reflux Finding Score","Almeida, Andressa Guimarães do Prado, Saliture, Taciane Brinca Soares, Silva, Álvaro Siqueira da, Eckley, Cláudia Alessandra","Brazilian Journal of Otorhinolaryngology; 79(1); 47-53","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942013000100009&lang=pt" 
"S1808-86942013000100010-scl","Avaliação da qualidade de vida de pacientes com rinossinusite crônica por meio de questionário SNOT-22","Marambaia, Pablo Pinillos, Lima, Manuela Garcia, Santos, Kleber Pimentel, Gomes, Amaury de Machado, Sousa, Milena Magalhães de, Marques, Maria Eudiane de Macedo","Brazilian Journal of Otorhinolaryngology; 79(1); 54-58","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942013000100010&lang=pt" 
"S1808-86942013000100011-scl","Tratamento cirúrgico da epistaxe grave: experiência de 11 anos","Saraceni Neto, Paulo, Nunes, Leonardo Mendes Acatauassu, Gregório, Luis Carlos, Santos, Rodrigo de Paula, Kosugi, Eduardo Macoto","Brazilian Journal of Otorhinolaryngology; 79(1); 59-64","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942013000100011&lang=pt" 
"S1808-86942013000100012-scl","Dificuldades na comunicação em normo-ouvintes: estudo comportamental e eletrofisiológico","Prestes, Marta Regueira Dias, Feitosa, Maria Angela Guimarães, Sampaio, André Luiz Lopes, Carvalho, Maria de Fátima Coelho","Brazilian Journal of Otorhinolaryngology; 79(1); 65-74","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942013000100012&lang=pt" 
"S1808-86942013000100013-scl","Indicações e limites da imunoistoquímica no câncer de cabeça e pescoço","Caly, Décio de Natale, Viana, Acklei, Rapoport, Abrão, Dedivitis, Rogério Aparecido, Curioni, Otávio Alberto, Cernea, Cláudio Roberto, Brandão, Lenine Garcia","Brazilian Journal of Otorhinolaryngology; 79(1); 75-81","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942013000100013&lang=pt" 
"S1808-86942013000100016-scl","Estudo de mutações no gene GJB2 e deleção delGJB6-D13S1830 em indivíduos com surdez não sindrômica da região Amazônica","Castro, Luciana Santos Serrão de, Marinho, Anderson Nonato do Rosario, Rodrigues, Elzemar Martins Ribeiro, Marques, Giorgio Christie Tavares, Carvalho, Tarcísio André Amorim de, Silva, Luiz Carlos Santana da, Santos, Sidney Emanuel Batista dos","Brazilian Journal of Otorhinolaryngology; 79(1); 95-99","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942013000100016&lang=pt" 
"S1808-86942013000100018-scl","Revisão sistemática sobre as evidências de associação entre zumbido e depressão","Geocze, Luciana, Mucci, Samantha, Abranches, Denise Caluta, Marco, Mario Alfredo de, Penido, Norma de Oliveira","Brazilian Journal of Otorhinolaryngology; 79(1); 106-111","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942013000100018&lang=pt" 
"S1808-86942013000100019-scl","Miofibroblastos e sua relação com o carcinoma de células escamosas oral","Lúcio, Priscilla Suassuna Carneiro, Cavalcanti, Alessandro Leite, Alves, Pollianna Muniz, Godoy, Gustavo Pina, Nonaka, Cassiano Francisco Weege","Brazilian Journal of Otorhinolaryngology; 79(1); 112-118","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942013000100019&lang=pt" 
"S1806-37132013000100002-scl","Doxiciclina em pacientes com linfangioleiomiomatose: biomarcadores e resposta funcional pulmonar","Pimenta, Suzana Pinheiro, Baldi, Bruno Guedes, Kairalla, Ronaldo Adib, Carvalho, Carlos Roberto Ribeiro","Jornal Brasileiro de Pneumologia; 39(1); 5-15","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000100002&lang=pt" 
"S1806-37132013000100004-scl","Relação entre a magnitude de sintomas e a qualidade de vida: análise de agrupamentos de pacientes com câncer de pulmão no Brasil","Franceschini, Juliana, Jardim, José Roberto, Fernandes, Ana Luisa Godoy, Jamnik, Sérgio, Santoro, Ilka Lopes","Jornal Brasileiro de Pneumologia; 39(1); 23-31","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000100004&lang=pt" 
"S1806-37132013000100005-scl","Bulectomia bilateral por cirurgia torácica vídeo-assistida uniportal combinada com acesso contralateral ao mediastino anterior","Song, Nan, Jiang, Gening, Xie, Dong, Zhang, Peng, Liu, Ming, He, Wenxin","Jornal Brasileiro de Pneumologia; 39(1); 32-38","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000100005&lang=pt" 
"S1806-37132013000100008-scl","Alterações espirométricas em doenças obstrutivas: afinal, o quanto é relevante?","Soares, André Luis Pinto, Pereira, Carlos Alberto de Castro, Rodrigues, Silvia Carla","Jornal Brasileiro de Pneumologia; 39(1); 56-62","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000100008&lang=pt" 
"S1806-37132013000100009-scl","Histoplasmose simulando neoplasia primária de pulmão ou metástases pulmonares","Dall Bello, Aline Gehlen, Severo, Cecilia Bittencourt, Guazzelli, Luciana Silva, Oliveira, Flavio Mattos, Hochhegger, Bruno, Severo, Luiz Carlos","Jornal Brasileiro de Pneumologia; 39(1); 63-68","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000100009&lang=pt" 
"S1806-37132013000100010-scl","Impacto da técnica de expiração lenta e prolongada na mecânica respiratória de lactentes sibilantes","Lanza, Fernanda de Cordoba, Wandalsen, Gustavo Falbo, Cruz, Carolina Lopes da, Solé, Dirceu","Jornal Brasileiro de Pneumologia; 39(1); 69-75","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000100010&lang=pt" 
"S1806-37132013000100011-scl","Desfechos clínicos do tratamento de tuberculose utilizando o esquema básico recomendado pelo Ministério da Saúde do Brasil com comprimidos em dose fixa combinada na região metropolitana de Goiânia","Ferreira, Anna Carolina Galvão, Silva Júnior, José Laerte Rodrigues da, Conde, Marcus Barreto, Rabahi, Marcelo Fouad","Jornal Brasileiro de Pneumologia; 39(1); 76-83","Jornal Brasileiro de Pneumologia","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132013000100011&lang=pt" 
