"S0034-89102009000400011-spa","Uso de álcool por adolescentes: estudo de base populacional","Strauch, Eliane Schneider, Pinheiro, Ricardo Tavares, Silva, Ricardo Azevedo, Horta, Bernardo Lessa","Revista de Saúde Pública; 43(4); 647-655","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000400011&lang=pt" 
"S0034-89102009000400012-spa","Desigualdade social, crescimento urbano e hanseníase em Manaus: abordagem espacial","Imbiriba, Elsia Nascimento Belo, Silva Neto, Antônio Levino da, Souza, Wayner Vieira de, Pedrosa, Valderiza, Cunha, Maria da Graça, Garnelo, Luiza","Revista de Saúde Pública; 43(4); 656-665","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000400012&lang=pt" 
"S0034-89102009000400013-spa","Análise espacial da dengue e o contexto socioeconômico no município do Rio de Janeiro, RJ","Almeida, Andréa Sobral de, Medronho, Roberto de Andrade, Valencia, Luís Iván Ortiz","Revista de Saúde Pública; 43(4); 666-673","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000400013&lang=pt" 
"S0034-89102009000400015-spa","Repercussões da violência na saúde mental de trabalhadores do Programa Saúde da Família","Lancman, Selma, Ghirardi, Maria Isabel Garcez, Castro, Eliane Dias de, Tuacek, Tatiana Amodeo","Revista de Saúde Pública; 43(4); 682-688","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000400015&lang=pt" 
"S0034-89102009000400016-spa","Renda e inserção profissional dos médicos brasileiros após instituição do Sistema Único de Saúde","Luiz, Ronir Raggio, Bahia, Lígia","Revista de Saúde Pública; 43(4); 689-698","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000400016&lang=pt" 
"S0034-89102009000400017-spa","Suplementação com vitamina A no puerpério: revisão sistemática","Caminha, Maria de Fátima Costa, Batista Filho, Malaquias, Fernandes, Taciana Fernanda dos Santos, Arruda, Ilma Kruze Grande de, Diniz, Alcides da Silva","Revista de Saúde Pública; 43(4); 699-706","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000400017&lang=pt" 
"S0034-89102009000400020-spa","Trabalho coletivo: um desafio para a gestão em saúde","Scherer, Magda Duarte dos Anjos, Pires, Denise, Schwartz, Yves","Revista de Saúde Pública; 43(4); 721-725","Revista de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102009000400020&lang=pt" 
"S0102-311X2009000800002-spa","Consumo de aditivos alimentares e efeitos à saúde: desafios para a saúde pública brasileira","Polônio, Maria Lúcia Teixeira, Peres, Frederico","Cadernos de Saúde Pública; 25(8); 1653-1666","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009000800002&lang=pt" 
"S0102-311X2009000800003-spa","Revisão sistemática da eficácia do interferon alfa (convencional, peguilado) e lamivudina para o tratamento da hepatite crônica B","Almeida, Alessandra Maciel, Silva, Dirce Inês da, Guerra Jr, Augusto Afonso, Silva, Grazielle Dias, Acurcio, Francisco de Assis","Cadernos de Saúde Pública; 25(8); 1667-1677","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009000800003&lang=pt" 
"S0102-311X2009000800009-spa","Práticas complementares, racionalidades médicas e promoção da saúde: contribuições poucos exploradas","Tesser, Charles Dalcanale","Cadernos de Saúde Pública; 25(8); 1732-1742","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009000800009&lang=pt" 
"S0102-311X2009000800010-spa","Equivalência conceitual, de itens e semântica da versão brasileira do instrumento Dysfunctional Voiding Scoring System (DVSS) para avaliação de disfunção do trato urinário inferior em crianças","Rizzini, Marta, Donatti, Teresinha Lermen, Bergamaschi, Denise Pimentel, Brunken, Gisela Soares","Cadernos de Saúde Pública; 25(8); 1743-1755","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009000800010&lang=pt" 
"S1517-97022009000200002-scl","Paradigmas, valores e educação","Badia, Denis Domeneghetti","Educação e Pesquisa; 35(2); 233-249","Educação e Pesquisa","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022009000200002&lang=pt" 
"S1517-97022009000200006-scl","Programa Educação inclusiva: direito à diversidade - uma análise a partir da visão de gestores de um município-polo","Caiado, Katia Regina Moreno, Laplane, Adriana Lia Friszman de","Educação e Pesquisa; 35(2); 303-315","Educação e Pesquisa","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022009000200006&lang=pt" 
