"S1029-30192009000400020-cub","Dr. Hugo Orlando Torres Aldrich: una huella imborrable","Peña Sánchez, María Antonia","MEDISAN; 13(4); -","MEDISAN","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192009000400020&lang=pt" 
"S1029-30192009000400005-cub","Modificación de conocimientos sobre conducta suicida en adolescentes y adultos jóvenes con riesgo","Arias Gutiérrez, Mairovis, Marcos Fernández, Silvia Gisela, Martín Jiménez, /span&gt;Marelis, Arias Gutiérrez, José Mauricio, Deronceré Tamayo, Oneida","MEDISAN; 13(4); -","MEDISAN","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192009000400005&lang=pt" 
"S1029-30192009000400006-cub","Principales factores de riesgo de la gingivitis crónica en pacientes de 15 a 34 años","Pérez Barrero, Bernardo Ricardo, Rodríguez Mediaceja, Gertrudis, Pérez González, América, Rodríguez García, Beatriz, Paneque Gamboa, María Rosa","MEDISAN; 13(4); -","MEDISAN","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192009000400006&lang=pt" 
"S1029-30192009000400018-cub","¿Automanejo, autocuidado o autocontrol en enfermedades crónicas?Acercamiento a su análisis e interpretación","Bonal Ruiz, Rolando, Cascaret Soto, Xiomara","MEDISAN; 13(4); -","MEDISAN","Espanhol","2009","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192009000400018&lang=pt" 
"S1870-00632009000200001-mex","Presentación del Dossier. Ciencia Política: ¿crisis o renovación?","","Andamios; 6(11); 7-9","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200001&lang=pt" 
"S1870-00632009000200010-mex","Ciudadanía hermenéutica (Un enfoque que rebasa el multiculturalismo de la aldea global en la sociedad del conocimiento)","Aguirre Sala, Jorge Francisco","Andamios; 6(11); 235-255","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200010&lang=pt" 
"S1870-00632009000200011-mex","Los medios alternativos e internet: un ánalisis cualitativo del sistema mediático español","Fleischman, Luciana, Ginesta, Xavier, López Calzada, Miguel","Andamios; 6(11); 257-285","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200011&lang=pt" 
"S1870-00632009000200012-mex","El juicio estético sobre lo bello: Lo sublime en el arte y el pensamiento de Kandinsky","Silenzi, Marina","Andamios; 6(11); 287-302","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200012&lang=pt" 
"S1870-00632009000200013-mex","La imagen de Nicaragua y los nicaragüenses en el primer texto utilizado en la enseñanza de la historia nacional","Fernández Ampié, Guillermo","Andamios; 6(11); 303-322","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200013&lang=pt" 
"S1870-00632009000200014-mex","De la bohemia a las instituciones: El sinuoso camino de las políticas culturales en la ciudad de Tijuana","Ochoa Tinoco, Cuauhtémoc","Andamios; 6(11); 323-352","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200014&lang=pt" 
"S1870-00632009000200015-mex","La Ciencia Política más viva que nunca","Barrientos del Monte, Fernando","Andamios; 6(11); 355-362","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200015&lang=pt" 
"S1870-00632009000200016-mex","Subjetividad, libertad y sumisión. Algunas notas de psicología social","Ernst Montenegro, Ricardo","Andamios; 6(11); 363-367","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200016&lang=pt" 
"S1870-00632009000200017-mex","Sobre la crisis de legitimidad del sistema político mexicano: notas para un nuevo acuerdo","Romero, Raúl","Andamios; 6(11); 369-373","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200017&lang=pt" 
"S1870-00632009000200002-mex","¿QUO Vadimus Sartori? Ciencia Política y políticas públicas en el marco de una pólemica","Camou, Antonio","Andamios; 6(11); 11-40","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200002&lang=pt" 
"S1870-00632009000200003-mex","Debates y progreso en la Ciencia Política contemporánea: la teoría de las decisiones interdependientes y el estudio científico de la política","Vidal de la Rosa, Godofredo","Andamios; 6(11); 41-80","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200003&lang=pt" 
"S1870-00632009000200004-mex","La Ciencia Política contemporánea: ¿constricción de la ciencia y aniquilamiento de lo político? Apuntes críticos para los estudios políticos en América Latina","Retamozo, Martín","Andamios; 6(11); 71-100","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200004&lang=pt" 
"S1870-00632009000200005-mex","La política en México: ideas, anteojos y cristales","Acosta Silva, Adrián","Andamios; 6(11); 101-126","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200005&lang=pt" 
"S1870-00632009000200006-mex","Números y política: Contar en la Ciencia Política lo que cuenta","Pasquino, Gianfranco","Andamios; 6(11); 127-148","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200006&lang=pt" 
"S1870-00632009000200007-mex","La Ciencia Política a examen. Trayectoria, debates e identidad. Entrevistas a Andreas Schedler, Francisco Valdés Ugalde y Víctor Alarcón Olguín","Ortiz Leroux, Sergio, Pérez Vega, Moisés","Andamios; 6(11); 151-191","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200007&lang=pt" 
"S1870-00632009000200008-mex","Bibliografía sobre Ciencia Política: ¿crisis o renovación?","","Andamios; 6(11); 193-201","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200008&lang=pt" 
"S1870-00632009000200009-mex","México, proceso y afianzamiento de un nuevo régimen político","Rodríguez Araujo, Octavio","Andamios; 6(11); 205-234","Andamios","Espanhol","2009","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-00632009000200009&lang=pt" 
"S0100-19652009000200002-scl","Inteligência competitiva e suas conexões epistemológicas com gestão da informação e do conhecimento","Capuano, Ethel Airton, Casaes, Julio, Costa, Julio Reis da, Jesus, Magda Sifuentes de, Machado, Marco Antonio","Ciência da Informação; 38(2); 19-34","Ciência da Informação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652009000200002&lang=pt" 
"S0100-19652009000200003-scl","A informação social no corpo travesti (Belém, Pará): uma análise sob a perspectiva de Erving Goffman","Ferreira, Rubens da Silva","Ciência da Informação; 38(2); 35-45","Ciência da Informação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652009000200003&lang=pt" 
"S0100-19652009000200005-scl","Aplicação da descoberta de conhecimento em textos para apoio à construção de indicadores infométricos para a área de C&amp;T","Ramos, Hélia de Sousa Chaves, Bräscher, Marisa","Ciência da Informação; 38(2); 56-68","Ciência da Informação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652009000200005&lang=pt" 
"S0100-19652009000200008-scl","A percepção dos alunos do mestrado em engenharia de produção sobre a existência de ambientes de criação do conhecimento","Holanda, Lucyanno Moreira Cardoso, Francisco, Antonio Carlos de, Kovaleski, João Luiz","Ciência da Informação; 38(2); 96-109","Ciência da Informação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652009000200008&lang=pt" 
"S0100-19652009000200010-scl","Gestão de recursos humanos em bibliotecas universitárias: reflexões","Silveira, Júlia Gonçalves da","Ciência da Informação; 38(2); 126-141","Ciência da Informação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652009000200010&lang=pt" 
"S0100-19652009000200006-scl","Elitismo na literatura sobre a produtividade dos autores","Alvarado, Rubén Urbizagástegui","Ciência da Informação; 38(2); 69-79","Ciência da Informação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652009000200006&lang=pt" 
"S0100-19652009000200009-scl","Uma interpretação do impacto da intranet sobre a vida no trabalho","Thiry-Cherques, Hermano Roberto","Ciência da Informação; 38(2); 110-125","Ciência da Informação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-19652009000200009&lang=pt" 
"S0101-73302009000200003-scl","Intensificação do trabalho e saúde dos professores","Assunção, Ada Ávila, Oliveira, Dalila Andrade","Educação &amp; Sociedade; 30(107); 349-372","Educação &amp; Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302009000200003&lang=pt" 
"S0101-73302009000200005-scl","Dimensiones del trabajo docente: una propuesta de abordage del malestar y el sufrimiento psiquico de los docentes en la Argentina","Martinez, Deolidia, Collazo, Marité, Liss, Manuel","Educação &amp; Sociedade; 30(107); 389-408","Educação &amp; Sociedade","Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302009000200005&lang=pt" 
"S0101-73302009000200006-scl","Condiciones de trabajo y bienestar/malestar docente en profesores de enseñanza media de Santiago de Chile","Cornejo Chávez, Rodrigo","Educação &amp; Sociedade; 30(107); 409-426","Educação &amp; Sociedade","Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302009000200006&lang=pt" 
"S0101-73302009000200007-scl","Condições de trabalho docente e saúde na Bahia: estudos epidemiológicos","Araújo, Tânia Maria de, Carvalho, Fernando Martins","Educação &amp; Sociedade; 30(107); 427-449","Educação &amp; Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302009000200007&lang=pt" 
"S0101-73302009000200008-scl","Formação de gestores escolares: a atualidade de José Querino Ribeiro","Paro, Vitor Henrique","Educação &amp; Sociedade; 30(107); 453-467","Educação &amp; Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302009000200008&lang=pt" 
"S0101-73302009000200009-scl","Resultados e vicissitudes da avaliação da educação superior: mecanismos implementados em Mato Grosso do Sul (1995 a 2002)","Souza, Sandra Zákia Lian de, Real, Giselle Martins","Educação &amp; Sociedade; 30(107); 469-488","Educação &amp; Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302009000200009&lang=pt" 
"S0101-73302009000200010-scl","História, epistemologia marxista e pesquisa educacional brasileira","Bittar, Marisa, Ferreira Jr., Amarilio","Educação &amp; Sociedade; 30(107); 489-511","Educação &amp; Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302009000200010&lang=pt" 
"S0101-73302009000200011-scl","Corpo, inteligência e as transformações no mundo do trabalho: reflexões a partir da mediação dos saberes Tácitos","Herold Junior, Carlos","Educação &amp; Sociedade; 30(107); 515-537","Educação &amp; Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302009000200011&lang=pt" 
"S0101-73302009000200013-scl","A proposta de concordata com a Santa Sé e o debate na Câmara Federal","Fischmann, Roseli","Educação &amp; Sociedade; 30(107); 563-583","Educação &amp; Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302009000200013&lang=pt" 
