"S0102-09352011000200034-scl","Potencial mirmecológico na vetoração mecânica de helmintos em gatis","Machado, J.C., Brugger, M.S., Souza, J.O.T., Lopes, J.F.S.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 63(2); 508-510","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352011000200034&lang=pt" 
"S0102-09352011000200033-scl","Atrial septal defect in an elderly dog","Cavalcanti, G.A.O., Tatibana, L.S., Varaschin, M.S., Araújo, R.B., Val, A.P. Costa","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 63(2); 503-507","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352011000200033&lang=pt" 
"S0102-09352011000200031-scl","Efficacy of piperine in reducing the effects of aflatoxin intoxication in broiler chickens: a preliminary report","Cardoso, V.S., Castro, I.S., Lima, C.A.R., Lima, M.E.F, Dorneles, L.E.G., Direito, G.M., Danelli, M.G.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 63(2); 495-498","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352011000200031&lang=pt" 
"S0102-09352011000200029-scl","Sinovite proliferativa crônica da articulação metacarpofalangiana em equinos: relato de caso","Lacerda Neto, J.C., Gravena, K., Canola, J.C., Cattelan, J.W.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 63(2); 488-491","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352011000200029&lang=pt" 
"S0102-09352011000200030-scl","Sinantropia de parasitoides de dípteros coletados em fezes bovinas","Marchiori, C.H.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 63(2); 492-494","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352011000200030&lang=pt" 
"S0102-09352011000200032-scl","Citologia de medula óssea das primeiras seis semanas de vida de bovinos da raça Holandesa","Paes, P.R.O., Veloso, L.B., Santos, L.P.H., Facury Filho, E.J., Carvalho, A.U., Carneiro, R.A., Leme, F.O.P., Silva, N.A.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 63(2); 499-502","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352011000200032&lang=pt" 
"S0102-09352011000200036-scl","Caracterização genotípica de amostras Escherichia coli isoladas de mastite bovina","Castro, B.G., Souza, M.M.S., Régua-Mangia, A.H., Bittencourt, A.J.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 63(2); 515-517","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352011000200036&lang=pt" 
"S0102-695X2011000200001-scl","Avanços na pesquisa de bioativos de algas","Marinho-Soriano, Eliane, Pinto, Ernani, Yokoya, Nair S., Colepicolo, Pio, Teixeira, Valeria Laneuville, Yoneshigue-Valentin, Yocie","Revista Brasileira de Farmacognosia; 21(2); -","Revista Brasileira de Farmacognosia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2011000200001&lang=pt" 
"S0102-695X2011000200012-scl","Overview of the taxonomy and of the major secondary metabolites and their biological activities related to human health of the Laurencia complex (Ceramiales, Rhodophyta) from Brazil","Fujii, Mutue T., Cassano, Valéria, Stein, Érika M., Carvalho, Luciana R.","Revista Brasileira de Farmacognosia; 21(2); 268-282","Revista Brasileira de Farmacognosia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2011000200012&lang=pt" 
"S0037-86822011000200029-scl","Dengue silvestre: devemos nos preocupar?","Marcondes, Carlos Brisola, Tauil, Pedro Luiz","Revista da Sociedade Brasileira de Medicina Tropical; 44(2); 263-264","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000200029&lang=pt" 
"S0037-86822011000200028-scl","Actinomicose pulmonar simulando tumor de Tobias-Pancoast","Teixeira, Amanda Nogueira Barbosa Dantas, Alves, Carmen Laís Gervásio Fônseca, Martins Filho, Erbert Portela, Mendes, Evandro Magno Firmeza, Nunes, Jefferson Torres","Revista da Sociedade Brasileira de Medicina Tropical; 44(2); 260-262","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000200028&lang=pt" 
"S0037-86822011000200027-scl","Rhinocerebral zygomycosis in a diabetic patient","Cunha, Mirella Alves da, Nery, Andréia Ferreira, Lima, Francisco Pignataro, Diniz Junior, José, Maciel Neto, José, Calado, Nicácia Barbosa, Luz, Kleber Giovanni, Milan, Eveline Pipolo","Revista da Sociedade Brasileira de Medicina Tropical; 44(2); 257-259","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000200027&lang=pt" 
"S0037-86822011000200026-scl","American cutaneous leishmaniasis caused by Leishmania (Viannia) braziliensis resistant to meglumine antimoniate, but with good response to pentamidine: a case report","Pimentel, Maria Inês Fernandes, Baptista, Cibele, Rubin, Évelyn Figueiredo, Vasconcellos, Érica de Camargo Ferreira e, Lyra, Marcelo Rosandiski, Salgueiro, Mariza de Matos, Saheki, Maurício Naoto, Rosalino, Cláudia Maria Valete, Madeira, Maria de Fátima, Silva, Aline Fagundes da, Confort, Eliame Mouta, Schubach, Armando de Oliveira","Revista da Sociedade Brasileira de Medicina Tropical; 44(2); 254-256","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000200026&lang=pt" 
"S0037-86822011000200024-scl","Sorotipos virais de dengue identificados em crianças de Manaus, Estado do Amazonas, 2008","Costa, Cristóvão Alves da, Façanha, Grecilane Palheta","Revista da Sociedade Brasileira de Medicina Tropical; 44(2); 249-251","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000200024&lang=pt" 
"S0037-86822011000200023-scl","New report on the bionomics of Coquillettidia venezuelensis in temporary breeding sites (Diptera: Culicidae)","Alencar, Jeronimo, Pacheco, Juliana Barreto, Correa, Fabiana Fagundes, Silva, Júlia dos Santos, Guimarães, Anthony Érico","Revista da Sociedade Brasileira de Medicina Tropical; 44(2); 247-248","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000200023&lang=pt" 
