"S0034-98872003001000015-chl","Trastorno por déficit atencional con hiperactividad en adultos","Roizblatt S, Arturo, Bustamante V, Francisco, Bacigalupo I, Félix","Revista médica de Chile; 131(10); 1195-1201","Revista médica de Chile","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872003001000015&lang=pt" 
"S0034-98872003001000016-chl","Formulación de Preguntas en Medicina Basada en la Evidencia","Soto, Mauricio, Rada, Gabriel","Revista médica de Chile; 131(10); 1202-1203","Revista médica de Chile","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872003001000016&lang=pt" 
"S0034-98872003001000017-chl","Análisis crítico de un artículo Las estatinas reducen la morbi-mortalidad en pacientes de alto riesgo cardiovascular: Heart Protection Study Collaborative Group. (HPS). Lancet 2002; 360: 7-22.","Pantoja, Tomás, Letelier, Luz María","Revista médica de Chile; 131(10); 1204-1207","Revista médica de Chile","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872003001000017&lang=pt" 
"S0034-98872003001000018-chl","Ética científica de la terapia génica de individuos: Urgencia de la Cirugía Génica del ADN","Valenzuela, Carlos Y","Revista médica de Chile; 131(10); 1208-1214","Revista médica de Chile","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872003001000018&lang=pt" 
"S0034-98872003001000019-chl","Control de la Ética Profesional","Mundt F, Ernesto","Revista médica de Chile; 131(10); 1215-1216","Revista médica de Chile","Espanhol","2003","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0034-98872003001000019&lang=pt" 
"S0100-67622003000500012-scl","Desempenho do Brasil nas exportações de madeira serrada","Noce, Rommel, Carvalho, Rosa Maria Miranda Armond, Soares, Thelma Shirlen, Silva, Márcio Lopes da","Revista Árvore; 27(5); 695-700","Revista Árvore","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622003000500012&lang=pt" 
"S0100-67622003000500011-scl","Avaliação econômica de um povoamento de Eucalyptus grandis destinado a multiprodutos","Soares, Thelma Shirlen, Carvalho, Rosa Maria Miranda Armond, Vale, Antonio Bartolomeu do","Revista Árvore; 27(5); 689-694","Revista Árvore","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622003000500011&lang=pt" 
"S0100-67622003000500009-scl","Determinação do tamanho ótimo da parcela experimental pelos métodos da máxima curvatura modificado, do coeficiente de correlação intraclasse e da análise visual em testes clonais de eucalipto","Silva, Rogério Luiz da, Xavier, Aloisio, Leite, Helio Garcia, Pires, Ismael Eleotério","Revista Árvore; 27(5); 669-676","Revista Árvore","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622003000500009&lang=pt" 
"S0100-67622003000500005-scl","Adaptação de espécies arbóreas nativas em um sistema agrossilvicultural, submetidas a extremos climáticos de geada na região de Florianópolis","Vieira, Ana Rita Rodrigues, Feistauer, Diogo, Silva, Vanderley Porfírio da","Revista Árvore; 27(5); 627-634","Revista Árvore","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622003000500005&lang=pt" 
"S0100-67622003000500004-scl","Eficiência das minicepas e microcepas na produção de propágulos de clones de Eucalyptus grandis","Titon, Miranda, Xavier, Aloisio, Reis, Geraldo Gonçalves dos, Otoni, Wagner Campos","Revista Árvore; 27(5); 619-625","Revista Árvore","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622003000500004&lang=pt" 
"S0100-67622003000500007-scl","Composição florística de um fragmento de floresta estacional semidecídua no município de São Carlos-SP","Silva, Luciana Álvares da, Soares, João Juares","Revista Árvore; 27(5); 647-656","Revista Árvore","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622003000500007&lang=pt" 
