"S0104-42302006000300008-scl","Descolamento prematuro da placenta","Souza, E, Camano, L","Revista da Associação Médica Brasileira; 52(3); 133-135","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300008&lang=pt" 
"S0104-42302006000300006-scl","Quais são os exames que podem relacionar a asfixia no parto e a paralisia cerebral?","Miyadahira, Seizo, Francisco, Rossana Pulcineli Vieira, Zugaib, Marcelo","Revista da Associação Médica Brasileira; 52(3); 131-131","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300006&lang=pt" 
"S0104-42302006000300007-scl","Prescrever ou não isoflavonas de soja à mulher no climatério?","Fernandes, Luiz Flávio C., Aldrighi, Ana Paula S., Aldrighi, José M.","Revista da Associação Médica Brasileira; 52(3); 132-132","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300007&lang=pt" 
"S0104-42302006000300002-scl","O perfil dos médicos denunciados que exercem ginecologia e obstetrícia no Estado de São Paulo","Nomura, Roseli Mieko Yamamoto, Miyadahira, Seizo, Zugaib, Marcelo","Revista da Associação Médica Brasileira; 52(3); 126-126","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300002&lang=pt" 
"S0104-42302006000300004-scl","Altura final após tratamento com cetoconazol em meninos portadores de puberdade precoce familial","Setian, Nuvarte","Revista da Associação Médica Brasileira; 52(3); 130-130","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300004&lang=pt" 
"S0104-42302006000300005-scl","A combinação do balanço carga/força e da freqüência respiratória/volume corrente como preditores da evolução do desmame","Johnston, Cíntia, Carvalho, Werther B. de","Revista da Associação Médica Brasileira; 52(3); 130-130","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300005&lang=pt" 
"S0104-42302006000300014-scl","A doença de Alzheimer na visão de familiares de pacientes","Vilela, Luciana Pricoli, Caramelli, Paulo","Revista da Associação Médica Brasileira; 52(3); 148-152","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300014&lang=pt" 
"S0104-42302006000300003-scl","Hipertensão pulmonar: caracterização baseada na experiência de centros de referência","Tuder, Rubin M.","Revista da Associação Médica Brasileira; 52(3); 127-129","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300003&lang=pt" 
"S0104-42302006000300001-scl","Premiação para a pesquisa clínica brasileira","Bernardo, Wanderley Marques","Revista da Associação Médica Brasileira; 52(3); 125-125","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300001&lang=pt" 
"S0104-42302006000300013-scl","O perfil dos médicos denunciados que exercem ginecologia e obstetrícia no estado de São Paulo","Boyaciyan, Krikor, Camano, Luiz","Revista da Associação Médica Brasileira; 52(3); 144-147","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300013&lang=pt" 
"S0104-42302006000300012-scl","Características clínicas dos pacientes com hipertensão pulmonar em dois centros de referência em São Paulo","Lapa, Monica Silveira, Ferreira, Eloara Vieira Machado, Jardim, Carlos, Martins, Barbara do Carmo dos Santos, Arakaki, Jaquelina Sonoe Ota, Souza, Rogerio","Revista da Associação Médica Brasileira; 52(3); 139-143","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300012&lang=pt" 
"S0104-42302006000300015-scl","Prevalência de sintomas urinários no terceiro trimestre da gestação","Scarpa, Katia Pary, Herrmann, Viviane, Palma, Paulo César Rodrigues, Ricetto, Cássio Luiz Zanettini, Morais, Sirlei","Revista da Associação Médica Brasileira; 52(3); 153-156","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300015&lang=pt" 
"S0104-42302006000300017-scl","Reflexões éticas acerca dos estudos de soroprevelência de hepatites virais","Gaze, Rosangela, Carvalho, Diana Maul de, Yoshida, Clara Fumiko Tachibana, Tura, Luiz Fernando Rangel","Revista da Associação Médica Brasileira; 52(3); 162-169","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300017&lang=pt" 
"S0104-42302006000300016-scl","Razão cintura-estatura como discriminador do risco coronariano de adultos","Pitanga, Francisco José Gondim, Lessa, Ines","Revista da Associação Médica Brasileira; 52(3); 157-161","Revista da Associação Médica Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302006000300016&lang=pt" 
"S1807-59322006000300002-scl","Objective evaluation of upper limb claudication: use of isokinetic dynamometry","Nakano, Lívio, Wolosker, Nelson, Rosoki, Ruben Ayzin, Muraco Netto, Baptista, Puech-Leão, Pedro","Clinics; 61(3); 189-196","Clinics","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322006000300002&lang=pt" 
"S0104-71832006000100002-scl","Social inequalities and environmental conflict","Pellow, David N.","Horizontes Antropológicos; 12(25); 15-29","Horizontes Antropológicos","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832006000100002&lang=pt" 
"S0104-71832006000100003-scl","Sobre processos de &quot;ambientalização&quot; dos conflitos e sobre dilemas da participação","Lopes, José Sérgio Leite","Horizontes Antropológicos; 12(25); 31-64","Horizontes Antropológicos","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832006000100003&lang=pt" 
"S0104-71832006000100005-scl","Ecologia política como etnografia: um guia teórico e metodológico","Little, Paul Elliot","Horizontes Antropológicos; 12(25); 85-103","Horizontes Antropológicos","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832006000100005&lang=pt" 
"S0104-71832006000100007-scl","Tecnologias sociais e sistemas locais de poluição","Acselrad, Henri","Horizontes Antropológicos; 12(25); 117-138","Horizontes Antropológicos","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832006000100007&lang=pt" 
"S0104-71832006000100010-scl","Les consequences de Tchernobyl et la sociopathologie","Bocéno, Laurent","Horizontes Antropológicos; 12(25); 191-216","Horizontes Antropológicos","Francês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-71832006000100010&lang=pt" 
