"S0583-76932003000200011-mex","Sesquiterpene Lactone Sequestration by the Tortoise Beetle Physonota arizonae (Cassidinae)","Aregullín, Manuel, Rodríguez, Eloy","Revista de la Sociedad Química de México; 47(2); 143-145","Revista de la Sociedad Química de México","Inglês","2003","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0583-76932003000200011&lang=pt" 
"S1852-73292003000100002-arg","Primer registro para Chile de Liolaemus coeruleus Cei y Ortiz, 1983 (Iguania: Tropiduridae: Liolaeminae), con comentarios adicionales sobre sus relaciones sistemáticas","Pincheira-Donoso, Daniel","Multequina; 12(1); 17-22","Multequina","Espanhol","2003","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73292003000100002&lang=pt" 
"S1852-73292003000100001-arg","Lliolaemus robertoi, una nueva especie de los Andes del norte de Chile perteneciente al grupo Ruibali (Iguania: Tropiduridae: Liolaeminae)","Pincheira-Donoso, Daniel, Núñez, Herman","Multequina; 12(1); 01-15","Multequina","Espanhol","2003","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73292003000100001&lang=pt" 
"S1852-73292003000100003-arg","Fauna de vertebrados y actividad minera: estudio de línea de base en la cuenca del río Castaño, San Juan, Argentina","Ortiz, Sonia G., Acosta, Juan C., Murúa, Fernando","Multequina; 12(1); 23-35","Multequina","Espanhol","2003","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73292003000100003&lang=pt" 
"S0103-73312003000100003-spa","Utilização de um serviço de monitoria virtual voltado para o ensino de epidemiologia na graduação médica","Soares, Ana Luiza Alfaya Gallego, Dias, Clarisse Pereira, Vidal, Edison Iglesias De Oliveira, Coeli, Cláudia Medina, Almeida, Liz Maria de, Camargo Júnior, Kenneth Rochel de","Physis: Revista de Saúde Coletiva; 13(1); 39-58","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312003000100003&lang=pt" 
"S0103-73312003000100005-spa","Fraternidades: destinos e impasses da figura do pai na atualidade","Birman, Joel","Physis: Revista de Saúde Coletiva; 13(1); 93-114","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312003000100005&lang=pt" 
"S0103-73312003000100004-spa","Avaliação de processo na implementação de políticas públicas: a Implantação do Sistema de Informação e Gestão de Recursos Humanos em Saúde (SIG-RHS) no contexto das reformas setoriais","Pierantoni, Celia Regina, Vianna, Ana Luiza","Physis: Revista de Saúde Coletiva; 13(1); 59-92","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312003000100004&lang=pt" 
"S0103-73312003000100009-spa","O corpo transparente e o panóptico expandido: considerações sobre as tecnologias de imagem nas reconfigurações da pessoa contemporânea","Chazan, Lilian Krakowski","Physis: Revista de Saúde Coletiva; 13(1); 193-214","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312003000100009&lang=pt" 
"S0103-73312003000100002-spa","As razões da escola médica: sobre professores e seus valores. Os valores dos médicos e os impasses da escola médica","Bulcão, Lucia Grando, Sayd, Jane Dutra","Physis: Revista de Saúde Coletiva; 13(1); 11-38","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312003000100002&lang=pt" 
"S0103-73312003000100012-scl","A noção de integralidade como mote para transformação no setor saúde","Sayd, Jane Dutra","Physis: Revista de Saúde Coletiva; 13(1); 230-232","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312003000100012&lang=pt" 
"S0103-73312003000100001-scl","Apresentação: formação e gestão de recursos humanos: novas fronteiras","Camargo Jr., Kenneth Rochel de","Physis: Revista de Saúde Coletiva; 13(1); 9-10","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312003000100001&lang=pt" 
"S0103-73312003000100010-scl","Estar lá, escrever lá","Cecchetto, Fátima","Physis: Revista de Saúde Coletiva; 13(1); 215-224","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312003000100010&lang=pt" 
"S0103-73312003000100009-scl","O corpo transparente e o panóptico expandido: considerações sobre as tecnologias de imagem nas reconfigurações da pessoa contemporânea","Chazan, Lilian Krakowski","Physis: Revista de Saúde Coletiva; 13(1); 193-214","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312003000100009&lang=pt" 
"S0103-73312003000100011-scl","Histórias da História da Loucura","Ramos, Ricardo Abílio","Physis: Revista de Saúde Coletiva; 13(1); 225-229","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312003000100011&lang=pt" 
"S0103-73312003000100006-spa","Psicanálise modernista no Brasil: um recorte histórico","Facchinetti, Cristiana","Physis: Revista de Saúde Coletiva; 13(1); 115-137","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312003000100006&lang=pt" 
"S0103-73312003000100012-spa","A noção de integralidade como mote para transformação no setor saúde","Sayd, Jane Dutra","Physis: Revista de Saúde Coletiva; 13(1); 230-232","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312003000100012&lang=pt" 
"S0103-73312003000100001-spa","Apresentação: formação e gestão de recursos humanos: novas fronteiras","Camargo Jr., Kenneth Rochel de","Physis: Revista de Saúde Coletiva; 13(1); 9-10","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312003000100001&lang=pt" 
"S0103-73312003000100010-spa","Estar lá, escrever lá","Cecchetto, Fátima","Physis: Revista de Saúde Coletiva; 13(1); 215-224","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312003000100010&lang=pt" 
"S0103-73312003000100011-spa","Histórias da História da Loucura","Ramos, Ricardo Abílio","Physis: Revista de Saúde Coletiva; 13(1); 225-229","Physis: Revista de Saúde Coletiva","Português","2003","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0103-73312003000100011&lang=pt" 
"S0034-74342003000200003-col","Las células madre","Giraldo, Juan Pablo, Madero, José Ignacio, Ávila, Mabel, López, Claudia, Escobar, Magally, Aparicio, Arturo, Ruíz, Jesús A","Revista Colombiana de Obstetricia y Ginecología; 54(2); 87-96","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2003","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342003000200003&lang=pt" 
"S0034-74342003000200002-col","Misoprostol sublingual en el tercer periodo del parto: estudio clínico doble ciego, con asignación aleatoria, controlado con placebo en el Hospital de Maternidad Rafael Calvo de Cartagena","Angarita Peñaranda, William, Rodríguez Yances, Benjamín, Borré Arrieta, Orlando","Revista Colombiana de Obstetricia y Ginecología; 54(2); 81-86","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2003","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342003000200002&lang=pt" 
"S0034-74342003000200001-col","Medicina de pronóstico reservado","Lomanto Morán, Antonio, Gaitán Duarte, Hernando","Revista Colombiana de Obstetricia y Ginecología; 54(2); 79-79","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2003","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342003000200001&lang=pt" 
"S0034-74342003000200007-col","Miomatosis uterina e infertilidad: indicaciones de tratamiento convencional","Saavedra, Jaime","Revista Colombiana de Obstetricia y Ginecología; 54(2); 121-134","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2003","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342003000200007&lang=pt" 
"S0034-74342003000200006-col","Terapia de reemplazo hormonal y enfermedad coronaria: beneficios explicados por los sesgos en la investigación","Zuleta Tobón, John Jairo","Revista Colombiana de Obstetricia y Ginecología; 54(2); 113-120","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2003","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342003000200006&lang=pt" 
"S0034-74342003000200005-col","Papilomavirus y cáncer de cérvix","Cortés Yepes, Hernán","Revista Colombiana de Obstetricia y Ginecología; 54(2); 107-112","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2003","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342003000200005&lang=pt" 
"S0034-74342003000200004-col","Embarazo y metabolismo de los carbohidratos","Osorio O, José Henry","Revista Colombiana de Obstetricia y Ginecología; 54(2); 97-106","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2003","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342003000200004&lang=pt" 
