"S0210-48062010000700015-esp","Hidronefrosis prenatal secundaria a válvulas ureterales","Delgado-Plasencia, L., Hernández-Siverio, N., Castro-Díaz, D.","Actas Urológicas Españolas; 34(7); 643-645","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010000700015&lang=pt" 
"S0210-48062010000700020-esp","Infarto renal por trombosis completa de la arteria renal","Suárez Fonseca, C., Hernández Muro, G.","Actas Urológicas Españolas; 34(7); 653-653","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010000700020&lang=pt" 
"S0210-48062010000700023-esp","Reconstrucción genital en paciente con gangrena de Fournier","Arrabal-Polo, M.A., Almazán-Fernández, F., Merino-Salas, S., Arias-Santiago, S., Armijo-Lozano, R., Arrabal-Martín, M., Zuluaga-Gómez, A.","Actas Urológicas Españolas; 34(7); 654-654","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010000700023&lang=pt" 
"S0210-48062010000700012-esp","Presentación atípica de la Enfermedad de Castleman simulando carcinoma de vías urinarias superiores","Martínez Sanchíz, C., Donate Moreno, M.J., Martínez Ruiz, J., Virseda Rodríguez, J.A.","Actas Urológicas Españolas; 34(7); 638-639","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010000700012&lang=pt" 
"S0210-48062010000700013-esp","Carcinoma de los conductos colectores de bellini: Presentación de un caso y revisión de la literatura","García-Fadrique, G., Ramírez-Backhaus, M., Morales, G., Pontones, J.L., Jiménez-Cruz, J.F.","Actas Urológicas Españolas; 34(7); 639-641","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010000700013&lang=pt" 
"S0210-48062010000700021-esp","Infarto renal segmentario de causa traumática","Duque Fernández de Vega, S., Martínez Hurtado, P., González Ortega, J., Valle, F.","Actas Urológicas Españolas; 34(7); 653-653","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010000700021&lang=pt" 
"S0210-48062010000700014-esp","Consulta diferida de un traumatismo escrotal","Tolosa Eizaguirre, E., Robles García, J.E., Lorente Pérez, J., Rincón Mayans, A.","Actas Urológicas Españolas; 34(7); 641-643","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010000700014&lang=pt" 
"S0210-48062010000700003-esp","Manejo de la masa suprarrenal: lo que el urólogo debe saber","Hevia Suárez, M., Abascal Junquera, J.M., Boix, P., Dieguez, M., Delgado, E., Abascal García, J.M., Abascal García, R.","Actas Urológicas Españolas; 34(7); 586-591","Actas Urológicas Españolas","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062010000700003&lang=pt" 
"S1676-24442010000400004-scl","Prevalence of high serum uric acid is increased in ambulatory subjects with hyperglycemia and dyslipidemia","Rosa, Tânia Torres, Moura, Ewandro Luiz Rey, Oliveira, Manuela Costa de, Boff, Gláucia, Junqueira Jr., Luiz Fernando, Veiga, Joel Paulo Russomano","Jornal Brasileiro de Patologia e Medicina Laboratorial; 46(4); 283-288","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442010000400004&lang=pt" 
"S1676-24442010000400006-scl","A Gardnerella vaginalis e as infecções do trato urinário","Silveira, Alessandro Conrado de Oliveira, Souza, Helena Aguilar Peres Homem de Mello de, Albini, Carlos Augusto","Jornal Brasileiro de Patologia e Medicina Laboratorial; 46(4); 295-300","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442010000400006&lang=pt" 
"S1676-24442010000400007-scl","Caracterização imunofenotípica das células plasmáticas em pacientes portadores de mieloma múltiplo","Leite, Luiz Arthur Calheiros, Almeida, Manuela S., Kimura, Elisa S., Bigonha, Jandey G., Colleoni, Gisele W. B., Chauffaille, Maria de Lourdes L. F., Yamamoto, Mihoko","Jornal Brasileiro de Patologia e Medicina Laboratorial; 46(4); 301-308","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442010000400007&lang=pt" 
"S1676-24442010000400008-scl","Detecção fenotípica de metalobetalactamase em isolados clínicos de Pseudomonas aeruginosa de hospitais de Caxias do Sul","Zanol, Franciele Maria, Picoli, Simone Ulrich, Morsch, Fernanda","Jornal Brasileiro de Patologia e Medicina Laboratorial; 46(4); 309-314","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442010000400008&lang=pt" 
"S1676-24442010000400009-scl","Estudo preliminar da utilização de otólitos de Cynoscion acoupa sobre o processo de neoformação óssea em ratos","Valido, Daisy Pereira, Bastos, Talita Santos, Albuquerque-Júnior, Ricardo Luiz Cavalcanti de, Ribeiro, Maria Amália Gonzaga, Barreto, André Luiz Santos, Xavier-Filho, Lauro, Rodrigues, Sheyla Alves, Brito, Ana Maria Guedes de","Jornal Brasileiro de Patologia e Medicina Laboratorial; 46(4); 315-322","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442010000400009&lang=pt" 
"S1676-24442010000400011-scl","Ghrelin and pre-proghrelin immunoreactive cells in gastric neuroendocrine tumors associated with atrophic body gastritis","Moreira, Letícia Figueiredo, Carvalho, Maria Risoleta Nascimento Vieira, Barbosa, Alfredo José Afonso","Jornal Brasileiro de Patologia e Medicina Laboratorial; 46(4); 329-340","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442010000400011&lang=pt" 
"S1806-37132010000400008-scl","Risco aumentado de sintomas respiratórios e bronquite crônica em mulheres que utilizam biocombustíveis na Nigéria","Desalu, Olufemi Olumuyiwa, Adekoya, Adebowale Olayinka, Ampitan, Bolawale Adedeji","Jornal Brasileiro de Pneumologia; 36(4); 441-446","Jornal Brasileiro de Pneumologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132010000400008&lang=pt" 
"S1806-37132010000400009-scl","O índice BODE correlaciona-se com a qualidade de vida em pacientes com DPOC?","Araujo, Zênia Trindade de Souto, Holanda, Gardenia","Jornal Brasileiro de Pneumologia; 36(4); 447-452","Jornal Brasileiro de Pneumologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132010000400009&lang=pt" 
"S1806-37132010000400010-scl","Função pulmonar de crianças e adolescentes com bronquiolite obliterante pós-infecciosa","Mattiello, Rita, Mallol, Javier, Fischer, Gilberto Bueno, Mocelin, Helena Teresinha, Rueda, Belkys, Sarria, Edgar Enrique","Jornal Brasileiro de Pneumologia; 36(4); 453-459","Jornal Brasileiro de Pneumologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132010000400010&lang=pt" 
"S1806-37132010000400011-scl","Predizendo redução da CPT em pacientes com CVF reduzida e relação VEF1/CVF normal ou elevada","D&#039;Aquino, Luiz Carlos, Rodrigues, Sílvia Carla Sousa, Barros, João Adriano de, Rubin, Adalberto Sperb, Rosário Filho, Nelson Augusto, Pereira, Carlos Alberto de Castro","Jornal Brasileiro de Pneumologia; 36(4); 460-467","Jornal Brasileiro de Pneumologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132010000400011&lang=pt" 
"S1806-37132010000400014-scl","Aminoguanidina reduz o estresse oxidativo e as alterações estruturais pulmonares em diabetes mellitus experimental","Naso, Fabio Cangeri Di, Forgiarini Junior, Luiz Alberto, Forgiarini, Luiz Felipe, Porawski, Marilene, Dias, Alexandre Simões, Marroni, Norma Anair Possa","Jornal Brasileiro de Pneumologia; 36(4); 485-489","Jornal Brasileiro de Pneumologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132010000400014&lang=pt" 
"S1806-37132010000400016-scl","Heterogeneidade de resposta por IFN-γ a cepas clínicas de Mycobacterium tuberculosis em humanos","Cabral, Vinícius Ribeiro, Souza, Cláudia Ferreira de, Guimarães, Fernanda Luiza Pedrosa, Saad, Maria Helena Feres","Jornal Brasileiro de Pneumologia; 36(4); 494-497","Jornal Brasileiro de Pneumologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132010000400016&lang=pt" 
"S1678-77572010000400003-scl","Nanotechnology in ligature-induced periodontitis: protective effect of a doxycycline gel with nanoparticules","Botelho, Marco Antonio, Martins, Jose Galberto, Ruela, Ronaldo Sousa, Queiroz, Dinalva Brito, Ruela, Wagner Sousa","Journal of Applied Oral Science; 18(4); 335-342","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000400003&lang=pt" 
"S1678-77572010000400005-scl","Bone regeneration in surgically created defects filled with autogenous bone: an epifluorescence microscopy analysis in rats","Guskuma, Marcos Heidy, Hochuli-Vieira, Eduardo, Pereira, Flávia Priscila, Rangel-Garcia Junior, Idelmo, Okamoto, Roberta, Okamoto, Tetuo, Magro Filho, Osvaldo","Journal of Applied Oral Science; 18(4); 346-353","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000400005&lang=pt" 
"S1678-77572010000400006-scl","Comparison of hemodynamic effects of lidocaine, prilocaine and mepivacaine solutions without vasoconstrictor in hypertensive patients","Ezmek, Bahadir, Arslan, Ahmet, Delilbasi, Cagri, Sencift, Kemal","Journal of Applied Oral Science; 18(4); 354-359","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000400006&lang=pt" 
"S1678-77572010000400008-scl","Fixed partial dentures in an up to 8-year follow-up","Cenci, Maximiliano Sérgio, Rodolpho, Paulo Antônio da Rosa, Pereira-Cenci, Tatiana, Del Bel Cury, Altair Antoninha, Demarco, Flávio Fernando","Journal of Applied Oral Science; 18(4); 364-371","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000400008&lang=pt" 
"S1678-77572010000400009-scl","Effect of ageing and immersion in different beverages on properties of denture lining materials","Leite, Vanessa M. F., Pisani, Marina X., Paranhos, Helena F. O., Souza, Raphael F., Silva-Lovato, Cláudia H.","Journal of Applied Oral Science; 18(4); 372-378","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000400009&lang=pt" 
"S1678-77572010000400010-scl","Digital subtraction radiographic analysis of the combination of bioabsorbable membrane and bovine morphogenetic protein pool in human periodontal infrabony defects","Guimarães, Maria do Carmo Machado, Passanezi, Euloir, Sant&#039;Ana, Adriana Campos Passanezi, Grechi, Sebastião Luiz Aguiar, Taba Junior, Mario","Journal of Applied Oral Science; 18(4); 379-384","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000400010&lang=pt" 
"S1678-77572010000400014-scl","Effect of aquatine endodontic cleanser on smear layer removal in the root canals of ex vivo human teeth","Garcia, Faustino, Murray, Peter E., Garcia-Godoy, Franklin, Namerow, Kenneth N.","Journal of Applied Oral Science; 18(4); 403-408","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000400014&lang=pt" 
"S1678-77572010000400016-scl","Comparison of implant stability after different implant surface treatments in dog bone","Kim, Sun-Jong, Kim, Myung-Rae, Rim, Jae-Suk, Chung, Sung-Min, Shin, Sang-Wan","Journal of Applied Oral Science; 18(4); 415-420","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000400016&lang=pt" 
"S1678-77572010000400017-scl","Microleakage in conservative cavities varying the preparation method and surface treatment","Atoui, Juliana Abdallah, Chinelatti, Michelle Alexandra, Palma-Dibb, Regina Guenka, Corona, Silmara Aparecida Milori","Journal of Applied Oral Science; 18(4); 421-425","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000400017&lang=pt" 
"S1678-77572010000400018-scl","Detection of selected bacterial species in intraoral sites of patients with chronic periodontitis using multiplex polymerase chain reaction","Estrela, Cyntia Rodrigues de Araújo, Pimenta, Fabiana Cristina, Alencar, Ana Helena Gonçalves de, Ruiz, Luis Fernando Naldi, Estrela, Carlos","Journal of Applied Oral Science; 18(4); 426-431","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000400018&lang=pt" 
"S1678-77572010000400002-scl","pH-cycling models for in vitro evaluation of the efficacy of fluoridated dentifrices for caries control: strengths and limitations","Buzalaf, Marília Afonso Rabelo, Hannas, Angélica Reis, Magalhães, Ana Carolina, Rios, Daniela, Honório, Heitor Marques, Delbem, Alberto Carlos Botazzo","Journal of Applied Oral Science; 18(4); 316-334","Journal of Applied Oral Science","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572010000400002&lang=pt" 
"S1676-24442010000400003-scl","Importância clínica e laboratorial do volume plaquetário médio","Farias, Mariela Granero, Dal Bó, Suzane","Jornal Brasileiro de Patologia e Medicina Laboratorial; 46(4); 275-282","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442010000400003&lang=pt" 
"S1806-37132010000400013-scl","Características clínicas e evolução de pacientes imunocomprometidos não HIV com diagnóstico intra-hospitalar de tuberculose","Silva, Denise Rossato, Menegotto, Diego Millán, Schulz, Luis Fernando, Gazzana, Marcelo Basso, Dalcin, Paulo de Tarso Roth","Jornal Brasileiro de Pneumologia; 36(4); 475-484","Jornal Brasileiro de Pneumologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132010000400013&lang=pt" 
"S1806-37132010000400007-scl","Ocorrência de síndrome hepatopulmonar em pacientes cirróticos candidatos a transplante de fígado","Macêdo, Liana Gonçalves, Lopes, Edmundo Pessoa de Almeida, Albuquerque, Maria de Fátima Pessoa Militão de, Markman-Filho, Brivaldo, Véras, Flávio Henrique Amaral Pires, Araújo, Ana Carolina Chiappetta Correia de, Ferraz, Álvaro Antônio Bandeira","Jornal Brasileiro de Pneumologia; 36(4); 432-440","Jornal Brasileiro de Pneumologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132010000400007&lang=pt" 
"S1806-37132010000400006-scl","Deve-se extrapolar o tratamento de bronquiectasias em pacientes com fibrose cística para aqueles com bronquiectasias de outras etiologias?","Athanazio, Rodrigo Abensur, Rached, Samia Zahi, Rohde, Ciro, Pinto, Regina Carvalho, Fernandes, Frederico Leon Arrabal, Stelmach, Rafael","Jornal Brasileiro de Pneumologia; 36(4); 425-431","Jornal Brasileiro de Pneumologia","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132010000400006&lang=pt" 
"S1413-24782010000200015-scl","Primeiro Encontro Nacional de Alfabetização e Cultura Popular","Dias, Amália, Pinheiro, Marcos César de Oliveira","Revista Brasileira de Educação; 15(44); 396-398","Revista Brasileira de Educação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782010000200015&lang=pt" 
"S1413-24782010000200001-scl","","","Revista Brasileira de Educação; 15(44); 211-212","Revista Brasileira de Educação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782010000200001&lang=pt" 
"S1413-24782010000200010-scl","Um currículo de masculinidades nos estádios de futebol","Bandeira, Gustavo Andrada","Revista Brasileira de Educação; 15(44); 342-351","Revista Brasileira de Educação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782010000200010&lang=pt" 
"S1413-24782010000200007-scl","Entre emancipação e regulação: (des)encontros entre educação popular e movimentos sociais","Streck, Danilo R.","Revista Brasileira de Educação; 15(44); 300-310","Revista Brasileira de Educação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782010000200007&lang=pt" 
"S1413-24782010000200009-scl","Alfabetização no Brasil: conjecturas sobre as relações entre políticas públicas e seus sujeitos privados","Mortatti, Maria do Rosário Longo","Revista Brasileira de Educação; 15(44); 329-341","Revista Brasileira de Educação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782010000200009&lang=pt" 
"S1413-24782010000200016-scl","Pedagogia social no Brasil: antecedentes, inspirações, statu quo e tendências","Bezerra, Daniella de Souza","Revista Brasileira de Educação; 15(44); 398-400","Revista Brasileira de Educação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782010000200016&lang=pt" 
"S1413-24782010000200017-scl","Ideologia (e contraideologia), utopia e mitologia: abordagens e discussões teóricas","Roiz, Diogo da Silva","Revista Brasileira de Educação; 15(44); 400-404","Revista Brasileira de Educação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782010000200017&lang=pt" 
"S1413-24782010000200014-scl","A escola de Leonardo: Política e educação nos escritos de Gramsci","Silva, Sidney Reinaldo da","Revista Brasileira de Educação; 15(44); 394-396","Revista Brasileira de Educação","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782010000200014&lang=pt" 
