"S0074-02761998000400011-scl","Variations of the External Male Genitalia in Three Populations of Triatoma infestans Klug, 1834","Pires, Herton Helder Rocha, Barbosa, Silvia Ermelinda, Margonari, Carina, Jurberg, José, Diotaiuti, Liléia","Memórias do Instituto Oswaldo Cruz; 93(4); 479-483","Memórias do Instituto Oswaldo Cruz","Inglês","1998","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02761998000400011&lang=pt" 
"S0066-782X1998000700002-scl","Cardiologia baseada em evidências em foco: a prática cardiológica sólida e robusta","Avezum, Álvaro","Arquivos Brasileiros de Cardiologia; 71(1); 03-03","Arquivos Brasileiros de Cardiologia","Português","1998","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X1998000700002&lang=pt" 
"S0066-782X1998000700004-scl","Insuficiência cardíaca em grande hospital terciário de São Paulo","Barretto, Antonio Carlos Pereira, Nobre, Moacir Roberto Cuce, Wajngarten, Maurício, Canesin, Manoel Fernandes, Ballas, Dalia, Serro-Azul, João Batista","Arquivos Brasileiros de Cardiologia; 71(1); 15-20","Arquivos Brasileiros de Cardiologia","Português","1998","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X1998000700004&lang=pt" 
"S0066-782X1998000700001-scl","A visão atual da indicação cirúrgica das cardiopatias congênitas","Atik, Edmar","Arquivos Brasileiros de Cardiologia; 71(1); 01-02","Arquivos Brasileiros de Cardiologia","Português","1998","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X1998000700001&lang=pt" 
"S0066-782X1998000700007-scl","Correlação eletro-ecocardiográfica no diagnóstico da hipertrofia ventricular esquerda","Domingos, Hamilton, Luzio, Josane Couto Elias, Leles, Gualberto Nogueira de, Sauer, Leandro, Ovando, Luiz Alberto","Arquivos Brasileiros de Cardiologia; 71(1); 31-35","Arquivos Brasileiros de Cardiologia","Português","1998","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X1998000700007&lang=pt" 
"S0066-782X1998000700012-scl","Aneurisma do ducto arterioso associado a interrupção do arco aórtico","Zielinsky, Paulo, Oliveira, Leandro Turra","Arquivos Brasileiros de Cardiologia; 71(1); 65-67","Arquivos Brasileiros de Cardiologia","Português","1998","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X1998000700012&lang=pt" 
"S0066-782X1998000700010-scl","Tratamento anti-hipertensivo. Prescrição e custo de medicamentos. Pesquisa em hospital terciário","Akashi, Daniela, Issa, Flávia K., Pereira, Alexandre C., Tannuri, Anna C., Fucciolo, Daniele Q., Lobato, Maurício L., Galvão, Tatiana G., Benseñor, Isabela M., Lotufo, Paulo A.","Arquivos Brasileiros de Cardiologia; 71(1); 55-57","Arquivos Brasileiros de Cardiologia","Português","1998","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X1998000700010&lang=pt" 
"S0066-782X1998000700011-scl","Balão único versus balão de Inoue na valvoplastia mitral percutânea por balão. Resultados imediatos e complicações","Peixoto, Edison C. Sandoval, Oliveira, Paulo Sérgio de, Salles Netto, Mário, Borges, Ivana Picone, Villela, Ronaldo A., Labrunie, Pierre, Brum, Cláudia, Peixoto, Rodrigo T. Sandoval, Sena, Marcello A., Labrunie, Marta, Peixoto, Ricardo T. Sandoval, Burello, Daniela M.","Arquivos Brasileiros de Cardiologia; 71(1); 59-64","Arquivos Brasileiros de Cardiologia","Português","1998","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X1998000700011&lang=pt" 
"S0066-782X1998000700015-scl","Senhor Editor","Caramelli, Bruno, Santos Fº, Raul Dias dos, Sposito, Andrei de Carvalho, Martinez, Tania Leme da Rocha","Arquivos Brasileiros de Cardiologia; 71(1); 89-91","Arquivos Brasileiros de Cardiologia","Português","1998","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X1998000700015&lang=pt" 
"S0066-782X1998000700013-scl","Hiper-homocisteinemia e doenças vaso-oclusivas","Bydlowski, Sergio Paulo, Magnanelli, Antonio Carlos, Chamone, Dalton de Alencar F.","Arquivos Brasileiros de Cardiologia; 71(1); 69-76","Arquivos Brasileiros de Cardiologia","Português","1998","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X1998000700013&lang=pt" 
"S0066-782X1998000700003-scl","Cardiologia baseada em evidências I. Princípios, racionalidade e aplicações de uma nova prática cardiológica e análise crítica da literatura","Avezum, Álvaro","Arquivos Brasileiros de Cardiologia; 71(1); 05-13","Arquivos Brasileiros de Cardiologia","Português","1998","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X1998000700003&lang=pt" 
