"S1029-30192011001000006-cub","Mortalidad materna en Santiago de Cuba desde 1998 hasta 2010","Rodríguez Olivares, Daritza C","MEDISAN; 15(10); 1376-1383","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000006&lang=pt" 
"S1029-30192011001000007-cub","Efectividad de la digitopuntura y electromagnetopuntura en pacientes con ptosis palpebral congénita","Vidal Pérez, Teresa, Valera Báez, Gilda Lisset, Ragolta Mógrave, Katiuska, Jhones Cabrales, Hilda Alicia","MEDISAN; 15(10); 1384-1391","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000007&lang=pt" 
"S1029-30192011001000008-cub","Urgencias en un servicio de prótesis estomatológica","Torres Márquez, Pedro Alejandro, Fuentes González, Mirtha de la Caridad, Doce Rodríguez, Ramón Vivencio, Clavería Ríos, Felipe Alejandro, Torres López, Lorena Beatriz","MEDISAN; 15(10); 1393-1401","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000008&lang=pt" 
"S1029-30192011001000009-cub","Confirmación endoscópica de la gastritis por Helicobacter pilory en un centro médico venezolano de diagnóstico integral","Fabra Ricardo, Coralia Enedina, Ulloa Aria, Beatriz","MEDISAN; 15(10); 1402-1407","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000009&lang=pt" 
"S1029-30192011001000010-cub","Estrategia educativa para cuidadoras de familiares con enfermedad terminal","Benítez Lambert, Yamilé, Rondón Cabrera, Juan José, Álvarez Hechavarría, Elaine, Sánchez Sánchez, Vicente Gonzalo","MEDISAN; 15(10); 1408-1414","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000010&lang=pt" 
"S1029-30192011001000011-cub","Introducción del colgajo de epiplón en el tratamiento de las mediastinitis aguda en el Cardiocentro de Santiago de Cuba","Machín Rodríguez, Jorge Carlos, Castillo Martínez, José Manuel, Martínez Muñiz, Juan Oscar, Torralbas Reverón, Fredy Eladio, Perdomo García, Frank Josué","MEDISAN; 15(10); 1415-1422","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000011&lang=pt" 
"S1029-30192011001000012-cub","Enfermedad tromboembólica venosa en el embarazo y puerperio. Enfoque de riesgo y diagnóstico","Nápoles Méndez, Danilo, Couto Núñez, Dayana","MEDISAN; 15(10); 1423-1441","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000012&lang=pt" 
"S1029-30192011001000013-cub","La educación para la salud bucal en edades tempranas de la vida","Cisneros Domínguez, Grethel, Hernández Borges, Yadira","MEDISAN; 15(10); 1445-1458","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000013&lang=pt" 
"S1029-30192011001000014-cub","Mixomas cardíacos: un acercamiento a una rara afección","de la Torre Fonseca, Carlos Alberto, Castellanos Tardo, Juan, Machín Rodríguez, Jorge Carlos, Torralbas Reverón, Fredy, Ávalos Carrazana, Gabriel","MEDISAN; 15(10); 1459-1467","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000014&lang=pt" 
"S1029-30192011001000015-cub","Arteriolopatia urémica calcificante","Candebat Fernández, Omaida Antonia, Puig Rosell, Alberto, Ravelo Viñuela, Agustín Jorge, Torres Candebat, Rauny, Rodríguez Bell, Zoraida","MEDISAN; 15(10); 1468-1472","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000015&lang=pt" 
"S1029-30192011001000016-cub","Trasplante autógeno de células límbicas y recubrimiento con membrana amniótica","Díaz Ramírez, Sissi, Rosa Barrera Garcel, Blanca, Marrero Rodríguez, Ernesto, Díaz Valdivia, Hugo Ruperto, Sánchez Vega, Osmar","MEDISAN; 15(10); 1473-1478","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000016&lang=pt" 
"S1029-30192011001000017-cub","El método clínico en las enfermedades tiroideas","Rodríguez Arias, Orestes Dominador","MEDISAN; 15(10); 1479-1484","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000017&lang=pt" 
"S1029-30192011001000018-cub","Perimenopausia y riesgo cardiovascular","Padró Suárez, Lissetti, Pelegrín Martínez, Antonio Ángel","MEDISAN; 15(10); 1485-1492","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000018&lang=pt" 
"S1029-30192011001000019-cub","Primera graduación médica en policlínicos universitarios del municipio de Santiago de Cuba","Kerton Manners, María, Sotomayor Escalona, Reina, Tabares Navarro, Carmen Lourdes, Pullés Fernández, Margarita de la Caridad, Pardo Wilson, Darcia","MEDISAN; 15(10); 1493-1498","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000019&lang=pt" 
"S1029-30192011001000020-cub","Apiterapia en pacientes con descompensación moderada del bocio tóxico difuso","Pereira Despaigne, Olga Lidia","MEDISAN; 15(10); 1499-1502","MEDISAN","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192011001000020&lang=pt" 
"S0213-91112011000500018-esp","Factores condicionantes de la vacunación antigripal en profesionales de atención primaria","Muncunill, Marta, Bosch, Mª Antònia, Tamborero, Gaspar, Fonseca, Montserrat","Gaceta Sanitaria; 25(5); 439-439","Gaceta Sanitaria","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112011000500018&lang=pt" 
"S0213-91112011000500022-esp","Barbara Starfield","Gérvas, Juan, Pérez Fernández, Mercedes, Rajmil, Luis, Fernández de Sanmamed, María José","Gaceta Sanitaria; 25(5); 443-443","Gaceta Sanitaria","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112011000500022&lang=pt" 
"S0210-48062011000900009-esp","Experiencia pionera en España con nefrectomía LESS de donante vivo","Musquera, M., Peri, L., Izquierdo, L., Campillo, P., Ribal, M.J., Alcaraz, A.","Actas Urológicas Españolas; 35(9); 559-562","Actas Urológicas Españolas","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062011000900009&lang=pt" 
"S0004-27302011000700002-scl","Diabetes gestacional: um algoritmo de tratamento multidisciplinar","Weinert, Letícia Schwerz, Silveiro, Sandra Pinho, Oppermann, Maria Lúcia, Salazar, Cristiano Caetano, Simionato, Bárbara Marina, Siebeneichler, Aline, Reichelt, Angela Jacob","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(7); 435-445","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000700002&lang=pt" 
"S0004-27302011000700003-scl","ADIPOQ and adiponectin: the common ground of hyperglycemia and coronary artery disease?","Oliveira, Carolina S. V., Giuffrida, Fernando M. A., Crispim, Felipe, Saddi-Rosa, Pedro, Reis, André Fernandes","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(7); 446-454","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000700003&lang=pt" 
"S0004-27302011000700007-scl","Subclinical hypothyroidism and risk to carotid atherosclerosis","Valentina, Velkoska Nakova, Marijan, Bosevski, Chedo, Dimitrovski, Branka, Krstevska","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(7); 475-480","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000700007&lang=pt" 
"S0004-27302011000700008-scl","Panhypopituitarism due to Wegener&#039;s granulomatosis","Santoro, Silvina G., Guida, Alberto H., Furioso, Alejandra E., Glikman, Patricia, Rogozinski, Amelia S.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 55(7); 481-485","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302011000700008&lang=pt" 
"S1413-35552011000500011-scl","Characteristics associated with activity restriction induced by fear of falling in community-dwelling elderly","Dias, Rosângela C., Freire, Maria T. F., Santos, Érika G. S., Vieira, Renata A., Dias, João M. D., Perracini, Mônica R.","Brazilian Journal of Physical Therapy; 15(5); 406-413","Brazilian Journal of Physical Therapy","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-35552011000500011&lang=pt" 
