"S0213-91112007000500014-spa","¿Es el racismo relevante para la salud pública española?","Gil-González, Diana, Vives-Cases, Carmen, Álvarez-Dardet, Carlos","Gaceta Sanitaria; 21(5); 431-432","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500014&lang=pt" 
"S0213-91112007000500011-spa","Estadística y salud pública: el argumento del método numérico","Bernabeu-Mestre, Josep","Gaceta Sanitaria; 21(5); 416-417","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500011&lang=pt" 
"S0213-91112007000500010-spa","Prevalencia de prescripción: indicación de protectores gástricos en pacientes hospitalizados","Hermida Ameijeiras, Álvaro, Cabana González, Belén, Lorenzo Zúñiga, Vicente","Gaceta Sanitaria; 21(5); 412-415","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500010&lang=pt" 
"S0213-91112007000500009-spa","La producción científica española en bioética a través de MEDLINE","Belinchón, Isabel, Ramos, José Manuel, Bellver, Vicente","Gaceta Sanitaria; 21(5); 408-411","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500009&lang=pt" 
"S0213-91112007000500007-spa","Diferencias entre prescripción y dispensación de genéricos en atención primaria: la excepción como regla","Ricarte Díez, José I., Benounna, Hatim, Velarde Mayol, Cristina, Torres García, Rafael M.","Gaceta Sanitaria; 21(5); 404-406","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500007&lang=pt" 
"S0213-91112007000500001-spa","La ley de igualdad efectiva de mujeres y hombres: un paso adelante","Pérez, Glòria","Gaceta Sanitaria; 21(5); 367-370","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500001&lang=pt" 
"S0213-91112007000500012-spa","Influencia que el modo de ser de las grandes urbes ejerce en la salud y longevidad de sus habitantes: aplicación de este estudio a nuestra ciudad","Nin y Pullés, José A.","Gaceta Sanitaria; 21(5); 418-424","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500012&lang=pt" 
"S0213-91112007000500017-spa","Fe de Errores","","Gaceta Sanitaria; 21(5); 437-437","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500017&lang=pt" 
"S0213-91112007000500016-spa","Información Bibliográfica","Miller, Rick","Gaceta Sanitaria; 21(5); 434-434","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500016&lang=pt" 
"S0213-91112007000500008-spa","Comentario: sustitución en las oficinas de farmacia y mercado de genéricos","Puig-Junoy, Jaume","Gaceta Sanitaria; 21(5); 407-407","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500008&lang=pt" 
"S0213-91112007000500004-spa","Modificaciones en las perspectivas de los médicos sobre el registro médico electrónico: investigación cualitativa longitudinal","Dawidowski, Adriana Ruth, Toselli, Luzia, Roberto Luna, Daniel, Oberti, Pablo Fernando, Soto, María Aracelli, Bernaldo de Quirós, FernánGonzález","Gaceta Sanitaria; 21(5); 384-389","Gaceta Sanitaria","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0213-91112007000500004&lang=pt" 
