"S1688-499X2013000200008-ury","LA RENOVACIÓN DEL SISTEMA DE PROTECCIÓN URUGUAYO: EL DESAFÍO DE SUPERAR LA DUALIZACIÓN","Antía, Florencia, Castillo, Marcelo, Fuentes, Guillermo, Midaglia, Carmen","Revista Uruguaya de Ciencia Política; 22(spe); 153-174","Revista Uruguaya de Ciencia Política","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-499X2013000200008&lang=pt" 
"S1688-499X2013000200002-ury","LOS REGÍMENES DE BIENESTAR EN EL OCASO DE LA MODERNIZACIÓN CONSERVADORA: POSIBILIDADES Y LÍMITES DE LA CIUDADANÍA SOCIAL EN AMÉRICA LATINA","Filgueira, Fernando","Revista Uruguaya de Ciencia Política; 22(spe); 10-27","Revista Uruguaya de Ciencia Política","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-499X2013000200002&lang=pt" 
"S1688-499X2013000200005-ury","","Provasi Lanzara, Arnaldo, Cantu, Rodrigo","Revista Uruguaya de Ciencia Política; 22(spe); 75-93","Revista Uruguaya de Ciencia Política","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-499X2013000200005&lang=pt" 
"S1688-499X2013000200006-ury","Los desafíos de la protección social en un país de renta alta: el caso chileno","Robles Farías, Claudia","Revista Uruguaya de Ciencia Política; 22(spe); 94-112","Revista Uruguaya de Ciencia Política","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-499X2013000200006&lang=pt" 
"S1688-499X2013000200003-ury","LA TRANSICIÓN DEL RÉGIMEN DE BIENESTAR MEXICANO: ENTRE EL DUALISMO Y LAS REFORMAS LIBERALES","Barba Solano, Carlos, Valencia Lomelí, Enrique","Revista Uruguaya de Ciencia Política; 22(spe); 28-54","Revista Uruguaya de Ciencia Política","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-499X2013000200003&lang=pt" 
"S1688-499X2013000100001-ury","LOS NUEVOS ACUERDOS ENTRE POLÍTICOS Y SERVIDORES PÚBLICOS EN LA ALTA DIRECCIÓN PÚBLICA EN CHILE Y URUGUAY","Ramos, Conrado, Scrollini, Fabrizio","Revista Uruguaya de Ciencia Política; 22(1); 11-36","Revista Uruguaya de Ciencia Política","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-499X2013000100001&lang=pt" 
"S1688-499X2013000100002-ury","LA IMPLEMENTACIÓN DEL PLAN CEIBAL: COALICIONES DE CAUSA Y NUEVA GERENCIA PÚBLICA EN URUGUAY","Larrouqué, Damien","Revista Uruguaya de Ciencia Política; 22(1); 37-58","Revista Uruguaya de Ciencia Política","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-499X2013000100002&lang=pt" 
"S1688-499X2013000200004-ury","LA CONSTRUCCIÓN DE UNIVERSALISMO Y SUS CONTRADICCIONES: LECCIONES DE LOS SERVICIOS DE SALUD EN COSTA RICA, 1940-2011","Martínez Franzoni, Juliana, Sánchez-Ancochea, Diego","Revista Uruguaya de Ciencia Política; 22(spe); 55-74","Revista Uruguaya de Ciencia Política","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-499X2013000200004&lang=pt" 
"S1688-499X2013000200007-ury","EL SISTEMA DE PROTECCIÓN SOCIAL ARGENTINO ENTRE 2002 Y 2013: BUSCANDO EL MODELO QUE NUNCA TUVO","Danani, Claudia","Revista Uruguaya de Ciencia Política; 22(spe); 113-134","Revista Uruguaya de Ciencia Política","Espanhol","2013","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-499X2013000200007&lang=pt" 
"S0004-06222013000400002-ven","","Landaeta-Jiménez, Maritza","Archivos Latinoamericanos de Nutrición; 63(4); 257-257","Archivos Latinoamericanos de Nutrición","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222013000400002&lang=pt" 
"S0004-06222013000400001-ven","","Chávez Pérez, José Félix","Archivos Latinoamericanos de Nutrición; 63(4); 256-256","Archivos Latinoamericanos de Nutrición","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222013000400001&lang=pt" 
"S0004-06222013000400012-ven","Valores de referencia de energía y nutrientes para la población venezolana. 2012","","Archivos Latinoamericanos de Nutrición; 63(4); 379-382","Archivos Latinoamericanos de Nutrición","Espanhol","2013","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06222013000400012&lang=pt" 
"S1517-106X2013000200002-scl","O valor de uso do impossível","Hollier, Denis","Alea : Estudos Neolatinos; 15(2); 279-302","Alea : Estudos Neolatinos","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2013000200002&lang=pt" 
"S1517-106X2013000200005-scl","In-signifiances d&#039;acéphale","Surya, Michel","Alea : Estudos Neolatinos; 15(2); 321-338","Alea : Estudos Neolatinos","Francês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2013000200005&lang=pt" 
"S1517-106X2013000200006-scl","O touro confrontado: o homem ébrio","Marmande, Francis","Alea : Estudos Neolatinos; 15(2); 339-357","Alea : Estudos Neolatinos","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2013000200006&lang=pt" 
"S1517-106X2013000200007-scl","A experiência interior como experiência de ator","Bident, Christophe","Alea : Estudos Neolatinos; 15(2); 358-372","Alea : Estudos Neolatinos","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2013000200007&lang=pt" 
"S1517-106X2013000200009-scl","Hegel, a morte e o sacrifício","Bataille, Georges","Alea : Estudos Neolatinos; 15(2); 389-413","Alea : Estudos Neolatinos","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2013000200009&lang=pt" 
"S1413-86702013000600003-scl","Molecular epidemiology of CTX-M producing Enterobacteriaceae isolated from bloodstream infections in Rio de Janeiro, Brazil: emergence of CTX-M-15","Seki, Liliane Miyuki, Pereira, Polyana Silva, Conceição, Magda de Souza, Souza, Maria José, Marques, Elizabeth Andrade, Carballido, Jupira Miron, Carvalho, Maria Elisabeth Serqueira de, Assef, Ana Paula D&#039;Alincourt Carvalho, Asensi, Marise Dutra","Brazilian Journal of Infectious Diseases; 17(6); 640-646","Brazilian Journal of Infectious Diseases","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702013000600003&lang=pt" 
"S1413-86702013000600004-scl","Brazilian experience in EU-CORE: daptomycin registry and treatment of serious Gram-positive infections","Timerman, Artur, Brites, Carlos, Bicudo, Eliana, Grinbaum, Renato S., Costa Filho, Rubens, Carrilho, Claudia D.M., Bichels, Andre, Barreto, Tânia","Brazilian Journal of Infectious Diseases; 17(6); 647-653","Brazilian Journal of Infectious Diseases","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702013000600004&lang=pt" 
"S1413-86702013000600007-scl","Characteristics of co-infections by HCV and HBV among Brazilian patients infected by HIV-1 and/or HTLV-1","Moreira, Marcia, Ramos, André, Netto, Eduardo M., Brites, Carlos","Brazilian Journal of Infectious Diseases; 17(6); 661-666","Brazilian Journal of Infectious Diseases","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702013000600007&lang=pt" 
"S1413-86702013000600008-scl","A simple, rapid and economic method for detecting multidrug-resistant tuberculosis","Wang, Xia, Jiao, Junhua, Xu, Weihua, Chai, Xiaoyan, Li, Zhenyun, Wang, Qingjiang","Brazilian Journal of Infectious Diseases; 17(6); 667-671","Brazilian Journal of Infectious Diseases","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702013000600008&lang=pt" 
"S1678-86212013000400011-scl","Estudio experimental sobre el comportamiento térmico de un nuevo tipo de techo-estanque para el enfriamiento pasivo en clima húmedo","González-Cruz, Eduardo Manuel, González-Garcia, Sabrina Isabella","Ambiente Construído; 13(4); 149-171","Ambiente Construído","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-86212013000400011&lang=pt" 
"S1414-753X2013000400008-scl","O princípio da precaução e a gestão dos riscos ambientais: contribuições e limitações dos modelos econômicos","Gonçalves, Vasco Barroso","Ambiente &amp; Sociedade; 16(4); 121-138","Ambiente &amp; Sociedade","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2013000400008&lang=pt" 
"S1414-753X2013000400009-scl","A construção da Usina Hidrelétrica de Belo Monte: conflito ambiental e o dilema do desenvolvimento","Fleury, Lorena Cândido, Almeida, Jalcione","Ambiente &amp; Sociedade; 16(4); 141-156","Ambiente &amp; Sociedade","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2013000400009&lang=pt" 
"S1414-753X2013000400006-scl","Justiça ambiental, conflitos latentes e externalizados: estudo de caso de pescadores artesanais do norte fluminense","Leal, Giuliana Franco","Ambiente &amp; Sociedade; 16(4); 83-99","Ambiente &amp; Sociedade","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2013000400006&lang=pt" 
