"S1647-21602013000100003-prt","Efetividade de um Programa de Estimulação Cognitiva em Idosos com Défice Cognitivo Ligeiro","Costa, Ana Rita Dias, Sequeira, Carlos","Revista Portuguesa de Enfermagem de Saúde Mental; (9); 14-20","Revista Portuguesa de Enfermagem de Saúde Mental","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1647-21602013000100003&lang=pt" 
"S1647-21602013000100004-prt","Qualidade de Vida e Saúde Mental em Consumidores de Drogas: Que Relação?","Seabra, Paulo, Amendoeira, José, Sá, Luís","Revista Portuguesa de Enfermagem de Saúde Mental; (9); 21-28","Revista Portuguesa de Enfermagem de Saúde Mental","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1647-21602013000100004&lang=pt" 
"S1647-21602013000100005-prt","A Concepção dos Profissionais de Saúde acerca da Reabilitação Psicossocial nos Eixos: Morar, Rede Social e Trabalho dos Usuários de Substâncias Psicoativas","Pinho, Paula Hayasi, Oliveira, Márcia Ferreira de, Claro, Heloisa Garcia, Pereira, Maria Odete, Almeida, Marilia Mastrocolla de","Revista Portuguesa de Enfermagem de Saúde Mental; (9); 29-35","Revista Portuguesa de Enfermagem de Saúde Mental","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1647-21602013000100005&lang=pt" 
"S1647-21602013000100006-prt","Saúde Mental em Grupos Étnicos Minoritários: Representações sobre Saúde Mental em Adultos e Crianças de Comunidades Ciganas Residentes na Região Centro de Portugal","Monteiro, Ana Paula, Francisco, Isabel, Antunes, Catarina, Pereira, Renata","Revista Portuguesa de Enfermagem de Saúde Mental; (9); 36-40","Revista Portuguesa de Enfermagem de Saúde Mental","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1647-21602013000100006&lang=pt" 
"S1647-21602013000100007-prt","Treino de Competências Sociais - Uma Estratégia em Saúde Mental: Técnicas e Procedimentos para a Intervenção","Loureiro, Cândida","Revista Portuguesa de Enfermagem de Saúde Mental; (9); 41-47","Revista Portuguesa de Enfermagem de Saúde Mental","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1647-21602013000100007&lang=pt" 
"S1647-21602013000100008-prt","Transtornos Mentais Orgânicos em um Ambulatório de Saúde Mental Brasileiro","Reis, Leonardo Naves dos, Pereira, Sandra de Souza, Cardoso, Lucilene, Gherardi-Donato, Edilaine Cristina da Silva","Revista Portuguesa de Enfermagem de Saúde Mental; (9); 48-53","Revista Portuguesa de Enfermagem de Saúde Mental","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1647-21602013000100008&lang=pt" 
"S1647-21602013000100009-prt","Uso de Crack: É Possível o (Re)Encantamento?","Wandekoken, Kallen Dettmann, Siqueira, Marluce Miguel de","Revista Portuguesa de Enfermagem de Saúde Mental; (9); 54-59","Revista Portuguesa de Enfermagem de Saúde Mental","Português","2013","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1647-21602013000100009&lang=pt" 
"S1679-39512013000200006-scl","Associações sociotécnicas e práticas de gestão em desenvolvimento: analisando rastros por entre o traçado do P1MC","Andrade, Jackeline Amantino de, Cordeiro Neto, José Raimundo, Valadão, José de Arimatéia Dias","Cadernos EBAPE.BR; 11(2); 274-294","Cadernos EBAPE.BR","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512013000200006&lang=pt" 
"S0103-507X2013000200003-scl","Como elaborar e submeter resumos de trabalhos científicos para congressos","Japiassú, Andre Miguel","Revista Brasileira de Terapia Intensiva; 25(2); 77-80","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000200003&lang=pt" 
"S0103-507X2013000200002-scl","Aumento da conscientização sobre delirium em pacientes criticamente enfermos","Salluh, Jorge Ibrain de Figueira, Stevens, Robert David","Revista Brasileira de Terapia Intensiva; 25(2); 75-76","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000200002&lang=pt" 
"S0103-507X2013000200001-scl","Constipação intestinal em pacientes graves: muito mais do que imaginamos","Azevedo, Rodrigo Palácio de, Machado, Flávia Ribeiro","Revista Brasileira de Terapia Intensiva; 25(2); 73-74","Revista Brasileira de Terapia Intensiva","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2013000200001&lang=pt" 
