"S0104-11692006000600009-scl","Perceptions about medication errors: analysis of answers by the nursing team","Bohomol, Elena, Ramos, Lais Helena","Revista Latino-Americana de Enfermagem; 14(6); 887-892","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692006000600009&lang=pt" 
"S0104-11692006000600010-scl","Interaction experience for families who lives with their child&#039;s disease and hospitalization","Silveira, Aline Oliveira, Angelo, Margareth","Revista Latino-Americana de Enfermagem; 14(6); 893-900","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692006000600010&lang=pt" 
"S0104-11692006000600012-scl","Existential phenomenology as a possibility to understand pregnancy experiences in teenagers","Jorge, Maria Salete Bessa, Fiúza, Getúlio Vasconcelos, Queiroz, Maria Veraci Oliveira","Revista Latino-Americana de Enfermagem; 14(6); 907-914","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692006000600012&lang=pt" 
"S0104-11692006000600014-scl","The Psychosocial Care Center on the users point of view","Soares, Sandra Regina Rosolen, Toyoko, Saeki","Revista Latino-Americana de Enfermagem; 14(6); 923-929","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692006000600014&lang=pt" 
"S0104-11692006000600015-scl","Community helping services: dynamic of formation and expressiveness of the cultural care","Landim, Fátima Luna Pinheiro","Revista Latino-Americana de Enfermagem; 14(6); 930-938","Revista Latino-Americana de Enfermagem","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692006000600015&lang=pt" 
"S0104-11692006000600016-scl","Geoprocessing in health area","Hino, Paula, Villa, Tereza Cristina Scatena, Sassaki, Cinthia Midori, Nogueira, Jordana de Almeida, Santos, Claudia Benedita dos","Revista Latino-Americana de Enfermagem; 14(6); 939-943","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692006000600016&lang=pt" 
"S0104-11692006000600017-scl","Cost survey of procedure with Unna boot in patients with venous ulcer","Baptista, Cleide Maria Caetano, Castilho, Valéria","Revista Latino-Americana de Enfermagem; 14(6); 944-949","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692006000600017&lang=pt" 
"S0104-11692006000600018-scl","Violence against women: theoretical reflections","Casique Casique, Leticia, Furegato, Antonia Regina Ferreira","Revista Latino-Americana de Enfermagem; 14(6); 950-956","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692006000600018&lang=pt" 
"S0104-11692006000600019-scl","Community health agent: a literature review","Kluthcovsky, Ana Cláudia Garabeli Cavalli, Takayanagui, Angela Maria Magosso","Revista Latino-Americana de Enfermagem; 14(6); 957-963","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692006000600019&lang=pt" 
"S0104-11692006000600020-scl","Cell-free fetal DNA in maternal plasma and noninvasive prenatal diagnosis","Ramos, Ester Silveira","Revista Latino-Americana de Enfermagem; 14(6); 964-967","Revista Latino-Americana de Enfermagem","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692006000600020&lang=pt" 
"S0037-86822006000600010-scl","Diagnóstico laboratorial de enteroparasitoses oportunistas, com ênfase nas microsporidioses humanas, em Goiânia-GO","Souza Júnior, Edson Sidião de, Garcia-Zapata, Marco Tulio A.","Revista da Sociedade Brasileira de Medicina Tropical; 39(6); 560-564","Revista da Sociedade Brasileira de Medicina Tropical","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822006000600010&lang=pt" 
