"S1850-37482010000100010-arg","Cardiopatía inducida por estrés (Tako-Tsubo): Nueva hipótesis fisiopatológica","Gadda, Carlos E","Revista argentina de cardiología; 78(1); 43-45","Revista argentina de cardiología","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482010000100010&lang=pt" 
"S1850-37482010000100011-arg","¿Los factores de riesgo clásicos son suficientes o se requieren estudios no invasivos?","Boissonnet, Carlos, Bluro, Ignacio M.","Revista argentina de cardiología; 78(1); 46-52","Revista argentina de cardiología","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482010000100011&lang=pt" 
"S1850-37482010000100012-arg","Tumor auricular derecho","De Candido, Laura, Kevorkian, Rubén, Carlevaro, Oscar","Revista argentina de cardiología; 78(1); 53-53","Revista argentina de cardiología","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482010000100012&lang=pt" 
"S1850-37482010000100013-arg","Papel de las especies reactivas del oxígeno en el daño al miocardio inducido por isquemia/reperfusión","Delgado-Roche, Livan, Martínez-Sánchez, Gregorio","Revista argentina de cardiología; 78(1); 54-60","Revista argentina de cardiología","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482010000100013&lang=pt" 
"S1850-37482010000100014-arg","Investigación traslacional en cirugía cardiovascular en el área de España","Herreros, Jesús, Cabo, Javier, Trainini, Jorge C","Revista argentina de cardiología; 78(1); 61-68","Revista argentina de cardiología","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482010000100014&lang=pt" 
"S1850-37482010000100015-arg","Quiste pericárdico en un paciente con trasplante cardíaco: Descripción de un caso clínico","Olaya, Pastor, Contreras Zuniga, Eduardo","Revista argentina de cardiología; 78(1); 69-70","Revista argentina de cardiología","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482010000100015&lang=pt" 
"S1850-37482010000100016-arg","Agenesia de pericardio: Comunicación de un caso","Caniggia, Cristian C, Gabe, Eduardo, Guevara, Eduardo","Revista argentina de cardiología; 78(1); 71-73","Revista argentina de cardiología","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482010000100016&lang=pt" 
"S1850-37482010000100017-arg","Consenso Argentino de Prueba Ergométrica Graduada: Versión resumida","","Revista argentina de cardiología; 78(1); 74-89","Revista argentina de cardiología","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482010000100017&lang=pt" 
"S1850-37482010000100018-arg","Discurso del Acto Académico SAC 2009","Maisuls, Héctor R","Revista argentina de cardiología; 78(1); 95-97","Revista argentina de cardiología","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482010000100018&lang=pt" 
"S1850-37482010000100019-arg","Una mirada de la cardiología argentina en la perspectiva del bicentenario: Segunda parte","Tajer, Carlos D","Revista argentina de cardiología; 78(1); 98-102","Revista argentina de cardiología","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482010000100019&lang=pt" 
"S0718-09342010000100001-chl","Los género discursivos en la estrategia del episcopado católico argentino: Aspectos políticos del discurso religioso entre el autoritarismo y la democracia (1965-1990)","Bonnin, Juan Eduardo","Revista signos; 43(72); 9-30","Revista signos","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342010000100001&lang=pt" 
"S0718-09342010000100002-chl","Desarrollo fonológico en niños de 3 y 4 años según la fonología natural: Incidencia de la edad y del género","Coloma, Carmen Julia, Pavez, María Mercedes, Maggiolo, Mariangela, Peñaloza, Christian","Revista signos; 43(72); 31-48","Revista signos","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342010000100002&lang=pt" 
"S0718-09342010000100003-chl","Productividad del sufijo -ero en la neología del español de Argentina, Chile y Uruguay","Fuentes, Mary, Cañete, Paola, Gerding, Constanza, Kotz, Gabriela, Pecchi, Alma","Revista signos; 43(72); 49-69","Revista signos","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-09342010000100003&lang=pt" 
