"S0102-09352006000500004-scl","Fatores de virulência em linhagens de Escherichia coli isoladas de mastite bovina","Ribeiro, M.G., Costa, E.O., Leite, D.S., Langoni, H., Garino Júnior, F., Victória, C., Listoni, F.J.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(5); 724-731","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000500004&lang=pt" 
"S0102-09352006000500005-scl","Parâmetros fisiológicos de bovinos cruzados submetidos ao estresse calórico","Ferreira, F., Pires, M.F.A., Martinez, M.L., Coelho, S.G., Carvalho, A.U., Ferreira, P.M., Facury Filho, E.J., Campos, W.E.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(5); 732-738","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000500005&lang=pt" 
"S1677-55382006000500025-scl","Pediatric urology","Kogan, Barry A.","International braz j urol; 32(5); 610-612","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500025&lang=pt" 
"S1677-55382006000500022-scl","Reconstructive urology","Sievert, K.D., Winter, B., Stenzl, A.","International braz j urol; 32(5); 602-605","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500022&lang=pt" 
"S1677-55382006000500011-scl","Small round blue cell tumor of seminal vesicle in a young patient","De Paula, Adriano A., Maltez, Adriano R., Mota, Eliane D.","International braz j urol; 32(5); 566-569","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500011&lang=pt" 
"S1677-55382006000500010-scl","Sarcomatoid carcinoma with osseous differentiation in the bladder","Arenas, Luis F., Fontes, Dercilio A., Pereira, Emilio M., Hering, Flavio L.","International braz j urol; 32(5); 563-565","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500010&lang=pt" 
"S1677-55382006000500009-scl","Complete en bloc urinary exenteration for synchronous multicentric transitional cell carcinoma with sarcomatoid features in a hemodialysis patient","Siqueira Jr, Tiberio M., Falcao, Evandro, Siqueira, Tiberio M.","International braz j urol; 32(5); 560-562","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500009&lang=pt" 
"S1677-55382006000500008-scl","Eggshell calcification of kidney in ureteropelvic junction obstruction","Gupta, Narmada P., Yadav, Rajiv","International braz j urol; 32(5); 557-559","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500008&lang=pt" 
"S1677-55382006000500015-scl","Development of a urinary lithiasis localizer mechanism to couple ultrasound and extracorporeal lithotripsy equipment in canine model","Andrade, Enrico, Alarcon, Gustavo, Pompeu, Eduardo, Nardozza Jr, Archimedes, Claro, Joaquim A., Ortiz, Valdemar, Srougi, Miguel","International braz j urol; 32(5); 583-587","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500015&lang=pt" 
"S1677-55382006000500014-scl","An exploration into patient preference for injectable therapy over surgery in the treatment of female urinary incontinence","Petrou, Steven P., Lisson, Scott W., Crook, Julia E., Lightner, Deborah J.","International braz j urol; 32(5); 578-582","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500014&lang=pt" 
"S1677-55382006000500002-scl","Laparoscopic surgery in urological oncology: brief overview","Colombo Jr, Jose R., Haber, Georges P., Rubinstein, Mauricio, Gill, Inderbir S.","International braz j urol; 32(5); 504-512","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500002&lang=pt" 
"S1677-55382006000500003-scl","Transdermal drug delivery treatment for overactive bladder","Dmochowski, Roger R., Starkman, Jonathan S., Davila, G. Willy","International braz j urol; 32(5); 513-520","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500003&lang=pt" 
"S1677-55382006000500012-scl","Early successful orchidopexy does not prevent from developing azoospermia","Hadziselimovic, Faruk","International braz j urol; 32(5); 570-573","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500012&lang=pt" 
"S1677-55382006000500007-scl","Salvage radical prostatectomy: an alternative treatment for local recurrence of radioresistant cancer","Dall&#039;Oglio, Marcos F., Barreto, Francualdo, Paranhos, Mario, Nesrallah, Adriano, Nesrallah, Luciano, Srougi, Miguel","International braz j urol; 32(5); 550-556","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500007&lang=pt" 
"S1677-55382006000500023-scl","Urological oncology","Bohle, Andreas","International braz j urol; 32(5); 605-609","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500023&lang=pt" 
"S1677-55382006000500021-scl","Investigate urology","Sampaio, Francisco","International braz j urol; 32(5); 600-602","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500021&lang=pt" 
"S1677-55382006000500019-scl","Urogenital trauma","Brandes, Steven B.","International braz j urol; 32(5); 595-597","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500019&lang=pt" 
"S1677-55382006000500017-scl","Endourology &amp; Laparoscopy","Kim, Fernando J.","International braz j urol; 32(5); 591-592","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500017&lang=pt" 
"S1677-55382006000500013-scl","Ureteral calcinosis in juvenile dermatomyositis: successful precocious surgical management","Duarte, Ricardo J., Denes, Francisco T., Sallum, Adriana M.","International braz j urol; 32(5); 574-577","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500013&lang=pt" 
"S1677-55382006000500016-scl","Stone Disease","Monga, Manoj","International braz j urol; 32(5); 588-590","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500016&lang=pt" 
"S1677-55382006000500020-scl","Pathology","Billis, Athanase","International braz j urol; 32(5); 597-600","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500020&lang=pt" 
"S1677-55382006000500018-scl","Imaging","Prando, Adilson","International braz j urol; 32(5); 592-595","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500018&lang=pt" 
"S0378-48352006000900003-esp","Tratamiento adyuvante en pacientes diagnosticados de carcinoma no microcítico de pulmón: estado de la evidencia científica","Esteban, E., Villanueva, N., Muñiz, I., Luque, M., Jiménez, P., Llorente, B., Capelan, M., Blay, P., Fra, J., Fernández, Y., Vieitez, J. M., Estrada, E., Buesa, J. M., Jiménez Lacave, Á.","Oncología (Barcelona); 29(9); 24-33","Oncología (Barcelona)","Espanhol","2006","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0378-48352006000900003&lang=pt" 
"S1516-35982006000700010-scl","Arranjos para efeitos fixos e estruturas de (co)variâncias residuais para análises de medidas repetidas do peso de bovinos da raça Canchim","Toral, Fábio Luiz Buranelo, Alencar, Maurício Mello de, Freitas, Alfredo Ribeiro de","Revista Brasileira de Zootecnia; 35(5); 1951-1958","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700010&lang=pt" 
"S1516-35982006000700012-scl","Determinação do período de coleta total de excretas para estimativa dos valores de energia metabolizável em frangos de corte","Avila, Valdir Silveira de, Paula, Aline, Brum, Paulo Antônio Rabenschlag de, Coldebella, Arlei, Maier, João Carlos","Revista Brasileira de Zootecnia; 35(5); 1966-1970","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700012&lang=pt" 
"S1516-35982006000700016-scl","Efeito de diferentes níveis de energia e de programas de alimentação sobre o desempenho de frangos de corte abatidos tardiamente","Duarte, Karina Ferreira, Junqueira, Otto Mack, Filardi, Rosemeire da Silva, Laurentiz, Antônio Carlos de, Casartelli, Elenice Maria, Assuena, Vinicius, Ribeiro, Pedro de Assunção Pimenta","Revista Brasileira de Zootecnia; 35(5); 1992-1998","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700016&lang=pt" 
"S1516-35982006000700018-scl","Efeito dos teores de cálcio para poedeiras semipesadas durante a fase de pré-postura e no início da postura","Nunes, Ricardo Vianna, Pozza, Paulo Cezar, Scherer, Carina, Campestrini, Evandro, Rocha, Leonardo Dornelles da, Nunes, Christiane Garcia Vilela, Costa, Fernando Guilherme Perazzo","Revista Brasileira de Zootecnia; 35(5); 2007-2012","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700018&lang=pt" 
