"S0104-59702012000300018-scl","Por uma história ambiental das áreas naturais protegidas no Brasil","Oliveira, João Rafael Moraes de","História, Ciências, Saúde-Manguinhos; 19(3); 1090-1092","História, Ciências, Saúde-Manguinhos","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000300018&lang=pt" 
"S0104-59702012000300017-scl","A Expedição do Maranhão: padres, instrumentos astronômicos e livros na Amazônia do século XVIII","Bretones, Paulo Sergio","História, Ciências, Saúde-Manguinhos; 19(3); 1085-1089","História, Ciências, Saúde-Manguinhos","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000300017&lang=pt" 
"S0104-59702012000300016-scl","A ciegas y con sordera: una historia contemporánea de la ciencia argentina","Di Liscia, María Silvia","História, Ciências, Saúde-Manguinhos; 19(3); 1080-1084","História, Ciências, Saúde-Manguinhos","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000300016&lang=pt" 
"S0104-59702012000300001-scl","","Cueto, Marcos","História, Ciências, Saúde-Manguinhos; 19(3); 787-792","História, Ciências, Saúde-Manguinhos","Inglês, Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000300001&lang=pt" 
"S0104-59702012000300011-scl","Rudolf Barth: um cientista pioneiro na ilha da Trindade","Barth, Ortrud Monika, Alvarez, Cristina Engel de","História, Ciências, Saúde-Manguinhos; 19(3); 969-992","História, Ciências, Saúde-Manguinhos","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000300011&lang=pt" 
"S0104-59702012000300008-scl","Conflitos de interesse na pesquisa, produção e divulgação de medicamentos","Palma, Alexandre, Vilaça, Murilo Mariano","História, Ciências, Saúde-Manguinhos; 19(3); 919-932","História, Ciências, Saúde-Manguinhos","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000300008&lang=pt" 
"S0104-59702012000300007-scl","A cartografia simbólica do risco epidemiológico: uma incursão ao pensamento de Boaventura de Sousa Santos","Sevalho, Gil, Stotz, Eduardo","História, Ciências, Saúde-Manguinhos; 19(3); 899-918","História, Ciências, Saúde-Manguinhos","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000300007&lang=pt" 
"S0104-59702012000300006-scl","Algunas reflexiones sobre la clasificación de los organismos vivos","Medina, Rita Daniela Fernández","História, Ciências, Saúde-Manguinhos; 19(3); 883-898","História, Ciências, Saúde-Manguinhos","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000300006&lang=pt" 
"S0104-59702012000300003-scl","Hansen versus Neisser: controvérsias científicas na &#039;descoberta&#039; do bacilo da lepra","Bechler, Reinaldo Guilherme","História, Ciências, Saúde-Manguinhos; 19(3); 815-842","História, Ciências, Saúde-Manguinhos","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000300003&lang=pt" 
"S0104-59702012000300013-scl","Apontamentos sobre a publicação de História da vida privada em Portugal: entrevista com José Mattoso","Teodoro, Leandro Alves","História, Ciências, Saúde-Manguinhos; 19(3); 1041-1048","História, Ciências, Saúde-Manguinhos","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000300013&lang=pt" 
"S0104-59702012000300015-scl","Veredas de Brasília ou por que foi possível &quot;cinquenta anos em cinco&quot;","Bomeny, Helena","História, Ciências, Saúde-Manguinhos; 19(3); 1075-1079","História, Ciências, Saúde-Manguinhos","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702012000300015&lang=pt" 
"S0375-07602012000300004-cub","Influencia de factores bióticos sobre la eficacia de Bacillus thuringiensis var. israelensis contra Aedes aegypti (Diptera: Culicidae)","Corbillón Porraspita, Carlos Orlando, González Rizo, Aileen, Menéndez Díaz, Zulema, Companioni Ibañez, Ariamys, Bruzón Águila, Rosa Yirian, Díaz Pérez, Manuel, Gato Armas, René","Revista Cubana de Medicina Tropical; 64(3); 235-243","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000300004&lang=pt" 
"S0375-07602012000300005-cub","Actividad antiplasmodial in vivo de las esponjas Mycale laxissima y Clathria echinata","Mendiola Martínez, Judith, Regalado Veloz, Luis, Fernández-Calienes Valdés, Aymé, Acuña Rodríguez, Deyanira, Rojas Rivero, Lázara, Valdés Iglesias, Olga","Revista Cubana de Medicina Tropical; 64(3); 244-255","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000300005&lang=pt" 
"S0375-07602012000300006-cub","Caracterización parcial de la actividad de esterasas en una cepa de Aedes aegypti resistente a temefos","Rodríguez, María Magdalena, Bisset, Juan A, Hernández, Hilda, Ricardo, Yanelys, French, Leidys, Pérez, Omayda, Fuentes, Ilario","Revista Cubana de Medicina Tropical; 64(3); 256-267","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000300006&lang=pt" 
"S0375-07602012000300007-cub","Conocimiento y percepción sobre tuberculosis en el municipio Habana Vieja","Arroyo Rojas, Lellanis, Sánchez Valdés, Lizet, Bonne Carcassés, Miriam Albertina, Pérez Pérez, Haydée Roberta, Armas Pérez, Luisa","Revista Cubana de Medicina Tropical; 64(3); 268-278","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000300007&lang=pt" 
"S0375-07602012000300008-cub","Producción in vitro de interferón gamma en ratones vacunados con ´Mycobacterium habana´ frente a antígenos de Mycobacterium tuberculosis","Valdés Hernández, Iliana, Montoro Cardoso, Ernesto, Hernández-Pando, Rogelio","Revista Cubana de Medicina Tropical; 64(3); 279-289","Revista Cubana de Medicina Tropical","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0375-07602012000300008&lang=pt" 
