"S0104-11692009000500016-scl","Irradiance of phototherapy equipment in maternity wards in Maceió","Ferreira, Anne Laura Costa, Nascimento, Renata Medeiros do, Veríssimo, Regina Célia Sales Santos","Revista Latino-Americana de Enfermagem; 17(5); 695-700","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000500016&lang=pt" 
"S0104-11692009000500018-scl","Cross-cultural adaptation and validation of the instrument Diabetes - 39 (D-39): brazilian version for type 2 diabetes mellitus patients - stage 1","Queiroz, Flávia Alline de, Pace, Ana Emilia, Santos, Claudia Benedita dos","Revista Latino-Americana de Enfermagem; 17(5); 708-715","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000500018&lang=pt" 
"S0104-11692009000500019-scl","The profile of potential organ and tissue donors","Moraes, Edvaldo Leal de, Silva, Leonardo Borges de Barros e, Moraes, Tatiana Cristine de, Paixão, Nair Cordeiro dos Santos da, Izumi, Nelly Miyuki Shinohara, Guarino, Aparecida de Jesus","Revista Latino-Americana de Enfermagem; 17(5); 716-720","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000500019&lang=pt" 
"S0104-11692009000500020-scl","Nursing journals and medication management: identification and categorization of publications from 1987 to 2008","Telles Filho, Paulo Celso Prado, Praxedes, Marcus Fernando da Silva","Revista Latino-Americana de Enfermagem; 17(5); 721-729","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000500020&lang=pt" 
"S0104-11692009000500021-scl","Physiotherapy treatments for breast cancer-related lymphedema: a literature review","Leal, Nara Fernanda Braz da Silva, Carrara, Hélio Humberto Angotti, Vieira, Karina Franco, Ferreira, Cristine Homsi Jorge","Revista Latino-Americana de Enfermagem; 17(5); 730-736","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000500021&lang=pt" 
"S0104-11692009000500003-scl","Dysthanasia, euthanasia, orthotanasia: the perceptions of nurses working in intensive care units and care implications","Biondo, Chaiane Amorim, Silva, Maria Júlia Paes da, Secco, Lígia Maria Dal","Revista Latino-Americana de Enfermagem; 17(5); 613-619","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000500003&lang=pt" 
"S0104-11692009000500002-scl","Coping mechanisms used by non-burned out and burned out workers in the family health strategy","Trindade, Letícia de Lima, Lautert, Liana, Beck, Carmem Lúcia Colomé","Revista Latino-Americana de Enfermagem; 17(5); 607-612","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000500002&lang=pt" 
"S0037-86822009000500002-scl","Etiological treatment of young women infected with Trypanosoma cruzi, and prevention of congenital transmission","Sosa-Estani, Sergio, Cura, Estela, Velazquez, Elsa, Yampotis, Cristina, Segura, Elsa Leonor","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 484-487","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500002&lang=pt" 
"S0037-86822009000500003-scl","Epidemiological study on leishmaniasis in an area of environmental tourism and ecotourism, State of Mato Grosso do Sul, 2006-2007","Andrade, Ana Rachel Oliveira de, Nunes, Vânia Lúcia Brandão, Galati, Eunice Aparecida Bianchi, Arruda, Carla Cardozo Pinto de, Santos, Mirella Ferreira da Cunha, Rocca, Maria Elizabeth Gizi, Aquino, Ricardo Braga","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 488-493","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500003&lang=pt" 
"S0037-86822009000500005-scl","Leishmaniose visceral no município de Várzea Grande, Estado de Mato Grosso, no período de 1998 a 2007","Missawa, Nanci Akemi, Borba, João Francisco","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 496-502","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500005&lang=pt" 
"S0037-86822009000500006-scl","Primeira descrição epidemiológica da leishmaniose visceral em Campo Grande, Estado de Mato Grosso do Sul","Botelho, Andrea Cristina Alpoim, Natal, Delsio","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 503-508","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500006&lang=pt" 
"S0037-86822009000500007-scl","Mobilidade populacional e produção da leishmaniose tegumentar americana no Estado do Paraná, sul do Brasil","Monteiro, Wuelton Marcelo, Neitzke-Abreu, Herintha Coeto, Ferreira, Maria Eugenia Moreira da Costa, Melo, Gisely Cardoso de, Barbosa, Maria das Graças Vale, Lonardoni, Maria Valdrinez Campana, Silveira, Thais Gomes Verzignassi, Teodoro, Ueslei","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 509-514","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500007&lang=pt" 
"S0037-86822009000500008-scl","Expansão urbana e distribuição espacial da malária no município de Manaus, Estado do Amazonas","Saraiva, Maria das Graças Gomes, Amorim, Raul Diniz Souza, Moura, Marco Antônio Sabóia, Martinez-Espinosa, Flor Ernestina, Barbosa, Maria das Graças Vale","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 515-522","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500008&lang=pt" 
"S0037-86822009000500009-scl","Febre amarela: estudo de um surto","Ribeiro, Mirtes, Antunes, Carlos Maurício de Figueiredo","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 523-531","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500009&lang=pt" 
"S0037-86822009000500010-scl","Soroprevalência de anticorpos para toxoplasmose, rubéola, citomegalovírus, sífilis e HIV em gestantes sergipanas","Inagaki, Ana Dorcas de Melo, Oliveira, Lívia Albuquerque Resende de, Oliveira, Maria Fabiana Batista de, Santos, Ricardo Cley Silvestre, Araújo, Raquel Melo, Alves, José Antonio Barreto, Pinheiro, Kariny Souza, Gurgel, Ricardo Queiroz, Mussi-Pinhata, Marisa Márcia","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 532-536","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500010&lang=pt" 
"S0037-86822009000500011-scl","A epidemia de aids no Estado de São Paulo: uma aplicação do modelo espaço-temporal bayesiano completo","Prado, Rogério Ruscitto do, Castilho, Euclides Ayres de","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 537-542","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500011&lang=pt" 
"S0037-86822009000500013-scl","Enteropatógenos relacionados à diarréia em pacientes HIV que fazem uso de terapia anti-retroviral","Pupulin, Áurea Regina Telles, Carvalho, Paula Galdino, Nishi, Letícia, Nakamura, Celso Vataru, Guilherme, Ana Lucia Falavigna","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 551-555","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500013&lang=pt" 
"S0037-86822009000500016-scl","Formigas (Hymenoptera: Formicidae) como vetores de bactérias em dois hospitais do município de Divinópolis, Estado de Minas Gerais","Santos, Paula Fernandes dos, Fonseca, Alysson Rodrigo, Sanches, Newton Moreno","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 565-569","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500016&lang=pt" 
"S0037-86822009000500017-scl","Visceral leishmaniasis in Rio de Janeiro, Brazil: eco-epidemiological aspects and control","Marzochi, Mauro Celio de Almeida, Fagundes, Aline, Andrade, Moacir Vieira de, Souza, Marcos Barbosa de, Madeira, Maria de Fátima, Mouta-Confort, Eliame, Schubach, Armando de Oliveira, Marzochi, Keyla Belizia Feldman","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 570-580","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500017&lang=pt" 
"S0037-86822009000500012-scl","Padrão da infecção pelo HIV/AIDS em Manaus, Estado do Amazonas, no período de 1986 a 2000","Silva, Leila Cristina Ferreira da, Santos, Elizabeth Moreira dos, Silva Neto, Antonio Levino da, Miranda, Angélica Espinosa, Talhari, Sinésio, Toledo, Luciano de Medeiros","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 543-550","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500012&lang=pt" 
