"S1415-54192006000500016-scl","Avaliação da superfície da porcelana após a descolagem de braquetes ortodônticos","Mattos, André Moreira, Capelli Júnior, Jonas","Revista Dental Press de Ortodontia e Ortopedia Facial; 11(5); 151-158","Revista Dental Press de Ortodontia e Ortopedia Facial","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-54192006000500016&lang=pt" 
"S0034-70942006000500001-scl","Regressão da anestesia geral em pacientes com paralisia cerebral: estudo comparativo utilizando o índice bispectral","Costa, Verônica Vieira da, Saraiva, Renato Ângelo, Duarte, Leonardo Teixeira Domingues","Revista Brasileira de Anestesiologia; 56(5); 431-442","Revista Brasileira de Anestesiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942006000500001&lang=pt" 
"S0034-70942006000500002-scl","Estudo comparativo de midazolam com cetamina S(+) versus midazolam com bloqueio paracervical uterino para aspiração manual intra-uterina","Almeida, Vonaldo Torres de, Molina, Aurélio","Revista Brasileira de Anestesiologia; 56(5); 443-453","Revista Brasileira de Anestesiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942006000500002&lang=pt" 
"S0034-70942006000500003-scl","Volumes efetivos de anestésicos locais para o bloqueio do compartimento da fáscia ilíaca: estudo comparativo duplamente encoberto entre ropivacaína a 0,5% e bupivacaína a 0,5%","Helayel, Pablo Escovedo, Lobo, Giovanni, Vergara, Roberta, Conceição, Diogo Brüggemann da, Oliveira Filho, Getúlio Rodrigues de","Revista Brasileira de Anestesiologia; 56(5); 454-460","Revista Brasileira de Anestesiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942006000500003&lang=pt" 
"S0034-70942006000500005-scl","Validade da escala hospitalar de ansiedade e depressão em pacientes com dor crônica","Castro, Martha Moreira Cavalcante, Quarantini, Lucas, Batista-Neves, Susana, Kraychete, Durval Campos, Daltro, Carla, Miranda-Scippa, Ângela","Revista Brasileira de Anestesiologia; 56(5); 470-477","Revista Brasileira de Anestesiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942006000500005&lang=pt" 
"S0034-70942006000500006-scl","Efeitos hemodinâmicos e metabólicos imediatos determinados pelas soluções de cloreto de sódio a 7,5% e de sua associação ao dextran 70 a 6% na reanimação do choque hemorrágico: estudo experimental em cães","Meletti, José Fernando Amaral, Braz, José Reinaldo Cerqueira, Módolo, Norma Sueli Pinheiro","Revista Brasileira de Anestesiologia; 56(5); 478-494","Revista Brasileira de Anestesiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942006000500006&lang=pt" 
"S0034-70942006000500009-scl","Pneumoencéfalo intraventricular após perfuração acidental de dura-máter: relato de caso","Barbosa, Fabiano Timbó, Cunha, Rafael Martins da, Rocha, Anita Perpétua Carvalho, Silva Júnior, Hélio José Leal","Revista Brasileira de Anestesiologia; 56(5); 511-517","Revista Brasileira de Anestesiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942006000500009&lang=pt" 
"S0034-70942006000500010-scl","Raquianestesia total após bloqueio do plexo lombar por via posterior: relato de caso","Duarte, Leonardo Teixeira Domingues, Saraiva, Renato Ângelo","Revista Brasileira de Anestesiologia; 56(5); 518-523","Revista Brasileira de Anestesiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942006000500010&lang=pt" 
"S0034-70942006000500011-scl","Bloqueio inadvertido do neuroeixo durante artroplastia vertebral: relato de caso","Lorentz, Michelle Nacur, Martins, Virgínia Gomes, Soares, Raquel Reis","Revista Brasileira de Anestesiologia; 56(5); 524-529","Revista Brasileira de Anestesiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942006000500011&lang=pt" 
"S0034-70942006000500012-scl","Analgesia adjuvante e alternativa","Vale, Nilton Bezerra do","Revista Brasileira de Anestesiologia; 56(5); 530-555","Revista Brasileira de Anestesiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942006000500012&lang=pt" 
"S0034-70942006000500004-scl","Prevalência de paralisia diafragmática após bloqueio de plexo braquial pela via posterior com ropivacaína a 0,2%","Cruvinel, Marcos Guilherme Cunha, Castro, Carlos Henrique Viana de, Silva, Yerkes Pereira, Bessa Júnior, Roberto Cardoso, França, Flávio de Oliveira, Lago, Flávio","Revista Brasileira de Anestesiologia; 56(5); 461-469","Revista Brasileira de Anestesiologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942006000500004&lang=pt" 
"S0103-84782006000500042-scl","A mathematical model for growth in weight of silver catfish (Rhamdia quelen) (Heptapteridae, Siluriformes, Teleostei)","Benaduce, Ana Paula da Silva, Rodrigues, Luiz Alberto Díaz, Mistro, Diomar Cristina, Baldisserotto, Bernardo","Ciência Rural; 36(5); 1606-1610","Ciência Rural","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782006000500042&lang=pt" 
"S0103-84782006000500008-scl","Produção de mudas cítricas em diferentes porta-enxertos e substratos comerciais","Fochesato, Mário Luís, Souza, Paulo Vitor Dutra de, Schäfer, Gilmar, Maciel, Hardi Schmatz","Ciência Rural; 36(5); 1397-1403","Ciência Rural","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782006000500008&lang=pt" 
"S0103-84782006000500021-scl","Identificação do circovírus suíno tipo 2 por reação em cadeia da polimerase e por imunoistoquímica em tecidos suínos arquivados desde 1988 no Brasil","Ciacci-Zanella, Janice Reis, Morés, Nelson, Simon, Neide Lisiane, Oliveira, Salete Rodrigues de, Gava, Danielle","Ciência Rural; 36(5); 1480-1485","Ciência Rural","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782006000500021&lang=pt" 
"S0103-84782006000500027-scl","Perfil de ácidos graxos e qualidade da carne de vacas de descarte terminadas em confinamento recebendo dietas com ou sem adição de monensina","Kuss, Fernando, Restle, João, Deschamps, Francisco, Kosloski, Gilberto Vilmar, Santos, Angélica Pereira dos, Menezes, Luis Fernando Glasenapp de, Fiamoncini, Jarlei","Ciência Rural; 36(5); 1518-1523","Ciência Rural","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782006000500027&lang=pt" 
