"S0120-00622014000300014-col","Han, Byung-Chul. La sociedad de la transparencia. Trad. Raúl Gabas. Barcelona: Herder, 2013. 96 pp","SERRA, JUAN PABLO","Ideas y Valores; 63(156); 260-265","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000300014&lang=pt" 
"S0120-00622014000300015-col","Ockham, Guillermo. OFM. Suma de lógica. Primera parte (2010, 520 pp.); Segunda Parte (2011, 270 pp.); Tercera Parte (I) (2012, 500 pp.); Tercera Parte (II) (2012, 560 pp.). Edición Bilingüe. Trad. Cipriano Sevillano Martín. Madrid: Edición Personal","VAUGHAN, NICOLÁS","Ideas y Valores; 63(156); 266-268","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000300015&lang=pt" 
"S0120-00622014000300018-col","Rivera Muriel, Juan Fernando. &quot;La filosofía sin filosofía de Alberto Caeiro&quot;, Estudios Filosóficos [Universidad de Antioquia] 48.2 (2013): 23-48","BERNAL SALAZAR, ANGIE XIOMARA","Ideas y Valores; 63(156); 274-276","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000300018&lang=pt" 
"S0120-00622014000300019-col","JEAN CAVAILLÈS 1903-1944 In memoriam 70º aniversario de su muerte","LE GALL, SYLVAIN","Ideas y Valores; 63(156); 277-280","Ideas y Valores","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-00622014000300019&lang=pt" 
"S0003-25732014000300008-prt","The killing fields of inequality","Therborn, Göran, Aboim, Sofia","Análise Social; (212); 729-735","Análise Social","Inglês","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0003-25732014000300008&lang=pt" 
"S0003-25732014000300009-prt","Governamentalidade, tecnologias do eu e a história da escola","Ó, Jorge Ramos do","Análise Social; (212); 738-741","Análise Social","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0003-25732014000300009&lang=pt" 
"S0003-25732014000300006-prt","O nome de batismo, o nome do colégio: coordenadas de uma reflexão sociológica","Quaresma, Maria Luísa","Análise Social; (212); 676-699","Análise Social","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0003-25732014000300006&lang=pt" 
"S0003-25732014000300007-prt","Sobreminorias em profissões marcadas pelo género: consequências e reações","Santos, Maria Helena, Amâncio, Lígia","Análise Social; (212); 700-726","Análise Social","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0003-25732014000300007&lang=pt" 
"S0003-25732014000300004-prt","Que trajetórias de classe? Uma análise da mobilidade social em duas gerações de portugueses","Ramos, Vasco","Análise Social; (212); 626-649","Análise Social","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0003-25732014000300004&lang=pt" 
"S0003-25732014000300005-prt","Modernidade, classes sociais e cidadania política: Portugal sob um olhar internacional","Carvalho, Tiago","Análise Social; (212); 650-674","Análise Social","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0003-25732014000300005&lang=pt" 
"S0003-25732014000300002-prt","Habermas e a ideia de continuidade reflexiva do projeto de Estado de bem-estar social","Danner, Leno Francisco","Análise Social; (212); 568-597","Análise Social","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0003-25732014000300002&lang=pt" 
"S0003-25732014000300003-prt","O projeto matrimonial de Isabel Francisca Josefa de Bragança e Vítor Amadeu II de Saboia (1675-1682): estratégias familiares e geopolítica","Martín Marcos, David","Análise Social; (212); 598-623","Análise Social","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0003-25732014000300003&lang=pt" 
"S0003-25732014000300001-prt","Desigualdades económicas multi-escalares: Portugal no contexto global","Cantante, Frederico","Análise Social; (212); 534-566","Análise Social","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0003-25732014000300001&lang=pt" 
"S0003-25732014000300011-prt","Michel Foucault, os poderes e o resíduo da história","Marques, Tiago Pires","Análise Social; (212); 747-751","Análise Social","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0003-25732014000300011&lang=pt" 
"S0003-25732014000300010-prt","Foucault em chave etnográfica: o governo dos guèto de Porto Príncipe","Neiburg, Federico","Análise Social; (212); 742-747","Análise Social","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0003-25732014000300010&lang=pt" 
"S0003-25732014000300013-prt","A luta voltou ao muro","Campos, Ricardo","Análise Social; (212); 757-765","Análise Social","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0003-25732014000300013&lang=pt" 
"S0003-25732014000300012-prt","","Joyce, Patrick","Análise Social; (212); 752-756","Análise Social","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0003-25732014000300012&lang=pt" 
"S0104-07072014000300626-scl","Welcoming and bonding in the conceptions and practices of community health workers","Carli, Rafaela De, Costa, Marta Cocco da, Silva, Ethel Bastos da, Resta, Darielli Gindri, Colomé, Isabel Cristina dos Santos","Texto &amp; Contexto - Enfermagem; 23(3); 626-632","Texto &amp; Contexto - Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072014000300626&lang=pt" 
"S0104-07072014000300712-scl","Factors associated with obesity and overweight in school-aged children","Souza, Márcia Christina Caetano de, Tibúrcio, Jacqueline Domingues, Bicalho, Juliana Mara Flores, Rennó, Heloiza Maria de Siqueira, Dutra, Jacqueline Souza, Campos, Luis Gustavo, Silva, Eduardo Sérgio","Texto &amp; Contexto - Enfermagem; 23(3); 712-719","Texto &amp; Contexto - Enfermagem","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-07072014000300712&lang=pt" 
