"S0102-261X2002000100005-scl","Recuperação de atributos sísmicos utilizando a migração para afastamento nulo","Vasquez, Angela C. R., Oliveira, Adelson S., Tygel, Martin, Santos, Lúcio T.","Revista Brasileira de Geofísica; 20(1); 59-65","Revista Brasileira de Geofísica","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-261X2002000100005&lang=pt" 
"S0102-261X2002000100004-scl","Migração (2,5-D) com amplitudes verdadeiras em meios com gradiente constante de velocidade","Castillo, Luis A., Cruz, João Carlos R., Garabito, German, Urban, Jaime","Revista Brasileira de Geofísica; 20(1); 43-57","Revista Brasileira de Geofísica","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-261X2002000100004&lang=pt" 
"S0102-261X2002000100003-scl","Classificação e eliminação dos ruídos em imagens hiperespectrais pela análise seqüencial da transformação por Fração de Ruído Mínima","Carvalho Júnior, Osmar A., Carvalho, Ana P. F., Meneses, Paulo R., Guimarães, Renato F.","Revista Brasileira de Geofísica; 20(1); 31-41","Revista Brasileira de Geofísica","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-261X2002000100003&lang=pt" 
"S0102-261X2002000100001-scl","O fundo marinho da baía da Ilha Grande, RJ: o relevo submarino e a sedimentação no canal central","Belo, Wellington Ceccopieri, Dias, Gilberto T. M., Dias, Marcelo Sperle","Revista Brasileira de Geofísica; 20(1); 5-15","Revista Brasileira de Geofísica","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-261X2002000100001&lang=pt" 
"S0102-261X2002000100002-scl","O fundo marinho da baía da Ilha Grande, RJ: evidências da ação de correntes e de ondas no canal central com base em formas de fundo observadas em registros de sonar (100kHz)","Belo, Wellington Ceccopieri","Revista Brasileira de Geofísica; 20(1); 17-30","Revista Brasileira de Geofísica","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-261X2002000100002&lang=pt" 
"S0365-28072002000200001-chl","CONTROL DE BABOSAS (Deroceras reticulatum Müller) CON Phasmarhabditis hermaphrodita Schneider (NEMATODA: RHABDITIDAE) EN SUELOS CON SISTEMA DE CERO LABRANZA","France, Andrés, Gerding, Marcos, Céspedes, Cecilia, Cortez, Mónica","Agricultura Técnica; 62(2); 181-190","Agricultura Técnica","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072002000200001&lang=pt" 
"S0365-28072002000200002-chl","ELONGACIÓN Y RAMIFICACIÓN DE TURIONES DE ESPÁRRAGO DURANTE UNA COSECHA PRIMAVERAL","Krarup H., Christian, Contreras E., Samuel","Agricultura Técnica; 62(2); 191-200","Agricultura Técnica","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072002000200002&lang=pt" 
"S0365-28072002000200004-chl","EMPLEO DEL CARACOL DE AGUA DULCE Physa venustula Gould COMO HERRAMIENTA ECOTOXICOLÓGICA PARA LA EVALUACIÓN DE RIESGOS AMBIENTALES POR PLAGUICIDAS","Iannacone O., José, Caballero R., Cecilia","Agricultura Técnica; 62(2); 212-225","Agricultura Técnica","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072002000200004&lang=pt" 
"S0365-28072002000200005-chl","EFECTIVIDAD SIMBIOTICA DE CEPAS NATURALIZADAS DE Mesorhizobium loti Y Bradyrhizobium sp. (Lotus) EN PLANTAS DE TRES ESPECIES DEL GENERO Lotus","Barrientos, Leticia, Higuera, Marcelo, Acuña, Hernán, Guerrero, Jaime, Ortega, Fernando, Seguel, Ivette","Agricultura Técnica; 62(2); 226-236","Agricultura Técnica","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072002000200005&lang=pt" 
"S0365-28072002000200007-chl","EFECTO DE LA TEMPERATURA Y LA SUPLEMENTACIÓN ENERGÉTICA SOBRE LA PRODUCCIÓN DE LECHE EN VACAS LECHERAS A PASTOREO","Jahn, Ernesto, Arredondo, Susana, Bonilla, Walter, Del Pozo, Alejandro","Agricultura Técnica; 62(2); 245-254","Agricultura Técnica","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072002000200007&lang=pt" 
"S0365-28072002000200008-chl","POBLACIÓN Y FERTILIZACIÓN NITROGENADA EN UN HÍBRIDO DE MAÍZ PARA ENSILAJE EN EL VALLE CENTRAL REGADO","Soto O., Patricio, Jahn B., Ernesto, Arredondo S., Susana","Agricultura Técnica; 62(2); 255-265","Agricultura Técnica","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072002000200008&lang=pt" 
