"S0101-31572014000400010-scl","O avanço do processo de matematização na academia brasileira de economia desde a década de 1980","Luperi, Mauricio","Revista de Economia Política; 34(4); 670-688","Revista de Economia Política","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572014000400010&lang=pt" 
"S0103-84782014001202142-scl","Tamanho de parcela e número de repetições em feijão de porco","Cargnelutti Filho, Alberto, Toebe, Marcos, Burin, Cláudia, Alves, Bruna Mendonça, Neu, Ismael Mario Márcio, Casarotto, Gabriele, Facco, Giovani","Ciência Rural; 44(12); 2142-2150","Ciência Rural","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014001202142&lang=pt" 
"S0103-84782014001202197-scl","Moringa oleifera inhibits growth of Candida spp. and Hortaea werneckii isolated from Macrobrachium amazonicum prawn farming with a wide margin of safety","Rocha, Marcos Fábio Gadelha, Alencar, Lucas Pereira de, Brilhante, Raimunda Sâmia Nogueira, Sales, Jamille de Alencar, Ponte, Yago Brito de, Rodrigues, Pedro Henrique de Aragão, Sampaio, Célia Maria de Souza, Cordeiro, Rossana de Aguiar, Castelo-Branco, Débora de Souza Collares Maia, Oliveira, Francisco Carlos de, Barbosa, Francisco Geraldo, Teixeira, Carlos Eduardo Cordeiro, Paiva, Manoel de Araújo Neto, Bandeira, Tereza de Jesus Pinheiro Gomes, Moreira, José Luciano Bezerra, Sidrim, José Júlio Costa","Ciência Rural; 44(12); 2197-2203","Ciência Rural","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014001202197&lang=pt" 
"S0103-84782014001202193-scl","Serology for brucellosis in free-ranging crab-eating foxes (Cerdocyon thous) and brown-nosed coatis (Nasua nasua) from Brazilian Pantanal","Dorneles, Elaine Maria Seles, Pellegrin, Aiesca Oliveira, Péres, Igor Alexandre Hany Fuzeta Schabib, Mathias, Luis Antônio, Mourão, Guilherme, Bianchi, Rita de Cassia, Olifiers, Natalie, Rocha, Fabiana Lopes, Lage, Andrey Pereira","Ciência Rural; 44(12); 2193-2196","Ciência Rural","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014001202193&lang=pt" 
"S0103-84782014001202157-scl","Produção e qualidade de frutos de mirtileiros sob diferentes intensidades de poda","Souza, André Luiz Külkamp de, Pereira, Robson Rodrigues, Camargo, Samila Silva, Fisher, Doralice Lobato de Oliveira, Schuch, Márcia Wulff, Pasa, Mateus da Silveira, Schmitz, Juliano Dutra","Ciência Rural; 44(12); 2157-2163","Ciência Rural","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014001202157&lang=pt" 
"S0103-84782014001202178-scl","Relação solo-vegetação em remanescente da floresta estacional decidual na Região Central do Rio Grande do Sul","Rovedder, Ana Paula Moreira, Almeida, Clarice Maboni de, Araujo, Maristela Machado, Tonetto, Thaíse da Silva, Scotti, Marta Silvana Volpato","Ciência Rural; 44(12); 2178-2185","Ciência Rural","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014001202178&lang=pt" 
"S0103-84782014001202118-scl","Precipitação artificial após aplicação do inseticida clorantraniliprole associado com adjuvante em plantas de soja","Arrué, Adriano, Guedes, Jerson Vanderlei Carús, Storck, Lindolfo, Swarowsky, Alexandre, Cagliari, Deise, Burtet, Leonardo Moreira, Arnemann, Jonas André","Ciência Rural; 44(12); 2118-2123","Ciência Rural","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014001202118&lang=pt" 
"S0103-84782014001202111-scl","Enxofre elementar no manejo do pH de substrato orgânico alcalino","Boaro, Vinicius, Schwarz, Sergio Francisco, Souza, Paulo Vitor Dutra de, Soares, Wagner, Lourosa, Gil Vicente","Ciência Rural; 44(12); 2111-2117","Ciência Rural","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014001202111&lang=pt" 
"S0103-84782014001202124-scl","Conservantes florais comerciais nas soluções de manutenção de hastes florais de gérbera de corte","Schmitt, Fernanda, Milani, Marília, Duarte, Valmir, Schafer, Gilmar, Bender, Renar João","Ciência Rural; 44(12); 2124-2128","Ciência Rural","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014001202124&lang=pt" 
"S0103-84782014001202129-scl","Emergência e crescimento inicial de plântulas de Platymiscium floribundum Vog. em função de diferentes posições e profundidades de semeadura","Alves, Magnólia Martins, Alves, Edna Ursulino, Silva-Moura, Sueli dos Santos, Araújo, Luciana Rodrigues de, Silva, Rosemere dos Santos, Ursulino, Marina Matias","Ciência Rural; 44(12); 2129-2135","Ciência Rural","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014001202129&lang=pt" 
"S0103-84782014001202252-scl","Quality of aged shoulder from lambs fed with different oldman saltbush hay levels (Atriplex nummularia)","Alvarenga, Tharcilla Isabella Rodrigues Costa, Borba, Hirasilva, Moreno, Greicy Mitzi Bezerra, Araújo, Gherman Garcia Leal de, Mello, Juliana Lolli Malagoli de, Dourado, Rita de Cássia, Barbosa, José Carlos, Souza, Pedro Alves de","Ciência Rural; 44(12); 2252-2257","Ciência Rural","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782014001202252&lang=pt" 
