"S0104-11692008000300007-scl","The use of liquid petroleum jelly in the prevention of perineal lacerations during birth","Araújo, Natalúcia Matos, Oliveira, Sonia Maria Junqueira Vasconcellos de","Revista Latino-Americana de Enfermagem; 16(3); 375-381","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000300007&lang=pt" 
"S0104-11692008000300008-scl","Sexuality of women attended in family health program: a social poetic production","Gomes, Maria Elidiana Araújo, Silveira, Lia Carneiro, Petit, Sandra Haydeé, Brasileiro, Georgia Maria Viana, Almeida, Arisa Nara Saldanha de","Revista Latino-Americana de Enfermagem; 16(3); 382-388","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000300008&lang=pt" 
"S0104-11692008000300009-scl","Social representations of low-income diabetic women according to the health-disease process","Péres, Denise Siqueira, Franco, Laércio Joel, Santos, Manoel Antônio dos, Zanetti, Maria Lúcia","Revista Latino-Americana de Enfermagem; 16(3); 389-395","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000300009&lang=pt" 
"S0104-11692008000300010-scl","Detection of the Hepatitis C virus in a population of adults","Fagundes, Glauco Danielle, Bonazza, Vicente, Ceretta, Luciane Bisognin, Back, Álvaro José, Bettiol, Jane","Revista Latino-Americana de Enfermagem; 16(3); 396-400","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000300010&lang=pt" 
"S0104-11692008000300012-scl","Nurses&#039; perception concerning the care for patients with physical disabilities that interfere with self-image: a phenomenological approach","Pinto, Karin Kalita de Oliveira, Spiri, Wilza Carla","Revista Latino-Americana de Enfermagem; 16(3); 407-413","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000300012&lang=pt" 
"S0104-11692008000300013-scl","Patients with acute myocardial infarction and interfering factors when seeking emergency care: implications for health education","Franco, Betina, Rabelo, Eneida Rejane, Goldemeyer, Silvia, Souza, Emiliane Nogueira de","Revista Latino-Americana de Enfermagem; 16(3); 414-418","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000300013&lang=pt" 
"S0104-11692008000300014-scl","Meanings of care in health promotion","Falcón, Gladys Carmela Santos, Erdmann, Alacoque Lorenzini, Backes, Dirce Stein","Revista Latino-Americana de Enfermagem; 16(3); 419-424","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000300014&lang=pt" 
"S0104-11692008000300015-scl","Clinical case studies in mental health by means of the on-line discussion","Silva, Edilaine Cristina da, Furegato, Antonia Regina Ferreira, Godoy, Simone de","Revista Latino-Americana de Enfermagem; 16(3); 425-431","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000300015&lang=pt" 
"S0104-11692008000300016-scl","Predetermining value analysis of the prehospital phase procedures in trauma victims survival","Malvestio, Marisa Aparecida Amaro, Sousa, Regina Marcia Cardoso de","Revista Latino-Americana de Enfermagem; 16(3); 432-438","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000300016&lang=pt" 
"S0104-11692008000300017-scl","Work under urgency and emergency and its relation with the health of nursing professionals","Dal Pai, Daiane, Lautert, Liana","Revista Latino-Americana de Enfermagem; 16(3); 439-444","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000300017&lang=pt" 
"S0104-11692008000300018-scl","Determination and support as successful factors for smoking cessation","Echer, Isabel Cristina, Barreto, Sérgio Saldanha Menna","Revista Latino-Americana de Enfermagem; 16(3); 445-451","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692008000300018&lang=pt" 
