"S0100-40422004000100006-scl","Estudo da estrutura e da solvatação do HNP-3, um antibiótico natural, por dinâmica molecular","Namba, Adriana M., Degrève, Léo","Química Nova; 27(1); 27-34","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000100006&lang=pt" 
"S0100-40422004000100007-scl","Emprego de óxidos tipo perovskita nas oxidações do propano e CO","Silva, Paulo Roberto Nagipe da","Química Nova; 27(1); 35-41","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000100007&lang=pt" 
"S0100-40422004000100014-scl","Anestésicos locais: interação com membranas de eritrócitos de sangue humano, estudada por ressonância magnética nuclear de ¹H e 31P","Fraceto, Leonardo Fernandes, Paula, Eneida de","Química Nova; 27(1); 66-71","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000100014&lang=pt" 
"S0100-40422004000100015-scl","Estudo experimental e teórico da redução de bases de Schiff derivadas da 3,3-difenilpropilamina","Esteves-Souza, Andressa, Echevarria, Aurea, Sant&#039;Anna, Carlos Mauricio R., Nascimento, Maria da Graça","Química Nova; 27(1); 72-75","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000100015&lang=pt" 
"S0100-40422004000100016-scl","Novel neutral iron(II) isocyanide maleonitrile dithiolate [Fe(S2C2(CN)2)(t-BuNC) 4] compound","Morigaki, Milton K., Silva, Elias M. da, Melo, Carlos V. P. de, Larica, Carlos, Biondo, Armando, Freitas, Jair C. C., Dias, Gilson H. M., Ribeiro, Holgadinei R.","Química Nova; 27(1); 76-78","Química Nova","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000100016&lang=pt" 
"S0100-40422004000100018-scl","Alcóxidos como precursores na síntese de novos materiais através do processo sol-gel","Airoldi, Claudio, Farias, Robson Fernandes de","Química Nova; 27(1); 84-88","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000100018&lang=pt" 
"S0100-40422004000100020-scl","Vitaminas lipossolúveis em alimentos: uma abordagem analítica","Paixão, José A. da, Stamford, Tânia L. M.","Química Nova; 27(1); 96-105","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000100020&lang=pt" 
"S0100-40422004000100021-scl","Química de complexos de (etilenodiaminatetraacetato)rutenato(III/II)","Rein, Francisca N., Rocha, Reginaldo C., Toma, Henrique E.","Química Nova; 27(1); 106-222","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000100021&lang=pt" 
"S0100-40422004000100025-scl","Modificação de óleos e gorduras por biotransformação","Castro, Heizir F. de, Mendes, Adriano A., Santos, Júlio C. dos, Aguiar, Cláudio L. de","Química Nova; 27(1); 146-156","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000100025&lang=pt" 
"S0100-40422004000100029-scl","Fritz Feigl: sua obra e novos campos tecno-científicos por ela originados","Espinola, Aïda","Química Nova; 27(1); 169-176","Química Nova","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422004000100029&lang=pt" 
"S0042-96862004000200021-spa","Health-related Millennium Development Goals out of reach for many countries","","Bulletin of the World Health Organization; 82(2); 156-157","Bulletin of the World Health Organization","Inglês","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862004000200021&lang=pt" 
