"S0104-530X2004000300001-scl","Carta do editor","Martins, Roberto Antonio","Gestão &amp; Produção; 11(3); i-i","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000300001&lang=pt" 
"S0104-530X2004000300012-scl","Auditoria e sistema de informação em canais de insumos do agronegócio: proposta de uma ferramenta de pesquisa","Teixeira, Lucas, Neves, Marcos Fava, Scare, Roberto Fava","Gestão &amp; Produção; 11(3); 399-411","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000300012&lang=pt" 
"S0104-530X2004000300006-scl","Análise de políticas de gestão em cadeias de suprimentos por modelos de simulação","Oliveira, Carlos Machado de, Carvalho, Marcius Fabius Henriques de","Gestão &amp; Produção; 11(3); 313-329","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000300006&lang=pt" 
"S0104-530X2004000300007-scl","Método para análise de benefícios em cadeias de suprimento: um estudo de caso","Scramim, Fernando Cezar Leandro, Batalha, Mário Otávio","Gestão &amp; Produção; 11(3); 331-342","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000300007&lang=pt" 
"S0104-530X2004000300008-scl","Uma análise das características da estrutura de governança em sistemas locais de produção e suas relações com a cadeia global","Garcia, Renato, Motta, Flávia Gutierrez, Amato Neto, João","Gestão &amp; Produção; 11(3); 343-354","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000300008&lang=pt" 
"S0104-530X2004000300009-scl","Coordenação da qualidade em cadeias de produção: estrutura e método para cadeias agroalimentares","Toledo, José Carlos de, Borrás, Miguel Angel Aires, Scalco, Andréa Rossi, Lima, Luciano Silva","Gestão &amp; Produção; 11(3); 355-372","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000300009&lang=pt" 
"S0104-530X2004000300010-scl","Analisando a reconfiguração da cadeia de produção de pneus no Brasil pela economia dos custos de transação","Cabral, Sandro","Gestão &amp; Produção; 11(3); 373-384","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000300010&lang=pt" 
"S0104-530X2004000300011-scl","Um estudo da competitividade dos diferentes canais de distribuição de hortaliças","Lourenzani, Ana Elisa Bressan Smith, Silva, Andrea Lago da","Gestão &amp; Produção; 11(3); 385-398","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000300011&lang=pt" 
"S0104-530X2004000300013-scl","Mudanças de forecast na indústria automobilística: iniciativas para a estruturação dos processos de tomada de decisão e processamento da informação","Roldan, Frederico, Miyake, Dario Ikuo","Gestão &amp; Produção; 11(3); 413-427","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000300013&lang=pt" 
"S0104-530X2004000300014-scl","Desenvolvimento de uma ferramenta para a gestão da logística da captação de leite de uma cooperativa agropecuária","Martins, Ricardo Silveira, Lobo, Débora Silva, Rocha Júnior, Weimar Freire da, Oliveira, Homero Fernandes de, Martins, Paulo do Carmo, Yamaguchi, Luiz Carlos Takao","Gestão &amp; Produção; 11(3); 429-440","Gestão &amp; Produção","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2004000300014&lang=pt" 
"S1413-78522004000400006-scl","Nódulo reumatóide intermetatarsal com sintomas de neuroma de Morton: diagnóstico diferencial","Santos, Antonio Carlos Flores dos","Acta Ortopédica Brasileira; 12(4); 233-235","Acta Ortopédica Brasileira","Inglês, Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522004000400006&lang=pt" 
