"S0034-83762005000400001-mex","El registro obligatorio de los ensayos clínicos terapéuticos. Pros y contras","Ponce de León, Sergio","Revista de investigación clínica; 57(4); 496-497","Revista de investigación clínica","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0034-83762005000400001&lang=pt" 
"S0034-83762005000400010-mex","Activated protein C resistance and lupus anticoagulant activity induced by plasma and purified monospecific human IgG anti-β2-glycoprotein-I antibodies","Viveros, Martha E., Cabiedes, Javier, Reyes, Elba, Cabral, Antonio R.","Revista de investigación clínica; 57(4); 563-571","Revista de investigación clínica","Inglês","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0034-83762005000400010&lang=pt" 
"S0034-83762005000400011-mex","Perspectivas en la genómica del retinoblastoma: Implicaciones del gen supresor de tumor RB1","Rodríguez-Cruz, Maricela, del Prado, Martha, Salcedo, Mauricio","Revista de investigación clínica; 57(4); 572-581","Revista de investigación clínica","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0034-83762005000400011&lang=pt" 
"S0034-83762005000400012-mex","Virus, inmunosupresión y el receptor de trasplante renal","Alberú, Josefina, Villasís, Angelina","Revista de investigación clínica; 57(4); 582-595","Revista de investigación clínica","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0034-83762005000400012&lang=pt" 
"S0034-83762005000400013-mex","Patogénesis de la hipertensión portal","Montaño-Loza, Aldo, Meza-Junco, Judith","Revista de investigación clínica; 57(4); 596-607","Revista de investigación clínica","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0034-83762005000400013&lang=pt" 
"S0034-83762005000400014-mex","Tabaco y tabaquismo en la historia de México y de Europa","de Micheli, Alfredo, Izaguirre-Ávila, Raúl","Revista de investigación clínica; 57(4); 608-613","Revista de investigación clínica","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0034-83762005000400014&lang=pt" 
"S0034-83762005000400002-mex","Características inmunológicas de los niños infectados por vía vertical con el VIH: estudio de casos y controles","González, Ida, Gil, Lizette, Molina, Randelys, González, Aileen, Toledo, María E., Díaz-Jidy, Manuel, Pérez, Jorge","Revista de investigación clínica; 57(4); 498-504","Revista de investigación clínica","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0034-83762005000400002&lang=pt" 
"S0034-83762005000400003-mex","Relación entre el diagnóstico morfológico de EHNA (esteatohepatitis no alcohólica) y pruebas de función hepática en un grupo de pacientes con obesidad extrema","Chavarría-Arciniega, Sonia, López-Alvarenga, Juan Carlos, Uribe-Uribe, Norma Ofelia, Herrera-Hernández, Miguel, González-Barranco, Jorge","Revista de investigación clínica; 57(4); 505-512","Revista de investigación clínica","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0034-83762005000400003&lang=pt" 
"S0034-83762005000400004-mex","Características de pacientes asmáticos mexicanos atendidos en consulta externa","Fernández-Vega, Margarita, Vargas, Mario H., Regalado-Pineda, Justino, Chapela-Mendoza, Rocío, Salas-Hernández, Jorge","Revista de investigación clínica; 57(4); 513-521","Revista de investigación clínica","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0034-83762005000400004&lang=pt" 
"S0034-83762005000400005-mex","Disminución de ácido fólico y alteraciones cognitivas en pacientes con epilepsia tratados con fenitoína o carbamazepina, estudio piloto","Hernández, Raúl, Fernández, Ma. de los Ángeles, Miranda, Gabriela, Suástegui, Roberto","Revista de investigación clínica; 57(4); 522-531","Revista de investigación clínica","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0034-83762005000400005&lang=pt" 
"S0034-83762005000400006-mex","Prevalencia de fluorosis dental y fuentes adicionales de exposición a fluoruro como factores de riesgo a fluorosis dental en escolares de Campeche, México","Beltrán-Valladares, Perla Rubí, Cocom-Tun, Héctor, Casanova-Rosado, Juan Fernando, Vallejos-Sánchez, Ana Alicia, Medina-Solís, Cario Eduardo, Maupomé, Gerardo","Revista de investigación clínica; 57(4); 532-539","Revista de investigación clínica","Espanhol","2005","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0034-83762005000400006&lang=pt" 
