"S2237-93632015000100028-scl","A double-blind, randomized and placebo-controlled clinical trial with Agaricus sylvaticus fungus in anthropometric profile of women with colon cancer","Fortes, Renata Costa, Souza, Jhuly Amado, Novaes, Maria Rita Carvalho Garbi","Journal of Coloproctology (Rio de Janeiro); 35(1); 28-34","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000100028&lang=pt" 
"S0103-73312015000100059-scl","Vivendo com insuficiência renal: obstáculos na terapia da hemodiálise na perspectiva das pessoas doentes e suas famílias","Mercado-Martinez, Francisco Javier, Silva, Denise Guerreiro Vieira da, Souza, Sabrina da Silva de, Zillmer, Juliana Graciela Vestana, Lopes, Soraia Geraldo Rozza, Böell, Julia Estela","Physis: Revista de Saúde Coletiva; 25(1); 59-74","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100059&lang=pt" 
"S0101-20612015000100157-scl","Study of thermodynamic water properties and moisture sorption hysteresis of mango skin","Souza, Silvio José Ferreira de, Alves, Aline Inácio, Vieira, Érica Nascif Rufino, Vieira, José Antônio Gomez, Ramos, Afonso Mota, Telis-Romero, Javier","Food Science and Technology (Campinas); 35(1); 157-166","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100157&lang=pt" 
"S0101-20612015000100207-scl","Development of the Food List for a Brazilian Total Diet Study","Avegliano, Roseane Pagliaro, Maihara, Vera Akiko, Silva, Fábio Fernando da","Food Science and Technology (Campinas); 35(1); 207-212","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100207&lang=pt" 
"S0101-20612015000100143-scl","Cajá-flavored drinks: a proposal for mixed flavor beverages and a study of the consumer profile","Mamede, Maria Eugênia de Oliveira, Kalschne, Daneysa Lahis, Santos, Adriana Pereira Coelho, Benassi, Marta de Toledo","Food Science and Technology (Campinas); 35(1); 143-149","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100143&lang=pt" 
"S0103-73312015000100139-scl","Da gravidez de &quot;risco&quot; às &quot;maternidades de risco&quot;. Biopolítica e regulações sanitárias nas experiências de mulheres de camadas populares de Recife","Robles, Alfonsina Faya","Physis: Revista de Saúde Coletiva; 25(1); 139-169","Physis: Revista de Saúde Coletiva","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312015000100139&lang=pt" 
"S0101-20612015000100175-scl","Influence of harvest year in the physicochemical properties and antioxidant activity of flaxseed hull oils from Tunisia","Herchi, Wahid, Bahashwan, Saleh, Sakouhi, Faouzi, Boukhchina, Sadok","Food Science and Technology (Campinas); 35(1); 175-182","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100175&lang=pt" 
"S0101-20612015000100196-scl","Vinegar rice (Oryza sativa L.) produced by a submerged fermentation process from alcoholic fermented rice","Spinosa, Wilma Aparecida, Santos Júnior, Vitório dos, Galvan, Diego, Fiorio, Jhonatan Luiz, Gomez, Raul Jorge Hernan Castro","Food Science and Technology (Campinas); 35(1); 196-201","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100196&lang=pt" 
"S0101-20612015000100202-scl","Effect of previous chilling storage on quality loss in frozen (–20 °C) sierra (Scomberomorus sierra) muscle packed with a low-density polyethylene film containing butylated hydroxytoluene","Soto-Valdez, Herlinda, Ezquerra-Brauer, Josafat Marina, Márquez-Ríos, Enrique, Torres-Arreola, Wilfrido","Food Science and Technology (Campinas); 35(1); 202-206","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100202&lang=pt" 
"S0101-20612015000100074-scl","The importance of heat against antinutritional factors from Chenopodium quinoa seeds","Silva, José Antonio da, Pompeu, Dávia Guimarães, Costa, Olavo Flores da, Gonçalves, Daniel Bonoto, Spehar, Carlos Roberto, Marangoni, Sérgio, Granjeiro, Paulo Afonso","Food Science and Technology (Campinas); 35(1); 74-82","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100074&lang=pt" 
"S0101-20612015000100167-scl","ACE-I inhibitory properties of hydrolysates from germinated and ungerminated Phaseolus lunatus proteins","Magaña, Mario Domínguez, Segura-Campos, Maira, Dávila-Ortiz, Gloria, Betancur-Ancona, David, Chel-Guerrero, Luis","Food Science and Technology (Campinas); 35(1); 167-174","Food Science and Technology (Campinas)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612015000100167&lang=pt" 
