"S0718-34292014000100013-chl","Polifenoles totales en pan de abeja (Apis mellifera L.) de colmenas de la Región de La Araucanía","Araneda Durán, Ximena, Quezada Mardones, Ingrid, Martínez Gutiérrez, María, Morales Ulloa, Daniza","Idesia (Arica); 32(1); 107-111","Idesia (Arica)","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292014000100013&lang=pt" 
"S0718-34292014000100007-chl","Hidrogeoquímica de salinas Zapotitlán y los lagos-cráter Alchichica y Atexcac, Puebla","Mancilla Villa, Oscar Raúl, Bautista Olivas, Ana Laura, Ortega Escobar, Héctor Manuel, Sánchez Bernal, Edgar Iván, Can Chulim, Álvaro, Guevara Gutiérrez, Rubén Darío, Ortega Mikolaev, Ygor Manuel","Idesia (Arica); 32(1); 55-69","Idesia (Arica)","Espanhol","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292014000100007&lang=pt" 
"S0718-34292014000100004-chl","Morphological changes and quality of papaya seeds as correlated to their location within the fruit and ripening stages","Dias, Maristela Aparecida, Dias, Denise Cunha Fernandes dos Santos, Junior, Francisco Guilhien Gomes, Cícero, Silvio Moure","Idesia (Arica); 32(1); 27-34","Idesia (Arica)","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292014000100004&lang=pt" 
"S2306-41022014000100008-mex","Resultados del manejo quirúrgico en fracturas parciales de la tibia proximal","Barragán-Hervella, RG, Pulido-Méndez, LP, Hernández-López, J, Montiel-Jarquín, AJ, Torres-González, R, García-Carrasco, M, Mendoza-Pinto, C, López-Colombo, A","Acta ortopédica mexicana; 28(1); 39-44","Acta ortopédica mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2306-41022014000100008&lang=pt" 
"S2306-41022014000100009-mex","Embolismo gaseoso tras el uso del sistema de lavado CarboJet® durante la hemiartroplastía de cadera: Caso clínico y revisión de la literatura","Lax-Pérez, R, Ferrero-Manzanal, F, Marín-Peña, O, Murcia-Asensio, A","Acta ortopédica mexicana; 28(1); 45-48","Acta ortopédica mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2306-41022014000100009&lang=pt" 
"S2306-41022014000100006-mex","Análisis descriptivo de la asimetría pélvica en una población asintomática","Barbosa, AC, Bonifácio, DN, Lopes, IP, Martins, FLM, Barbosa, MCSA, Barbosa, AC","Acta ortopédica mexicana; 28(1); 28-32","Acta ortopédica mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2306-41022014000100006&lang=pt" 
"S2306-41022014000100007-mex","Repercusión funcional en el rendimiento físico-atlético postoperatorio de pacientes deportistas con lesiones meniscales","Cristiani-Díaz, GA, Delgado-Brambila, HA","Acta ortopédica mexicana; 28(1); 33-38","Acta ortopédica mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2306-41022014000100007&lang=pt" 
"S2306-41022014000100004-mex","Plastía del tendón de Aquiles en lesiones inveteradas: Técnica modificada de Pérez Teuffer","Martínez-Estrada, JG, Martínez, EF","Acta ortopédica mexicana; 28(1); 19-22","Acta ortopédica mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2306-41022014000100004&lang=pt" 
"S2306-41022014000100005-mex","Apertura del primer espacio en pacientes con artrogriposis múltiple congénita y pulgar aducto con técnica de colgajo dorsorradial del índice","Rodríguez-Ramos, N, Capdevila-Leonori, R, Nualart-Hernández, L","Acta ortopédica mexicana; 28(1); 23-27","Acta ortopédica mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2306-41022014000100005&lang=pt" 
"S2306-41022014000100002-mex","Tratamiento y reconstrucción en tumores óseos del húmero con prótesis no convencional tipo RIMAG","Linares-González, LM, Rico-Martínez, G, Domínguez-Hernández, VM, Araujo-Monsalvo, V, Delgado-Cedillo, EA, León-Hernández, SR","Acta ortopédica mexicana; 28(1); 3-11","Acta ortopédica mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2306-41022014000100002&lang=pt" 
"S2306-41022014000100003-mex","Variación de la temperatura intradiscal por efecto de la terapia térmica con radiofrecuencia: Estudio en cadáveres","Ramírez-León, JF, Rugeles-Ortiz, JG, Barreto-Perea, JA, Alonso-Cuéllar, GO","Acta ortopédica mexicana; 28(1); 12-18","Acta ortopédica mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2306-41022014000100003&lang=pt" 
"S2306-41022014000100001-mex","Consejo Mexicano de Ortopedia y Traumatología, A.C.","Castellanos-González, MA","Acta ortopédica mexicana; 28(1); 1-2","Acta ortopédica mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2306-41022014000100001&lang=pt" 
