"S0102-33062012000300008-scl","Morfologia de plântulas das espécies de Rhynchosia (Leguminosae, Papilionoideae) de Roraima, Brasil","Rodrigues, Rodrigo Schütz, Hirt, Ana Paula Moreira, Flores, Andréia Silva","Acta Botanica Brasilica; 26(3); 585-592","Acta Botanica Brasilica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062012000300008&lang=pt" 
"S0102-33062012000300009-scl","Padrões espaciais e ecológicos de espécies arbóreas refletem a estrutura em mosaicos de uma floresta subtropical","Loregian, Alexandre Copatti, Silva, Bruno Barbosa, Zanin, Elisabete Maria, Decian, Vanderlei Secretti, Henke-Oliveira, Carlos, Budke, Jean Carlos","Acta Botanica Brasilica; 26(3); 593-606","Acta Botanica Brasilica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062012000300009&lang=pt" 
"S0102-33062012000300015-scl","Etnobotânica das variedades locais do cará (Dioscorea spp.) cultivados em comunidades no município de Caapiranga, estado do Amazonas","Castro, Albejamere Pereira de, Fraxe, Therezinha de Jesus Pinto, Pereira, Henrique dos Santos, Kinupp, Valdely Ferreira","Acta Botanica Brasilica; 26(3); 658-667","Acta Botanica Brasilica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062012000300015&lang=pt" 
"S0102-33062012000300013-scl","Ontogenia do fruto em desenvolvimento de Alternanthera tenella Colla e Amaranthus blitum Linnaeus (Amaranthaceae)","Harthman, Vanessa de Carvalho, Souza, Luiz Antonio de","Acta Botanica Brasilica; 26(3); 642-650","Acta Botanica Brasilica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062012000300013&lang=pt" 
"S0102-33062012000300012-scl","Fenologia reprodutiva, sazonalidade e germinação de Kielmeyera regalis Saddi (Clusiaceae), espécie endêmica dos campos rupestres da Cadeia do Espinhaço, Brasil","Ranieri, Bernardo Dourado, Negreiros, Daniel, Lana, Tate Corrêa, Pezzini, Flavia Fonseca, Fernandes, Geraldo Wilson","Acta Botanica Brasilica; 26(3); 632-641","Acta Botanica Brasilica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062012000300012&lang=pt" 
"S0102-33062012000300014-scl","Two new species of Handroanthus Mattos (Bignoniaceae) from the state of Bahia, Brazil","Santo, Fabio da Silva do Espírito, Silva-Castro, Milene Maria da, Rapini, Alessandro","Acta Botanica Brasilica; 26(3); 651-657","Acta Botanica Brasilica","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062012000300014&lang=pt" 
"S0102-33062012000300018-scl","Atividade alelopática de extratos de diferentes partes de juazeiro (Ziziphus joazeiro Mart. - Rhamnaceae)","Oliveira, Andreya Kalyana de, Coelho, Maria de Fátima Barbosa, Maia, Sandra Sely Silveira, Diógenes, Francisco Ésio Porto, Medeiros Filho, Sebastião","Acta Botanica Brasilica; 26(3); 685-690","Acta Botanica Brasilica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062012000300018&lang=pt" 
"S0102-33062012000300021-scl","Taxonomia e distribuição de Cheilolejeunea aneogyna (Spruce) A. Evans (Lejeuneaceae, Marchantiophyta)","Bastos, Cid José Passos","Acta Botanica Brasilica; 26(3); 709-713","Acta Botanica Brasilica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062012000300021&lang=pt" 
"S0102-33062012000300022-scl","Efeitos da escarificação química e da concentração de nitrogênio sobre a germinação e o desenvolvimento in vitro de Vanilla planifolia Jack ex Andr. (Orchidaceae: Vanilloideae)","Pedroso-de-Moraes, Cristiano, Souza-Leal, Thiago de, Panosso, Alan Rodrigo, Souza, Marcelo Claro de","Acta Botanica Brasilica; 26(3); 714-719","Acta Botanica Brasilica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062012000300022&lang=pt" 
"S1679-87592012000300005-scl","Nuclear abnormalities in erythrocytes and morphometric indexes in the catfish Cathorops spixii (Ariidae) from different sites on the southeastern Brazilian coast","Azevedo, Juliana de Souza, Braga, Elisabete de Santis, Ribeiro, Ciro Alberto Oliveira","Brazilian Journal of Oceanography; 60(3); 323-330","Brazilian Journal of Oceanography","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592012000300005&lang=pt" 
"S1679-87592012000300004-scl","Export of materials along a tidal river channel that links a coastal lagoon to the adjacent sea","Ramírez, Javier Aldeco, Poillon, Martha Signoret, Gómez, María Adela Monreal, León, David Alberto Salas de","Brazilian Journal of Oceanography; 60(3); 311-322","Brazilian Journal of Oceanography","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592012000300004&lang=pt" 
