"S0104-59702006000500006-scl","O corpo transparente: visualização médica e cultura popular no século XX","Ortega, Francisco","História, Ciências, Saúde-Manguinhos; 13(); 89-107","História, Ciências, Saúde-Manguinhos","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702006000500006&lang=pt" 
"S0104-59702006000500009-scl","Cinema e imaginário científico","Oliveira, Bernardo Jefferson de","História, Ciências, Saúde-Manguinhos; 13(); 133-150","História, Ciências, Saúde-Manguinhos","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702006000500009&lang=pt" 
"S0104-59702006000500010-scl","Brunelleschi&#039;s mirror, Alberti&#039;s window, and Galileo&#039;s &#039;perspective tube&#039;","Edgerton, Samuel Y.","História, Ciências, Saúde-Manguinhos; 13(); 151-179","História, Ciências, Saúde-Manguinhos","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702006000500010&lang=pt" 
"S0104-59702006000500011-scl","Cloning goes to the movies","Cormick, Craig","História, Ciências, Saúde-Manguinhos; 13(); 181-212","História, Ciências, Saúde-Manguinhos","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702006000500011&lang=pt" 
"S0104-59702006000500017-scl","Fayga Ostrower, uma vida aberta à sensibilidade e ao intelecto","Almeida, Carla","História, Ciências, Saúde-Manguinhos; 13(); 269-289","História, Ciências, Saúde-Manguinhos","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702006000500017&lang=pt" 
"S0104-59702006000500018-scl","(En)canto científico: temas de ciência em letras da música popular brasileira","Moreira, Ildeu de Castro, Massarani, Luisa","História, Ciências, Saúde-Manguinhos; 13(); 291-307","História, Ciências, Saúde-Manguinhos","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702006000500018&lang=pt" 
"S0021-75572006000600003-scl","É preciso prever a falha de extubação","Farias, Julio A., Monteverde, Ezequiel","Jornal de Pediatria; 82(5); 322-324","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600003&lang=pt" 
"S0021-75572006000600018-scl","Pediatria: pesquisa e publicações","Ejzenberg, Bernardo, Carneiro-Sampaio, Magda","Jornal de Pediatria; 82(5); 401-402","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600018&lang=pt" 
"S0021-75572006000600002-scl","A exceção Latino-Americana: por que a asma na infância é tão prevalente no Brasil?","Pearce, Neil, Douwes, Jeroen","Jornal de Pediatria; 82(5); 319-321","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600002&lang=pt" 
"S0021-75572006000600001-scl","Ingestão de sódio em lactentes de muito baixo peso ao nascer: será que mais é sempre melhor?","Baumgart, Stephen","Jornal de Pediatria; 82(5); 317-319","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600001&lang=pt" 
"S0021-75572006000600005-scl","Fração de excreção de sódio, osmolaridade e densidade urinária em recém-nascidos prematuros alimentados com leite humano de banco adicionado de suplemento","Tanaka, Atsuko, Rugolo, Ligia M. S. S., Miranda, Antero F. M., Trindade, Cleide E. P.","Jornal de Pediatria; 82(5); 335-340","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600005&lang=pt" 
"S0021-75572006000600006-scl","Prevalência de sintomas de asma, rinite e eczema atópico entre crianças e adolescentes brasileiros identificados pelo International Study of Asthma and Allergies (ISAAC): fase 3","Solé, Dirceu, Wandalsen, Gustavo F., Camelo-Nunes, Inês Cristina, Naspitz, Charles K.","Jornal de Pediatria; 82(5); 341-346","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600006&lang=pt" 
"S0021-75572006000600016-scl","Alergia a baratas: fator de risco para asma de maior gravidade","Camelo-Nunes, Inês C., Solé, Dirceu","Jornal de Pediatria; 82(5); 398-400","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600016&lang=pt" 
"S0021-75572006000600017-scl","Prevalência de doença celíaca em crianças e adolescentes com diabetes tipo 1","Rosário, Nelson, Landgraf, Loraine Farias","Jornal de Pediatria; 82(5); 400-401","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600017&lang=pt" 
"S0021-75572006000600004-scl","Úlcera péptica gastroduodenal e infecção pelo Helicobacter pylori na criança e adolescente","Bittencourt, Paulo F. S., Rocha, Gifone A., Penna, Francisco J., Queiroz, Dulciene M. M.","Jornal de Pediatria; 82(5); 325-334","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600004&lang=pt" 
"S0021-75572006000600008-scl","Etiologia de exantema em crianças em uma área endêmica de dengue","Campagna, Delmina de S., Miagostovich, Marize P., Siqueira, Marilda M., Cunha, Rivaldo V. da","Jornal de Pediatria; 82(5); 354-358","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600008&lang=pt" 
"S0021-75572006000600009-scl","Avaliação do pico de pressão e da freqüência respiratória durante o uso de balão auto-inflável em um modelo de pulmão neonatal","Resende, Jefferson G., Menezes, Cristiane G., Paula, Ana M. C., Ferreira, Antonio C. P., Zaconeta, Carlos A. M., Silva, César A. M., Rodrigues, Marcelo P., Tavares, Paulo","Jornal de Pediatria; 82(5); 359-364","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600009&lang=pt" 
"S0021-75572006000600010-scl","Prevalência e variáveis associadas ao hábito de fumar em crianças e adolescentes","Silva, Maria Alayde M. da, Rivera, Ivan R., Carvalho, Antonio Carlos C., Guerra Júnior, Armando de H., Moreira, Tereza Cristina de A.","Jornal de Pediatria; 82(5); 365-370","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600010&lang=pt" 
"S0021-75572006000600011-scl","Uso da tecnologia como ferramenta de avaliação no cuidado clínico de recém-nascidos prematuros","Mendes, Izabel, Carvalho, Manoel de, Almeida, Rosimary Terezinha, Moreira, Maria Elizabeth","Jornal de Pediatria; 82(5); 371-376","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600011&lang=pt" 
"S0021-75572006000600012-scl","Colonização microbiana precoce de pacientes identificados por triagem neonatal para fibrose cística, com ênfase em Staphylococcus aureus","Souza, Helena A. P. H. M., Nogueira, Keite S., Matos, Adriana P., Vieira, Ricardo P., Riedi, Carlos A., Rosário, Nelson A., Telles, Flávio Q., Dalla Costa, Libera M.","Jornal de Pediatria; 82(5); 377-382","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600012&lang=pt" 
"S0021-75572006000600014-scl","Variabilidade na determinação do ponto externo de referência para a medida de pressão venosa central em crianças","Belela, Aline S. C., Pedreira, Mavilde L. G., Peterlini, Maria Angélica S., Kusahara, Denise M., Carvalho, Werther B., Gentil, Gisele C.","Jornal de Pediatria; 82(5); 389-394","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600014&lang=pt" 
"S0021-75572006000600015-scl","Conseqüências do uso da mamadeira para o desenvolvimento orofacial em crianças inicialmente amamentadas ao peito","Carrascoza, Karina Camillo, Possobon, Rosana de Fátima, Tomita, Laura Mendes, Moraes, Antônio Bento Alves de","Jornal de Pediatria; 82(5); 395-397","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600015&lang=pt" 
"S0021-75572006000600013-scl","Estado nutricional e anemia em crianças Suruí, Amazônia, Brasil","Orellana, Jesem D. Y., Coimbra Jr, Carlos E. A., Lourenço, Ana Eliza Port, Santos, Ricardo Ventura","Jornal de Pediatria; 82(5); 383-388","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600013&lang=pt" 
"S0021-75572006000600007-scl","Avaliação da relação entre espaço morto e volume corrente como índice preditivo de falha de extubação","Bousso, Albert, Ejzenberg, Bernardo, Ventura, Andréa Maria Cordeiro, Fernandes, José Carlos, Fernandes, Iracema de Cássia de Oliveira, Góes, Patrícia Freitas, Vaz, Flávio Adolfo Costa","Jornal de Pediatria; 82(5); 347-353","Jornal de Pediatria","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572006000600007&lang=pt" 
"S0100-69912006000500014-scl","Normas para manuscritos submetidos às revistas biomédicas: escrita e edição da publicação biomédica (tradução integral do texto)","Guimarães, Carlos Alberto","Revista do Colégio Brasileiro de Cirurgiões; 33(5); 318-335","Revista do Colégio Brasileiro de Cirurgiões","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912006000500014&lang=pt" 
"S0104-59702006000500005-scl","Ciência e arte: relações improváveis?","Reis, José Claudio, Guerra, Andreia, Braga, Marco","História, Ciências, Saúde-Manguinhos; 13(); 71-87","História, Ciências, Saúde-Manguinhos","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702006000500005&lang=pt" 
"S1018-130X2006000400002-per","Efecto de la fluido terapia endovenosa en los electrolitos y gases arteriales de pacientes ancianos hospitalizados. Estudio comparativo: Solución Hartmann y solución salina hipotónica.","MALAGA RODRIGUEZ, Germán Javier, DE PINO VELASCO, Dino Mario, CIEZA ZEVALLOS, Javier","Revista Medica Herediana; 17(4); 189-195","Revista Medica Herediana","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1018-130X2006000400002&lang=pt" 
"S1018-130X2006000400003-per","Adicción a internet: Perfil clínico y epidemiológico de pacientes hospitalizados en un instituto nacional de salud mental","CRUZADO DÍAZ, Lizardo, MATOS RETAMOZO, Luis, KENDALL FOLMER, Rommy","Revista Medica Herediana; 17(4); 196-205","Revista Medica Herediana","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1018-130X2006000400003&lang=pt" 
"S1018-130X2006000400004-per","Determinación de la sensibilidad a la insulina usando el método HOMA en poblaciones adultas habitantes de grandes alturas y a nivel del mar","BARACCO MAGGI, Rossana, MOHANNA BARRENECHEA, Salim, SECLÉN SANTISTEBAN, Segundo","Revista Medica Herediana; 17(4); 206-211","Revista Medica Herediana","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1018-130X2006000400004&lang=pt" 
"S1018-130X2006000400005-per","Validación de un cuestionario de transgresiones ético-médicas.","VÉLIZ MÁRQUEZ, José","Revista Medica Herediana; 17(4); 212-219","Revista Medica Herediana","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1018-130X2006000400005&lang=pt" 
"S1018-130X2006000400006-per","Auditoría médica de historias clínicas en consulta externa de cuatro hospitales públicos peruanos","LLANOS-ZAVALAGA, Luis Fernando, MAYCA PÉREZ, Julio, NAVARRO CHUMBES, Gian Carlos","Revista Medica Herediana; 17(4); 220-226","Revista Medica Herediana","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1018-130X2006000400006&lang=pt" 
"S1018-130X2006000400007-per","Resultados de un sistema para la vigilancia de caries de la infancia temprana","BERNABÉ ORTIZ, Eduardo, DELGADO-ANGULO, Elsa Karina, SÁNCHEZ-BORJAS, Pablo César","Revista Medica Herediana; 17(4); 227-233","Revista Medica Herediana","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1018-130X2006000400007&lang=pt" 
"S1018-130X2006000400009-per","La difícil decisión de ventilación mecánica en esclerosis lateral amiotrófica: A propósito de dos casos","REY DE CASTRO MUJICA, Jorge, PORTOCARRERO URDAY, Alexandra, VALDEZ FERNANDEZ-BACA, Luis Manuel","Revista Medica Herediana; 17(4); 246-249","Revista Medica Herediana","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1018-130X2006000400009&lang=pt" 
