"S1850-37482007000100015-arg","A qué llamamos &quot;ciencia&quot; y por qué la biología es una ciencia autónoma","Doval, Hernán C.","Revista argentina de cardiología; 75(1); 79-83","Revista argentina de cardiología","Espanhol","2007","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-37482007000100015&lang=pt" 
"S0036-36342007000100007-mex","Significaciones de la sexualidad y salud reproductiva en adolescentes de Bogotá","Pacheco-Sánchez, Carlos Iván, Rincón-Suárez, Liz Johanna, Elías Guevara, Eberto, Latorre-Santos, Catalina, Enríquez-Guerrero, Carolina, Nieto-Olivar, José Miguel","Salud Pública de México; 49(1); 45-51","Salud Pública de México","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342007000100007&lang=pt" 
"S0036-36342007000100009-mex","Reflexiones sobre el trayecto salud-padecimiento-enfermedad-atención: una mirada socioantropológica","Moreno-Altamirano, Laura","Salud Pública de México; 49(1); 63-70","Salud Pública de México","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342007000100009&lang=pt" 
"S0036-36342007000100004-mex","Heterogeneidad en la expresión del comercio sexual femenino en la Ciudad de México","Uribe-Salas, Felipe, Hernández-Avila, Mauricio, Conde-González, Carlos, Juárez-Figueroa, Luis","Salud Pública de México; 49(1); 20-26","Salud Pública de México","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342007000100004&lang=pt" 
"S0036-36342007000100005-mex","Morbilidad infantil por causas respiratorias y su relación con la contaminación atmosférica en Ciudad Juárez, Chihuahua, México","Hernández-Cadena, Leticia, Barraza-Villarreal, Albino, Ramírez-Aguilar, Matiana, Moreno-Macías, Hortencia, Miller, Paul, Carbajal-Arroyo, Luz Aurora, Romieu, Isabelle","Salud Pública de México; 49(1); 27-36","Salud Pública de México","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342007000100005&lang=pt" 
"S0036-36342007000100006-mex","Prevalencia de Trypanosoma cruzi en triatominos silvestres de Nuevo León, México","Molina-Garza, Zinnia Judith, Rosales-Encina, José Luis, Galaviz-Silva, Lucio, Molina-Garza, Daniel","Salud Pública de México; 49(1); 37-44","Salud Pública de México","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342007000100006&lang=pt" 
"S0036-36342007000100003-mex","Evaluación del impacto de un ensayo comunitario sobre el consumo de frutas y verduras en Colombia","Prada, Gloria Esperanza, Dubeibe-Blanco, Lucia Yalile, Herrán, Oscar F., Herrera-Anaya, Martha","Salud Pública de México; 49(1); 11-19","Salud Pública de México","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342007000100003&lang=pt" 
"S0036-36342007000100001-mex","Pathogens and acute respiratory distress syndrome","Maravilla, Aurora, Camarillo Romero, Eneida, Talavera, Juan O., Huitrón-Bravo, Gerardo","Salud Pública de México; 49(1); 1-2","Salud Pública de México","Inglês","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342007000100001&lang=pt" 
"S0036-36342007000100002-mex","Funcionamiento familiar, autoestima y consumo de sustancias en adolescentes: un modelo de mediación","Musitu, Gonzalo, Jiménez, Teresa I., Murgui, Sergio","Salud Pública de México; 49(1); 3-10","Salud Pública de México","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342007000100002&lang=pt" 
"S0036-36342007000100008-mex","Prácticas alimentarias de mujeres rurales: ¿una nueva percepción del cuerpo?","Gil-Romo, Sara Elena Pérez, Vega-García, Luz Amaranta, Romero-Juárez, Gabriela","Salud Pública de México; 49(1); 52-62","Salud Pública de México","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342007000100008&lang=pt" 
"S0036-36342007000100010-mex","La construcción de una ética médico-deportiva de sujeción: el cuerpo preso de la vida saludable","Vicente Pedraz, Miguel","Salud Pública de México; 49(1); 71-78","Salud Pública de México","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342007000100010&lang=pt" 
"S0036-36342007000100011-mex","Lo que oí sobre Iraq","Gómez Dantés, Octavio","Salud Pública de México; 49(1); 79-80","Salud Pública de México","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0036-36342007000100011&lang=pt" 
"S0035-001X2007000800001-mex","Preface","Alcubierre, Miguel, Cervantes-Cota, Jorge L, Montesinos, Merced, Nucamendi, Ulises, Villanueva, Victor","Revista mexicana de física; 53(); II-IV","Revista mexicana de física","Inglês","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2007000800001&lang=pt" 
"S0035-001X2007000800010-mex","El problema del tiempo en la relatividad general","Montesinos, Merced","Revista mexicana de física; 53(); 68-74","Revista mexicana de física","Espanhol","2007","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2007000800010&lang=pt" 
