"S0718-71812015000200006-chl","Figuras de la violencia en la narrativa argentina contemporánea","Stegmayer, María","Aisthesis; (58); 111-124","Aisthesis","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-71812015000200006&lang=pt" 
"S0718-71812015000200011-chl","Formas de mirar / formas de hacer: de la cámara al cuerpo","Cornago, Óscar","Aisthesis; (58); 221-236","Aisthesis","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-71812015000200011&lang=pt" 
"S0718-71812015000200022-chl","Animalidad en las películas de Pier Paolo Pasolini","de los Ríos, Valeria","Aisthesis; (58); 363-370","Aisthesis","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-71812015000200022&lang=pt" 
"S2237-93632015000400227-scl","Repair of post polypectomy colonic perforation by Endoclip: a case report","Hormati, Ahmad, Ghadir, Mohmad Reza, Alavinejad, Pezhman, Sarkeshikian, Seyed Saeed, Modares, Mahdi Pezeshki","Journal of Coloproctology (Rio de Janeiro); 35(4); 227-229","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000400227&lang=pt" 
"S0101-32622015000300589-scl","Plano Nacional de Educação, autonomia controlada e adoecimento do professor","Piolli, Evaldo, Silva, Eduardo Pinto e, Heloani, José Roberto M.","Cadernos CEDES; 35(97); 589-607","Cadernos CEDES","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622015000300589&lang=pt" 
"S2237-93632015000400217-scl","CT enterography in the evaluation of Crohn&#039;s disease","Santos, Carlos Henrique Marques dos, Menezes, Jovino Nogueira da Silva, Nunes, Thiago Franchi, Martins, Letícia de Assis","Journal of Coloproctology (Rio de Janeiro); 35(4); 217-222","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000400217&lang=pt" 
"S0103-18132015000300006-scl","AS RELAÇÕES ENTRE TRADUÇÃO E ADAPTAÇÃO E AS VARIAÇÕES DA IDENTIDADE NEGRA EM A CABANA DO PAI TOMÁS, DE HARRIET BEECHER STOWE","Sousa, Thaís Polegato de, Amorim, Lauro Maia","Trabalhos em Linguística Aplicada; 54(3); 545-568","Trabalhos em Linguística Aplicada","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-18132015000300006&lang=pt" 
"S0103-18132015000300002-scl","EL TIEMPO DE LA COMUNICACIÓN DISCURSIVA. LA SEGUNDA VOZ DEL CARNAVAL Y LAS ESTRATEGIAS DE LA INVERSIÓN","Aniceto, Paulo Damián","Trabalhos em Linguística Aplicada; 54(3); 435-455","Trabalhos em Linguística Aplicada","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-18132015000300002&lang=pt" 
"S0100-85872015000200143-scl","“Em defesa da vida humana”: Moralidades em disputa em duas audiências públicas no STF","Sales, Lilian","Religião &amp; Sociedade; 35(2); 143-164","Religião &amp; Sociedade","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-85872015000200143&lang=pt" 
"S2237-93632015000400193-scl","Interobserver variability in histological diagnosis of serrated colorectal polyps","Baldin, Rosimeri Kuhl Svoboda, Anselmi Júnior, Raul Alberto, Azevedo, Marina, Sebastião, Ana Paula Martins, Montemor, Mário, Tullio, Luiz Fernando, Soares, Luiz Felipe de Paula, Noronha, Lúcia de","Journal of Coloproctology (Rio de Janeiro); 35(4); 193-197","Journal of Coloproctology (Rio de Janeiro)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632015000400193&lang=pt" 
"S1413-85572015000300455-scl","Psicologia Escolar e Educacional: um levantamento bibliográfico entre os anos 2008 e 2012","Paula, Erico Lopes Pinheiro de, Sivieri-Pereira, Helena de Ornellas","Psicologia Escolar e Educacional; 19(3); 455-462","Psicologia Escolar e Educacional","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-85572015000300455&lang=pt" 
