"S0102-44502017000100109-scl","As construções de movimento causado e ditransitiva: elos de polissemia","FURTADO DA CUNHA, Maria Angélica","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 33(1); 109-132","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502017000100109&lang=pt" 
"S0102-44502017000100291-scl","A condicionalidade como zona conceitual","OLIVEIRA, Taísa Peres de, HIRATA-VALE, Flávia Bezerra de Menezes","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 33(1); 291-313","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502017000100291&lang=pt" 
"S2236-89062017000100111-scl","Ocotea Aubl. (Lauraceae) no Núcleo Curucutu, Parque Estadual da Serra do Mar, São Paulo, SP, Brasil","Souza, Henrique Borges Zamengo de, Affonso, Paulo","Hoehnea; 44(1); 111-122","Hoehnea","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062017000100111&lang=pt" 
"S0102-44502017000100187-scl","“Aí vem eu doidão”: uma abordagem cognitivista para a inversão do sujeito no Português Brasileiro","PINHEIRO, Diogo, FERRARI, Lilian","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 33(1); 187-217","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502017000100187&lang=pt" 
"S2236-89062017000100001-scl","The genus Euastrum Ehrenberg ex Ralfs (Desmidiaceae) in a subtropical stream adjacent to the Parque Nacional do Iguaçu, Paraná State, Brazil","Aquino, Camila Akemy Nabeshima, Bueno, Norma Catarina, Servat, Liliane Caroline, Bortolini, Jascieli Carla","Hoehnea; 44(1); 1-9","Hoehnea","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062017000100001&lang=pt" 
"S0102-44502017000100267-scl","Estratégias discursivas por meio de orações adverbiais introduzidas por como e se no português","STASSI-SÉ, Joceli Catarina, PEZATTI, Erotilde Goreti","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 33(1); 267-290","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502017000100267&lang=pt" 
"S2236-89062017000100044-scl","Revisão taxonômica de Gaya Kunth (Malvoideae, Malvaceae) no Brasil","Takeuchi, Cátia, Esteves, Gerleni Lopes","Hoehnea; 44(1); 44-69","Hoehnea","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062017000100044&lang=pt" 
"S1806-48922017000100104-scl","Inovação de duopólio com debatedor de monopólio","CHEN, You-hua, NIE, Pu-yan, Huang, Jin-bo","Revista brasileira de gestão de negócios; 19(63); 104-117","Revista brasileira de gestão de negócios","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-48922017000100104&lang=pt" 
"S2236-89062017000100145-scl","Polyporales and similar poroid genera (Basidiomycota) from Parque Estadual da Serra do Mar, São Paulo State, Brazil","Pires, Ricardo Matheus, Motato-Vásquez, Viviana, Westphalen, Mauro Carpes, Gugliotta, Adriana de Mello","Hoehnea; 44(1); 145-157","Hoehnea","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062017000100145&lang=pt" 
"S2236-89062017000100090-scl","Callus induction and betacyanin quantification by HPLC/MS-MS in Alternanthera brasiliana (L.) Kuntze","Reis, Andressa, Kleinowski, Alítcia Moraes, Klein, Fátima Rosane Schuquel, Souza, Renata Trevizan Telles de, Amarante, Luciano do, Braga, Eugenia Jacira Bolacel","Hoehnea; 44(1); 90-95","Hoehnea","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062017000100090&lang=pt" 
"S0102-44502017000100133-scl","Formação da construção Xmente","CAMPOS, Júlia Langer de, CEZARIO, Maria Maura, ALONSO, Karen Sampaio Braga","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 33(1); 133-158","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502017000100133&lang=pt" 
"S0102-44502017000100243-scl","Alinhamento e estratégias de relativização","CAMACHO, Roberto Gomes","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada; 33(1); 243-266","DELTA: Documentação de Estudos em Lingüística Teórica e Aplicada","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-44502017000100243&lang=pt" 
"S2236-89062017000100029-scl","Floristic and ecological attributes of a Seasonal Semideciduous Atlantic Forest in a key area for conservation of the Zona da Mata region of Minas Gerais State, Brazil","Rocha, Maria José Reis da, Cupertino-Eisenlohr, Mônica A., Leoni, Lúcio S., Silva, Aderbal Gomes da, Nappo, Mauro Eloi","Hoehnea; 44(1); 29-43","Hoehnea","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-89062017000100029&lang=pt" 
"S0103-51502017000100029-scl","Thermographic and anthropometric assessment of electrical stimulation on localized body fat","Aroca, Graciele Guimarães Pitelli, Viana, Larissa Granato, Costa, Rafaela Ferreira de Araújo, Schmildt, Dalilia, Sousa, Ligia de","Fisioterapia em Movimento; 30(1); 29-37","Fisioterapia em Movimento","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502017000100029&lang=pt" 
"S0103-51502017000100107-scl","Symptomatic profile of infected individuals with HIV/AIDS in a physiotherapy department","Amorim, Tamaiara Barbosa do, Santana, Elis Passos, Santos, Kionna Oliveira Bernardes","Fisioterapia em Movimento; 30(1); 107-114","Fisioterapia em Movimento","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502017000100107&lang=pt" 
"S0103-51502017000100125-scl","Do cognitive tasks during gait increase the risk of accidents with pedestrians? A study based on electromyographic parameters","Hallal, Camilla Zamfolini, Navega, Marcelo Tavella, Silva, José Adolfo Menezes Garcia, Spinoso, Deborah Hebling, Morcelli, Mary Hellen, Crozara, Luciano Fernandes, Marques, Nise Ribeiro","Fisioterapia em Movimento; 30(1); 125-132","Fisioterapia em Movimento","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502017000100125&lang=pt" 
"S0103-51502017000100169-scl","Evolution of patients with heart disease after cardiopulmonary rehabilitation program: case report","Fabrin, Saulo, Soares, Nayara, Regalo, Simone Cecílio Hallak, Vianna, Jacqueline Rodrigues de Freitas, Regueiro, Eloisa Maria Gatti","Fisioterapia em Movimento; 30(1); 169-176","Fisioterapia em Movimento","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502017000100169&lang=pt" 
"S0103-51502017000100159-scl","Functional capacity assessment of upper limbs in healthy young adult subjects","Ohara, Daniela Gonçalves, Melo, Cristiane de Sousa, Reis, Ivanize Mariana Masselli dos, Jamami, Mauricio","Fisioterapia em Movimento; 30(1); 159-167","Fisioterapia em Movimento","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502017000100159&lang=pt" 
"S0103-51502017000100187-scl","Assessment of functional status in the ICU: instruments used in Brazilian settings","Faria, Luiza Martins, Barbosa, Sayonara de Fátima Faria","Fisioterapia em Movimento; 30(1); 187-195","Fisioterapia em Movimento","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502017000100187&lang=pt" 
"S0103-51502017000100177-scl","The respiratory physiotherapy causes pain in newborns? A systematic review","Zanelat, Camila Ferreira, Rocha, Flávia Rodrigues, Lopes, Gabriela Menezes, Ferreira, Juliana Rodrigues, Gabriel, Letícia Silva, Oliveira, Trícia Guerra e","Fisioterapia em Movimento; 30(1); 177-186","Fisioterapia em Movimento","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502017000100177&lang=pt" 
"S0103-51502017000100097-scl","Portraying the amputation of lower limbs: an approach using ICF","Gonçalves Junior, Erádio, Knabben, Rodrigo José, Luz, Soraia Cristina Tonon da","Fisioterapia em Movimento; 30(1); 97-106","Fisioterapia em Movimento","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502017000100097&lang=pt" 
"S0103-51502017000100059-scl","Effects of exergame training on the health promotion of young adults","Vojciechowski, Audrin Said, Natal, Jéssica Zampier, Gomes, Anna Raquel Silveira, Rodrigues, Elisângela Valevein, Villegas, Isabela Lúcia Pelloso, Korelo, Raciele Ivandra Guarda","Fisioterapia em Movimento; 30(1); 59-67","Fisioterapia em Movimento","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502017000100059&lang=pt" 
"S0103-51502017000100049-scl","Subjective and objective parameters in paediatric respiratory conditions: cultural adaptation to Portuguese population","Alexandrino, Ana Manuela Ferreira da Silva, Santos, Rita Isabel Garrido Vieira, Melo, Maria Cristina Damas Argel de, Bastos, José Adelino Mesquita, Postiaux, Guy","Fisioterapia em Movimento; 30(1); 49-58","Fisioterapia em Movimento","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502017000100049&lang=pt" 
"S0103-51502017000100085-scl","Functional capacity, independence and home affordances of premature children attending daycare centers","Vieira, Marcela Tamiasso, Silva, Joselici da, Frônio, Jaqueline da Silva","Fisioterapia em Movimento; 30(1); 85-95","Fisioterapia em Movimento","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502017000100085&lang=pt" 
"S0103-51502017000100077-scl","Lung function and functional capacity in school age children","Andrade, Fabiana S da Silva Dias de, Teixeira, Renato da Costa, Araújo, Diego Alberto, Barbosa, Thayrine Rocha, Sousa, Fabianne de Jesus Dias de, Cruz, Rafael Vinícius","Fisioterapia em Movimento; 30(1); 77-84","Fisioterapia em Movimento","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-51502017000100077&lang=pt" 
