"S1517-83822014000300019-scl","Biotechnological potential of Clostridium butyricum bacteria","Szymanowska-Powałowska, Daria, Orczyk, Dorota, Leja, Katarzyna","Brazilian Journal of Microbiology; 45(3); 892-901","Brazilian Journal of Microbiology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822014000300019&lang=pt" 
"S1517-83822014000300017-scl","Yeast HXK2 gene reverts glucose regulation mutation of penicillin biosynthesis in P. chrysogenum","Pérez, Edmundo A., Fernández, Francisco J., Fierro, Francisco, Mejía, Armando, Marcos, Ana T., Martín, Juan F., Barrios-González, Javier","Brazilian Journal of Microbiology; 45(3); 873-883","Brazilian Journal of Microbiology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822014000300017&lang=pt" 
"S1519-99402014000300002-scl","Fenos de capim-buffel amonizados com ureia","Bezerra, Higor Fábio Carvalho, Santos, Edson Mauro, Oliveira, Juliana Silva de, Pinho, Ricardo Martins Araujo, Perazzo, Alexandre Fernandes, Silva, Ana Paula Gomes da, Ramo, João Paulo de Farias, Pereira, Gildenia Araújo","Revista Brasileira de Saúde e Produção Animal; 15(3); 561-569","Revista Brasileira de Saúde e Produção Animal","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402014000300002&lang=pt" 
"S1519-99402014000300009-scl","Desempenho produtivo e concentrações de N-ureico em ovinos alimentados com parte aérea da mandioca ensilada com aditivos alternativos","Oliveira, Jucimara Queiroz de, Loures, Daniele Rebouças Santana, Bagaldo, Adriana Regina, Araujo, Fabiana Lana de, Sousa, Sabrina Luzia Gregio de, Andrade, Marilice Alves de, Lima, Mailin Vasconcelos dos Santos, Almeida, Bruna de Jesus","Revista Brasileira de Saúde e Produção Animal; 15(3); 570-583","Revista Brasileira de Saúde e Produção Animal","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402014000300009&lang=pt" 
"S1519-99402014000300016-scl","Farelo de algodão na alimentação de suínos (30 - 90 kg)","Paiano, Diovani, Moreira, Ivan, Carvalho, Paulo Levi de Oliveira, Furlan, Antonio Cláudio, Silva, Marcos Augusto Alves, Kutschenko, Marianne, Voorsluys, Thomas","Revista Brasileira de Saúde e Produção Animal; 15(3); 790-800","Revista Brasileira de Saúde e Produção Animal","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402014000300016&lang=pt" 
"S1519-99402014000300011-scl","Performance and intestinal characteristics of broiler chicken fed diet with glutamine in the diet without anticoccidials agents","Nascimento, Gisele Mendanha, Leandro, Nadja Susana Mogyca, Café, Marcos Barcellos, Stringhini, José Henrique, Andrade, Maria Auxiliadora, Martinez, Karina Ludovico de Almeida, Mello, Heloisa Helena de Carvalho, Mascarenhas, Alessandra Gimenez","Revista Brasileira de Saúde e Produção Animal; 15(3); 637-648","Revista Brasileira de Saúde e Produção Animal","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402014000300011&lang=pt" 
"S1519-99402014000300014-scl","Desempenho de vacas em lactação consumindo dietas contendo misturas de óleos essenciais","Oliveira, Hudson Bernardes Nunes, Leonel, Fernando de Paula, Villela, Severino Delmar Junqueira, Lobo Júnior, Adalfredo Rocha, Guimarães, Ewerton Couto, Santiago, Bruno Tadeu, Carvalho, Jonas Marco de, Resende, Rafael José Vieira de, Araújo, Raphael Pavesi","Revista Brasileira de Saúde e Produção Animal; 15(3); 670-678","Revista Brasileira de Saúde e Produção Animal","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402014000300014&lang=pt" 
"S1519-99402014000300012-scl","Fontes e níveis de glicerina para frangos de corte no período de 8 a 21 dias de idade","Bernardino, Verônica Maria Pereira, Rodrigues, Paulo Borges, Oliveira, David Henrique de, Freitas, Rilke Tadeu Fonseca de, Naves, Luciana de Paula, Nardelli, Nicole Batelli de Souza, Teixeira, Levy do Vale, Prezotto, Carolina Fontes","Revista Brasileira de Saúde e Produção Animal; 15(3); 649-658","Revista Brasileira de Saúde e Produção Animal","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402014000300012&lang=pt" 
"S0100-736X2014000900010-scl","Technological level and epidemiological aspects of sheep husbandry in Minas Gerais, southeastern Brazil","Gouveia, Aurora M.G., Silva, Marcos X., Maia, Julia M.S., Brandão, Humberto M., Seyffert, Núbia, Miyoshi, Anderson, Azevedo, Vasco, Guimarães, Alessandro S.","Pesquisa Veterinária Brasileira; 34(9); 865-868","Pesquisa Veterinária Brasileira","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2014000900010&lang=pt" 
"S0100-736X2014000900013-scl","Diagnóstico imuno-histoquímico e caracterização anatomopatológica de clamidiose em psitacídeos","Casagrande, Renata A., Machado, Veronica R., Souza, Suyene O. de, Watanabe, Tatiane T.N., Sonne, Luciana, Pavarini, Saulo P., Driemeier, David","Pesquisa Veterinária Brasileira; 34(9); 885-890","Pesquisa Veterinária Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2014000900013&lang=pt" 
"S0100-736X2014000900005-scl","Eficácia da ivermectina oral no controle de Psoroptes ovis e Leporacarus gibbus em coelhos naturalmente infestados","Coelho, Cristiane N., Nunes, Tiago A.P., Batista, Lilian Cristina de S.O., Silva, Diego D. da, Santos, Rosângela R. dos, Correia, Thaís R., Scott, Fabio B., Fernandes, Julio I.","Pesquisa Veterinária Brasileira; 34(9); 832-836","Pesquisa Veterinária Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2014000900005&lang=pt" 
"S0100-736X2014000900003-scl","Sodium bicarbonate as prevention of metabolic acidosis in sheep submitted to experimental ruminal acidosis","Laskoski, Luciane M., Muraro, Lívia S., Santana Júnior, Marinho S., Carvalho, Mariana B., Freitas, Silvio H., Dória, Renata G.S., Santos, Marcelo D., Dittrich, Rosangela Locatelli","Pesquisa Veterinária Brasileira; 34(9); 822-826","Pesquisa Veterinária Brasileira","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2014000900003&lang=pt" 
"S0100-736X2014000900002-scl","Identificação de Avibacterium paragallinarum em frangos de corte e poedeiras comerciais no Estado de Pernambuco","Silva, Vanessa A.S., Kim, Pomy C.P., Barros, Mércia R., Vilela, Sineide M.O., Silva, Leonildo B.G., Mota, Rinaldo A.","Pesquisa Veterinária Brasileira; 34(9); 819-821","Pesquisa Veterinária Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2014000900002&lang=pt" 
"S0100-736X2014000900019-scl","Avaliação ecocardiográfica do desenvolvimento cardíaco de cavalos atletas: comparação entre atividades físicas distintas","Bonomo, Carolina C.M., Michima, Lilian E.S., Miyashiro, Patricia, Fernandes, Wilson Roberto","Pesquisa Veterinária Brasileira; 34(9); 923-927","Pesquisa Veterinária Brasileira","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2014000900019&lang=pt" 
"S2179-83972014000300201-scl","Melodias do Brasil","Piazza, Luciane, Butera, Gianfranco, Carminati, Mario","Revista Brasileira de Cardiologia Invasiva; 22(3); 201-202","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300201&lang=pt" 
"S0004-06492014000300008-ven","Crecimiento, nutrición temprana en el niño y riesgo de obesidad","Macías-Tomei, Coromoto, Herrera Hernández, Marianella, Mariño Elizondo, Mariana, Useche, Daniela","Archivos Venezolanos de Puericultura y Pediatría; 77(3); 144-153","Archivos Venezolanos de Puericultura y Pediatría","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06492014000300008&lang=pt" 
"S0004-06492014000300009-ven","Crecimiento, nutrición temprana y riesgo de diabetes y síndrome metabólico","Villalobos, Joalice, Velásquez, María Esperanza, Farías, Ángela, Mejías, Anabel","Archivos Venezolanos de Puericultura y Pediatría; 77(3); 154-161","Archivos Venezolanos de Puericultura y Pediatría","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06492014000300009&lang=pt" 
"S0004-06492014000300004-ven","Perfil de aptitud física en población escolar de Biruaca: San Fernando de Apure, Venezuela","Alexander, Pedro, Méndez - Pérez, Betty","Archivos Venezolanos de Puericultura y Pediatría; 77(3); 120-127","Archivos Venezolanos de Puericultura y Pediatría","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06492014000300004&lang=pt" 
"S0004-06492014000300005-ven","Conocimiento sobre lactancia materna en embarazadas que acudieron a consulta prenatal: Hospital Dr. Patrocinino Peñuela Ruiz. San Cristóbal, Venezuela","Franco-Soto, José, Roa-Moreno, Betsabé, Sánchez, Ludeimar, Socha, Lorena, Leal, Claudia, Parra, Katherinee, Rosana Gómez, Beisy, Nieto, Santiago","Archivos Venezolanos de Puericultura y Pediatría; 77(3); 128-132","Archivos Venezolanos de Puericultura y Pediatría","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06492014000300005&lang=pt" 
"S0004-06492014000300006-ven","Poliendocrinopatía autoinmune tipo I, Presentación de caso y revisión de la literatura","Barreto Espinoza, Lorena Esperanza, Rojas Lárez, Ronald Antonio, Sánchez Mago, Jairo Alexander, Macuarisma Lezama, Pedro","Archivos Venezolanos de Puericultura y Pediatría; 77(3); 133-135","Archivos Venezolanos de Puericultura y Pediatría","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06492014000300006&lang=pt" 
"S0004-06492014000300007-ven","Los orígenes del desarrollo de la salud y de la enfermedad en Venezuela","López-Blanco, Mercedes, Machado, Livia, López, Ana, Herrera Cuenca, Marianella","Archivos Venezolanos de Puericultura y Pediatría; 77(3); 137-143","Archivos Venezolanos de Puericultura y Pediatría","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06492014000300007&lang=pt" 
"S0004-06492014000300001-ven","Discurso de la dra haydee parra de soto, epónima del LX congreso nacional de puericultura y pediatria Maracaibo 1 de septiembre de 2014","","Archivos Venezolanos de Puericultura y Pediatría; 77(3); 111-113","Archivos Venezolanos de Puericultura y Pediatría","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06492014000300001&lang=pt" 
"S0004-06492014000300002-ven","Discurso pronunciado por el dr. Armando Arias en la inauguración del LX Congreso Nacional de Pediatría de 2014","","Archivos Venezolanos de Puericultura y Pediatría; 77(3); 114-115","Archivos Venezolanos de Puericultura y Pediatría","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06492014000300002&lang=pt" 
"S0004-06492014000300003-ven","Síndrome de respuesta inflamatoria sistémica y disfunción orgánica en urgencias pediátricas","Fernández, Rosalía, Macuarisma Lezama, Pedro, Figueroa, Marlyn, Macuarisma Velásquez, Pedro","Archivos Venezolanos de Puericultura y Pediatría; 77(3); 116-119","Archivos Venezolanos de Puericultura y Pediatría","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0004-06492014000300003&lang=pt" 
"S2179-975X2014000300011-scl","Diel patterns of temperature, conductivity and dissolved oxygen in an Amazon floodplain lake: description of a friagem phenomenon","Caraballo, Pedro, Forsberg, Bruce Rider, Almeida, Fabiane Ferreira de, Leite, Rosseval Galdino","Acta Limnologica Brasiliensia; 26(3); 318-331","Acta Limnologica Brasiliensia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2014000300011&lang=pt" 
"S2179-975X2014000300005-scl","The influence of rain in limnological characteristics of Viruá wetlands, Brazilian Amazon","Vale, Julio Daniel do, Zuanon, Jansen, Magnusson, William Ernest","Acta Limnologica Brasiliensia; 26(3); 254-267","Acta Limnologica Brasiliensia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2014000300005&lang=pt" 
"S2179-975X2014000300006-scl","Short-term physiological responses to copper stress in Salvinia auriculata Aubl.","Bizzo, Andresa Lana Thomé, Intorne, Aline Chaves, Gomes, Pollyana Honório, Suzuki, Marina Satika, Esteves, Bruno dos Santos","Acta Limnologica Brasiliensia; 26(3); 268-277","Acta Limnologica Brasiliensia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2014000300006&lang=pt" 
"S2179-975X2014000300007-scl","Environmental integrity and damselfly species composition in Amazonian streams at the &quot;arc of deforestation&quot; region, Mato Grosso, Brazil","Brasil, Leandro Schlemmer, Batista, Joana Darc, Giehl, Nubia França da Silva, Valadão, Marco Bruno Xavier, Santos, Josias Oliveira dos, Dias-Silva, Karina","Acta Limnologica Brasiliensia; 26(3); 278-287","Acta Limnologica Brasiliensia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2014000300007&lang=pt" 
"S1980-00372014000600669-scl","Achievement goals and sportsmanlike attitudes in young soccer players and its association with perceived pressure from significant social agents","Vaz, António Trindade, Pereira, Antonino, Vilaça-Alves, José, Saavedra, Francisco, Reis, Victor Machado, Fernandes, Helder Miguel","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 16(6); 669-679","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372014000600669&lang=pt" 
"S2179-83972014000300240-scl","Volume Plaquetário Médio Como Preditor de Desfechos Cardiovasculares                Maiores e Fluxo Coronariano Final em Pacientes Submetidos à Intervenção Coronária                Percutânea Primária","Bergoli, Luiz Carlos Corsetti, Castanho, Eliza Schuck, Gonçalves, Sandro Cadaval, Wainstein, Rodrigo V., Piardi, Diogo, Araújo, Gustavo, Mossmann, Márcio, Krepsky, Ana Maria, Wainstein, Marco V.","Revista Brasileira de Cardiologia Invasiva; 22(3); 240-244","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300240&lang=pt" 
