"S0864-21412011000300002-cub","Factores que influyen en la implementación de la asignatura Morfofisiología Humana","Arencibia Flores, Lourdes Guadalupe, Pernas Gómez, Marta, Rivera Michelena, Natacha","Educación Médica Superior; 25(3); 228-241","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000300002&lang=pt" 
"S0864-21412011000300003-cub","El aprendizaje de estudiantes de Medicina durante su internado en tres hospitales en Nayarit, México","Cancino Marentes, Martha Edith, Fernández Argüelles, Rogelio Alberto, Arbesú Michelena, María Antonieta","Educación Médica Superior; 25(3); 242-254","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000300003&lang=pt" 
"S0864-21412011000300004-cub","Clima organizacional en la gestión del coordinador docente de estado en la Misión Médica Cubana","Segredo Pérez, Alina María, Díaz Rojas, Pedro Augusto","Educación Médica Superior; 25(3); 255-274","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000300004&lang=pt" 
"S0864-21412011000300005-cub","Tutorías virtuales como herramienta complementaria y su efecto sobre las evaluaciones globales en estudiantes universitarios","Guzmán Castro, Andrea Elizabeth","Educación Médica Superior; 25(3); 275-282","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000300005&lang=pt" 
"S0864-21412011000300006-cub","Bases teórico-metodológicas de un modelo curricular pertinente para la formación de Licenciados en Enfermería en Cuba","Pernas Gómez, Marta, Zubizarreta Estévez, Magdalena, Miralles Aguilera, Eva, Sierra Figueredo, Simón, Diego Cobelo, Juan Manuel, Fernández Sacasas, José Angel","Educación Médica Superior; 25(3); 283-300","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000300006&lang=pt" 
"S0864-21412011000300007-cub","Desarrollo de competencias a través de un ambiente de aprendizaje mediado por TIC en educación superior","Boude Figueredo, Oscar, Medina Rivilla, Antonio","Educación Médica Superior; 25(3); 301-311","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000300007&lang=pt" 
"S0864-21412011000300008-cub","Caracterización y resultados académicos de estudiantes de Medicina del Proyecto Policlínico Universitario","Mesa Martín, Ibis María, Bravo Licourt, María Magdalena, Linares Valdés, Hortensia, Junco Arévalo, Jacqueline","Educación Médica Superior; 25(3); 312-319","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000300008&lang=pt" 
"S0864-21412011000300009-cub","Entrenamiento basado en la simulación para la formación en cirugía mínimamente invasiva","Roque González, Rosalba, Fernández Zulueta, Arnulfo, Martínez Alfonso, Miguel Ángel, Torres Peña, Rafael, López Milhet, Ana Bertha, Barrios Osuna, Irene","Educación Médica Superior; 25(3); 320-325","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000300009&lang=pt" 
"S0864-21412011000300014-cub","Cinco propuestas doctrinales en relación con la formación por competencias","Vicedo Tomey, Agustín","Educación Médica Superior; 25(3); 361-371","Educación Médica Superior","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21412011000300014&lang=pt" 
"S1807-86212011000300001-scl","Chemical and instrumental characterization of pectin from dried pomace of eleven apple cultivars","Sato, Mariana de Fátima, Rigoni, Dayana Carla, Canteri, Maria Helene Giovanetti, Petkowicz, Carmen Lúcia de Oliveira, Nogueira, Alessandro, Wosiacki, Gilvan","Acta Scientiarum. Agronomy; 33(3); 383-389","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000300001&lang=pt" 
"S1807-86212011000300002-scl","Comparison of methodologies for degree-day estimation using numerical methods","Souza, Adilson Pacheco de, Ramos, Clóvis Manoel Carvalho, Lima, Adriano Dawison de, Florentino, Helenice de Oliveira, Escobedo, João Francisco","Acta Scientiarum. Agronomy; 33(3); 391-400","Acta Scientiarum. Agronomy","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-86212011000300002&lang=pt" 
