"S2175-62362013000300002-scl","Filosofía de la educación: un aprendizaje","Bárcena, Fernando","Educação &amp; Realidade; 38(3); 703-730","Educação &amp; Realidade","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362013000300002&lang=pt" 
"S2175-62362013000300003-scl","Pesquisas com os cotidianos: devir-filosofia e devir-arte na ciência","Soares, Maria da Conceição Silva","Educação &amp; Realidade; 38(3); 731-745","Educação &amp; Realidade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362013000300003&lang=pt" 
"S2175-62362013000300004-scl","La representación en Herbart y en Freud y su lugar en la enseñanza","Fernández Caraballo, Ana María","Educação &amp; Realidade; 38(3); 747-767","Educação &amp; Realidade","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362013000300004&lang=pt" 
"S2175-62362013000300005-scl","Entre as manobras da mão e do espírito: o assombro da formação humana","Hardt, Lúcia Schneider","Educação &amp; Realidade; 38(3); 769-788","Educação &amp; Realidade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362013000300005&lang=pt" 
"S2175-62362013000300006-scl","Educação e as novas concepções de realidade, interação e conhecimento","Lopes, Francisco Adaécio Dias, Jafelice, Luiz Carlos","Educação &amp; Realidade; 38(3); 789-811","Educação &amp; Realidade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362013000300006&lang=pt" 
"S2175-62362013000300007-scl","Relações entre a filosofia e a educação de John Dewey e de Paulo Freire","Muraro, Darcísio Natal","Educação &amp; Realidade; 38(3); 813-829","Educação &amp; Realidade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362013000300007&lang=pt" 
"S2175-62362013000300008-scl","Revisitando os fundamentos da educação para a libertação: o legado de Paulo Freire","Glass, Ronald David","Educação &amp; Realidade; 38(3); 831-851","Educação &amp; Realidade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362013000300008&lang=pt" 
"S2175-62362013000300010-scl","Esporte e a experiência de jogo como formação","Nogueira, Quéfren Weld Cardozo","Educação &amp; Realidade; 38(3); 873-893","Educação &amp; Realidade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362013000300010&lang=pt" 
"S2175-62362013000300011-scl","O jovem Milton: a individuação entre a igreja e a educação social","Leão, Geraldo, Carrano, Paulo César Rodrigues","Educação &amp; Realidade; 38(3); 895-914","Educação &amp; Realidade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362013000300011&lang=pt" 
"S2175-62362013000300012-scl","Limites e possibilidades da racionalidade pedagógica no ensino superior","Santos, Francisco Kennedy Silva dos","Educação &amp; Realidade; 38(3); 915-929","Educação &amp; Realidade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362013000300012&lang=pt" 
"S2175-62362013000300013-scl","A pedagogia do si mesmo: debate sobre a emergência do sujeito que aprende","Teles, Ana Maria Orofino, Cerqueira, Teresa Cristina Siqueira","Educação &amp; Realidade; 38(3); 931-951","Educação &amp; Realidade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362013000300013&lang=pt" 
"S2175-62362013000300014-scl","Políticas educativas e a gestão dos modos de viver nas cidades","Silva, Rodrigo Manoel Dias da, Busnello, Chaiane Paula, Pezenatto, Fabíola","Educação &amp; Realidade; 38(3); 953-975","Educação &amp; Realidade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362013000300014&lang=pt" 
"S2175-62362013000300015-scl","Função do diretor na escola pública paulista: mudanças e permanências","Abdian, Graziela Zambão, Oliveira, Maria Eliza Nogueira, Jesus, Graziela de","Educação &amp; Realidade; 38(3); 977-998","Educação &amp; Realidade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362013000300015&lang=pt" 
