"S0185-39292014000300014-mex","La Revolución Mexicana en el cine: Un acercamiento a partir de la mirada ítaloeuropea","Oikión Solano, Verónica","Relaciones (Zamora); 35(139); 337-342","Relaciones (Zamora)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-39292014000300014&lang=pt" 
"S2224-61852014000200004-cub","Comportamiento electroquímico del Fe y sus iones durante la lixiviación estándar QT de minerales reducidos en el proceso &quot;Caron&quot; con diferentes aireaciones","R. Chang-Cardona, C. Antonio, Rojas-Vargas, Armando","Tecnología Química; 34(2); 145-157","Tecnología Química","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2224-61852014000200004&lang=pt" 
"S0185-39292014000300010-mex","Culto y festividad a San Luis Rey en la colonia El Ajusco: un testimonio de religiosidad popular en la ciudad de México","González Pérez, Damián","Relaciones (Zamora); 35(139); 233-254","Relaciones (Zamora)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-39292014000300010&lang=pt" 
"S0185-39292014000300011-mex","La flexibilidad y rigidez del ejido como forma de tenencia de la tierra","Torres-Mazuera, Gabriela","Relaciones (Zamora); 35(139); 257-279","Relaciones (Zamora)","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-39292014000300011&lang=pt" 
"S1870-39252014000300012-mex","Subvenciones, reconversión e innovación productiva en la agricultura: El caso del trigo en Sonora","Piña Ortiz, Edgar","Región y sociedad; 26(60); 307-313","Región y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252014000300012&lang=pt" 
"S1870-39252014000300013-mex","Poéticas urbanas: Representaciones de la ciudad en la literatura","Godoy, Sebastián","Región y sociedad; 26(60); 315-321","Región y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252014000300013&lang=pt" 
"S1870-39252014000300010-mex","Indios, españoles y mestizos en zonas de frontera, siglos XVII-XX","Radding, Cynthia","Región y sociedad; 26(60); 291-295","Región y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252014000300010&lang=pt" 
"S1870-39252014000300009-mex","Madres migrantes y sustracción familiar: Vulnerabilidad y violación de los derechos humanos de mujeres e infantes en contextos de migración","Carrillo Hernández, Edith","Región y sociedad; 26(60); 271-291","Región y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252014000300009&lang=pt" 
"S1870-39252014000300008-mex","Sonora, territorio mariano: La Virgen de Loreto en Bacadéhuachi","Enríquez Licón, Dora Elvia, Donjuan Espinoza, Esperanza, Padilla Ramos, Raquel","Región y sociedad; 26(60); 229-269","Región y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252014000300008&lang=pt" 
"S1870-39252014000300003-mex","Los efectos del Fondo de Aportaciones para la Infraestructura Social sobre la pobreza en México","Ramones, Fernando, Prudencio, Daniel","Región y sociedad; 26(60); 63-88","Región y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252014000300003&lang=pt" 
"S1870-39252014000300002-mex","El desarrollo laboral sustentable y su relación con la migración interna en México","Sánchez Rodríguez, Jesús Sergio, Luyando Cuevas, José Raúl, Aguayo Téllez, Ernesto, Picazzo Palencia, Esteban","Región y sociedad; 26(60); 29-61","Región y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252014000300002&lang=pt" 
"S1870-39252014000300005-mex","Capacidad de gestión institucional desde el enfoque de los derechos de la niñez en Tijuana","Flores Palacios, Luz Mariana, Ramos García, José María","Región y sociedad; 26(60); 121-164","Región y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252014000300005&lang=pt" 
"S1870-39252014000300004-mex","Gobernanza y gestión comunitaria de recursos naturales en la Sierra Norte de Oaxaca","Gasca Zamora, José","Región y sociedad; 26(60); 89-120","Región y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252014000300004&lang=pt" 
"S1870-39252014000300007-mex","El Real de Minas de Bolaños, Jalisco, en el siglo XVIII: transformaciones territoriales y cambios sociales","Ruiz Medrano, Carlos Rubén","Región y sociedad; 26(60); 191-228","Región y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252014000300007&lang=pt" 
"S1870-39252014000300006-mex","Disponibilidad y uso del agua en el oasis de los Comondú, Baja California Sur: retos y oportunidades para el desarrollo rural","Gámez, Alba E., Wurl, Jobst, Graciano, Juan Carlos","Región y sociedad; 26(60); 165-190","Región y sociedad","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-39252014000300006&lang=pt" 
"S0103-49792014000200013-scl","A sociedade brasileira em movimento: vozes das ruas e seus ecos políticos e sociais","Gohn, Maria da Glória","Caderno CRH; 27(71); 431-441","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000200013&lang=pt" 
"S0103-49792014000200012-scl","Manifestações de rua no Brasil 2013: encontros e desencontros na política","Scherer-Warren, Ilse","Caderno CRH; 27(71); 417-429","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000200012&lang=pt" 
"S0103-49792014000200011-scl","Controle social informal e a responsabilização de jovens infratores","Mourão, Aline Nogueira Menezes, Silveira, Andréa Maria","Caderno CRH; 27(71); 393-413","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000200011&lang=pt" 
"S0103-49792014000200010-scl","A controvérsia do aborto e a imprensa na campanha eleitoral de 2010","Luna, Naara","Caderno CRH; 27(71); 367-391","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000200010&lang=pt" 
"S0103-49792014000200002-scl","Habitação de aluguel no Brasil e em São Paulo","Pasternak, Suzana, Bógus, Lucia Maria Machado","Caderno CRH; 27(71); 235-254","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000200002&lang=pt" 
"S0103-49792014000200008-scl","Nojo, humilhação e controle na limpeza de shopping centers no Brasil e no Canadá","Padilha, Valquiria","Caderno CRH; 27(71); 329-346","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000200008&lang=pt" 
"S0103-49792014000200004-scl","Política habitacional e locação social em Salvador","Baltrusis, Nelson, Mourad, Laila Nazem","Caderno CRH; 27(71); 267-284","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000200004&lang=pt" 
"S0103-49792014000200005-scl","Política habitacional e locação social em Curitiba","Moreira, Tomás Antonio","Caderno CRH; 27(71); 285-297","Caderno CRH","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-49792014000200005&lang=pt" 
