"S0103-84782005000400038-scl","Detection of Ehrlichia canis in bone marrow aspirates of experimentally infected dogs","Moreira, Simone Magela, Machado, Rosângela, Passos, Lygia Friche","Ciência Rural; 35(4); 958-960","Ciência Rural","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782005000400038&lang=pt" 
"S0103-84782005000400037-scl","Primeiro registro de Rhynchopsyllus pulex (Siphonaptera: Tungidae) em Nyctinomops laticaudatus (Chiroptera: Molossidae) no Brasil","Monteiro, Sílvia Gonzalez, Herrmann, Geder Paulo, Luchese, Franciele Camila, Mottin, Vanessa Daniele","Ciência Rural; 35(4); 956-957","Ciência Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782005000400037&lang=pt" 
"S0103-84782005000400041-scl","Amido resistente: características físico-químicas, propriedades fisiológicas e metodologias de quantificação","Walter, Melissa, Silva, Leila Picolli da, Emanuelli, Tatiana","Ciência Rural; 35(4); 974-980","Ciência Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782005000400041&lang=pt" 
"S0102-86502005000400011-scl","Modelo experimental de sutura manual em colon de cão por vídeo-laparoscopia","Regadas, Sthela Maria Murad, Regadas, Francisco Sérgio P., Rodrigues, Lusmar Veras, Carvalho, Mauricio C.G.S., Regadas Filho, Francisco Sérgio P.","Acta Cirurgica Brasileira; 20(4); 323-328","Acta Cirurgica Brasileira","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502005000400011&lang=pt" 
"S0102-86502005000400013-scl","Pathophysiology of mesenteric ischemia/reperfusion: a review","Cerqueira, Nereide Freire, Hussni, Carlos Alberto, Yoshida, Winston Bonetti","Acta Cirurgica Brasileira; 20(4); 336-343","Acta Cirurgica Brasileira","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502005000400013&lang=pt" 
"S0103-84782005000400001-scl","Seletividade de inseticidas usados na cultura da macieira a ovos de Chrysoperla externa (Hagen, 1861) (Neuroptera: Chrysopidae)","Ferreira, Antônio José, Carvalho, Geraldo Andrade, Botton, Marcos, Mendonça, Lúcia Aparecida, Corrêa, Alan Rodrigo Batista","Ciência Rural; 35(4); 756-762","Ciência Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782005000400001&lang=pt" 
"S0103-84782005000400002-scl","Patogenicidade, DL50 e TL50 de isolados de Metarhizium anisopliae (Metsch.) Sorok. para o percevejo castanho das raízes Scaptocoris carvalhoi BECKER (Hemiptera: Cydnidae)","Xavier, Luciane Modenez Saldivar, Ávila, Crébio José","Ciência Rural; 35(4); 763-768","Ciência Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782005000400002&lang=pt" 
"S0103-84782005000400009-scl","Supressividade dos nematóides Meloydogine javanica e Heterodera glycines em soja por adição de lodo de esgoto ao solo","Araújo, Fabio Fernando de, Bettiol, Wagner","Ciência Rural; 35(4); 806-812","Ciência Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782005000400009&lang=pt" 
"S0103-84782005000400010-scl","Propriedades físico-hídricas do solo sob plantio direto escarificado e rendimento da soja","Camara, Rodrigo Kurylo, Klein, Vilson Antonio","Ciência Rural; 35(4); 813-819","Ciência Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782005000400010&lang=pt" 
"S0103-84782005000400012-scl","Efeitos da adição de montmorilonita sódica na dieta sobre o perfil bioquímico de frangos de corte intoxicados com aflatoxina","Batina, Patricia Neves, Lopes, Sonia Terezinha dos Anjos, Santurio, Janio Moraes, Souza, Cleverson de, Martins, Danieli Brolo","Ciência Rural; 35(4); 826-831","Ciência Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782005000400012&lang=pt" 
"S0103-84782005000400016-scl","Contagem celular somática: relação com a composição centesimal do leite e período do ano no Estado de Goiás","Bueno, Válter Ferreira Félix, Mesquita, Albenones José de, Nicolau, Edmar Soares, Oliveira, Antônio Nonato de, Oliveira, Jaison Pereira de, Neves, Rodrigo Balduíno Soares, Mansur, José Ricardo Garcia, Thomaz, Liandra Werner","Ciência Rural; 35(4); 848-854","Ciência Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782005000400016&lang=pt" 
"S0103-84782005000400017-scl","Patogenicidade de isolados de Beauveria bassiana para ovos, larvas e ninfas ingurgitadas de Rhipicephalus sanguineus","Prette, Nancy, Monteiro, Antonio Carlos, Garcia, Marcos Valério, Soares, Vando Edesio","Ciência Rural; 35(4); 855-861","Ciência Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782005000400017&lang=pt" 
"S0103-84782005000400018-scl","Comportamento de vacas da raça holandesa em pastagem manejada sob princípios agroecológicos","Olivo, Clair Jorge, Sobczak, Marinês Fátima, Charão, Pablo Santini, Heimerdinger, Arli, Silva, José Henrique Souza da","Ciência Rural; 35(4); 862-869","Ciência Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782005000400018&lang=pt" 
"S0103-84782005000400020-scl","Digestibilidade e balanços metabólicos da silagem de grãos úmidos de milho para suínos","Silva, Adalberto dos Anjos da, Marques, Brenda Maria Ferreira Passos Prado, Hauschild, Luciano, Garcia, Gerson Guarez, Lovatto, Paulo Alberto","Ciência Rural; 35(4); 877-882","Ciência Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782005000400020&lang=pt" 
"S0103-84782005000400022-scl","Crescimento e sobrevivência do catfish de canal (Ictalurus punctatus sp) e jundiá (Rhamdia sp) no outono-inverno do Rio Grande do Sul","Souza, Luciano Sena de, Pouey, Juvêncio Luís Osório Fernandes, Camargo, Sabrina Ortiz de, Vaz, Bernardo dos Santos","Ciência Rural; 35(4); 891-896","Ciência Rural","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782005000400022&lang=pt" 
