"S1020-49892015000400019-spa","Soccer and sexual health education: a promising approach for reducing adolescent births in Haiti","Kaplan, Kathryn C, Lewis, Judy, Gebrian, Bette, Theall, Katherine","Revista Panamericana de Salud Pública; 37(4-5); 316-323","Revista Panamericana de Salud Pública","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892015000400019&lang=pt" 
"S1020-49892015000400020-spa","Infecção pelo HIV em adolescentes do sexo feminino: um estudo qualitativo","Taquette, Stella Regina, Rodrigues, Adriana de Oliveira, Bortolotti, Livia Rocha","Revista Panamericana de Salud Pública; 37(4-5); 324-329","Revista Panamericana de Salud Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892015000400020&lang=pt" 
"S1020-49892015000400021-spa","","Tumas, Natalia, Niclis, Camila, Osella, Alberto, Díaz, María del Pilar, Carbonetti, Adrián","Revista Panamericana de Salud Pública; 37(4-5); 330-336","Revista Panamericana de Salud Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892015000400021&lang=pt" 
"S1020-49892015000400023-spa","Assessment of provider competence and quality of maternal/newborn care in selected Latin American and Caribbean countries","Thompson, Joyce E, Land, Sandra, Camacho-Hubner, Alma Virginia, Fullerton, Judith T","Revista Panamericana de Salud Pública; 37(4-5); 343-350","Revista Panamericana de Salud Pública","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892015000400023&lang=pt" 
"S1020-49892015000400024-spa","Modelo para abordar integralmente la mortalidad materna y la morbilidad materna grave","Karolinski, Ariel, Mercer, Raúl, Micone, Paula, Ocampo, Celina, Salgado, Pablo, Szulik, Dalia, Swarcz, Lucila, Corte, Vicente R, Moral, Belén Fernández del, Pianesi, Jorge, Balladelli, Pier Paolo","Revista Panamericana de Salud Pública; 37(4-5); 351-359","Revista Panamericana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892015000400024&lang=pt" 
"S1020-49892015000400001-spa","Una nueva agenda de salud de la mujer en las Américas","Etienne, Carissa F.","Revista Panamericana de Salud Pública; 37(4-5); 197-198","Revista Panamericana de Salud Pública","Inglês, Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892015000400001&lang=pt" 
"S1020-49892015000400002-spa","La salud de la mujer en la Región de las Américas","Artiles, Leticia, Becerra-Posada, Francisco, Faundes, Aníbal, Serruya, Suzanne Jacob, Gómez, Alejandra López, Schiavon, Raffaela","Revista Panamericana de Salud Pública; 37(4-5); 201-202","Revista Panamericana de Salud Pública","Inglês, Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892015000400002&lang=pt" 
"S1020-49892015000400022-spa","Obesidade em mulheres brasileiras: associação com paridade e nível socioeconômico","Ferreira, Regicely Aline Brandão, Benicio, Maria Helena D&#039;Aquino","Revista Panamericana de Salud Pública; 37(4-5); 337-342","Revista Panamericana de Salud Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892015000400022&lang=pt" 
"S1020-49892015000400026-spa","Inclusão de parteiras tradicionais no Sistema Único de Saúde no Brasil: reflexão sobre desafios","Gusman, Christine Ranier, Viana, Ana Paula de Andrade Lima, Miranda, Margarida Araújo Barbosa, Pedrosa, Mayane Vilela, Villela, Wilza Vieira","Revista Panamericana de Salud Pública; 37(4-5); 365-370","Revista Panamericana de Salud Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892015000400026&lang=pt" 
"S1020-49892015000400025-spa","Exigibilidad del derecho a la protección de la salud en los servicios de obstetricia en México","Meza, Alejandro, Mancinas, Sandra, Meneses, Sergio, Meléndez, David","Revista Panamericana de Salud Pública; 37(4-5); 360-364","Revista Panamericana de Salud Pública","Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892015000400025&lang=pt" 
"S1020-49892015000400009-spa","","Luffy, Samantha M., Evans, Dabney P., Rochat, Roger W.","Revista Panamericana de Salud Pública; 37(4-5); 245-250","Revista Panamericana de Salud Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892015000400009&lang=pt" 
"S1020-49892015000400008-spa","","Arregocés, Shirley Nájera, Molina, Rafael Tuesca","Revista Panamericana de Salud Pública; 37(4-5); 239-244","Revista Panamericana de Salud Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892015000400008&lang=pt" 
"S0718-560X2015000200006-chl","Volume loss of an aquaculture net pen due to current speed and linear weight of sinker ring","López, Jesús, Hurtado, Felipe, Queirolo, Dante, Zamora, Víctor, Suazo, Gonzalo","Latin american journal of aquatic research; 43(2); 309-314","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000200006&lang=pt" 
"S0718-560X2015000200007-chl","Assessment of the shelf-life of Nannochloropsis oculata flocculates stored at different temperatures","Low, Constanza, Toledo, María Isabel","Latin american journal of aquatic research; 43(2); 315-321","Latin american journal of aquatic research","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2015000200007&lang=pt" 
