"S1517-86922012000300008-scl","Utilização da biofotogrametria para a avaliação da flexibilidade de tronco","Perin, Andrea, Ulbricht, Leandra, Ricieri, Denise da Vinha, Neves, Eduardo Borba","Revista Brasileira de Medicina do Esporte; 18(3); 176-180","Revista Brasileira de Medicina do Esporte","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922012000300008&lang=pt" 
"S1517-86922012000300009-scl","Efeitos crônicos do flexionamento estático sobre parâmetros neuromusculares em adultos jovens","Conceição, Mario Cezar de Souza Costa, Sampaio, Adriane de Oliveira, Vale, Rodrigo Gomes de Souza, Achour Júnior, Abdalah, Nodari Junior, Rudy José, Dantas, Estélio Henrique Martin","Revista Brasileira de Medicina do Esporte; 18(3); 181-185","Revista Brasileira de Medicina do Esporte","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922012000300009&lang=pt" 
"S1517-86922012000300010-scl","Prevalência de lesões em atletas do futsal feminino brasileiro: um estudo retrospectivo","Gayardo, Araceli, Matana, Sinara Busatto, Silva, Márcia Regina da","Revista Brasileira de Medicina do Esporte; 18(3); 186-189","Revista Brasileira de Medicina do Esporte","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922012000300010&lang=pt" 
"S1517-86922012000300012-scl","Análise da correlação entre o protocolo Polar Fitness Test® para predição de VO2máx e ergoespirometria","Marocolo, Moacir, Barbosa Neto, Octávio, Vianna, Jeferson Macedo, Lauria, André de Assis, Orsatti, Fábio Lera, Mota, Gustavo Ribeiro da","Revista Brasileira de Medicina do Esporte; 18(3); 195-197","Revista Brasileira de Medicina do Esporte","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922012000300012&lang=pt" 
"S1517-86922012000300014-scl","Influência do nível de desempenho de jogadores de badminton em aspectos neuromotores durante uma tarefa de apontar um alvo","Loureiro Jr., Luiz de França Bahia, Freitas, Paulo Barbosa de","Revista Brasileira de Medicina do Esporte; 18(3); 203-207","Revista Brasileira de Medicina do Esporte","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922012000300014&lang=pt" 
"S1517-86922012000300015-scl","Efeito do exercício no sistema imune: resposta, adaptação e sinalização celular","Terra, Rodrigo, Silva, Sílvia Amaral Gonçalves da, Pinto, Verônica Salerno, Dutra, Patrícia Maria Lourenço","Revista Brasileira de Medicina do Esporte; 18(3); 208-214","Revista Brasileira de Medicina do Esporte","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922012000300015&lang=pt" 
"S1517-86922012000300013-scl","Efeito do exercício físico e estatinas na função muscular em animais com dislipidemia","Accioly, Marilita Falângola, Camargo Filho, José Carlos Silva, Padulla, Susimary Aparecida Trevizan, Lima, Ana Lúcia Zocal de, Bonfim, Mariana Rotta, Carmo, Edna Maria do, Pinhel, Marcela Augusta de Souza, Lima, Mariana Accioly, Azoubel, Reinaldo, Brandão, Antônio Carlos, Souza, Dorotéia Rossi Silva","Revista Brasileira de Medicina do Esporte; 18(3); 198-202","Revista Brasileira de Medicina do Esporte","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922012000300013&lang=pt" 
"S1517-86922012000300011-scl","Efeito de dietas hiperlipídicas com extrato de baru e chocolate sobre a área de adipócitos de ratos submetidos ao exercício físico","Ravagnani, Fabricio Cesar de Paula, Ravagnani, Christianne de Faria Coelho, Braga Neto, José Antônio, Voltarelli, Fabricio Azevedo, Zavala, Arturo Alejandro Zavala, Habitante, Carlos Alexandre, Inouye, Celso Massaschi","Revista Brasileira de Medicina do Esporte; 18(3); 190-194","Revista Brasileira de Medicina do Esporte","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922012000300011&lang=pt" 
"S2237-93632012000200012-scl","Experiencing sexuality after intestinal stoma","Paula, Maria Angela Boccara de, Takahashi, Renata Ferreira, Paula, Pedro Roberto de","Journal of Coloproctology (Rio de Janeiro); 32(2); 163-174","Journal of Coloproctology (Rio de Janeiro)","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632012000200012&lang=pt" 
"S1134-80462012000300001-esp","Five crises in pain management","Loeser, J. D.","Revista de la Sociedad Española del Dolor; 19(3); 111-116","Revista de la Sociedad Española del Dolor","Inglês","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462012000300001&lang=pt" 
"S1134-80462012000300007-esp","Generadores de radiofrecuencia disponibles en el mercado español","Andrés, J. de, Roca, G., Perucho, A., Nieto, C., López, D.","Revista de la Sociedad Española del Dolor; 19(3); 157-164","Revista de la Sociedad Española del Dolor","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1134-80462012000300007&lang=pt" 
