"S0100-55022012000100015-scl","Cuidados no fim da vida: o ensino médico no Brasil","Toledo, Andréia Padilha de, Priolli, Denise Gonçalves","Revista Brasileira de Educação Médica; 36(1); 109-117","Revista Brasileira de Educação Médica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022012000100015&lang=pt" 
"S0100-55022012000100016-scl","Avaliação de acidentes de trabalho com materiais biológicos em médicos residentes, acadêmicos e estagiários de um hospital-escola de Porto Alegre","Souza, Rafael Teixeira de, Bica, Claudia Giuliano, Mondadori, Carmen Susana, Ranzi, Alana Durayski","Revista Brasileira de Educação Médica; 36(1); 118-124","Revista Brasileira de Educação Médica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022012000100016&lang=pt" 
"S0100-55022012000100017-scl","Dermatologia na atenção primária: um desafio para a formação e prática médica","Gomes, Tatiana Maciel, Moura, Anna Tereza Miranda Soares de, Aguiar, Adriana Cavalcanti de","Revista Brasileira de Educação Médica; 36(1); 125-128","Revista Brasileira de Educação Médica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022012000100017&lang=pt" 
"S0100-55022012000100018-scl","Currículo baseado em competências na residência médica","Fernandes, Cláudia Regina, Farias Filho, Alberto, Gomes, Josenilia Maria Alves, Pinto Filho, Washington Auspilicueta, Cunha, Glauco Kleming Florêncio da, Maia, Flavio Lobo","Revista Brasileira de Educação Médica; 36(1); 129-136","Revista Brasileira de Educação Médica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022012000100018&lang=pt" 
"S0101-31572012000100005-scl","Evaluating the wage differential between public and private sectors in Brazil","Emilio, Daulins, Ponczek, Vladimir, Botelho, Fernando","Revista de Economia Política; 32(1); 72-86","Revista de Economia Política","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572012000100005&lang=pt" 
"S0101-31572012000100002-scl","Five models of capitalism","Bresser-Pereira, Luiz Carlos","Revista de Economia Política; 32(1); 21-32","Revista de Economia Política","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572012000100002&lang=pt" 
"S0101-31572012000100003-scl","Brasil (1955-2005): 25 anos de catching up, 25 anos de falling behind","Arend, Marcelo, Fonseca, Pedro Cezar Dutra","Revista de Economia Política; 32(1); 33-54","Revista de Economia Política","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572012000100003&lang=pt" 
"S0101-31572012000100004-scl","Desigualdade, mas de qual falamos?","Dedecca, Claudio Salvadori","Revista de Economia Política; 32(1); 55-71","Revista de Economia Política","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572012000100004&lang=pt" 
"S0101-31572012000100006-scl","Karl Popper versus Theodor Adorno: lições de um confronto histórico","Ganem, Angela","Revista de Economia Política; 32(1); 87-108","Revista de Economia Política","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572012000100006&lang=pt" 
"S0101-31572012000100007-scl","Há compatibilidade entre a &quot;tecnologia social&quot; de Nelson e a &quot;causalidade vebleniana&quot; de Hodgson?","Conceição, Octavio A. C.","Revista de Economia Política; 32(1); 109-127","Revista de Economia Política","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572012000100007&lang=pt" 
"S0101-31572012000100009-scl","O mercado brasileiro do século XIX: uma visão por meio do comércio de cabotagem","Marcondes, Renato Leite","Revista de Economia Política; 32(1); 142-166","Revista de Economia Política","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572012000100009&lang=pt" 
"S0100-55022012000100002-scl","Percepção de estudantes de medicina sobre aprendizagem da relação médico-paciente após mudança curricular","Stock, Fabíola Schauffler, Sisson, Maristela Chitto, Grosseman, Suely","Revista Brasileira de Educação Médica; 36(1); 5-13","Revista Brasileira de Educação Médica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022012000100002&lang=pt" 
"S1575-18132012000100004-esp","Google Docs: una alternativa de encuestas online","Alarco, J. Jhonnel, Álvarez-Andrade, Esmilsinia V.","Educación Médica; 15(1); 9-10","Educación Médica","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132012000100004&lang=pt" 
"S1575-18132012000100003-esp","Cincuenta años de la publicación de &quot;Medical Education in Spain&quot;, de Antonio Gallego","Oriol-Bosch, Albert","Educación Médica; 15(1); 7-8","Educación Médica","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132012000100003&lang=pt" 
"S1575-18132012000100007-esp","Aprendizaje basado en problemas en la formación de estudiantes de enfermería: Impacto en la práctica clínica","Alcolea-Cosín, M. Teresa, Oter-Quintana, Cristina, Martínez-Ortega, Rosa M., Sebastián-Viana, Tomás, Pedraz-Marcos, Azucena","Educación Médica; 15(1); 23-30","Educación Médica","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132012000100007&lang=pt" 
"S1575-18132012000100010-esp","Aprendizaje de la historia clínica con pacientes simulados en el grado de Medicina","Rodríguez-Díez, M. Cristina, Beunza, Juan J., López-Del Burgo, Cristina, Hyder, Omar, Civeira-Murillo, M. Pilar, Díez, Nieves","Educación Médica; 15(1); 47-52","Educación Médica","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132012000100010&lang=pt" 
"S1575-18132012000100009-esp","Estudio de conformidad con la formación recibida por los residentes del Hospital Universitario Príncipe de Asturias de 2007 a 2009","Gómez-Carrasco, José A., Pais-Roldán, Paula","Educación Médica; 15(1); 37-46","Educación Médica","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132012000100009&lang=pt" 
"S1575-18132012000100005-esp","Conocimientos adecuados de emergencias médicas: un problema de estudiantes y profesionales de la salud","Chafloque-Carhuas, Jane, Pino-Delgado, Mayra, Rivera-Paico, Mayra, Díaz-Vélez, Cristian","Educación Médica; 15(1); 11-12","Educación Médica","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132012000100005&lang=pt" 
"S1575-18132012000100011-esp","Programa para ayudar a estudiantes de tercer año a integrar el contenido y la forma en la realización de la historia clínica","Ruiz-Moral, Roger, Salido-Morales, Isabel, Aguado-Taberné, Cristina, Pérula de Torres, Luis A., Alba-Dios, Antonia, Guerra-Pasadas, Francisco","Educación Médica; 15(1); 53-61","Educación Médica","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132012000100011&lang=pt" 
"S1575-18132012000100008-esp","La literatura como recurso didáctico complementario en la enseñanza y aprendizaje de la dermatología","Vázquez-López, Francisco, Rodríguez-Vigil, Beatriz, Gotor-Corrales, M. Luisa","Educación Médica; 15(1); 31-36","Educación Médica","Espanhol","2012","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-18132012000100008&lang=pt" 
"S0100-55022012000100001-scl","Rbem: cinco anos no Scielo e o porvir","Rego, Sergio","Revista Brasileira de Educação Médica; 36(1); 3-4","Revista Brasileira de Educação Médica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022012000100001&lang=pt" 
"S0100-55022012000100003-scl","Integração ensino-pesquisa na educação médica: perfil docente de um colegiado","Souza, Pedro Mansueto Melo, Nunes, Camila Almada, Silveira, Clarice Santiago, Nóbrega-Therrien, Silvia Maria","Revista Brasileira de Educação Médica; 36(1); 14-23","Revista Brasileira de Educação Médica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022012000100003&lang=pt" 
"S0100-55022012000100007-scl","Portal de periódicos da capes: uso por pós-graduandos da faculdade de medicina","Campos, Thamara de Souza, Damasceno, Vinicius Oliveira, Almeida, Patrícia Casagrande Dias de, Lamounier, Joel Alves","Revista Brasileira de Educação Médica; 36(1); 50-54","Revista Brasileira de Educação Médica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022012000100007&lang=pt" 
"S0100-55022012000100020-scl","Diretrizes para o ensino na atenção primária à saúde na graduação em medicina","Demarzo, Marcelo Marcos Piva, Almeida, Rodrigo Cariri Chalegre de, Marins, João José Neves, Trindade, Thiago Gomes da, Anderson, Maria Inez Padula, Stein, Airton Tetelbom, Guimarães, Fabiano Gonçalves, Oliveira, Felipe Proenço de, Carvalho, Fernanda Plesmann de, Silva, Flavio Dias, Oliveira, Francisco Arsego de, Carlos, Gustavo Tenório, Marques, Jaciara Bezerra, Geniole, Leika Aparecida Ishigama, Silveira, Lia Márcia Cruz da, Pinto, Maria Eugênia Bresolin, Silva, Nayra Almeida da, Bagatelli, Rodrigo Cechelero, Batista, Sandro Rogério Rodrigues, Barboza, Tânia de Araújo, Sarti, Thiago Dias, Barreto, Vitor, Gusso, Gustavo Diniz Ferreira, Belaciano, Mourad Ibrahim","Revista Brasileira de Educação Médica; 36(1); 143-148","Revista Brasileira de Educação Médica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022012000100020&lang=pt" 
"S0100-55022012000100019-scl","Bioquímica como sinônimo de ensino, pesquisa e extensão: um relato de experiência","Albuquerque, Manuela Alves Cavalcanti, Amorim, Ângelo Henrique Cavalcanti, Rocha, José Roberto Coelho Ferreira, Silveira, Larissa de Melo Freire Gouveia, Neri, David Fernando de Morais","Revista Brasileira de Educação Médica; 36(1); 137-142","Revista Brasileira de Educação Médica","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022012000100019&lang=pt" 
"S0101-31572012000100001-scl","A hipótese do crescimento rápido: novos argumentos","Castro, Antonio Barros de","Revista de Economia Política; 32(1); 3-20","Revista de Economia Política","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572012000100001&lang=pt" 
"S0104-40362012010200001-scl","Produção científica sobre avaliação educacional e gestão de sistemas e de escolas (2000-2008)","Martins, Ângela Maria, Sousa, Sandra Zákia","Ensaio: Avaliação e Políticas Públicas em Educação; 20(74); -","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012010200001&lang=pt" 
"S0104-40362012000100002-scl","A produção científica sobre avaliação educacional e gestão de sistemas e de escolas: o campo da questão entre 2000 e 2008","Martins, Angela Maria, Sousa, Sandra Zákia","Ensaio: Avaliação e Políticas Públicas em Educação; 20(74); 9-26","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362012000100002&lang=pt" 
"S1852-73372012000100001-arg","A.A.D y N.D cumple 65 años: Breve contexto histórico","González, Graciela","Diaeta; 30(138); -","Diaeta","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73372012000100001&lang=pt" 
"S1852-73372012000100002-arg","Composición centesimal, contenido de sodio y aporte energético de productos pre-elaborados","Olivera Carrión, Margarita, Giacomino, Silvia, Pellegrino, Nestor","Diaeta; 30(138); 7-16","Diaeta","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73372012000100002&lang=pt" 
"S1852-73372012000100003-arg","Visión intercultural de conocimientos, actitudes y prácticas sobre alimentación ancestral mapuche en una escuela con programa oficial","López, Ximena, Uda, Adriana, Possidoni, Cristina, Brutti, Isabel","Diaeta; 30(138); 17-24","Diaeta","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73372012000100003&lang=pt" 
"S1852-73372012000100004-arg","Desarrollo y evaluación sensorial de galletitas de jengibre con sustitución parcial de harina de trigo por harina de arroz y lenteja (Gallentinas)","Cutullé, Bárbara, Berruti, Verónica, Campagna, Fabiana, Colombaroni, María Betina, Robidarte, María Sol, Wiedemann, Adriana, Vázquez, Marisa","Diaeta; 30(138); 25-31","Diaeta","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73372012000100004&lang=pt" 
"S1852-73372012000100005-arg","Diseño de un leudante químico bajo en sodio para preparaciones para la comunidad celíaca","Rossi, Paula, Abalos, Rosa, Lencina, Sabrina, Tesouro, Ramiro, Melchiori, María Clara, Vergara, Matías","Diaeta; 30(138); 32-34","Diaeta","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73372012000100005&lang=pt" 
