"S0038-23612011000300004-sza","Intra-operative parathyroid hormone measurements - experience of a non-academic hospital","Morks, A. N., van Ginhoven, T. M., Pekelharing, J. M., Duschek, E. J. J., Smit, P. C., de Graaf, P. W.","South African Journal of Surgery; 49(3); 123-127","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000300004&lang=pt" 
"S0038-23612011000300005-sza","Gastro-intestinal stromal tumours (GISTs) - the Pretoria experience and a literature review","Hartley, R. J., Becker, J. H. R., van der Walt, H., Luvhengo, T.","South African Journal of Surgery; 49(3); 128-131","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000300005&lang=pt" 
"S0038-23612011000300002-sza","Surgical anatomy of the pyramidal lobe and its significance in thyroid surgery","Zivic, R., Radovanovic, D., Vekic, B., Markovic, I., Dzodic, R., Zivaljevic, V.","South African Journal of Surgery; 49(3); 110-116","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000300002&lang=pt" 
"S0038-23612011000300006-sza","A student surgical society - the Cape Town experience","Favara, D. M., Kahn, D.","South African Journal of Surgery; 49(3); 132-134","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000300006&lang=pt" 
"S0038-23612011000300007-sza","A review of non-obstetric spontaneous pneumomediastinum and subcutaneous emphysema","Brand, M., Bizos, B., Burnell, L.","South African Journal of Surgery; 49(3); 135-136","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000300007&lang=pt" 
"S0038-23612011000300008-sza","Abdominal manipulation during water-soluble contrast enema - an alternative method of non-operative decompression of sigmoid volvulus?","Boshoff, P. E., Andronikou, S.","South African Journal of Surgery; 49(3); 137-139","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000300008&lang=pt" 
"S0038-23612011000300009-sza","The lithopedion - an unusual cause of an abdominal mass","Ede, J., Sobnach, S., Castillo, F., Bhyat, A., Corbett, J.-H.","South African Journal of Surgery; 49(3); 140-141","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000300009&lang=pt" 
"S0038-23612011000300014-sza","38th Annual Meeting of the Surgical Research Society of South Africa","","South African Journal of Surgery; 49(3); 145-167","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000300014&lang=pt" 
"S0038-23612011000300013-sza","Johnny Marr","Marr, Ian","South African Journal of Surgery; 49(3); 145-145","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000300013&lang=pt" 
"S0038-23612011000300012-sza","Phoebus Perdikis","","South African Journal of Surgery; 49(3); 144-144","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000300012&lang=pt" 
"S0038-23612011000300011-sza","Herbert Otto Penzhorn","","South African Journal of Surgery; 49(3); 143-143","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000300011&lang=pt" 
"S0038-23612011000300010-sza","Simultaneous blunt traumatic laceration of inferior vena cava and right renal artery - computed tomographic diagnosis","Jakhere, Sandeep Gopal, Bharambay, Himanshu Vasudeo","South African Journal of Surgery; 49(3); 142-142","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000300010&lang=pt" 
"S2007-48322011000200002-mex","Relationship Compatibility, Compatible Matches, and Compatibility Matching","Sprecher, Susan","Acta de investigación psicológica; 1(2); 187-215","Acta de investigación psicológica","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-48322011000200002&lang=pt" 
"S2007-48322011000200003-mex","Comunicación y conflicto: ¿Qué tanto impactan en la satisfacción marital?","Flores Galaz, Mirta Margarita","Acta de investigación psicológica; 1(2); 216-232","Acta de investigación psicológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-48322011000200003&lang=pt" 
"S2007-48322011000200001-mex","Prólogo","Sánchez Aragón, Rozzana","Acta de investigación psicológica; 1(2); 183-186","Acta de investigación psicológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-48322011000200001&lang=pt" 
"S2007-48322011000200006-mex","Macro-Level Factors &amp; their Influence on Family Perceptions in Two Cultures","Sang-Ah Park, Miriam, Goodwin, Robin, Gergő Harsányi, Szabolcs, Kim, Jung-Ae","Acta de investigación psicológica; 1(2); 274-297","Acta de investigación psicológica","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-48322011000200006&lang=pt" 
"S2007-48322011000200007-mex","El conflicto como un predictor de la infidelidad","Rivera Aragón, Sofía, Díaz Loving, Rolando, Villanueva Orozco, Gerardo Benjamín Tonatiuh, Montero Santamaria, Nancy","Acta de investigación psicológica; 1(2); 298-315","Acta de investigación psicológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-48322011000200007&lang=pt" 
"S2007-48322011000200004-mex","Adult Attachment and Conflict Behavior: Delineating the Links","Feeney, Judith A.","Acta de investigación psicológica; 1(2); 233-253","Acta de investigación psicológica","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-48322011000200004&lang=pt" 
"S2007-48322011000200005-mex","La estructura emocional de la intensidad de la pasión romántica","Sánchez Aragón, Rozzana","Acta de investigación psicológica; 1(2); 254-273","Acta de investigación psicológica","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-48322011000200005&lang=pt" 
"S2007-48322011000200008-mex","Respect and Love in Romantic Relationships","Hendrick, Clyde, Hendrick, Susan S., Zacchilli, Tammy L.","Acta de investigación psicológica; 1(2); 316-329","Acta de investigación psicológica","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-48322011000200008&lang=pt" 
"S2007-48322011000200009-mex","Current Mesoamerican Couples: Cultural Heritage; Families in Transition; Sustainable Relationships","Diaz Loving, Rolando","Acta de investigación psicológica; 1(2); 330-351","Acta de investigación psicológica","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-48322011000200009&lang=pt" 
"S2007-48322011000200010-mex","Linking Theoretical Explanations for the Use of Marital Maintenance: Equity, Uncertainty, Attachment, and Reciprocity","Dainton, Marianne","Acta de investigación psicológica; 1(2); 352-374","Acta de investigación psicológica","Inglês","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-48322011000200010&lang=pt" 
"S1727-897X2011000400004-cub","Diseño de férula en abducción para el tratamiento del desarrollo displásico de la cadera","Requeiro Molina, José, Machado Consuegra, Ana, Requeiro Molina, Gabriela","MediSur; 9(4); 281-288","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400004&lang=pt" 
