"S0718-34372007000100014-chl","Betti, Emilio: La interpretación jurídica. Páginas escogidas","Rabbi-Baldi Cabanillas, Renato","Revista chilena de derecho; 34(1); 187-188","Revista chilena de derecho","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34372007000100014&lang=pt" 
"S0718-34372007000100015-chl","García Vicente , José Ramón (2006): “La Prenda de Créditos”","Carvajal, Patricio-Ignacio","Revista chilena de derecho; 34(1); 188-190","Revista chilena de derecho","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34372007000100015&lang=pt" 
"S0718-34372007000100016-chl","Manson, Manuel (2006): “Derecho y Lógica Formal”","Amunátegui Perelló, Carlos Felipe","Revista chilena de derecho; 34(1); 191-191","Revista chilena de derecho","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34372007000100016&lang=pt" 
"S0718-34372007000100017-chl","Moderne, Franck, Principios generales del Derecho Público","Pérez, Gisell","Revista chilena de derecho; 34(1); 192-195","Revista chilena de derecho","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34372007000100017&lang=pt" 
"S0718-50732007000100001-chl","Factores determinantes y propuestas para la gestión de la innovación en las empresas constructoras","Correa, Christian L, Yepes, Víctor, Pellicer, Eugenio","Revista ingeniería de construcción; 22(1); 5-14","Revista ingeniería de construcción","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50732007000100001&lang=pt" 
"S0718-50732007000100002-chl","Permeabilidad a los cloruros del hormigón armado situado en ambiente marino sumergido","Bermúdez Odriozola, Miguel Ángel, Alaejos Gutiérrez, Pilar","Revista ingeniería de construcción; 22(1); 15-22","Revista ingeniería de construcción","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50732007000100002&lang=pt" 
"S0718-50732007000100003-chl","Virtual Coach: un ambiente de simulación situacional para la enseñanza de la gerencia de la construcción","Rojas, Eddy M, Mukherjee, Amlan","Revista ingeniería de construcción; 22(1); 25-32","Revista ingeniería de construcción","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50732007000100003&lang=pt" 
"S0718-50732007000100004-chl","Modelación con elementos finitos del agrietamiento en el hormigón por corrosión localizada en la armadura","Castorena, J, Pérez, J.L., Borunda, A, Gaona, C, Torres-Acosta, A, Velázquez, I, Martínez, A, Almeraya, F","Revista ingeniería de construcción; 22(1); 35-42","Revista ingeniería de construcción","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50732007000100004&lang=pt" 
"S0718-50732007000100005-chl","Modelo PEF de costes de la calidad como herramienta de gestión en empresas constructoras: una visión actual","Gracia Villar, Santos, Dzul López, Luis A","Revista ingeniería de construcción; 22(1); 43-56","Revista ingeniería de construcción","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50732007000100005&lang=pt" 
"S0718-50732007000100006-chl","Hormigón liviano de alto desempeño - una comparación entre pérdidas de pretensado reales y estimadas por los códigos de diseño","López, Mauricio, Kahn, Lawrence F","Revista ingeniería de construcción; 22(1); 59-69","Revista ingeniería de construcción","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-50732007000100006&lang=pt" 
"S1315-95182007000100013-ven","Calidad de servicio en la editorial de la Universidad del Zulia (EDILUZ)","Atencio Cárdenas, Edith, González Pertuz, Blanca","Revista de Ciencias Sociales; 13(1); 172-186","Revista de Ciencias Sociales","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-95182007000100013&lang=pt" 
"S1315-95182007000100008-ven","Condiciones políticas y administrativas de la Gobernación del estado Zulia para el ejercicio de la contraloría social","Henríquez, Deyanira, Montes de Oca, Yorberth, Boscán, Elizabeth","Revista de Ciencias Sociales; 13(1); 98-115","Revista de Ciencias Sociales","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-95182007000100008&lang=pt" 
"S1315-95182007000100009-ven","Evaluación por competencias y estimación de potencial en las empresas eléctricas de occidente","Peñaloza, Mónica, Arévalo, Freddy","Revista de Ciencias Sociales; 13(1); 116-133","Revista de Ciencias Sociales","Espanhol","2007","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-95182007000100009&lang=pt" 
