"S0004-27302008000500023-scl","Influências da reposição de estrógenos e progestágenos na ação do hormônio de crescimento em mulheres com hipopituitarismo","Isotton, Ana Lúcia, Wender, Maria Celeste O., Czepielewski, Mauro A.","Arquivos Brasileiros de Endocrinologia &amp; Metabologia; 52(5); 901-916","Arquivos Brasileiros de Endocrinologia &amp; Metabologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27302008000500023&lang=pt" 
"S0100-85872008000100001-scl","Editorial","","Religião &amp; Sociedade; 28(1); 9-11","Religião &amp; Sociedade","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-85872008000100001&lang=pt" 
"S0100-85872008000100004-scl","Ouro e Deus: sobre a relação entre prosperidade, moralidade e religião nos campos de ouro do Suriname","Theije, Marjo de","Religião &amp; Sociedade; 28(1); 69-83","Religião &amp; Sociedade","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-85872008000100004&lang=pt" 
"S0100-85872008000100011-scl","Os rumos da intolerância religiosa no Brasil","Lui, Janayna de Alencar","Religião &amp; Sociedade; 28(1); 211-214","Religião &amp; Sociedade","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-85872008000100011&lang=pt" 
"S0100-85872008000100009-scl","Entre a casa e a roça: trajetórias de socialização no candomblé de habitantes de bairros populares de Salvador","Rabelo, Miriam C. M.","Religião &amp; Sociedade; 28(1); 176-205","Religião &amp; Sociedade","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-85872008000100009&lang=pt" 
"S0100-85872008000100010-scl","Repensando paradigmas e criando novas possibilidades: a diversidade da produção das ciências sociais da religião na América Latina","Teixeira, César Pinheiro","Religião &amp; Sociedade; 28(1); 206-210","Religião &amp; Sociedade","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-85872008000100010&lang=pt" 
"S0100-85872008000100008-scl","Como Juazeiro do Norte se tornou a terra da Mãe de Deus: penitência, ethos de misericórdia e identidade do lugar","Campos, Roberta Bivar Carneiro","Religião &amp; Sociedade; 28(1); 146-175","Religião &amp; Sociedade","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-85872008000100008&lang=pt" 
"S0100-85872008000100002-scl","Religião, identidade e segurança entre imigrantes luteranos da Pomerânia, no Espírito Santo (1880-2005)","Droogers, André","Religião &amp; Sociedade; 28(1); 13-41","Religião &amp; Sociedade","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-85872008000100002&lang=pt" 
"S0100-85872008000100003-scl","Novo nascimento cristão: uma nova identidade? Conversão, etnicidade e cidadania na Indonésia","Koning, Juliette","Religião &amp; Sociedade; 28(1); 42-68","Religião &amp; Sociedade","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-85872008000100003&lang=pt" 
"S0100-85872008000100005-scl","A transnacionalização do espiritismo kardecista brasileiro: uma discussão inicial","Lewgoy, Bernardo","Religião &amp; Sociedade; 28(1); 84-104","Religião &amp; Sociedade","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-85872008000100005&lang=pt" 
"S0100-85872008000100006-scl","Peregrinação, turismo e nova era: caminhos de Santiago de Compostela no Brasil","Steil, Carlos Alberto, Carneiro, Sandra de Sá","Religião &amp; Sociedade; 28(1); 105-124","Religião &amp; Sociedade","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-85872008000100006&lang=pt" 
"S0100-85872008000100007-scl","Deslocamentos em dois cortejos processionais católicos","Medeiros, Bartolomeu Tito Figueirôa de","Religião &amp; Sociedade; 28(1); 125-145","Religião &amp; Sociedade","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-85872008000100007&lang=pt" 
"S0100-879X2008000700015-scl","Association of ApoE polymorphisms with prevalent hypertension in 1406 older adults: the Bambuí Health Aging Study (BHAS)","Fuzikawa, A.K., Peixoto, S.V., Taufer, M., Moriguchi, E.H., Lima-Costa, M.F.","Brazilian Journal of Medical and Biological Research; 41(7); 640-641","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000700015&lang=pt" 
"S0100-879X2008000700012-scl","Opioidergic orofacial antinociception induced by electroacupuncture at acupoint St36","Almeida, R.T., Perez, A.C., Francischi, J.N., Castro, M.S., Duarte, I.D.G.","Brazilian Journal of Medical and Biological Research; 41(7); 621-626","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000700012&lang=pt" 
"S0100-879X2008000700009-scl","Characterization of rat heart alkaline phosphatase isoenzymes and modulation of activity","Mota, A., Silva, P., Neves, D., Lemos, C., Calhau, C., Torres, D., Martel, F., Fraga, H., Ribeiro, L., Alçada, M.N.M.P., Pinho, M.J., Negrão, M.R., Pedrosa, R., Guerreiro, S., Guimarães, J.T., Azevedo, I., Martins, M.J.","Brazilian Journal of Medical and Biological Research; 41(7); 600-609","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000700009&lang=pt" 
"S0100-879X2008000700008-scl","Expression of a hantavirus N protein and its efficacy as antigen in immune assays","Figueiredo, L.T.M., Moreli, M.L., Borges, A.A., Figueiredo, G.G., Souza, R.L.M., Aquino, V.H.","Brazilian Journal of Medical and Biological Research; 41(7); 596-599","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000700008&lang=pt" 
"S0100-879X2008000700013-scl","Moderate-term reproducibility of heart rate variability during rest and light to moderate exercise in children","Leicht, A.S., Allen, G.D.","Brazilian Journal of Medical and Biological Research; 41(7); 627-633","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000700013&lang=pt" 
"S0100-879X2008000700010-scl","Association of loss of heterozygosity with cytogenetic abnormalities in acute myeloid leukemia and myelodysplastic syndrome","Pinheiro, R.F., Serio, F.M., Silva, M.R.R., Briones, M.R.S., Chauffaille, M.L.L.F.","Brazilian Journal of Medical and Biological Research; 41(7); 610-614","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000700010&lang=pt" 
"S0100-879X2008000700005-scl","Transcriptional up-regulation of PHLDA1 by 17β-estradiol in MCF-7 breast cancer cells","Marchiori, A.C., Casolari, D.A., Nagai, M.A.","Brazilian Journal of Medical and Biological Research; 41(7); 579-582","Brazilian Journal of Medical and Biological Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2008000700005&lang=pt" 
"S0100-204X2008000700010-scl","Variabilidade no cpDNA em Manilkara huberi, espécie sob manejo sustentável na Amazônia brasileira","Azevedo, Vânia Cristina Rennó, Kanashiro, Milton, Grattapaglia, Dario, Ciampi, Ana Yamaguishi","Pesquisa Agropecuária Brasileira; 43(7); 859-867","Pesquisa Agropecuária Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2008000700010&lang=pt" 
"S0100-204X2008000700020-scl","BRSMG Caravera: cultivar de arroz para terras altas","Soares, Antônio Alves, Reis, Moizés de Sousa, Cornélio, Vanda Maria de Oliveira, Soares, Plínio César, Costa Júnior, Geovane Tadeu, Guedes, Janine Magalhães, Leite, Natália Alves, Souza, Moacil Alves de, Dias, Fábio Pereira","Pesquisa Agropecuária Brasileira; 43(7); 937-940","Pesquisa Agropecuária Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2008000700020&lang=pt" 
