"S1414-32832004000100004-scl","A Grande Saúde: uma introdução à medicina do Corpo sem Órgãos","Teixeira, Ricardo Rodrigues","Interface - Comunicação, Saúde, Educação; 8(14); 35-72","Interface - Comunicação, Saúde, Educação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832004000100004&lang=pt" 
"S1414-32832004000100005-scl","Cuidado e reconstrução das práticas de Saúde","Ayres, José Ricardo de Carvalho Mesquita","Interface - Comunicação, Saúde, Educação; 8(14); 73-92","Interface - Comunicação, Saúde, Educação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832004000100005&lang=pt" 
"S1414-32832004000100006-scl","O lugar, a teoria e a prática profissional do médico: elementos para uma abordagem crítica da relação médico-paciente no consultório","Aciole, Giovanni Gurgel","Interface - Comunicação, Saúde, Educação; 8(14); 95-112","Interface - Comunicação, Saúde, Educação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832004000100006&lang=pt" 
"S1414-32832004000100007-scl","O processo de reformulação curricular de duas faculdades de Medicina no Brasil e na Argentina: uma abordagem comparativa","Koifman, Lilian","Interface - Comunicação, Saúde, Educação; 8(14); 113-134","Interface - Comunicação, Saúde, Educação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832004000100007&lang=pt" 
"S1414-32832004000100008-scl","Explicações de crianças internadas sobre a causa das doenças: implicações para a comunicação profissional de saúde-paciente","Perosa, Gimol Benzaquen, Gabarra, Letícia Macedo","Interface - Comunicação, Saúde, Educação; 8(14); 135-148","Interface - Comunicação, Saúde, Educação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832004000100008&lang=pt" 
"S1414-32832004000100002-spa","Biopolíticas da saúde: reflexões a partir de Michel Foucault, Agnes Heller e Hannah Arendt","Ortega, Francisco","Interface - Comunicação, Saúde, Educação; 8(14); 9-20","Interface - Comunicação, Saúde, Educação","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832004000100002&lang=pt" 
"S1414-32832004000100003-spa","Biopolítica: o poder médico e a autonomia do paciente em uma nova concepção de saúde","Martins, André","Interface - Comunicação, Saúde, Educação; 8(14); 21-32","Interface - Comunicação, Saúde, Educação","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832004000100003&lang=pt" 
"S1414-32832004000100004-spa","A Grande Saúde: uma introdução à medicina do Corpo sem Órgãos","Teixeira, Ricardo Rodrigues","Interface - Comunicação, Saúde, Educação; 8(14); 35-72","Interface - Comunicação, Saúde, Educação","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832004000100004&lang=pt" 
"S1414-32832004000100005-spa","Cuidado e reconstrução das práticas de Saúde","Ayres, José Ricardo de Carvalho Mesquita","Interface - Comunicação, Saúde, Educação; 8(14); 73-92","Interface - Comunicação, Saúde, Educação","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832004000100005&lang=pt" 
"S1414-32832004000100006-spa","O lugar, a teoria e a prática profissional do médico: elementos para uma abordagem crítica da relação médico-paciente no consultório","Aciole, Giovanni Gurgel","Interface - Comunicação, Saúde, Educação; 8(14); 95-112","Interface - Comunicação, Saúde, Educação","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832004000100006&lang=pt" 
"S1414-32832004000100007-spa","O processo de reformulação curricular de duas faculdades de Medicina no Brasil e na Argentina: uma abordagem comparativa","Koifman, Lilian","Interface - Comunicação, Saúde, Educação; 8(14); 113-134","Interface - Comunicação, Saúde, Educação","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832004000100007&lang=pt" 
"S1414-32832004000100008-spa","Explicações de crianças internadas sobre a causa das doenças: implicações para a comunicação profissional de saúde-paciente","Perosa, Gimol Benzaquen, Gabarra, Letícia Macedo","Interface - Comunicação, Saúde, Educação; 8(14); 135-148","Interface - Comunicação, Saúde, Educação","Português","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1414-32832004000100008&lang=pt" 
