"S0100-204X2000000200024-scl","Parâmetros nutricionais de forrageiras nativas e exóticas no Vale do Itajaí, Santa Catarina","DESCHAMPS, FRANCISCO CARLOS, TCACENCO, FERNANDO ADAMI","Pesquisa Agropecuária Brasileira; 35(2); 457-465","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000200024&lang=pt" 
"S0100-204X2000000200025-scl","BRS Celeste: nova cultivar de soja para o sistema de produção de grãos no cerrado","SOUZA, PLÍNIO ITAMAR DE MELLO DE, SPEHAR, CARLOS ROBERTO, MOREIRA, CLAUDETE TEIXEIRA, KIIHL, ROMEU AFONSO DE SOUZA, ALMEIDA, LEONES ALVES, FARIAS NETO, AUSTECLÍNIO LOPES DE, AMABILE, RENATO FERNANDO, ASSUNÇÃO, MAURÍCIO SILVA, FARIA, LUIS CLAUDIO DE, URBEN FILHO, GOTTFRIED, MONTEIRO, PEDRO MANOEL FIGUEIRA DE OLIVEIRA","Pesquisa Agropecuária Brasileira; 35(2); 467-470","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000200025&lang=pt" 
"S0100-204X2000000200001-scl","Triticale em dietas para frangos de corte","BRUM, PAULO ANTÔNIO RABENSCHLAG DE, ZANOTTO, DIRCEU LUÍS, GUIDONI, ANTÔNIO LOURENÇO, ROSA, PAULO SÉRGIO, LIMA, GUSTAVO JÚLIO MELO MONTEIRO DE, VIOLA, EDUARDO SPILARI","Pesquisa Agropecuária Brasileira; 35(2); 229-239","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000200001&lang=pt" 
"S0100-204X2000000200002-scl","Avaliação de dois simuladores para predição da lixiviação de sulfona de aldicarbe em um Latossolo Vermelho-Amarelo","SCORZA JÚNIOR, RÔMULO PENNA, RIGITANO, RENÊ LUÍS DE OLIVEIRA, LIMA, LUIZ ANTÔNIO, GOUVÊA, ANDERSON VITOR","Pesquisa Agropecuária Brasileira; 35(2); 241-250","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000200002&lang=pt" 
"S0100-204X2000000200004-scl","Alternativas de análise de ensaios em látice no melhoramento vegetal","BUENO FILHO, JÚLIO SÍLVIO DE SOUSA, VENCOVSKY, ROLAND","Pesquisa Agropecuária Brasileira; 35(2); 259-296","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000200004&lang=pt" 
"S0100-204X2000000200006-scl","Adubação verde na recuperação da fertilidade de um Latossolo Vermelho-Escuro degradado","ALCÂNTARA, FLÁVIA APARECIDA DE, FURTINI NETO, ANTONIO EDUARDO, PAULA, MIRALDA BUENO DE, MESQUITA, HUGO ADELANDE DE, MUNIZ, JOEL AUGUSTO","Pesquisa Agropecuária Brasileira; 35(2); 277-288","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000200006&lang=pt" 
"S0100-204X2000000200007-scl","Efeito da revegetação e da adubação de área degradada na fertilidade do solo e nas características da palhada","FAVARETTO, NERILDE, MORAES, ANÍBAL DE, MOTTA, ANTÔNIO CARLOS VARGA, PREVEDELLO, BEATRIZ MONTE SERRAT","Pesquisa Agropecuária Brasileira; 35(2); 289-297","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000200007&lang=pt" 
"S0100-204X2000000200012-scl","Evaluación del consumo de semillas de malezas por Notiobia (Anisotarsus) cupripennis (Germ.) (Coleoptera: Carabidae)","LIETTI, MARCELA, MONTERO, GUILLERMO, FACCINI, DELMA, NISENSOHN, LUISA","Pesquisa Agropecuária Brasileira; 35(2); 331-340","Pesquisa Agropecuária Brasileira","Espanhol","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000200012&lang=pt" 
"S0100-204X2000000200015-scl","Development of blast resistant somaclones of the upland rice cultivar araguaia","ARAÚJO, LEILA GARCÊS DE, PRABHU, ANNE SITARAMA, FREIRE, ADELSON DE BARROS","Pesquisa Agropecuária Brasileira; 35(2); 357-367","Pesquisa Agropecuária Brasileira","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000200015&lang=pt" 
"S0100-204X2000000200016-scl","Estimativas de herdabilidade e correlações quanto à produção de grãos e outras características agronômicas em populações de trigo","CAMARGO, CARLOS EDUARDO DE OLIVEIRA, FERREIRA FILHO, ANTONIO WILSON PENTEADO, FELICIO, JOÃO CARLOS","Pesquisa Agropecuária Brasileira; 35(2); 369-379","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000200016&lang=pt" 
"S0100-204X2000000200017-scl","Seleção combinada univariada e multivariada aplicada ao melhoramento genético da seringueira","COSTA, REGINALDO BRITO DA, RESENDE, MARCOS DEON VILELA, ARAUJO, ANTONIO JOSÉ DE, GONÇALVES, PAULO DE SOUZA, BORTOLETTO, NELSON","Pesquisa Agropecuária Brasileira; 35(2); 381-388","Pesquisa Agropecuária Brasileira","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2000000200017&lang=pt" 
