"S2223-62792015000100023-sza","Perceptions of newly-qualified nurses performing compulsory community service in KwaZulu-Natal","Govender, Selverani, Brysiewicz, Petra, Bhengu, Busisiwe","Curationis; 38(1); 1-8","Curationis","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2223-62792015000100023&lang=pt" 
"S2223-62792015000100024-sza","The quality of doctoral nursing education in South Africa","Coetzee, Siedine K., Klopper, Hester C., Kim, Mi J.","Curationis; 38(1); 1-9","Curationis","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2223-62792015000100024&lang=pt" 
"S2074-77052015000100028-sza","The heads of the Catechetical School in Alexandria","Oliver, Willem H.","Verbum et Ecclesia; 36(1); 1-14","Verbum et Ecclesia","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2074-77052015000100028&lang=pt" 
"S2223-62792015000100025-sza","Primary health care nurses&#039; management practices of common mental health conditions in KwaZulu-Natal, South Africa","Dube, Faith N., Uys, Leana R.","Curationis; 38(1); 1-10","Curationis","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2223-62792015000100025&lang=pt" 
"S2223-62792015000100027-sza","Lessons learned about ageing and gerontological nursing in South Africa","Booker, Staja Q","Curationis; 38(1); 1-5","Curationis","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2223-62792015000100027&lang=pt" 
"S2223-62792015000100014-sza","Educational background of nurses and their perceptions of the quality and safety of patient care","Swart, Reece P., Pretorius, Ronel, Klopper, Hester","Curationis; 38(1); 1-8","Curationis","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2223-62792015000100014&lang=pt" 
"S2223-62792015000100013-sza","Parents&#039; experience of childhood atopic eczema in the public health sector of Gauteng","Meintjes, Kaarina F., Nolte, Ann G.W.","Curationis; 38(1); 1-8","Curationis","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2223-62792015000100013&lang=pt" 
"S1817-74332015000200011-bol","Dermatomiositis juvenil, una patologia infrecuente en la infancia: Reporte de un caso","Rocha Choque, Mayra Victoria, Ríos Saavedra, Zaida, Pereira, Vianca, Luizaga, Marcelo","Revista Científica Ciencia Médica; 18(2); 48-52","Revista Científica Ciencia Médica","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1817-74332015000200011&lang=pt" 
"S1817-74332015000200008-bol","Leiomioma Paratesticular","Canedo García, Naya Alejandra, Morales Gonzales, José Milton, Ulloa Gómez, Oscar Alejandro","Revista Científica Ciencia Médica; 18(2); 32-37","Revista Científica Ciencia Médica","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1817-74332015000200008&lang=pt" 
"S1817-74332015000200009-bol","Acuaporinas, implicaciones en modelos patológicos, de tratamiento y rol clínico","De Acha Torrez, Rafael, Dolz Tejerina, Helmut, Dolz Tejerina, Vladimir","Revista Científica Ciencia Médica; 18(2); 38-42","Revista Científica Ciencia Médica","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1817-74332015000200009&lang=pt" 
"S1817-74332015000200013-bol","Indexaciones de la revistas biomédicas a SciELO Paraguay","Rios-González, Carlos Miguel","Revista Científica Ciencia Médica; 18(2); 57-57","Revista Científica Ciencia Médica","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1817-74332015000200013&lang=pt" 
"S1817-74332015000200010-bol","Pseudotumor hemofílico del calcáneo","Mora Tola, Juan Diego, Moyano Contreras, Leonor Mercedes","Revista Científica Ciencia Médica; 18(2); 43-47","Revista Científica Ciencia Médica","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1817-74332015000200010&lang=pt" 
"S1817-74332015000200003-bol","Estudio microbiológico en la hoja de coca Chapareña y Yungueña en Bolivia","Condori Bustillos, Rocio, Panozo Rojas, Mireya, Villca López, Noelia Lorena, Santa Cruz Rodríguez, Adriana Concepción","Revista Científica Ciencia Médica; 18(2); 10-13","Revista Científica Ciencia Médica","Espanhol","2015","http://www.scielo.org.bo/scielo.php?script=sci_arttext&pid=S1817-74332015000200003&lang=pt" 
"S2223-62792015000100012-sza","The strengths of families in supporting mentally-ill family members","Mokgothu, Masego C., Du Plessis, Emmerentia, Koen, Magdalena P.","Curationis; 38(1); 1-9","Curationis","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2223-62792015000100012&lang=pt" 
