"S0041-476X2008000100014-sza","&quot;tintelend oningekring&quot;: Elisabeth Eybers, 26 Februarie 1915 - 1 Desember 2007","Jansen, Ena","Tydskrif vir Letterkunde; 45(1); 185-191","Tydskrif vir Letterkunde","Africaner","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-476X2008000100014&lang=pt" 
"S0041-476X2008000100011-sza","Huldeblyk aan Elize Botha","Pieterse, H. J.","Tydskrif vir Letterkunde; 45(1); 174-176","Tydskrif vir Letterkunde","Africaner","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-476X2008000100011&lang=pt" 
"S0041-476X2008000200002-sza","&quot;Ons kan maar net versin. En aan ons versinsels glo. Glo wat ander aan ons versin&quot;: Die herinnerde verlede in Elsa Joubert se Die reise van Isobelle","Burger, Willie","Tydskrif vir Letterkunde; 45(2); 20-31","Tydskrif vir Letterkunde","Africaner","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-476X2008000200002&lang=pt" 
"S0041-476X2008000200001-sza","Magiese realisme en die religieuse in Bidsprinkaan","Anker, Johan","Tydskrif vir Letterkunde; 45(2); 5-19","Tydskrif vir Letterkunde","Africaner","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-476X2008000200001&lang=pt" 
"S0041-476X2008000200007-sza","Herovering van het paradijs: Het Zuid-Afrikaanse ecotoerisme in ethisch perspectief","Zajas, Pawel","Tydskrif vir Letterkunde; 45(2); 101-111","Tydskrif vir Letterkunde","Holandês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-476X2008000200007&lang=pt" 
"S0041-476X2008000200006-sza","Children&#039;s identity, race and sexuality in Ons is nie almal so and Die reuk van appels","Barnard, Lianne","Tydskrif vir Letterkunde; 45(2); 87-100","Tydskrif vir Letterkunde","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-476X2008000200006&lang=pt" 
"S0041-476X2008000200005-sza","&quot;Jan de Dood en sy bende&quot;: Vergestaltings van die dood in die romans van Lettie Viljoen/Ingrid Winterbach","Human, Thys","Tydskrif vir Letterkunde; 45(2); 72-86","Tydskrif vir Letterkunde","Africaner","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-476X2008000200005&lang=pt" 
"S0041-476X2008000200009-sza","Not a scintilla of light: Darkness and despondency in Yvonne Vera&#039;s Butterfly Burning","Opara, Chioma","Tydskrif vir Letterkunde; 45(2); 124-132","Tydskrif vir Letterkunde","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-476X2008000200009&lang=pt" 
"S0375-15892008000100010-sza","Shelled acorn seed (Quercus cerris) as a diet ingredient on the performance of growing Japanese quail","Midilli, M., Muglali, Ö.H., Altintas, L., Erol, H., Cakir, S.","South African Journal of Animal Science; 38(1); 38-42","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000100010&lang=pt" 
"S0375-15892008000100008-sza","Live weight and reproduction performance of Zimbabwean Blue and South African Black ostriches","Cloete, S.W.P., Brand, M.M., Hoffman, L.C., Muller, M.","South African Journal of Animal Science; 38(1); 65-73","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000100008&lang=pt" 
"S0375-15892008000100001-sza","Genetic analysis of somatic cell score and udder type traits in South African Holstein cows","Dube, B., Dzama, K., Banga, C.B.","South African Journal of Animal Science; 38(1); 1-11","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000100001&lang=pt" 
"S0375-15892008000100003-sza","Effects of dietary probiotic and prebiotic supplementation on growth performance and serum IgG concentration of broilers","Midilli, M., Alp, M., Kocabağli, N., Muğlali, Ö.H., Turan, N., Yılmaz, H., Çakir, S.","South African Journal of Animal Science; 38(1); 21-27","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000100003&lang=pt" 
"S0375-15892008000100002-sza","Effect of dietary conjugated linoleic acid (CLA) on the growth and lipid metabolism of geese and fatty acid composition of their tissues","Zhang, Xu-hui, Wang, Bao-wei, Wang, Lei, Long, Fang-yu, Yang, Zhi-gang, Yu, Shi-hao, Wang, Ya-chao, Wei, Xiao-xiao, Jing, Li-zhen, Liu, Guang-lei","South African Journal of Animal Science; 38(1); 12-20","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000100002&lang=pt" 
"S0375-15892008000100007-sza","Effect of short-term pre-hatch heat shock of incubating eggs-on subsequent broiler performance","Sengor, E., Yardimci, M., Okur, N., Can, U.","South African Journal of Animal Science; 38(1); 58-64","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000100007&lang=pt" 
"S0375-15892008000100006-sza","The use of a cluster analysis in across herd genetic evaluation for beef cattle","Neser, F.W.C., Erasmus, G.J., Scholtz, M.M.","South African Journal of Animal Science; 38(1); 51-57","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000100006&lang=pt" 
"S0375-15892008000100009-sza","Determination of metabolisable energy of five cultivars of hulless barley using adult leghorn cockerels","Rezaei, M., Dehghan, M., Ayatollahy, M.","South African Journal of Animal Science; 38(1); 28-30","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000100009&lang=pt" 
"S0375-15892008000100005-sza","The effect of plant age on the chemical composition of fresh and ensiled Agave salmiana leaves","Pinos-Rodríguez, J.M., Zamudio, M., González, S.S.","South African Journal of Animal Science; 38(1); 43-50","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000100005&lang=pt" 
"S0375-15892008000100004-sza","Across flock genetic parameter estimation for yearling body weight and fleece traits in the South African Dohne Merino population","van Wyk, J.B., Swanepoel, J.W., Cloete, S.W.P., Olivier, J.J., Delport, G.J.","South African Journal of Animal Science; 38(1); 31-37","South African Journal of Animal Science","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000100004&lang=pt" 
"S0301-603X2008000100008-sza","Towards the development of a monitoring and evaluation policy: An experience from Limpopo Province","Zwane, E.M., Düvel, G.H.","South African Journal of Agricultural Extension; 37(1); 116-131","South African Journal of Agricultural Extension","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0301-603X2008000100008&lang=pt" 
"S0301-603X2008000100009-sza","Evaluation of the appropriateness of certain grain production technologies for small-scale farmers","du Toit, A.P.N., Nemadodzi, E.A.","South African Journal of Agricultural Extension; 37(1); 132-143","South African Journal of Agricultural Extension","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0301-603X2008000100009&lang=pt" 
"S0301-603X2008000100001-sza","Socio-economic determinants of farmers&#039; adoption of rotational woodlot technology in Kigorobya sub-county, Hoima District, Uganda","Buyinza, M., Banana, A.Y., Nabanoga, G., Ntakimye, A.","South African Journal of Agricultural Extension; 37(1); 1-16","South African Journal of Agricultural Extension","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0301-603X2008000100001&lang=pt" 
"S0301-603X2008000100002-sza","Cultural variations regarding the nature and determinants of opinion leadership","Duvel, G.H.","South African Journal of Agricultural Extension; 37(1); 17-26","South African Journal of Agricultural Extension","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0301-603X2008000100002&lang=pt" 
"S0301-603X2008000100003-sza","Women and leadership positions in the Malian Ministry of Agriculture: Constraints and challenges","Akeredolu, M.","South African Journal of Agricultural Extension; 37(1); 27-44","South African Journal of Agricultural Extension","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0301-603X2008000100003&lang=pt" 
"S0301-603X2008000100004-sza","Assessment of adoption gaps in the management of aflatoxin contamination of groundnut (Arachis hypogaea L.)","Satish Kumar, G.D., Popat, M.N.","South African Journal of Agricultural Extension; 37(1); 45-57","South African Journal of Agricultural Extension","Inglês","2008","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0301-603X2008000100004&lang=pt" 
